orf	chr	gene	geneflag	WtMean	MutMean	WtMean2	MutMean2	fold.mut.by.wt	p	p.paired
orf19.3722	ChrR	FAP1	1	889.438549955791	2938.49613174182	1006.56197018016	1818.69922060582	1.80684277221432	0.0106096449944242	0.00644409388630887
orf19.1252	Chr4	YME1	1	2074.23146446827	6910.81115005684	2667.61645430043	4801.28561232522	1.79984105458082	0.0440226014626299	0.00842566291133029
orf19.7021	Chr7	GPH1	1	2787.22774830533	11361.4620543678	3391.34103769628	7179.40125087783	2.11698002975093	0.0145633790149838	0.00567951422775521
orf19.544	ChrR	PRE6	1	3170.86659554838	10637.7056966022	4095.68474614136	6651.80891816906	1.6241017877257	0.146386996896886	0.00974263991374045
orf19.4530.1	Chr1		1	982.1627230654	3310.07901646704	1211.56501977387	2079.7455644049	1.7165777572491	0.0367980377461287	0.00429760384996089
orf19.3789	Chr4	RPL24A	1	8383.14182256038	31368.6719891572	10707.2951519164	19551.1979884141	1.82596983748177	0.0540920856746009	0.00146077717514808
orf19.3140	Chr4	UMP1	1	964.091732979664	4122.43178616736	1192.25219665699	2606.37479945588	2.18609351843848	0.0956269576170507	0.0075922126737606
orf19.1467	Chr2	COX13	1	8448.35862504212	22592.8913951546	11827.8813919773	16003.6800915892	1.35304705561592	0.256647990037797	0.00839186453816064
orf19.3844	Chr4	MRP8	1	744.501547303271	2532.5686633139	869.92581056752	1551.18810036916	1.78312688452961	0.00308984799604596	0.0038991163814434
orf19.4444	Chr1	PHO15	1	1685.50161904540	4296.95577388431	2205.58177719071	2961.0073929103	1.34250628271049	0.259343710052945	0.00346189327992262
orf19.1193	Chr6	GNP2/GNP1	1	2462.36741292333	7843.88397566086	3382.74572972866	5527.2675113704	1.63395890586602	0.121874810271453	0.00114267866170720
orf19.449	Chr1	YKR70	1	2411.99927895943	6973.49524756852	3494.31484560883	5369.70997577854	1.53669895617061	0.472614741900141	0.00152970619110371
orf19.355	Chr3		1	6713.39776746242	33834.9584787566	8101.50500703102	19870.9128272461	2.4527433865684	0.00576167155882557	0.00112978338205403
orf19.5295	Chr4		1	798.425824175824	2235.36555912327	910.307005159626	1399.15603194136	1.53701556069648	0.306212752833718	0.00876166208164577
orf19.7119	Chr7	RAD3	1	1075.36464849679	3055.10217630726	1258.00036341115	1948.46579605623	1.54885948583738	0.00442653343943784	0.00798532921234249
orf19.1248	Chr4	RPB3	1	1268.04647242000	4339.03263856383	1547.56332222215	2712.47766073389	1.75274098434889	0.0588765741370333	3.95333133171845e-05
orf19.4411	Chr4	HOS1	1	724.742745042314	1806.69959778783	826.976335959674	1177.37787990478	1.42371411213173	0.0258363096134473	0.00291385061262444
orf19.6048	Chr1	PMT3	1	689.146119886365	1736.77421116895	766.166297437401	1117.86008798886	1.45903062002045	0.00056338981872437	0.00575277234784778
orf19.2278	Chr2		1	800.985953272258	2169.39355032697	939.60059095263	1312.66442323126	1.39704512307766	0.299520581650702	0.00706035799636486
orf19.1416	Chr4	COX11	1	822.55230420504	2266.82599652314	951.84819448012	1399.07047259062	1.46984622201733	0.192385020181145	0.00140174519595020
orf19.3122	Chr4	ARR3	1	1849.22221709778	7727.92325295445	2463.05807727768	4794.42408149483	1.94653310278169	0.0464639350334498	0.00495997232263645
orf19.4410	Chr4	ALG1	1	616.309726294073	1697.70818426840	674.462578727096	1035.26631170949	1.53494996514607	0.0147315414180327	0.000541367201956387
orf19.4943	Chr1	PSA2	1	1601.93215200767	4821.91184540152	1974.53132786951	2985.72822367673	1.51211995552296	0.0125686673753264	0.00503008846891844
orf19.3126	Chr4	CCT6	1	1405.11346115067	4470.01364153088	1614.01395398952	2504.35197680455	1.55162969354403	0.296932178029109	0.00473432240113479
orf19.4538	Chr1	RNA15	1	1362.84324081091	3456.32463340173	1694.42247794175	2277.87998837733	1.34434004389762	0.322220547583846	0.00897695699368393
orf19.3795	Chr4	AGP3	1	644.434032140475	1613.17677150436	692.91375716268	956.464238845367	1.38035105950539	0.166429044658075	0.0053129315676286
orf19.1167	Chr1		1	1940.02165144293	8462.30264639426	2207.61093185277	4596.03506098934	2.08190446725685	0.0808596358007344	0.00683035602036991
orf19.1588	Chr2		1	962.769005847953	3127.26923076923	1171.52935045934	2068.71906832676	1.76582777675664	0.0747134047970843	0.00585351342207554
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
