orf	chr	gene	geneflag	WtMean	MutMean	fold.mut.by.wt	p	p.paired
orf19.1930	Chr5	FRE4/CFL5	1	267.381249260625	215.309912675799	0.805254344764952	0.182587316432055	0.142890027143796
orf19.2481	Chr1		1	261.778430295703	194.861871474712	0.74437711027069	0.0105874917643818	0.0256521129289392
orf19.5042	Chr4		1	223.067107881844	144.898994058563	0.649575795528376	0.0704465081974457	0.0737878656522157
orf19.7455	Chr3		1	280.195522909993	205.222015768469	0.73242432154918	0.0511302253325765	0.0595423681965295
orf19.7208	Chr1	CSK1/SMK1	1	270.847229270442	203.776160961003	0.752365684189929	0.0279541242130243	0.0581723886092069
orf19.468	ChrR		1	236.369785225345	152.323702427635	0.644429668886892	0.0432387491751057	0.123969264044186
orf19.3231	Chr2	CDC27	1	285.743503972496	196.529457336103	0.687782765325856	0.00897412369555022	0.00599837859087336
orf19.4244	Chr5	YIL130	1	255.682315322918	175.497852810306	0.686390267503085	0.0146120682504140	0.0348241291533585
orf19.1874	Chr2	MEK1	1	287.725138327035	218.174377173519	0.758273602515526	0.0465080461818378	0.0430129176801546
orf19.1178	Chr6		1	267.031472150890	223.038642572918	0.835252267369022	0.451754146961318	0.455915313492627
orf19.6782	Chr3		1	262.575319927967	177.438913216435	0.675763865640961	0.000706265266845787	0.00280789656493222
orf19.1024	Chr?		1	223.313193649533	142.518171008661	0.638198615493935	0.0474468369254823	0.0359095396380984
orf19.6283	Chr5	NFU12	1	276.01439409323	193.774112726146	0.70204350524087	0.0487287081514292	0.000192867028482081
orf19.4149.1	Chr5		1	248.984917319697	160.228045095265	0.643525105135314	0.00850228254503563	0.0374547628408915
orf19.1529	Chr2		1	285.828366081802	187.341752201825	0.655434430004086	0.00441792634209681	0.00446624404623314
orf19.3049	Chr1	SPS1	1	263.920575983784	187.832338060791	0.711700243001639	0.0492354536069864	0.0295184436205430
orf19.588:1982	Chr5		1	259.584339436720	202.151088435626	0.778749168282952	0.179194919273082	0.185530744754139
orf19.5231.2	Chr1	@	1	263.513596000961	201.068187690518	0.7630277554627	0.152000610855888	0.102190072743707
orf19.3510	ChrR		1	272.895699007989	168.589059714634	0.617778368539619	0.000241812410643441	0.00497433413864513
orf19.1679	Chr3		1	247.880918158856	191.269148896065	0.771617074507886	0.170039703058388	0.212295202656462
orf19.2404	ChrR	POP1	1	252.957860024951	193.429255665807	0.764669876819516	0.210659163354627	0.113939174290195
orf19.6222	Chr1	SPO22	1	242.108551543279	172.913645233835	0.714198834083417	0.0802969495109428	0.0329054529776944
orf19.217	Chr2		1	261.933817426067	203.466401908655	0.776785540363015	0.0465762443506794	0.076642794243046
orf19.3942.1	Chr5	VPS25	1	284.966170676204	202.427496561746	0.710356236606615	0.0755776359936808	0.0266271298843027
orf19.4250	Chr5		1	286.256166683879	205.992169570394	0.719607797298133	0.0879464192560567	0.0839641230877003
orf19.115	Chr6		1	214.796092466817	158.534979825108	0.738071991926947	0.0274030321811131	0.124750392787811
orf19.1215	Chr6		1	268.852556081473	195.551705590387	0.727356691119305	0.0245416737201207	0.0208878030893685
orf19.377	Chr4	PHR3(GAS1)	1	276.314531580349	209.512827184555	0.75824035017728	0.084587980110278	0.0402660173610737
orf19.7456	Chr3		1	268.719042578673	190.996954294127	0.710768215238074	0.0182675039672117	0.0227675430238773
orf19.1500	Chr2		1	279.870383304597	210.890213385768	0.753528154339382	0.0593536459491804	0.0303177981087243
orf19.7027	Chr7		1	255.947357923168	196.420632796137	0.76742590503747	0.0651045258615147	0.0194154441202400
orf19.2431	Chr1		1	251.038902425215	157.005048862893	0.625421189091062	0.00331271362625994	0.0268831136332691
orf19.948	Chr5		1	261.519914161243	191.214824556600	0.73116735744531	0.0372811817502787	0.121361957624688
orf19.6164	ChrR		1	268.282306114253	192.970117873646	0.719280077276009	0.0722738907913011	0.181502717893996
orf19.3697	Chr7	FAR11	1	276.020741710605	219.519748371169	0.795301639328702	0.297334533101413	0.172516730085090
orf19.5701	Chr6		1	236.360856540927	158.349512460059	0.669948124141443	0.0246262710342469	0.0281868812497902
orf19.6678	Chr5		1	278.600532128011	219.242764871903	0.786943094463172	0.147976724016887	0.095138843123527
orf19.1128	Chr?	MYO4	1	279.228831769379	219.756153670229	0.787010969740153	0.116154848534332	0.0371323492035043
orf19.2035	Chr2		1	248.361884624156	169.272443596471	0.68155564148915	0.00555570042568575	0.0201179633739663
orf19.3200	Chr5	MATa2/MTLA2/A2	1	248.041020128678	170.990280802270	0.689362915511167	0.0488912084981519	0.0562512979831854
orf19.2133	Chr6	LIP4	1	271.754145131113	175.296010454348	0.645053676622939	0.0035025741581234	0.0168773123965372
NC-plant-1	NA	NA	0	244.380461992782	189.907628052896	0.777098244697257	0.133931948662410	0.163569745739243
orf19.6310	ChrR		1	242.086606715823	174.017845728181	0.718824754863267	0.0206054880627027	0.00258014302927691
NC-SP-phage-09-4	NA	NA	0	240.704078199137	180.661056891462	0.750552538382833	0.0414055988662759	0.0647734179245523
NC-SP-phage-09-7	NA	NA	0	276.602748022656	190.636457632504	0.689206665498817	0.0708349774103884	0.0223987263699322
NC-SP-phage-09-11	NA	NA	0	261.999464866323	193.286848968009	0.737737571588656	0.113758740000479	0.0431823848624803
orf19.4646	Chr4		1	243.107916870407	167.974879376318	0.690947796101021	0.0896949556055322	0.101460784647605
orf19.4568	Chr4		1	239.643027830645	163.723809688282	0.683198719238289	0.00167966249444276	0.00625380802737013
orf19.634	ChrR		1	250.80105942807	170.806655674575	0.681044394565496	0.00512533103752542	0.0179318941786658
NC-plant-3	NA	NA	0	236.041909341255	169.101289846013	0.716403668814324	0.0217839353595259	0.0349910780941289
NC-SP-phage-08-9	NA	NA	0	254.854441770831	160.284891279807	0.628927203175599	0.0139867003528630	0.0289445357568156
NC-SP-phage-08-13	NA	NA	0	268.290073797270	182.509585032076	0.680269614335365	0.0429912323411534	0.045043138119627
orf19.1004	Chr1		1	221.066567258125	144.643920049578	0.654300294447901	0.0689120571347958	0.110886953157324
NC-plant-4	NA	NA	0	225.784166811632	165.084692196069	0.73116150936215	0.144285155555112	0.154892492474548
NC-SP-phage-06-8	NA	NA	0	283.925668586447	217.418621690120	0.765758949419969	0.0644845697651538	0.0840378707927587
orf19.3320	Chr1		1	229.170888080358	148.399977920548	0.64755161165371	0.0446297472142109	0.129875089676293
NC-plant-5	NA	NA	0	245.596264216335	175.575489824984	0.714894790379738	0.121570399060615	0.120450463078374
NC-SP-phage-05-2	NA	NA	0	265.921962812298	205.757534714120	0.773751564323986	0.0439535871326321	0.0953143462027208
NC-SP-phage-05-16	NA	NA	0	255.094651140704	175.608209079489	0.688404120957549	0.00519541192238309	0.0232839878644069
orf19.4566	Chr4	ROT3	1	253.640930139516	184.036542118058	0.725579038118287	0.0986570287991605	0.0736739310725575
orf19.4461	Chr1		1	272.065959432106	203.428305915047	0.747716863732864	0.128898979321335	0.168868644949474
NC-plant-6	NA	NA	0	230.081049190298	160.815042855988	0.698949537225813	0.0409816831116382	0.0135192944807037
NC-SP-phage-03-3	NA	NA	0	249.632033223934	175.507775624687	0.703065922101619	0.00810403687052024	0.0383689683094205
NC-plant-7	NA	NA	0	226.345041071969	149.178409628552	0.659075228341846	0.0127987767568777	0.0158310594706105
NC-bacteria-10-7	NA	NA	0	274.687900320998	196.943658370031	0.716972455429904	0.0840668154205804	0.0507630981654347
NC-bacteria-10-2	NA	NA	0	238.807878916736	160.644544170951	0.672693651899829	0.00862671956480077	0.0216451671284393
NC-bacteria-10-5	NA	NA	0	228.957703128032	155.236127746053	0.678012251281388	0.0132478758116076	0.0271462751529339
orf19.81	Chr?	RRP46	1	290.386758342365	207.61461834931	0.714958972421646	0.193510493325894	0.00873637070186796
orf19.3738	ChrR	PGA22	1	263.847611638099	187.268417392871	0.709759759545346	0.0117492794656591	0.0231625817303068
NC-plant-8	NA	NA	0	236.356394931813	159.404536909958	0.674424472229511	0.0136996089055603	0.0122275218727966
NC-bacteria-9-11	NA	NA	0	263.568919512092	174.639357603669	0.662594656179317	0.0083645639522904	0.0147736250077268
orf19.4509	Chr2		1	246.824249399598	166.530234621351	0.674691546825067	0.0634614593381921	0.114686296299457
NC-bacteria-5-11	NA	NA	0	249.653584289034	173.224277350472	0.693858563432135	0.0401596643449964	0.0293043098879424
NC-bacteria-5-12	NA	NA	0	252.244575294442	173.1195281929	0.686316159587653	0.0433731720954024	0.0516527148418256
orf19.257	Chr3		1	233.008349992519	139.024266588464	0.596649290005819	0.0107133350236385	0.0377870667187598
orf19.7165	Chr7		1	247.192945302563	181.663206223452	0.734904493334539	0.0773331154243213	0.148582883388683
orf19.4129	Chr5		1	268.132718245570	168.988214002671	0.63024093108959	0.070485655207804	0.106682709552993
orf19.1969	Chr5	CCW14	1	267.159234596271	193.220029137133	0.72323919264526	0.0715860826053311	0.0945268697497671
orf19.7330	ChrR	PET18	1	268.403774099184	183.827141701151	0.684890301256422	0.0127490766113471	0.0124023764415832
orf19.4880	Chr1		1	228.267819842798	150.845346699217	0.660826159390753	0.0466702160420564	0.0674660783682661
orf19.4604	Chr4		1	249.376330610152	159.140263691827	0.638153040837743	0.0595805520895842	0.0847509773616833
orf19.3284	Chr2		1	284.063314655457	208.116865984029	0.732642531600591	0.191485481580271	0.183733087799659
orf19.873.1	Chr2		1	231.651026745444	146.891950241589	0.634108781235861	0.0402736165109059	0.0333658926806207
orf19.5205	Chr2		1	288.99400118143	222.527036534976	0.770005728926096	0.102657048663363	0.0623590544408573
orf19.5589	Chr6		1	237.283319919715	158.247319583999	0.666912952994516	0.0864425482621178	0.140065748155336
orf19.1932	Chr5	FRE5/CFL4	1	268.200802578172	190.951983214694	0.71197394407139	0.0293376705722912	0.0581195154214966
orf19.1310	Chr4		1	244.460928351951	171.942737688561	0.703354678589026	0.0145881113181472	0.0191575691463947
orf19.1651	Chr3		1	273.186467000222	189.612991862557	0.694079007443669	0.123921216513987	0.158575124275128
orf19.4652	Chr4		1	252.680286107634	197.027759956239	0.779751214435112	0.231910881516935	0.148790438123342
orf19.3030	Chr1		1	282.656564947653	215.153144428471	0.761182194612452	0.0572316234292747	0.0407144492379125
orf19.3306	Chr1	HOP1	1	268.891076523513	183.273465141614	0.681589986217291	0.0320733749186836	0.0270470737167609
orf19.3924	Chr5		1	245.761338261623	173.784712708389	0.707127955672949	0.0181284389084766	0.0286542200773416
orf19.4804	Chr1	LIP2	1	253.710928805776	179.601612195321	0.707898603504036	0.0504568861903199	0.0896523240056951
orf19.3626	Chr2		1	237.159112273663	154.191567005701	0.650160837285374	0.00419383453145749	0.00506696341897067
orf19.1074	Chr6		1	226.457111613540	145.788138452696	0.643778141538299	0.03748533618232	0.0662232014774307
orf19.3925	Chr5		1	237.621943341957	146.612877195091	0.617000581398761	0.0659750426310123	0.123197705046438
orf19.2296	Chr1		1	267.825251504993	193.572381985341	0.722756278198554	0.0635908471739217	0.0201225751407495
orf19.226	Chr2		1	264.1666781482	172.615321768399	0.653433366306557	0.102204330690133	0.12638958633988
orf19.3280	Chr2		1	230.867796294028	153.949776012682	0.666830881066736	0.0969126901944666	0.108195673928921
orf19.1551	Chr2		1	255.140462539945	157.804557698944	0.618500711835302	0.0527503910975118	0.0718923599070529
orf19.3336	Chr1		1	242.276750020896	181.420729148791	0.74881609206473	0.141585881928062	0.267396224705469
orf19.3852	ChrR		1	280.867380636069	182.381054756465	0.649349363188542	0.012744966631922	0.00559743288664385
orf19.570	Chr5	HYR9/IFF8	1	290.064404125937	202.873429498851	0.699408223184703	0.0154782520018211	0.00666839197935985
orf19.4884	Chr1	TOS9	1	265.203089839177	207.4787604413	0.782339152108362	0.159332492617339	0.170893122300722
orf19.4872	Chr1		1	246.620630358450	189.964606324275	0.770270540822848	0.152133722856993	0.162570591972281
orf19.4498	Chr2		1	245.900731870168	157.703538923218	0.641330091715557	0.084331673250572	0.150297393342813
orf19.2336	Chr1	PRY3	1	272.474513173485	204.502653061855	0.750538649211743	0.0261811200385068	0.0583234911417044
orf19.3660	Chr6		1	260.490441379853	199.71398563583	0.766684507031882	0.0936137774179232	0.0622238081688598
orf19.7055	Chr7		1	252.42671628121	183.744710865766	0.72791308928279	0.0949175339675561	0.241292151627369
orf19.3159	Chr3	YBL004	1	284.455470367783	208.528639713668	0.733080082601516	0.104704314764205	0.136325496536427
orf19.2638	Chr5		1	283.040098918991	217.002807155724	0.766685738114555	0.173475404897049	0.0589749547773831
orf19.938	Chr5		1	266.837723136624	170.296771334332	0.6382035093559	0.00497897318666158	0.00301444106880376
orf19.5172	Chr7	LIP9	1	265.527247605602	183.878656153748	0.692503906141001	0.0183791150089489	0.0448494784511856
orf19.2936	Chr1		1	261.858807730028	190.318418103946	0.72679784863361	0.223839717624578	0.161077027412251
orf19.6200	Chr1	PRY1	1	280.727928474166	211.565520546257	0.75363189439745	0.0527324766598845	0.0456419795165952
orf19.7620	ChrR		1	259.982667826644	179.010268518940	0.68854693282209	0.0889044531593008	0.185002574715784
orf19.4310	Chr5		1	227.065063505885	151.301745966246	0.666336527646073	0.086498025130447	0.145473752728815
orf19.1286	Chr5		1	272.611839848755	181.927169638509	0.667348746626125	0.0525494506645312	0.132409664213482
orf19.15	Chr?		1	253.529518863999	179.572657348426	0.708290924674352	0.242723831216035	0.183398444191756
orf19.1146	Chr1		1	244.997218775121	176.334741269791	0.719741808300466	0.0774191820924061	0.128823335228847
orf19.139	Chr6	TRA1	1	281.555282021992	188.709384993527	0.670239192951058	0.0244275654630668	0.0151703147424625
orf19.1021	Chr?	LRR	1	268.916182774239	219.975685735091	0.818008360321569	0.101988549970912	0.130235146582124
orf19.4834	Chr1		1	261.614225383909	158.050112202284	0.604134243733693	0.0113059161949594	0.0777686515485774
orf19.929	Chr5		1	246.939784866633	170.025657580264	0.688530840310285	0.0242979864395728	0.0179801129938284
orf19.1530	Chr2		1	245.783593378966	166.967700542151	0.679328096097565	0.164642513004731	0.0486969190800411
orf19.1268	Chr4		1	260.462907845585	215.170424113051	0.826107739842228	0.510491100579692	0.494436081575089
orf19.5271	Chr1		1	261.51763647114	188.874927618318	0.72222634835246	0.0403144780050871	0.0147324579221731
orf19.3503	Chr6		1	220.106299560534	143.686390382575	0.652804534306653	0.0635256037739313	0.12254174107005
orf19.4243	Chr5	YKL090	1	287.192762155892	200.426308818359	0.697880779842092	0.053425047139982	0.00582423655349905
orf19.6486	Chr7		1	290.171390277631	221.742947388124	0.764179222410468	0.0935932420713729	0.175676707467384
orf19.7157	Chr7		1	274.101915787662	176.051538870791	0.64228496311267	0.152799009228717	0.118938055090222
orf19.2530	ChrR		1	233.863428992323	155.373418140675	0.664376721106638	0.0379983620240592	0.137063491414227
orf19.1939	Chr5		1	289.970084270750	193.675894406823	0.6679168125012	0.0163880120738808	0.0123768876694267
orf19.5121	Chr1	OPT5	1	249.498091916514	205.581703561746	0.823981065276188	0.365517786501768	0.360355420253562
orf19.6391	ChrR		1	269.692625573255	202.046314818259	0.749172560387191	0.0280893296972401	0.076048655121102
orf19.812	Chr2		1	286.628591003796	213.449013413587	0.7446884927497	0.042422829992152	0.024363205144558
orf19.3042	Chr1		1	269.729168179014	204.678719696791	0.758830500529887	0.0446865642676843	0.0436876550114572
orf19.751	Chr1		1	262.593922802613	207.330834580725	0.789549249152163	0.259116303578845	0.310023975867075
orf19.4803	Chr1		1	252.307085900328	191.980948729144	0.76090193045543	0.056379548861751	0.0322259452883313
orf19.3210	Chr5		1	244.120761999325	166.258505774246	0.681050249116892	0.0777843498872112	0.129021199315335
orf19.741	Chr4		1	242.365846951164	185.08126762432	0.763644176572508	0.183311098904153	0.31004743338439
orf19.5303	Chr4	PGA30	1	239.606743676237	175.843801725271	0.733885027722242	0.0719097547865118	0.0839069691599945
orf19.4917	Chr1		1	255.006560519681	209.559744171175	0.821781775904554	0.387556260880231	0.32031380738909
orf19.153	Chr2		1	269.324795337339	201.666986081921	0.748787299102284	0.134619758082063	0.123406236704191
orf19.3735	ChrR		1	273.873037753789	210.492126457663	0.768575571308683	0.0165122036221809	0.031209959491474
orf19.1348	Chr2		1	276.308738596178	207.781707931841	0.75199108427588	0.219480330443738	0.300848124721424
orf19.2061	Chr2		1	250.846002859007	186.464582129290	0.743342847819248	0.19869495399936	0.217000468350516
orf19.3717	Chr?		1	262.963734848817	161.976907902569	0.615966714937682	0.0199394156953531	0.0720003434595886
orf19.3386	Chr?	CTA2	1	256.413821049985	180.683496435954	0.704655839907833	0.213768241219764	0.124682049086495
orf19.4463	Chr1	CIS33	1	242.045241422514	216.950933928063	0.896323896528723	0.718434121060951	0.688665982772076
orf19.2957	Chr1		1	279.160023572601	207.076369966205	0.741783752974754	0.0659382916012629	0.0126632581976677
orf19.3427	Chr6		1	243.920790902427	167.673741218208	0.687410616363903	0.111642419166344	0.103592822095855
orf19.1831	Chr1		1	286.403822528577	217.219170779231	0.758436702630102	0.166525431382844	0.179954340305075
orf19.6859	Chr1		1	290.179778760859	205.933220675654	0.709674607772603	0.186546257069094	0.160549489410201
orf19.2024	Chr2		1	272.140654505459	195.555908290468	0.718583956689005	0.0362494936482958	0.120826506999683
orf19.2766	Chr4		1	277.914672655565	214.839007663812	0.773039457078516	0.160239495799986	0.156665606911358
orf19.7356	Chr3		1	282.75428954121	203.900790270898	0.72112359675159	0.101634691184429	0.0269167849869781
orf19.3238	Chr2		1	286.103840394289	201.313993622130	0.703639606321582	0.0383431646904224	0.0769571151450469
orf19.7303	ChrR		1	244.045225461198	189.136710461928	0.775006805007132	0.142468700763033	0.116290585808508
orf19.322	Chr3		1	268.322461179671	186.521956612893	0.695141047055306	0.0499316449561533	0.143134129276768
orf19.5840	Chr2		1	283.966677058853	213.994822488060	0.753591318194383	0.144215658597523	0.125553585828591
orf19.1817	Chr?		1	252.584821685564	184.724573673103	0.731336793875372	0.155845750157134	0.0401527717399594
orf19.2449	Chr1		1	253.977682139557	195.725306197684	0.770639784365526	0.102977546778803	0.089322271840086
orf19.1148	Chr1		1	274.980335501986	174.835112997158	0.635809512261999	0.0695067221814686	0.108577236802919
orf19.1722	Chr3		1	261.358419869179	165.869410632927	0.634643455205887	0.0439246242816969	0.147829956308165
orf19.3968	Chr5		1	241.204788531770	174.041650211100	0.721551389052031	0.190433388762194	0.223355154826153
orf19.5012	Chr1		1	281.790269229509	204.361134477820	0.725224242258608	0.0842564742351514	0.213698464588854
orf19.1207	Chr?		1	246.874417968090	169.891845302255	0.688171122389094	0.0598802206589005	0.106062767863407
orf19.6179	Chr3		1	245.456277874754	174.417471822865	0.71058468470651	0.100997221346529	0.16928330167681
orf19.5918	Chr3		1	251.828652999272	185.265874769526	0.735682268729214	0.171263700335415	0.295720554566966
orf19.4320	Chr5		1	263.183568379550	182.762027984266	0.694427958058139	0.0989008416173361	0.131751318655091
orf19.7395	Chr3		1	223.446051308165	208.045395824787	0.931076627252014	0.833938699078171	0.846731050572756
orf19.2071	Chr2		1	244.643002030539	203.161706264191	0.830441519184883	0.580959736413527	0.572673230124227
orf19.1581	Chr2		1	239.298360807228	176.973113395182	0.739550044547722	0.36211302137718	0.407320809606802
orf19.6390	ChrR		1	249.235880682122	193.179370828065	0.775086517636875	0.411711528108279	0.455967511400285
orf19.6534.2	Chr7		1	257.822422629874	211.453611259398	0.820152138446693	0.464442609036781	0.441591529335010
orf19.5137.1	Chr7		1	210.745656749351	172.819917578448	0.820040233540803	0.525539793582623	0.5793947451065
orf19.4169	Chr4		1	276.174693728615	216.581230256696	0.784218232788269	0.427053371291044	0.422470149726719
orf19.2195	Chr2		1	268.208224816528	203.522320675545	0.758822071227561	0.263491343117383	0.280283558424383
orf19.2203	Chr2		1	271.370718255509	216.368395639034	0.797316663455607	0.283389296408008	0.309615175065618
orf19.4508	Chr2		1	256.586873834681	174.625275175434	0.680569791297841	0.142235759697310	0.149129757636363
orf19.7568	ChrR	SPS4	1	266.323027691183	198.718198518529	0.746154773927228	0.114875867783478	0.0333379924897305
orf19.3140.1	Chr4		1	245.257442246423	203.867057798679	0.831236988901822	0.609722045253421	0.636282225743855
orf19.5748	Chr6		1	256.839433791151	207.700149519167	0.808677026161251	0.487462888925828	0.429272992106841
orf19.942	Chr5	KRE8(CWH48)	1	256.590516286308	205.666619084248	0.801536323559057	0.20214448198841	0.216151464932595
orf19.1746	Chr2	SSP2	1	261.527335497348	188.594067964127	0.721125642967592	0.0461847451851692	0.0248306762706695
orf19.3907	Chr5		1	237.864198458389	181.242297145089	0.761957025562195	0.348588102876269	0.327841753119342
orf19.6354	Chr1		1	236.413855519315	205.774930978553	0.870401316058824	0.639336806205545	0.632282668021891
orf19.1724	Chr3		1	240.211993454985	184.270053384592	0.767114292397409	0.291200619182369	0.331959914325718
orf19.3509	Chr6		1	244.99522240352	193.554765586011	0.790034857362305	0.525572515380902	0.561850554328297
orf19.2033	Chr2	PGA19	1	242.706063221119	183.742331804673	0.757057031728429	0.151359210154642	0.159694773469641
orf19.6142	ChrR		1	274.193695928956	216.852152128584	0.790872129258473	0.349910979032964	0.35945931427755
orf19.5190	Chr7		1	230.295721076269	163.735783621292	0.71098057252686	0.0872210471347709	0.118543919336328
orf19.823	Chr2		1	252.735859535612	184.273523794169	0.729115069514715	0.0331691418253849	0.123528226179154
orf19.3719	ChrR		1	237.372377817131	193.758959710068	0.816265824574324	0.500913269771616	0.49063300169267
orf19.4214	Chr6		1	224.044298262794	206.716192483570	0.922657680139225	0.760328541066208	0.702827134622365
orf19.4636	Chr4		1	230.526728990471	205.724799128826	0.89241191262177	0.690443930850577	0.66816112037757
orf19.635.1	ChrR		1	247.246591877944	209.016622468021	0.845377163262192	0.648446044366196	0.620932349357965
orf19.2968	Chr1		1	243.428410181187	222.458268073523	0.913854992964641	0.822749938528339	0.805228418170896
