"","orf","chr","gene","geneflag","WtMean","MutMean","WtMean2","MutMean2","fold.mut.by.wt","p","p.paired","chr.combimatrix","start","end","strand","chr2","loc"
"891","orf19.3904","Chr5","","1",214.638058555309,285.273983200707,185.80294183598,180.655875666305,0.920403827219003,0.294750924023703,0.316995451403276,"Chr5",938021,937251,"C","5",937636
"950","orf19.1958","Chr5","","1",190.022877984085,205.168859649123,149.756158810162,129.180113596867,0.76575114894695,0.585295005264744,0.607645209505322,"Chr5",254747,255256,"W","5",255001.5
"1023","orf19.4275","Chr5","RAD9","1",194.359226010428,233.339767272957,156.067535218313,147.799422541043,0.865757111087593,0.318385566499803,0.345855729712172,"Chr5",586199,582673,"C","5",584436
"1310","orf19.4239","Chr5","","1",203.156437318983,281.751367116952,164.301767225088,178.153288901166,1.02739571311346,0.402047281748881,0.435444073605234,"Chr5",513647,511632,"C","5",512639.5
"1409","orf19.1930","Chr5","FRE4/CFL5","1",208.977027283062,314.350394893646,180.806771735946,207.216463603743,1.08108977247222,0.258196929391351,0.285761477559599,"Chr5",308765,310897,"W","5",309831
"1641","orf19.4244","Chr5","YIL130","1",205.217219662773,263.651730730451,168.685563361175,168.658559851641,0.959468811329703,0.295153963193537,0.329758483032312,"Chr5",525352,524876,"C","5",525114
"1768","orf19.4149.1","Chr5","","1",197.655172413793,241.865388493338,161.955514617225,153.741076706135,0.892225861368036,0.547208309194291,0.562268548177252,"Chr5",342918,343768,"W","5",343343
"1826","orf19.3190","Chr5","HAL9c/HAL9/ZNC3","1",351.873330650960,279.781710660478,353.3741829533,176.433606887854,0.499282673718046,0.0878141794537554,0.175426710942229,"Chr5",415009,411977,"C","5",413493
"1944","orf19.1124.2","Chr5","","1",238.487637362637,336.323786920883,213.277969070238,213.17343511646,0.978895499764772,0.441667095962244,0.442776592499479,"Chr5",822244,821345,"C","5",821794.5
"2086","orf19.3942.1","Chr5","VPS25","1",229.761825817860,312.555976313463,198.3890835031,194.084095320377,0.958121812208871,0.400151512513805,0.419267695420563,"Chr5",997808,997159,"C","5",997483.5
"2091","orf19.4250","Chr5","","1",231.102451641925,310.230990274094,199.583033449346,197.692051133035,0.990525335327205,0.65711119394879,0.686609449694804,"Chr5",534754,534230,"C","5",534492
"2099","orf19.3999","Chr5","","1",316.657211940107,333.257598041552,298.326175539363,207.810709228021,0.696588922686071,0.78931324257358,0.788427423886373,"Chr5",1109898,1112201,"W","5",1111049.5
"2187","orf19.4011","Chr5","","1",219.636899637467,348.865288122788,189.941877221,225.909553443417,1.17426327598990,0.241921885702013,0.283793279879961,"Chr5",1137219,1138442,"W","5",1137830.5
"2258","orf19.948","Chr5","","1",205.771619684663,280.749273714791,174.767487278283,183.842262265361,0.999464719813155,0.518010173034575,0.535613769676858,"Chr5",77014,77355,"W","5",77184.5
"2356","orf19.6678","Chr5","","1",221.189959249557,321.456087998511,192.021125386707,210.978629675648,1.06885504226549,0.358684837325120,0.380184889357823,"Chr5",811715,810594,"C","5",811154.5
"2962","orf19.1969","Chr5","CCW14","1",213.451188204818,294.95158957296,180.429592920854,185.673316709612,0.985853479931869,0.284143931954228,0.326484434395994,"Chr5",221848,222663,"W","5",222255.5
"3188","orf19.1932","Chr5","FRE5/CFL4","1",213.502777120212,280.717868376878,181.476236144148,183.846967985418,0.981827709357088,0.286676969227014,0.324962434114344,"Chr5",303390,305522,"W","5",304456
"3265","orf19.4321","Chr5","","1",230.943223443223,343.762820512820,203.588008271562,215.902501724503,1.05380771881831,0.505757730358718,0.537700985837511,"Chr5",655431,654979,"C","5",655205
"3510","orf19.3924","Chr5","","1",195.719836594620,259.082322849564,158.687149361715,167.092308282743,0.975706244399856,0.284934030268055,0.317713042568451,"Chr5",968085,966946,"C","5",967515.5
"3638","orf19.3925","Chr5","","1",189.730457609541,221.404235225746,150.423768985635,140.839627055311,0.846934392113844,0.563905868649911,0.589850543485962,"Chr5",970692,970237,"C","5",970464.5
"3673","orf19.3966","Chr5","CRH2/CRH12","1",227.20781230264,348.660498912982,200.855884914872,224.543146620990,1.10101202086932,0.284514781244269,0.322901931168413,"Chr5",1039185,1040699,"W","5",1039942
"3708","orf19.1106","Chr5","","1",230.6287041196,344.171456631189,201.252583092958,214.594350240007,1.06303786221124,0.332017483212313,0.353838157228582,"Chr5",850957,848603,"C","5",849780
"3856","orf19.570","Chr5","HYR9/IFF8","1",229.455546608564,311.906277630416,203.767934220557,194.442627043002,0.930382789362286,0.368750195618105,0.385158623937989,"Chr5",164521,166665,"W","5",165593
"4101","orf19.2638","Chr5","","1",227.804418375929,342.169273343615,196.419293976538,207.974619474453,1.03503159689285,0.399033585738049,0.425414631210267,"Chr5",772050,772877,"W","5",772463.5
"4131","orf19.938","Chr5","","1",215.303277342435,260.97517431399,179.931561867206,163.352360410727,0.900591231760002,0.365119740425798,0.392581769467446,"Chr5",103156,104601,"W","5",103878.5
"4218","orf19.4310","Chr5","","1",181.380636604775,227.445797019073,139.669049749597,145.449939391922,0.928628202125989,0.543618490157526,0.574520899022334,"Chr5",641243,640761,"C","5",641002
"4226","orf19.1286","Chr5","","1",214.151284007119,278.345029239766,186.091063497520,174.572776526270,0.894906218736434,0.547875972253015,0.572126679332334,"Chr5",896850,896494,"C","5",896672
"4357","orf19.929","Chr5","","1",198.317862239595,262.268753781004,159.823901025888,163.128617635826,0.956306954259123,0.290269676499012,0.324122381921717,"Chr5",138904,137597,"C","5",138250.5
"4487","orf19.4243","Chr5","YKL090","1",231.137875909650,316.153276094746,200.696346910644,191.701523056352,0.92799667493869,0.412482982910415,0.422552049706654,"Chr5",524538,523660,"C","5",524099
"4617","orf19.1939","Chr5","","1",231.477279073014,302.644333534987,203.573212953161,185.585675517794,0.911640941485237,0.327178085262204,0.359013707102539,"Chr5",292571,291477,"C","5",292024
"4913","orf19.6298","Chr5","SBP4","1",372.765988800472,324.148203732142,381.323109727221,210.502557478322,0.552031996248286,0.0591684315719413,0.116883461713060,"Chr5",357108,355213,"C","5",356160.5
"4942","orf19.3210","Chr5","","1",193.569275753486,251.102036700948,157.096342482404,159.544554473435,0.918248954106267,0.537730856473784,0.554332216933858,"Chr5",883082,882444,"C","5",882763
"5044","orf19.3172","Chr5","","1",227.548741992027,340.992926613616,203.376215928870,222.409987176736,1.08403141294190,0.499569899971123,0.527556707307139,"Chr5",446234,446635,"W","5",446434.5
"5490","orf19.3968","Chr5","","1",190.96308576481,269.114721485411,154.191983163999,166.844952029547,0.953700241040525,0.529778724017347,0.552460400558151,"Chr5",1051733,1052044,"W","5",1051888.5
"5617","orf19.4320","Chr5","","1",210.438584629254,277.245806824754,176.348208705463,175.390090336927,0.959130440370452,0.525441511242974,0.545488439125078,"Chr5",654898,654518,"C","5",654708
"5795","orf19.4324","Chr5","","1",271.407603890363,269.475274725275,250.302598871456,165.468012806847,0.661071892792548,0.79979357973192,0.824380010740744,"Chr5",660415,660969,"W","5",660692
"5830","orf19.4217","Chr5","","1",244.21897637551,295.747742200328,219.585379218263,188.817576436590,0.859882279543344,0.7205074360359,0.75126679495954,"Chr5",474797,475375,"W","5",475086
"5956","orf19.942","Chr5","KRE8(CWH48)","1",204.826521431785,308.220649290739,169.64378974012,198.022093344289,1.11845820142988,0.255834146979231,0.305654346587683,"Chr5",86237,84206,"C","5",85221.5
"5968","orf19.3907","Chr5","","1",191.414898320071,278.70548497681,150.585395140068,174.114440004943,1.06732652161582,0.510285121729481,0.550052456081235,"Chr5",942675,942364,"C","5",942519.5
