"","orf","chr","gene","geneflag","WtMean","MutMean","WtMean2","MutMean2","sd.wt","sd.mut","fold.mut.by.wt","sd.ratio","p","p.paired","start","end","strand","chr2","loc"
"591","orf19.5651","Chr4","","1",442.141620906821,787.658212728993,252.729020191008,302.748942766207,213.475981694218,254.164862387995,1.1971297198777,31.5652556520927,0.534826126758792,0.412628812341287,36910,39081,"W","4",37995.5
"3052","orf19.5653","Chr4","ATP2","1",17796.0343004948,36995.7255266597,21839.4432240349,23270.5882647113,9465.19380904947,9522.2893210120,1.06553028966881,0.289668131286780,0.73623960322852,0.460325972885781,39465,41389,"W","4",40427
"822","orf19.5654","Chr4","STE24","1",1278.56226316787,2507.85700947724,1322.61975284330,1351.30289965462,232.564463351006,394.353895678072,1.02168661608876,0.276568136794644,0.979077455041209,0.976337238552732,41651,43041,"W","4",42346
"4737","orf19.5655","Chr4","","1",278.652457431155,468.874557913351,64.2629785743495,88.875203383383,49.0144146425908,94.1211329012188,1,1.14892387464338,0.951772676117232,0.843558683051405,44715,43184,"C","4",43949.5
"565","orf19.5657","Chr4","SWI1","1",1213.90690002382,1952.45064709187,1225.77734235752,1039.77691464086,311.940514572422,256.2182442283,0.848259205575681,0.199079353774219,0.265226198099118,0.159747153864001,48100,45137,"C","4",46618.5
"6175","orf19.5658","Chr4","MNN10","1",883.350597980362,1565.73880154944,782.67942009476,700.19631707795,390.509551437283,472.054845639636,0.894614447628094,0.350650240097004,0.5569292567131,0.229862703080266,49314,48307,"C","4",48810.5
"1431","orf19.5660","Chr4","TIM11","1",5155.73090177367,12668.1688984287,6280.30550331657,8121.76410748533,801.050163500335,1636.63615842345,1.29321162851016,0.247699801918359,0.0310561361119721,0.0241862469474565,50512,49534,"C","4",50023
"2267","orf19.5660.1","Chr4","PEX10","1",1238.62550413390,3009.02252959456,1353.91734235481,1852.79792499562,1303.69326586363,1582.44969585998,1.36847196430258,0.297870570838533,0.527058102021186,0.00298351731566257,51211,50930,"C","4",51070.5
"4741","orf19.5661","Chr4","","1",1544.18130663196,3847.32620371663,1723.23050715609,2269.82597352194,433.992183611388,634.198245624164,1.31719231066069,0.209775143096561,0.114884612871976,0.0132718724554087,51522,52574,"W","4",52048
"15","orf19.5662","Chr4","PEP7","1",415.223006676727,885.923569423116,234.675168875538,343.040055107491,165.117632018547,183.124864312036,1.4617654554216,0.849263881630553,0.23510839945376,0.0249492703475358,52683,54020,"W","4",53351.5
"3541","orf19.5663","Chr4","","1",4326.41085167605,2929.97283743178,4656.74566929224,1463.01691066145,3253.85004944342,1174.67588977679,0.31417152976787,0.218322856984883,0.182250467182681,0.00539180221021833,55317,54082,"C","4",54699.5
"1344","orf19.5664","Chr4","HOF1","1",729.681137941006,921.037316867882,610.070779168862,361.155790809391,546.681048654598,327.078393872322,0.591828301055668,7.81169421424755,0.992888476372645,0.98580367807263,56584,58407,"W","4",57495.5
"5994","orf19.5665","Chr4","","1",1030.23457017876,2117.06849046799,934.410107887909,972.249049603148,470.146509519852,620.935019711472,1.04049500470491,0.530459075829371,0.900158164174662,0.807336306022986,58588,59571,"W","4",59079.5
"1448","orf19.5666","Chr4","SUB1","1",1030.71193820383,2525.44171436549,1020.09561983074,1358.04052775325,435.707745990097,803.264961108464,1.33128748065656,0.496686212830402,0.556961187330037,0.306164571984205,59717,60157,"W","4",59937
"3805","orf19.5667","Chr4","MNR2","1",1196.88140485498,2052.18350363087,1225.48162986339,1067.85786360419,647.198473735898,570.421096665782,0.871378107661416,0.284191253008570,0.724669100963346,0.448029765489787,60947,63340,"W","4",62143.5
"1703","orf19.5669","Chr4","YET1","1",606.098385746639,1540.15483682031,457.068516400436,714.212207849493,266.179311069603,461.162314794616,1.56259331418000,0.379505027830013,0.376820456148131,0.0338554522354245,63561,64121,"W","4",63841
"5198","orf19.5671","Chr4","","1",3054.28244586378,4984.29578178305,3437.29980473334,2915.26409413002,1102.60173221603,689.887964505385,0.848126221086551,0.419216660946188,0.482257349361823,0.525002426307554,66706,64271,"C","4",65488.5
"5731","orf19.5672","Chr4","MEP2","1",841.786255260166,1000.92616959064,717.650946620638,388.916058281263,349.367153324759,187.721654499937,0.541929276499443,0.149319739147843,0.125342508724764,0.00245375284545659,67995,69437,"W","4",68716
"557","orf19.5673","Chr4","OPT7","1",358.938035874101,558.038631201255,166.992003997856,161.763383848545,69.0879352546868,74.8374175444221,0.968689398149998,0.152555904939035,0.885488211463124,0.634110210830619,71749,69506,"C","4",70627.5
"1992","orf19.5674","Chr4","PGA10/RBT51/RBT8","1",412.540214373245,725.122844827586,269.571890399237,336.847750487563,378.573990014007,489.721851454198,1.24910352569042,0.390458527798581,0.974422686027048,0.654133044953316,73547,72795,"C","4",73171
"3538","orf19.5675","Chr4","RIS1","1",1126.80708734701,1814.80372003727,1153.94940687089,984.46901724971,194.098145630843,187.158033834239,0.853130138451434,0.104403183157084,0.152288893521929,0.0232628104314831,77579,74271,"C","4",75925
"4854","orf19.5676","Chr4","","1",986.991288178448,1532.25847492920,935.252716143616,763.152459590906,291.937849829771,147.227378324732,0.815985290839527,0.259033466791348,0.327679206037207,0.183954623860301,80171,78360,"C","4",79265.5
"4845","orf19.5677","Chr4","DUR4","1",271.158616036111,525.134844045348,66.4310320561407,117.349290035691,70.3174950431917,147.584775576362,1.76265621162601,3.84017656417789,0.769811851785757,0.427673529365758,81578,83551,"W","4",82564.5
"5176","orf19.5678","Chr4","DPH3","1",351.931969069446,620.597398946083,140.387611921882,165.040910966687,132.545700955916,124.471921328340,1.17560879273680,0.600492179995584,0.53134884835015,0.0469798310607231,84045,85634,"W","4",84839.5
"169","orf19.4191.1","Chr4","RLP24","1",965.759378413984,1889.46244808013,891.937415648632,911.798992139612,749.5311771998,812.602935268796,1.02226790371445,0.474559398877994,0.933830123213656,0.794538061519505,86317,89234,"W","4",87775.5
"4623","orf19.4191","Chr4","HCT5","1",1188.80600539811,1878.54392391235,1168.27909816116,935.561460419506,427.878230303996,263.311464956942,0.800803046029031,0.211517695528910,0.319259961661914,0.162956827580847,90016,89387,"C","4",89701.5
"1622","orf19.4190","Chr4","","1",801.274074742078,1796.68067078616,690.74113903949,770.172489530552,503.338039693235,907.268740142148,1.11499438212340,0.666183006672223,0.665059882938632,0.452173491836040,90449,90922,"W","4",90685.5
"6062","orf19.4189","Chr4","","1",406.188379839115,699.954509671615,208.884266919654,220.843858901429,185.278304767675,171.187653966866,1.05725463271188,0.616234825633907,0.848023182353015,0.720576855496261,92484,91408,"C","4",91946
"4974","orf19.4188","Chr4","NMD5","1",1001.87531799215,2188.68475274725,952.618545102561,1088.76657761355,796.659386912116,1049.75353437101,1.14289477925269,0.300450846647024,0.994455080352598,0.937138496853243,96781,93728,"C","4",95254.5
"4999","orf19.4187","Chr4","MMM1","1",397.841584509461,706.081707086017,197.254342082996,212.716764714064,133.490257127545,163.483556548739,1.07838824974795,1.07097402045810,0.781057158563632,0.56059096878296,98892,97573,"C","4",98232.5
"3216","orf19.4186","Chr4","PCT1","1",924.191944549703,1892.98073045124,859.419513755713,967.081029748154,388.704154853628,329.341369939781,1.12527236613694,0.357011430462390,0.500239189535229,0.281454273995142,100503,99130,"C","4",99816.5
"3806","orf19.4185","Chr4","","1",722.75805437001,1501.14120721233,671.391684831726,861.745752766998,475.707015673263,481.989859923691,1.28352163459245,0.670158369356996,0.445314574256261,0.197585596412507,100985,101440,"W","4",101212.5
"1520","orf19.4184","Chr4","YAP180","1",1123.22465369879,1808.47440620229,1117.96077813906,947.193146623362,920.93286722215,755.849622890623,0.84725078477265,0.410369990634649,0.916710094214475,0.625012272539814,103605,101596,"C","4",102600.5
"1670","orf19.4183","Chr4","MUC1","1",1506.38812105418,3272.04655773497,1654.95107084832,1896.21673557465,298.661950951197,162.796798157539,1.14578416786827,0.259717417639862,0.123102740356075,0.152322481810115,107084,104421,"C","4",105752.5
"2211","orf19.4182","Chr4","","1",761.776331614413,1600.06823765072,710.667780528129,891.594273971261,494.380280149205,699.849963798171,1.25458659925272,0.467033332585377,0.741455329815848,0.428194605707694,107345,108401,"W","4",107873
"4773","orf19.4181","Chr4","SPC2","1",738.696131354026,1546.23443223443,646.142362617803,730.084473820407,415.190954969184,441.621410374104,1.12991271902142,0.270426335823953,0.814809557194993,0.295201109657837,108929,108420,"C","4",108674.5
"5490","orf19.4180","Chr4","SEC72","1",1311.36674245295,2661.25885752179,1455.68220704803,1516.50654876821,909.141942645998,800.458080552588,1.04178407994938,0.504534536411636,0.825883456588194,0.539536769647416,110012,109398,"C","4",109705
"6307","orf19.4179","Chr4","","1",301.846994856148,458.721943286599,80.6388405522601,77.545410000436,53.7904034603034,71.6818853009441,1,0.593099306340377,0.590511229191635,0.446376381020256,110387,110917,"W","4",110652
"5988","orf19.4177","Chr4","HIS5","1",1667.85167605131,3996.38933948927,1755.91581228240,2087.77907570984,652.922472534177,1133.09075989261,1.18899725209267,0.424740567042344,0.737476840442918,0.502285610015534,111284,112452,"W","4",111868
"3215","orf19.4176","Chr4","MRPS17","1",853.92803294709,1634.33644362030,796.791414885512,792.973259934383,439.628647409479,441.960965347994,0.995208087236134,0.344470061518659,0.936442336941881,0.842941967529021,112697,113437,"W","4",113067
"3767","orf19.4175","Chr4","TOK1","1",1012.72838816759,1674.91428015388,977.2274604089,838.708736461981,671.298118740782,473.426578968278,0.858253344734132,0.392347658737486,0.875001843527376,0.677716888804227,113651,115876,"W","4",114763.5
"879","orf19.4174","Chr4","FUN26","1",897.921409264762,1521.32367916919,959.02311866501,944.53524577718,793.946792756431,641.153649620175,0.984893093184241,0.390596848209614,0.98998127307353,0.973918666995504,116224,117585,"W","4",116904.5
"4090","orf19.4173","Chr4","DPH2","1",480.207243628523,898.275048796356,319.053601940585,368.259030882299,169.149102233995,226.131439958658,1.15422307926452,0.39055242613463,0.814729254209094,0.55924363362632,119171,117582,"C","4",118376.5
"5819","orf19.4172","Chr4","PHO14","1",1211.38387663456,2951.54012941978,1201.10195157596,1535.02090282901,845.497641889115,1077.37021184701,1.27801049762255,0.435978356841997,0.554462808371552,0.105436331259697,120393,119428,"C","4",119910.5
"1700","orf19.4171","Chr4","","1",368.296453156688,546.633687999841,159.692904676801,127.157012650040,100.470392405798,56.8415565811822,0.796259626608898,2.84854799158502,0.926332301466816,0.900568166968472,121072,123009,"W","4",122040.5
"5656","orf19.4170","Chr4","CIS34(IFL3:PIR3)","1",243.661316861812,414.461577379567,20.9932863600138,53.6578799840223,26.8855687563058,41.8516032624562,1,8.71055544678337,0.0665590546983866,0.0335947701942376,124048,124872,"W","4",124460
"5710","orf19.4169","Chr4","","1",221.395140149224,330.988095238095,7.44720531843891,20.0146353536205,12.3215877167437,23.6820132127295,1,26.535903689998,0.510234881778645,0.50518791688236,125651,125256,"C","4",125453.5
"1356","orf19.4168","Chr4","POP7","1",533.315475497985,999.691457531653,407.320801514628,448.484198972706,444.885357770349,437.025784018290,1.10101757887623,0.537886789452223,0.871389589441178,0.128549939917218,126013,126516,"W","4",126264.5
"5711","orf19.4167","Chr4","","1",420.059885290148,876.54138551507,223.060586430330,290.808395984053,103.048322430908,245.744925462295,1.30371931966064,0.924001829200233,0.847893636212817,0.796776492766493,127111,126572,"C","4",126841.5
"3700","orf19.4166","Chr4","NAF2","1",828.814771511006,1411.54583491221,717.386891294803,644.661092447938,283.590686432465,314.291412425924,0.89862402041442,0.233508987049514,0.62505282878915,0.214541263888294,131941,133830,"W","4",132885.5
"3693","orf19.4164","Chr4","","1",783.172642929434,1776.31017229049,708.169161009629,940.6721549583,247.390195771339,452.223819264844,1.32831561546283,0.360353408108502,0.411881050510899,0.132367199274453,135157,134423,"C","4",134790
"6","orf19.4163","Chr4","","1",529.086961327029,670.516199221577,342.677737780697,191.051080541604,260.159415485254,154.224014493365,0.557524050960878,1.41804347435913,0.735408313651126,0.408859342547025,138776,135558,"C","4",137167
"3279","orf19.4162","Chr4","MLH1","1",356.963458325300,513.945263288685,160.246355041242,108.982240266403,197.298083348925,179.434917369428,0.680755920666269,0.522526894229506,0.727004383343443,0.134675592223769,142781,140628,"C","4",141704.5
"4700","orf19.4161","Chr4","QRI2","1",804.49060565871,1434.34551786185,733.11058249307,695.311578933001,432.377525909576,477.233050288528,0.948451961923839,0.508517247670617,0.953404144906182,0.649773945647655,142985,144100,"W","4",143542.5
"1102","orf19.4160","Chr4","QRI7","1",741.922215403287,1266.22490188779,659.921535995318,633.797728078324,184.562504918966,213.831102249855,0.960413766649404,0.204690121560696,0.76709051927933,0.547836993496728,145506,144154,"C","4",144830
"3306","orf19.4159","Chr4","","1",459.877036166224,863.435244538593,285.421755649145,338.684291137637,54.4936728832487,83.8341177757342,1.18660993576805,0.328620880087323,0.228978050093157,0.186505372979867,146330,147430,"W","4",146880
"2263","orf19.4157","Chr4","SPS19","1",4137.4756777554,6955.59255122776,5153.19656210098,4362.47014597986,2769.70718445857,2432.19874314374,0.846556131404633,0.278298565733573,0.556383065901025,0.251749147506746,148174,149046,"W","4",148610
"1476","orf19.4711","Chr4","","1",1080.24762507892,2097.35426139952,1069.26324040191,1164.33823152329,800.459923512804,938.688990314537,1.08891635616843,0.167076329581737,0.994474312539172,0.955588392499078,150355,152169,"W","4",151262
"1506","orf19.4707","Chr4","IFP3","1",389.448332339277,584.149863080557,199.092293114629,185.827064584576,69.6914557760803,112.015035429555,0.93337146143364,0.300580108123118,0.596223094907581,0.35273887540808,154608,152470,"C","4",153539
"3116","orf19.4706","Chr4","","1",2855.00709471513,7576.83253599848,3342.5515344357,4684.37684345156,668.655173700382,1061.44790290445,1.40143743340741,0.347265065014994,0.0281045385329218,0.0138180983038511,156361,155864,"C","4",156112.5
"1208","orf19.4705","Chr4","CCA1","1",799.533268959313,1392.93300157445,703.289741741005,613.845964369717,393.282339710803,363.575912194482,0.872820870172415,0.312019050209453,0.782730134924556,0.517189478257299,157320,158915,"W","4",158117.5
"750","orf19.4704","Chr4","ARO1","1",1477.95446147420,3154.11074270557,1594.97515749691,1823.60180526157,628.171601375774,865.725242637404,1.14334182365790,0.311379789241054,0.661413873076126,0.334000042664904,159249,163904,"W","4",161576.5
"5629","orf19.4703","Chr4","","1",620.233090185676,872.747626554228,482.301360541896,339.599321126659,434.769385062815,303.171101251448,0.70422487840101,0.183974984536819,0.843954408521777,0.0315509994940198,166830,165124,"C","4",165977
"717","orf19.4702","Chr4","","1",238.617152961981,343.958333333333,16.0882798048462,21.7399795182159,21.9456233086584,25.0702382425457,1,13.0313989798715,0.861489942161004,0.819433122756462,167605,166703,"C","4",167154
"4595","orf19.4701","Chr4","ELP6","1",234.960010379426,320.50332534475,24.4406571243365,15.8463681102114,32.5621910396800,21.2800958455039,1,0.365616751607541,0.872737699063055,0.41536148112261,168466,169392,"W","4",168929
"3706","orf19.4699","Chr4","","1",998.876444537515,1695.21345597083,960.701698905855,867.006472066497,769.163994246782,614.320107081252,0.902472092069716,0.368940590541576,0.860018451917848,0.565011591912828,171503,169446,"C","4",170474.5
"2338","orf19.4698","Chr4","","1",1505.85291024600,2282.72593613578,1710.88154387951,1333.67240089556,721.92402221001,422.662210063110,0.779523518543194,0.0999002157354821,0.337279467208097,0.0080089361184908,174441,175706,"W","4",175073.5
"3861","orf19.4697","Chr4","MDN1","1",1061.14649161587,2210.13839680435,1006.14402414425,1124.33982717748,963.572553735267,1101.28316684472,1.11747403969701,9.48996570936401,0.656823152403756,0.337495475164352,191172,176059,"C","4",183615.5
"6048","orf19.4691","Chr4","","1",344.61397856836,580.597415011889,153.669182821292,169.993656904784,82.7645668930499,92.5925746631745,1.10623128062363,0.603897224333548,0.872034961727403,0.867541211787396,192790,192185,"C","4",192487.5
"5408","orf19.4690","Chr4","SMF12","1",1260.25153474208,1622.78502650304,1177.26276916127,710.995284336909,888.384117216376,609.172043740447,0.60399538975642,0.268198369809883,0.792512524021736,0.0967461186236333,195207,196940,"W","4",196073.5
"453","orf19.4689","Chr4","PGA57","1",1446.77586996337,2042.86363718204,1516.14285520481,1134.49631446054,1449.06304729883,1130.47605482938,0.748277980907868,0.213340337839344,0.661308130200081,0.0197067827338266,197790,197146,"C","4",197468
"1534","orf19.4688","Chr4","DAG7","1",959.084770114943,6718.11269525232,851.54584564312,3708.52019355511,703.976201654645,3983.28706827231,4.35504466674286,2.07586285047301,0.186222833643133,0.0197133241026695,200231,199476,"C","4",199853.5
"119","orf19.4686","Chr4","","1",1041.45832306816,1806.9415814071,1021.29818672550,950.54832829199,428.779559571619,464.674789961094,0.930725561493115,0.221897802166983,0.773916596024037,0.37198619550481,206036,202434,"C","4",204235
"4952","orf19.4685","Chr4","","1",426.321637426901,872.050615043355,275.697987673871,394.707342161813,191.216190459089,159.650857301152,1.43166566245931,0.810957810368498,0.405132458918303,0.252086848538375,206795,207112,"W","4",206953.5
"5097","orf19.4684.2","Chr4","RPL40B/@","1",8797.32940995282,20270.6343317882,10730.6903528355,12020.9460914982,5128.04958057127,6782.38856353575,1.12023976987853,0.34186224729504,0.893865886041139,0.76119587879053,208641,208483,"C","4",208562
"5111","orf19.4683","Chr4","MLP1","1",2166.99115314258,3112.36952435436,2455.61440920708,1785.89694929291,862.65133242209,589.784892276298,0.727270919488365,0.150967907278442,0.152811139645132,0.0163821743937515,209112,214610,"W","4",211861
"1168","orf19.4682","Chr4","QUP3/HGT17","1",7184.58099880559,15599.6474284185,8426.98433794335,9047.7676955042,4712.64545270228,4895.61047647207,1.07366613401258,0.406820887295223,0.871992758427996,0.720460349413601,217147,218985,"W","4",218066
"5882","orf19.4681","Chr4","RAT1","1",923.150729038315,1482.40116054490,853.487086648654,681.365758219282,539.542880010488,389.819164955301,0.798331654781993,0.274025498410138,0.597412150086399,0.172633612665886,219460,222366,"W","4",220913
"3514","orf19.4680","Chr4","","1",344.719124665063,641.075740716734,135.050845685779,179.681334334915,74.9901519609548,103.196441989419,1.32883182961223,2.82508969956607,0.58826587710025,0.130485830144017,223557,222412,"C","4",222984.5
"1250","orf19.4679","Chr4","AGP2","1",759.50255127762,1838.46651193634,788.643979479696,1193.64308480635,745.701603583745,839.00478090834,1.51353857490150,0.753596654353412,0.266566890149279,0.0160885979405413,225564,223858,"C","4",224711
"4842","orf19.4678","Chr4","","1",578.713953920476,1170.53910098522,432.898695415709,523.8744238247,161.544526549436,105.094038615700,1.21015477609982,0.434130987054586,0.277327875089777,0.117976997434468,229002,228001,"C","4",228501.5
"2189","orf19.4677","Chr4","VSP71","1",434.025827167388,771.317999654019,253.628089197455,288.02415281455,252.909815837024,302.078669131692,1.13627327475094,0.672628582747933,0.743763817798931,0.355650832721764,229967,229257,"C","4",229612
"844","orf19.4676","Chr4","","1",441.563597322218,822.845048629531,260.487917943766,301.452429896297,80.44928826212,82.4056979652713,1.15726069859937,0.299426626958697,0.552984832282366,0.395102906549566,231135,230593,"C","4",230864
"347","orf19.4675","Chr4","","1",409.667863183793,563.410485347985,215.587399424014,147.620901290526,150.265154643669,83.190294300541,0.684738076923447,0.333391914897224,0.4613338980827,0.127601950045656,231169,232953,"W","4",232061
"2077","orf19.4673","Chr4","IFQ1","1",216.798844065291,330.913540482506,3.4273908102426,24.5193187420809,7.9871103437347,30.3825894345945,1,31.8933197115525,0.0845952909465682,0.0773729391009472,236762,234411,"C","4",235586.5
"5393","orf19.4672","Chr4","","1",245.261040532365,364.982126791337,34.8984897448646,50.0142820950176,59.8686070763373,76.6657486414873,1,5.89684100286361,0.689838966049837,0.360167862246238,240311,240613,"W","4",240462
"3934","orf19.4670","Chr4","","1",1145.69232929805,1848.26517140813,1115.07271903999,885.810926480492,430.611948563087,463.152176919405,0.794397451713395,0.373875082748899,0.350715873533473,0.152670549887879,241403,243868,"W","4",242635.5
"4707","orf19.4669","Chr4","AAT22","1",621.263033800239,1380.90301821087,472.757229105749,597.742430250106,188.251476106836,319.830586279070,1.26437501840167,0.656399065490782,0.675316715797344,0.60038237166157,245378,244317,"C","4",244847.5
"5535","orf19.4668","Chr4","SCW11","1",286.770643867627,478.049390164181,73.8219183971426,101.508791348293,70.9604306908227,90.0993273231686,1.37111607933728,15.2919621818583,0.57896808116689,0.270783835480159,248276,246123,"C","4",247199.5
"5846","orf19.4666","Chr4","","1",338.477058029690,629.364279398762,122.796005924382,187.477341932743,90.9337451482302,51.3945897877909,1.52673810944790,5.36026217133118,0.402584787284968,0.416955597846448,249234,248824,"C","4",249029
"2936","orf19.4665","Chr4","","1",389.713907613862,867.013945119208,219.374382609007,351.771902787705,116.054450882661,145.557872356298,1.60352315801008,1.30960286366201,0.236038324461966,0.379437148036475,250641,250039,"C","4",250340
"4352","orf19.4664","Chr4","","1",569.107481347046,1274.19835729908,428.48198164685,610.030905218786,45.5654832066473,15.4370696701625,1.42370258575206,0.124257584886483,0.0229434534063042,0.0199028607221183,250946,251560,"W","4",251253
"2463","orf19.4662","Chr4","RLM1","1",323.308875083376,429.894233979133,122.381581743092,71.094352599637,105.806201483627,65.1064612348173,0.582853585096876,0.314640583472837,0.515295384673281,0.139215285618145,253044,254879,"W","4",253961.5
"4803","orf19.4660","Chr4","RPS6A","1",22936.6449065026,40691.9985433288,29691.7723724914,26541.8316752201,20079.1735769838,14428.3577606509,0.893912001690084,0.242479710667244,0.973666400207752,0.902408784959936,255670,256805,"W","4",256237.5
"1556","orf19.4659","Chr4","PRP21","1",322.550343586641,588.23396230962,112.584862404181,148.507234800713,85.914923160277,99.2990186112986,1.31859765177961,0.530254999380714,0.803315510997461,0.0885631673161073,258346,257069,"C","4",257707.5
"82","orf19.4658","Chr4","","1",548.419469987716,1427.44388964425,389.004067874093,645.128217879178,140.110378306608,424.26855525593,1.65840995289536,0.851458568453426,0.559001679731757,0.364898996497604,258967,261357,"W","4",260162
"395","orf19.4657","Chr4","NEM1","1",2203.03115159694,4074.06965198719,2638.49036479681,2511.15400608059,727.243845309846,863.740366357512,0.951738933590523,0.248691935359022,0.703026791033195,0.562417190512831,263907,265409,"W","4",264658
