orf	chr	gene	w1	w2	w3	m1	m2	m3
orf19.4330	Chr5		119.674531155475	113.195161966762	0	48.4075522490944	54.0048871985689	0
orf19.4330	Chr5		47.2440318302387	42.2484975078406	0	0	14.5356881476013	0
orf19.4284	Chr5	PCH1/BUR2	1988.37628554144	1476.45321433933	2226.63557439736	3075.80020903593	1499.22112506730	1995.50804549528
orf19.4284	Chr5	PCH1/BUR2	102.840185676393	147.673507535041	1.43787663992139	87.9352248922018	66.8635831196654	106.32102264044
orf19.584	Chr5	CCP2	79.0078644888083	76.4122637026256	19.0267862352391	104.532956743402	53.2937378724165	0
orf19.584	Chr5	CCP2	0	8.34038207429438	0	0	0	0
orf19.2649	Chr5	PCL1	1040.27102238355	1057.13357142747	258.128482639175	715.292243240855	524.007772385573	110.649348234247
orf19.2649	Chr5	PCL1	987.840185676392	730.019987245023	1290.74801001154	1082.31320903855	516.146213004622	1131.7636569527
orf19.940	Chr5	BUD2(CLA2:ERC25)/BUD2	309.551724137931	272.920112426014	114.428229344443	0	102.658588722085	34.6364992358924
orf19.940	Chr5	BUD2(CLA2:ERC25)/BUD2	109.310344827586	178.898865777951	50.9944622297708	0	16.2321007907890	0
orf19.1113	Chr5		62.5695812807882	96.0562026338852	0	118.895757106118	91.5797853839451	0
orf19.1113	Chr5		748.205570291777	598.718448389895	1061.16333788009	794.271681901084	520.900011976932	900.685114605213
orf19.1963	Chr5	GDS1	1757.80172413793	1640.83487040006	435.15543485429	915.219987780885	679.596415596734	403.869304638101
orf19.1963	Chr5	GDS1	2819.60529556650	1940.09160564467	575.024169348064	568.246114804442	760.710974466896	583.20430587293
orf19.3929	Chr5		789.378647214854	756.598458784314	0	693.035793039565	513.072520615077	34.3253347284391
orf19.3929	Chr5		164.306110102843	171.533380104262	1078.22183588410	83.156444913403	169.421919198962	1471.77176135773
orf19.4026	Chr5	HIS1	5179.53448275862	5375.51961400046	4931.38662806321	8722.03841786693	5270.81057123607	4870.88671425453
orf19.4026	Chr5	HIS1	6508.81034482759	4948.45826165005	4436.72123643922	2326.03766501231	5029.26482169005	4469.72256731253
orf19.3163	Chr5		145.137931034483	133.974779435362	33.6396255758357	218.195680678465	177.372957575637	121.667028359994
orf19.3163	Chr5		211.23096942095	246.250945601373	208.993697662995	247.799478541883	196.879082355441	580.866344288396
orf19.4287	Chr5		574.465517241379	563.653199646173	674.903780263864	599.960090565182	457.4476955215	507.454991990116
orf19.4287	Chr5		172.137931034483	208.182165498371	36.7540640717681	81.8784642613725	172.410873201827	107.526785106821
orf19.4017	Chr5		0	0	24.0578878525242	0	0	0
orf19.4017	Chr5		0	23.4393496225859	0	0	0	0
orf19.944	Chr5	IFG3	590.086206896552	474.327698979017	2533.58263821471	798.21210504827	473.224442423224	1964.80938675026
orf19.944	Chr5	IFG3	1972.61694152924	1344.43231492564	723.853851729737	1635.92254122564	1095.99088632914	1002.47758236040
orf19.4012	Chr5	PCL5	653.793103448276	847.162540115601	690.73047725269	442.048069186692	542.461282729208	639.565353104891
orf19.4012	Chr5	PCL5	528.090185676393	578.584884958382	1052.04948305897	291.120814605512	440.292023963815	1390.16077610186
orf19.3195	Chr5	GAP3/HIP1	1218.10529556650	1055.45259197201	2780.15120278385	1665.22618270273	1132.90547768732	6328.6790673108
orf19.3195	Chr5	GAP3/HIP1	788.709618874773	810.542623290843	4046.36261937853	973.59124604532	1081.26724804720	3940.74894016043
orf19.4149	Chr5	RPS11A/@	9461.46476761619	11108.2521823865	60679.7323509974	6435.9578198128	4541.66819104713	38172.3198774291
orf19.4149	Chr5	RPS11A/@	50152.6286472148	56930.842313061	6712.17535011125	42606.422643734	27997.8703014769	6981.64389492883
orf19.3919	Chr5		563.448275862069	469.670677703281	118.741859264207	344.477129872916	287.878480286760	212.07269470582
orf19.3919	Chr5		1075.05172413793	1015.96079890501	774.036224162874	507.5853136433	790.380372463026	862.613303641946
orf19.4332	Chr5		389.994031830239	343.772843263374	0	194.025511574363	158.976518443479	14.7233598861484
orf19.4332	Chr5		298	283.205612286810	288.854081146810	200.761618734824	214.662588323522	307.424050769928
orf19.1942	Chr5	AZR2/SGE1	766.224801061008	674.096058794135	606.077030030879	443.426570999352	276.140221449874	288.645882871608
orf19.1942	Chr5	AZR2/SGE1	692.025408348457	559.376780990324	1394.64002374889	293.873229579964	199.035371659331	1359.11359011605
orf19.4315	Chr5		300.13868065967	361.60950479871	160.039013922415	181.684593579173	159.201017953932	307.238067386163
orf19.4315	Chr5		58.051724137931	70.3839235865106	0	104.971108272454	83.1946849915878	70.9399511902844
orf19.5692	Chr5		526.747376311844	487.055732817748	498.910341710078	351.667642727125	231.560055414005	276.844729233895
orf19.5692	Chr5		282.867513611615	514.704081473144	501.110963165039	320.102668861839	293.257508377857	245.10546629896
orf19.3898	Chr5	TLG1	104.628647214854	145.558224586720	0	60.5544866445415	81.8255378417819	0
orf19.3898	Chr5	TLG1	0	0	83.727128488871	45.2279080272342	0	292.940594759215
orf19.3963	Chr5		50.974801061008	39.883505988029	0	0	31.3501482391756	64.3721574793957
orf19.4033	Chr5	PRP22	162.667108753316	227.342770694784	0	44.7406062307805	57.5833964820011	0
orf19.4033	Chr5	PRP22	73.551724137931	106.002062676088	57.9808229802195	63.6113682984489	65.862944251091	83.8393869769411
orf19.2654	Chr5	RMS1	137.667108753316	232.676736787142	24.9425545081756	97.6283943929596	86.690587874202	6.2621857124971
orf19.2654	Chr5	RMS1	521.948275862069	456.962480435581	96.7724417658732	178.250990151854	265.253596680994	85.1564712283165
orf19.3175	Chr5	ETF1/YOR256W	4211.58945998699	3976.81580024819	1678.80457458731	3366.69663215108	1992.37021886646	1161.39000525070
orf19.3175	Chr5	ETF1/YOR256W	2059.25862068966	1618.13775459261	3861.15539338497	1032.26238233834	1066.55670018955	3848.61742142776
orf19.1945	Chr5	AUR1	998.417108753316	862.77324175957	372.077965960737	343.58499273787	226.968713888067	357.372436810083
orf19.1945	Chr5	AUR1	786.790854572714	951.222905288937	480.393353434892	301.989325017451	236.30361675793	400.235347711772
orf19.4340	Chr5		0	0	0	0	0	15.2209069518684
orf19.4340	Chr5		112.637931034483	219.389324004554	0	87.2815233853203	122.750858138129	0
orf19.3991	Chr5		2314.53448275862	2530.49055906622	4571.21047225991	3907.05809728785	2748.22109408477	5006.18962594369
orf19.3991	Chr5		598.5	705.006009378026	455.622687076654	417.943627659114	328.178101490147	483.705226836112
orf19.980	Chr5	VIP1	1440.55172413793	1995.74733871152	2683.14468807660	519.993865767135	558.071714966408	3107.71662262613
orf19.980	Chr5	VIP1	5882.26326259947	3989.61477609173	2420.47679657904	1984.0079040421	1861.05260583122	1418.38506388059
orf19.4010	Chr5	PAN3	236.306110102843	347.760241225408	239.626202491885	100.098090307918	128.384424774139	295.878551024630
orf19.4010	Chr5	PAN3	366.426724137931	389.985441576616	222.436172296679	130.140246059286	104.897489487614	127.227387984957
orf19.4312	Chr5	SPT8	481.288566243194	533.245033974358	743.281905864489	239.94152334521	177.828944908152	574.164906954387
orf19.4312	Chr5	SPT8	1546.32095490716	1334.67080629679	193.34424958199	487.789098250125	654.780837877485	253.190670158385
orf19.3946	Chr5	COX18	104.137931034483	129.057287297015	465.644876805214	0	76.4730939419238	632.66738742885
orf19.3946	Chr5	COX18	972.55172413793	584.232437066097	0	314.12103931037	321.426352548121	89.1069575674
orf19.4014	Chr5	CDC102	188.017241379310	256.722615832391	0	96.6285855347185	100.344875220065	59.4185296509209
orf19.4014	Chr5	CDC102	2.36206896551727	21.9160848380741	498.307853211832	0	0	860.87550543291
orf19.3188	Chr5	HAL9a/TAC1/ZNC2	32.9940318302387	45.9867951028079	0	0	16.1476586921751	0
orf19.3188	Chr5	HAL9a/TAC1/ZNC2	850.74815270936	1018.01943753113	642.195834178851	586.08885750536	648.988193106759	473.339559181575
orf19.1979	Chr5	GIT3/GIT1	548.148215366001	656.784479327508	697.002341453995	591.688142570381	356.847823553915	1332.15359975261
orf19.1979	Chr5	GIT3/GIT1	826.323653962492	791.683976672267	1678.40330668779	797.407281537495	497.844795498376	2553.96048604960
orf19.4044	Chr5	MUM2	173.586206896552	291.911580511332	125.429657589423	184.218562920733	193.472214036453	168.971045518241
orf19.4044	Chr5	MUM2	361.728194726166	583.538063042339	546.621329621758	436.642767721413	385.075187536173	723.399136483711
orf19.3219	Chr5		508.007864488808	595.641987791028	625.997282656408	263.977684455287	192.332894473860	672.346697640171
orf19.3219	Chr5		562.709618874773	579.907758287145	98.3325436855313	360.732393260003	215.641951094700	88.4010859513383
orf19.4339	Chr5	VSP4/VPS4	1109.77586206897	1030.48879259622	965.407902687119	1038.14186593632	664.545921827238	1854.13742591077
orf19.4339	Chr5	VSP4/VPS4	62.676724137931	120.612593285334	0	0	43.8923165074565	83.930143291615
orf19.4262	Chr5	JSN1	446.103448275862	432.984082809542	125.134472008172	182.342451004386	162.443885720355	146.583295697508
orf19.4262	Chr5	JSN1	693.6649316851	671.530899717746	43.8838995104252	233.402437342108	346.358485321714	66.9309299022927
orf19.4252	Chr5	BUD32	378.534180278282	496.865627848837	91.7669706400522	435.987236936078	266.331819601153	265.69525261251
orf19.4252	Chr5	BUD32	169.840185676393	292.169641323256	301.634035463646	167.015129154896	217.320704956317	764.31181018737
orf19.6668	Chr5	CUE1	0	0	564.375674228278	0	0	567.306463784322
orf19.6668	Chr5	CUE1	227.620689655172	285.865072320814	0	134.150823861651	174.746225949445	0
orf19.4144	Chr5		905.087438423645	732.90525048946	13.7434255583185	956.21719202184	515.154536850023	146.655721919070
orf19.4144	Chr5		50.2055702917772	146.845562430115	1546.99628268297	13.9403213383904	33.7707246728898	1807.3188620914
orf19.4348	Chr5	RGR1	479.955232909861	563.853048464604	8.2928699232676	162.098422063780	148.915229622600	0.0467429139485536
orf19.4348	Chr5	RGR1	336.378647214854	260.344118663341	18.9024166523490	240.087713884146	116.361211889913	79.0163371114154
orf19.4308	Chr5	HSL1	1414.78901227352	1501.97973832538	10.3418729618725	755.227562579073	590.625891059957	0
orf19.4308	Chr5	HSL1	662.494031830239	794.392070293192	588.39249665249	286.137733649018	216.106548209819	248.835756181304
orf19.3904	Chr5		0	49.9956981325021	0.934531818602521	0	14.5962535148830	0
orf19.3904	Chr5		0	0	0	0	0	0
orf19.4297	Chr5	CKB22	783.480295566502	744.208388207176	780.844453142142	393.356311413737	385.566158023828	332.031977234358
orf19.4297	Chr5	CKB22	698.46551724138	785.382708886351	432.700551641465	144.415377338861	227.08984462263	727.213631213237
orf19.3204	Chr5		355.060496067756	402.639937971337	0	496.225720645107	186.397488480257	0
orf19.3204	Chr5		0	38.8476070089244	451.992503213809	0	77.655283322518	556.167661509293
orf19.6680	Chr5	FGR27	335.586206896552	326.813316585429	140.845032729046	82.8597892583689	113.953738540466	265.792832710242
orf19.6680	Chr5	FGR27	522.628647214854	459.314069775194	395.98453883603	235.837265973354	171.335347524745	614.180394367612
orf19.933	Chr5	UBC14	1054.27586206897	1158.18440125560	4345.49727878387	1698.41143504123	922.545886044737	4404.1913902807
orf19.933	Chr5	UBC14	2645.25347852390	2540.13638526214	3034.95631897458	1503.57599427414	2167.76107131592	4799.44025852271
orf19.1109	Chr5		525.0324933687	532.744114208682	480.518309666758	410.375326654881	362.529147206270	448.777010874482
orf19.3215	Chr5		191.694581280788	313.541970807414	28.6295421753076	173.022804147209	186.881741037406	390.740662852651
orf19.1958	Chr5		0	11.9675083568449	0	0	0	0
orf19.4334	Chr5	PGA58	230.480295566502	230.036124585427	1117.59739147784	227.095498295620	128.462464474124	688.457508258829
orf19.4334	Chr5	PGA58	785.312593703149	957.755069590786	607.968386329168	800.319846890145	824.234083336278	528.930872621697
orf19.964	Chr5	SMC4	508.462438423645	544.477847648978	791.424499808435	157.441329205603	172.293328574537	673.865636453493
orf19.964	Chr5	SMC4	2087.34018567639	1369.26667517342	142.583860293602	908.701389134478	1069.16413973655	91.3817143911538
orf19.3197	Chr5	PAPa(PAP1)/PAP1	1454.27586206897	1289.66069968356	427.412829356941	151.082040761883	124.605672511130	60.6883381954341
orf19.3197	Chr5	PAPa(PAP1)/PAP1	1036.84482758621	828.77125794161	851.189531841846	275.612014845619	247.519897758375	477.727934066294
orf19.3897	Chr5		76.3910098522168	166.724896412332	0	199.009012618613	81.7881208918196	0
orf19.3897	Chr5		22.6551724137931	0	90.2080217890709	0	22.2236380475247	121.301179466930
orf19.1112	Chr5	BUD7	387.534482758621	505.734676169783	0	463.695514375306	311.860269090864	76.8270725411192
orf19.1112	Chr5	BUD7	272.533866995074	396.386659791188	174.939311261201	39.1431954034386	138.512336653975	580.860308769933
orf19.928	Chr5		0	4.75261995294986	86.8076222613016	0	0	166.547449548551
orf19.928	Chr5		250.465517241379	352.006379757252	0	43.4070861224082	111.119687003195	0
orf19.4275	Chr5	RAD9	0	0	0	0	0	0
orf19.4275	Chr5	RAD9	0	5.11597385200152	0	0	0	0
orf19.1121	Chr5		359.63868065967	415.701918320519	4780.75664021933	434.42367030987	328.346985687375	6045.45963305590
orf19.1121	Chr5		4161.89787798409	2953.70491435611	1140.35467855081	2301.34057660496	2859.46511479868	704.521823031546
orf19.6654	Chr5		1549.68215892054	1319.64234818011	233.537917516537	1406.87095276791	772.976855938707	627.638259314966
orf19.6654	Chr5		906.570954907162	691.437918384767	2462.71724377688	255.876292089245	385.505475099544	2064.98354561188
orf19.3921	Chr5	FSH3	488.878647214854	547.972421143794	765.952389118294	589.005042075597	480.761302289819	440.61201325621
orf19.3921	Chr5	FSH3	434.605295566502	522.666888939953	555.64419316379	464.652345024709	411.380827126818	541.154997592131
orf19.2639.1	Chr5	MRPL20	1243.94302848576	1281.66977495875	0	1110.27009339107	669.648022745568	4.32344305937767
orf19.2639.1	Chr5	MRPL20	197.779794313370	238.592607871239	796.621709782792	614.571647508078	231.034704929057	941.552751340688
orf19.4236	Chr5	RET2	346.205570291777	405.952954314468	133.420989939080	255.210937713318	244.580423862416	55.915784324539
orf19.4236	Chr5	RET2	1706.42891712039	1067.34489438822	887.704910697525	756.762563237902	1063.50834042959	945.704340953288
orf19.3986	Chr5	PPR1	39.4655172413793	65.2553357265323	0	0	19.5253426367299	0
orf19.3986	Chr5	PPR1	181.587438423645	118.363212644992	87.0751341943103	179.221845269404	105.043058879150	148.776553693555
orf19.3972	Chr5	GOT1	1223.92014519056	1299.24479150421	760.322706770979	991.507084015707	614.26152564163	810.496026898054
orf19.3972	Chr5	GOT1	153.827586206897	270.826232447332	51.6748730159014	17.8762204635932	150.898612582286	42.3512330586132
orf19.3202	Chr5		70.3448275862069	117.161400702867	344.576866209737	61.7474389270136	31.2290175046123	166.878732450883
orf19.3202	Chr5		282.849969751966	191.040701134423	799.526289779554	210.0699232226	149.323101889651	674.02360703129
orf19.1285	Chr5		139.172413793103	187.690854273114	81.579197070624	39.9285009908005	78.1872685437854	42.9465022441510
orf19.1285	Chr5		1655.32365396249	1338.45928238296	1446.80485068557	972.751587565277	858.59269972331	1400.44533822062
orf19.4292	Chr5	PEP12	114.586811857229	175.648016383286	335.694036934209	81.3004235097172	116.542907991758	729.360393363342
orf19.4292	Chr5	PEP12	492.253478523896	426.710720873676	886.83088464054	356.468502541033	377.762798084277	1233.10604747389
orf19.2643	Chr5	RPO26	3272.46551724138	3137.72933998164	4521.72076465331	3154.44483775497	2087.71092221197	4108.83702764821
orf19.2643	Chr5	RPO26	1897.27102238355	2586.93956958582	4230.16619666552	2102.34151683471	1915.22527203256	4199.20253451808
orf19.3955	Chr5	MES1	726.551724137931	861.878309604806	245.43809199259	621.766845956484	466.738104097418	276.109710315913
orf19.3955	Chr5	MES1	2049.79085457271	1861.41951774873	1285.52859407299	1066.18983279759	1512.26260404036	1065.77129807243
orf19.937	Chr5		111.896551724138	73.2838943197507	56.7295426181313	147.768388545998	32.1747690090876	50.1674294763233
orf19.4030	Chr5	PRI1	815.744706594071	926.569137305253	991.867369612762	1065.43076653773	696.225062204038	444.231347790272
orf19.4030	Chr5	PRI1	2352.68633952255	1774.22129923432	852.896374283977	701.98796707883	1339.82081252212	642.388012619158
orf19.4288	Chr5	STB4	900.551724137931	923.529012855191	0	529.082044270996	485.735597504531	106.410884804230
orf19.4288	Chr5	STB4	473.801724137931	326.90447569559	1110.87674080998	175.823852357979	121.244294626998	1309.11036674342
orf19.4305	Chr5		30.4940318302387	31.6142415497695	128.873873726909	7.33977326520564	0	179.755846399412
orf19.4305	Chr5		65.974801061008	59.7218593512925	0	0	29.9798568044278	0
orf19.4261	Chr5	TIF5	2289.82758620690	1960.03638177244	1333.61962937468	2632.00858177699	1271.06716696651	852.372801144117
orf19.4261	Chr5	TIF5	2096.72716273442	1954.74792721696	2205.13199664444	1754.78850441556	1196.99440991839	2146.11971446061
orf19.1927	Chr5		273.025408348457	258.417437630248	156.193529885416	380.771742520321	298.506957510775	525.295697162679
orf19.4234	Chr5		1053.49909255898	880.700805463091	510.899100181491	1208.89241541369	727.677746547472	716.65142684148
orf19.4234	Chr5		4697.42672413793	3045.02052494769	6050.07158293537	4508.53806535266	2430.19104018028	4431.81606249385
orf19.4239	Chr5		0	0	0	0	0	0
orf19.4239	Chr5		34.2440318302387	27.6304277656791	0	75.9153112011879	8.93690662839783	0
orf19.3212	Chr5	MID1	980.120689655172	889.630846605247	524.490583655052	588.069926731713	559.419585568076	952.54938183056
orf19.3212	Chr5	MID1	518.113127646703	437.660384490766	912.179864068413	578.976618735257	344.212449701227	1308.58422953935
orf19.4294	Chr5	CYC2	142.724801061008	146.865275408804	0	139.314542553038	78.5419253579636	0
orf19.4294	Chr5	CYC2	794.931034482759	640.796467607032	415.680104903791	298.588294548409	253.682689516861	345.781558907449
orf19.3959	Chr5	SSD1	1229.08743842365	1324.93098812411	306.422235505945	1233.86999318399	852.641944402421	375.813628168828
orf19.3959	Chr5	SSD1	1370.15886699507	1199.66337489168	1361.4908367169	433.266328543293	551.671003891477	1386.33511961291
orf19.4240	Chr5	PER1	1015.67672413793	748.279767166194	560.967746520301	471.108124394438	382.900200339019	587.798284308054
orf19.4240	Chr5	PER1	774.913793103448	526.847276345387	434.756756301981	404.893181444778	434.368865759867	98.1529543197916
orf19.6673	Chr5	HEX1	793.319581280788	610.432098074473	51.1143813721539	274.393760354484	297.375953353011	86.8477576244311
orf19.6673	Chr5	HEX1	225.810344827586	190.29840552311	854.934698903967	135.887595900922	107.051990481395	1246.16355636316
orf19.1940	Chr5	CAT5	793.840185676392	716.797954811816	637.099270627566	750.37797258552	745.490952839893	1125.94365238237
orf19.1940	Chr5	CAT5	543.186339522546	594.236990037215	1019.94113268587	530.474602866246	555.631338316467	1728.46049555778
orf19.4021	Chr5		948.155172413793	1013.32428801762	992.669905411788	642.075148323691	729.717168818822	660.154950343833
orf19.4021	Chr5		1215.43633952255	1039.05720254312	809.153786122985	821.16699258997	814.991939952936	799.90805098011
orf19.3895	Chr5	CHT2	3181.56958128079	2587.44086012852	2029.04809277272	421.766006146986	286.151269010024	1270.43189709563
orf19.3895	Chr5	CHT2	5003.70961887477	6659.1501229352	1444.16317034711	774.851865136894	592.363651213501	849.070701931401
orf19.1930	Chr5	FRE4/CFL5	0	0	0	0	0	0
orf19.1930	Chr5	FRE4/CFL5	0	0	51.094779204649	31.5939599204205	18.5289258730862	59.8367300697726
orf19.3928	Chr5	AZF2	252.283866995074	231.619527886181	139.239961130994	87.397318678424	166.682587891121	176.605305761448
orf19.3928	Chr5	AZF2	480.37628554144	501.950093242409	230.829359194825	148.389698336476	408.828749876255	441.599438195016
orf19.3184	Chr5	SFT2b	1355.74137931034	1042.04887879478	4174.02443586269	985.501089374416	665.946495945627	5311.18918659304
orf19.3184	Chr5	SFT2b	2012.74470659407	1864.28747806517	1736.57792756776	1665.2992779722	1044.19939535725	2569.36619987091
orf19.930	Chr5	PET9(ACC2:ANC2:OP1)/PET9	20081.0689655172	18416.0295631746	15794.5832776948	13259.8532390803	9735.10301142506	10710.8852277748
orf19.930	Chr5	PET9(ACC2:ANC2:OP1)/PET9	44592.3209549072	39451.1254749308	56741.8223544948	43314.4721539812	26746.9357348622	47025.4557567993
orf19.2645	Chr5		16.4802955665025	101.222932165591	160.767402392183	82.2384794678905	28.0320692798977	123.846827032215
orf19.4235	Chr5	PDE1	249.730295566502	2409.31240721989	0	100.902138272066	107.632228330442	78.7850108657428
orf19.4235	Chr5	PDE1	103.455570291777	115.001855575056	206.451747650437	30.0250290967189	64.2846917991913	289.287142150230
orf19.946	Chr5	MET14	2401.70557029178	1873.16128469132	600.557124106177	1586.92014471467	1514.35877861214	716.778084157665
