"","orf","chr","gene","geneflag","WtMean","MutMean","WtMean2","MutMean2","fold.mut.by.wt","p","p.paired","chr.combimatrix","start","end","strand","chr2","loc"
"2784","NC-bacteria-5-4",NA,NA,"0",357.787798408488,553.13910352516,361.697468509881,357.59962812013,0.988670530632594,0.888256662658456,0.914780870734165,NA,NA,NA,NA,NA,NA
"3019","orf19.7411","Chr3","OAC1","1",363.770531822483,603.437730473254,358.129709825134,367.924955178399,1.02735111074155,0.909847111266262,0.912377410117465,"Chr3",1421006,1419954,"C","3",1420480
"3125","orf19.2389","ChrR","SLD2","1",344.157291715141,543.320949090232,346.659041448042,353.109968258031,1.01860885203814,0.799803059854003,0.808695966213202,"ChrR",746257,745193,"C","R",745725
"3127","orf19.104","Chr6","","1",333.680784607696,529.66425070191,321.731149280524,327.970512620505,1.01939309685722,0.858263942590343,0.881090204948203,"Chr6",199324,200178,"W","6",199751
"3235","orf19.7440","Chr3","HST6(STE6)/HST6/STE6","1",318.473086728758,509.220614810678,311.728557068477,307.584673138838,0.986706755490712,0.86561661216755,0.8907584496571,"Chr3",1490341,1486370,"C","3",1488355.5
"3334","orf19.6827","Chr3","SLU7","1",352.343552293643,518.829420478694,357.020697002822,347.726218845851,0.973966556462976,0.796037992354295,0.822258050467268,"Chr3",1543898,1544950,"W","3",1544424
"3347","orf19.936","Chr5","","1",345.428988170027,537.378599414867,357.508237511926,341.402293653857,0.954949446843078,0.860790601379434,0.880295152820948,"Chr5",105626,107950,"W","5",106788
"3388","orf19.7634","ChrR","MCD1","1",345.323903951967,554.453416149068,337.187762487836,330.954642905307,0.981514395609912,0.86886696474829,0.883715258851526,"ChrR",2239511,2237817,"C","R",2238664
"3465","orf19.7441","Chr3","","1",361.351616774031,548.154202094538,374.937845802147,357.125302973243,0.952492011600494,0.831852383894107,0.821234642634937,"Chr3",1491938,1491012,"C","3",1491475
"3490","orf19.478","ChrR","MON1","1",350.623361564832,535.164811897117,351.417415873428,327.477755565412,0.931876852920009,0.927945694432362,0.92009793384678,"ChrR",898756,897058,"C","R",897907
"3595","orf19.1900","Chr2","TGS1","1",363.71873594242,585.895780011479,363.031071268860,353.802720257868,0.9745797212929,0.827834619607207,0.828669294358648,"Chr2",1503540,1504991,"W","2",1504265.5
"3657","orf19.6313.2","ChrR","MNT42","1",288.582196539093,403.673470535313,266.483447937379,246.494130556719,0.924988521668496,0.936587315945298,0.945992117743005,"ChrR",1037091,1037658,"W","R",1037374.5
"3711","orf19.3809","Chr4","BAS1","1",323.416340918610,497.526209422761,313.110146785831,307.290155653251,0.981412320257508,0.774034572373815,0.809669844216565,"Chr4",1013140,1015356,"W","4",1014248
"3714","orf19.4929","Chr1","PET309","1",322.508155750783,474.949373184287,307.871634038443,289.134018470681,0.939138220296638,0.917265862937758,0.92566188829925,"Chr1",2832124,2835648,"W","1",2833886
"3826","orf19.3100","Chr4","USO4","1",330.60428792496,491.798149953845,321.359996518702,294.736059534822,0.917152298754363,0.876923454211307,0.882681566453816,"Chr4",1566292,1563176,"C","4",1564734
"3949","orf19.2787","Chr1","PRY5","1",310.788476297566,437.17664657887,310.710433180792,285.605986981729,0.919203079400762,0.792103657667956,0.800911569742701,"Chr1",1640840,1639608,"C","1",1640224
"4001","orf19.2120",NA,"","1",342.862010796221,477.564323607427,339.318997704464,307.873963516043,0.907328990120945,0.958068264127558,0.969086135280583,"Chr2",NA,NA,NA,NA,NA
"4036","orf19.2293",NA,"YAP6.5","1",317.688516318764,448.663391016993,304.680035842713,275.293650229506,0.90355001261593,0.78664387326651,0.803752446750524,"ChrR",NA,NA,NA,NA,NA
"4070","orf19.4206","Chr6","","1",354.556962211123,553.968235328009,346.003309153549,325.032030684864,0.939389948263822,0.998266644920955,0.998184103302024,"Chr6",98571,100415,"W","6",99493
"4123","orf19.177","Chr1","BEM12","1",323.728379165199,484.817150635209,307.512336728848,296.664543233786,0.964724038032247,0.916999225930023,0.923123847585624,"Chr?",1337697,1339646,"W","1",1338671.5
"4262","orf19.2063","Chr2","","1",342.703862053454,497.894366220591,330.646468886650,302.489570412684,0.914842887726047,0.929450770320028,0.929948465070912,"Chr2",105012,108482,"W","2",106747
"4323","orf19.2417","ChrR","SMC5/YOL034W","1",296.176567219330,426.020832363845,277.057170943234,256.892643259426,0.927218892710272,0.867752165455988,0.88238879806348,"ChrR",702964,706185,"W","R",704574.5
"4336","orf19.2038","Chr2","","1",349.482093720346,544.788804737307,364.651673716366,345.306215275847,0.94694811559931,0.768650363097872,0.80258349562222,"Chr2",147408,146152,"C","2",146780
"4405","orf19.486","ChrR","NIP100","1",301.71958936909,431.914296647223,291.919009580359,271.404544631466,0.929725491401252,0.795938009539102,0.829199789278512,"ChrR",906709,909396,"W","R",908052.5
"4471","orf19.4156",NA,"","1",296.932523616734,453.171103044969,280.822958100478,288.126984640843,1.02600936401272,0.758521001265548,0.812620697676617,"Chr4",NA,NA,NA,NA,NA
"4478","orf19.4649","Chr4","","1",374.059840693688,633.74599393599,374.243452299014,378.867857013396,1.01235667500921,0.949528221725454,0.951337662888926,"Chr4",283241,286831,"W","4",285036
"4513","orf19.613",NA,"","1",281.444180743636,428.043545534925,261.053958708204,265.330465689869,1.01638169749590,0.776252828676885,0.821903214422059,"Chr?",NA,NA,NA,NA,NA
"4549","orf19.5469","Chr3","YRF1","1",279.554693178758,374.398455184173,261.001327411649,238.03798863587,0.912018306559946,0.772254821750956,0.816314066617374,"Chr3",8097,4903,"C","3",6500
"4653","orf19.7631","ChrR","","1",290.04299613014,418.775132008172,268.337670236760,247.150567089169,0.921043127754305,0.8843253571892,0.890899553866211,"ChrR",2236141,2235431,"C","R",2235786
"5042","orf19.3456","Chr6","KIC2","1",354.15212905163,525.430029490749,350.549199993204,318.737405145353,0.90925155485031,0.98873557957218,0.98726522021013,"Chr2",449600,451270,"W","6",450435
"5375","orf19.3773","Chr4","","1",341.731456043956,518.600650332728,335.722635938741,321.804100922131,0.9585415651891,0.814426707426879,0.818342610533822,"Chr4",1080262,1081149,"W","4",1080705.5
"5405","orf19.5826","Chr2","UGA5","1",330.251650761519,476.596278356147,337.541458644673,313.135718109648,0.927695576617401,0.794781788318407,0.814077439390834,"Chr2",558772,557138,"C","2",557955
"5502","orf19.7170","Chr7","","1",291.643678160920,406.508431223948,267.156742976377,244.27010763859,0.9143325559265,0.988727504300353,0.989881187860888,"Chr7",883899,883510,"C","7",883704.5
"5507","orf19.6917","Chr7","","1",326.089743589744,557.028018764861,327.134978845861,330.313918293551,1.00971751617300,0.823385719031266,0.853313321281743,"Chr7",277739,277185,"C","7",277462
"5526","orf19.7223","Chr1","","1",359.23460341836,565.398549008463,347.833093608953,337.192352008835,0.969408484139002,0.926211278861735,0.909789526594897,"Chr1",3121176,3122930,"W","1",3122053
"5548","orf19.3479","Chr6","","1",288.036122289732,438.01984188901,267.462396514865,266.174569162649,0.995185015280665,0.826356995630134,0.857853487468051,"Chr2",493487,493107,"C","6",493297
"5681","orf19.5242","Chr1","CDC6","1",270.189651597589,387.95452906138,244.545591028873,234.601962751466,0.95933834572289,0.809892807477532,0.836791106485832,"Chr1",2667090,2668536,"W","1",2667813
"5711","orf19.4069","Chr2","","1",300.978116710875,448.455671118557,287.534015599618,284.656639982092,0.989992920971363,0.79685497552496,0.827781002553539,"Chr2",1863060,1862596,"C","2",1862828
"5763","orf19.1943","Chr5","","1",366.443717605242,515.270657163466,372.763981700935,338.30980407384,0.907571065557676,0.945581719092336,0.956482278035984,"Chr5",283868,286240,"W","5",285054
"5822","orf19.1120","Chr5","","1",364.512851813442,593.611761776235,376.164974324313,366.009888669854,0.97300363843630,0.891321908114635,0.909521840450437,"Chr5",829546,829971,"W","5",829758.5
"5851","orf19.6148","ChrR","USO2","1",344.930423705151,521.434762580634,339.883000183988,311.781201358828,0.917319198636156,0.91778473995712,0.916206138842457,"ChrR",1574920,1571798,"C","R",1573359
"5933","orf19.2280","Chr2","","1",290.144089085446,413.315112770875,267.711791306952,253.067520118519,0.945298370621107,0.909400608285797,0.921803311724223,"Chr2",1476104,1473339,"C","2",1474721.5
"5967","orf19.4080","Chr2","","1",351.182624305015,531.29824270557,345.209055956676,325.248291346635,0.942177749205553,0.984792789656203,0.982781557944163,"Chr2",1884988,1886052,"W","2",1885520
"5990","orf19.1499","Chr2","CTF1","1",344.04725285203,600.764400778693,335.681001921862,357.184579635269,1.06405956128078,0.841183114651749,0.848045236039549,"Chr2",350734,354168,"W","2",352451
"6017","orf19.3492",NA,"CTN95","1",339.463698481394,567.069587928708,329.338024522626,342.212707804816,1.03909261100613,0.854819014002871,0.867611382051002,"Chr?",NA,NA,NA,NA,NA
"6052","orf19.6555","Chr7","","1",337.509446693657,506.045566502463,330.079592686318,330.209022270352,1.0003921162862,0.857069568797836,0.892308138198475,"Chr7",369533,369889,"W","7",369711
"6096","orf19.660","Chr1","","1",370.846706454465,536.790297159113,362.159695916176,329.079073768932,0.908657361599671,0.961927343575274,0.959227475342428,"Chr1",2506253,2508199,"W","1",2507226
"6099","orf19.420","Chr1","","1",297.995073891626,480.98275862069,297.573036040287,304.363310917948,1.02281885135836,0.7443833422874,0.804903831264183,"Chr1",1142156,1142650,"W","1",1142403
"6162","orf19.3543","Chr2","","1",290.612684729064,455.277496903178,281.00933248185,283.367237041013,1.00839084075372,0.809310398555087,0.857421476676757,"Chr2",1058785,1058441,"C","2",1058613
"6223","orf19.5008.1","Chr1","","1",375.641459971768,607.15302436501,373.255951368021,375.581573251482,1.00623063577402,0.863332764089126,0.86030107778902,"Chr1",3013862,3013563,"C","1",3013712.5
"6266","orf19.3903","Chr5","","1",363.336664772010,546.498196751827,362.880680009947,330.442490890972,0.910609214251677,0.988155181339024,0.987613787494997,"Chr5",936310,936897,"W","5",936603.5
"6268","orf19.3600","Chr2","","1",335.331122900088,543.593803243516,326.898912265456,331.467759194876,1.01397632955631,0.836844184639642,0.831457352111656,"Chr2",1778981,1779682,"W","2",1779331.5
"6350","orf19.4179","Chr4","","1",301.846994856148,458.721943286599,289.776192341051,289.91001066972,1.00046179890621,0.890060241340799,0.921822448450098,"Chr4",110387,110917,"W","4",110652
