"","orf","chr","gene","geneflag","WtMean","MutMean","WtMean2","MutMean2","fold.mut.by.wt","p","p.paired","chr.combimatrix","start","end","strand","chr2","loc"
"789","orf19.3323","Chr1","","1",793.216529664125,1447.86263251520,938.930030298474,901.297104002194,0.959919349598056,0.981549747606483,0.968521383087156,"Chr1",263090,262224,"C","1",262657
"839","orf19.3558","Chr2","ERP3","1",1012.12777273644,2147.74702311703,1157.22602726042,1217.44032042664,1.05203330356194,0.93597743592788,0.89797839453604,"Chr2",1091483,1090842,"C","2",1091162.5
"862","orf19.2005","Chr2","REG1","1",1144.20611731127,2121.57108911204,1390.19943176508,1461.54268090188,1.05131871550703,0.931173269155173,0.89139690988707,"Chr2",198416,195381,"C","2",196898.5
"886","orf19.4174","Chr4","FUN26","1",897.921409264762,1521.32367916919,1174.19667558149,1149.10535699820,0.97863107679907,0.924056416099614,0.874332505207017,"Chr4",116224,117585,"W","4",116904.5
"999","orf19.5976","Chr3","","1",816.928651757599,1389.99378633895,939.86338224895,882.651514664797,0.939127463986039,0.990976554014893,0.981415641106054,"Chr3",1090017,1091357,"W","3",1090687
"1084","orf19.5118","Chr1","SDS24","1",868.974784928964,1532.20550678749,1069.24692751603,1039.75076813250,0.972414080766114,0.917190369718536,0.884783846842596,"Chr1",1839371,1841257,"W","1",1840314
"1156","orf19.6016","Chr1","GON1","1",1114.81030798703,2088.74578272605,1376.97741630954,1402.24664649459,1.01835123066344,0.966582514268741,0.839840305137546,"Chr1",176328,178478,"W","1",177403
"1290","orf19.1045","Chr1","","1",762.712717359269,1461.21520035721,926.648974590217,975.690465786198,1.05292348293772,0.981945342076457,0.953225289964748,"Chr1",864169,863108,"C","1",863638.5
"1336","orf19.3212","Chr5","MID1","1",788.171942898803,1325.85028523237,919.217839568645,938.283652059426,1.02074134298756,0.994178652770027,0.99308975401827,"Chr5",879395,881071,"W","5",880233
"1337","orf19.6230","Chr1","RAI1","1",938.317255339941,1707.93739017083,1107.27444499774,1045.54948771292,0.94425505116309,0.972517092066049,0.894630504270937,"Chr1",1450673,1451848,"W","1",1451260.5
"1398","orf19.6683",NA,"","1",886.630693581781,1495.77696728559,1082.42037207793,1066.13298322817,0.98495280644202,0.913654107456544,0.80348633451552,"Chr7",NA,NA,NA,NA,NA
"1480","orf19.899","Chr2","MPU1","1",989.216244213058,1842.40547630320,1145.46289149268,1127.44254447170,0.98426806563983,0.853973474094486,0.84832374328594,"Chr2",679722,680570,"W","2",680146
"1512","orf19.5357","Chr2","AKL1","1",1052.39231632497,1916.46901113859,1217.43698855258,1232.98285698813,1.01276934131436,0.97821415196804,0.93864044262613,"Chr4",2211103,2208899,"C","2",2210001
"1515","orf19.4772","Chr1","SHO1","1",1166.87851018582,2097.47417823405,1359.09574792927,1361.39816300664,1.0016940786408,0.96989025293731,0.873094350408081,"Chr1",2000774,1999611,"C","1",2000192.5
"1709","orf19.853","Chr2","SAP99","1",754.93239509029,1365.53297035693,907.733686846604,902.507136252278,0.994242198267993,0.9643036007968,0.954339409126259,"Chr2",773169,774260,"W","2",773714.5
"1743","orf19.988","Chr1","","1",1011.26005747126,1777.98724298565,1250.98153628733,1366.2918264733,1.09217585299315,0.997338618528494,0.99553289963125,"Chr1",2316752,2317984,"W","1",2317368
"1841","orf19.2987","Chr1","","1",809.475675791979,1439.94982247285,917.512040007333,891.232622803291,0.971357959287562,0.954447346290318,0.887626836238427,"Chr1",617790,616003,"C","1",616896.5
"1867","orf19.5734","Chr6","POP2","1",1119.91946578403,1981.08979095617,1403.8395211923,1442.82439214503,1.02777017626603,0.964179874224887,0.879056135937008,"Chr6",776782,775304,"C","6",776043
"1995","orf19.2501","Chr3","BOP1","1",861.40573277801,1623.4262558751,950.378910936737,1008.01250960076,1.06064275837856,0.938770035761158,0.844081434205786,"Chr1",198712,201138,"W","3",199925
"2038","orf19.1133","Chr1","MSB1","1",774.923419013936,1409.15534041226,922.818564178411,929.065684340623,1.00676960824664,0.922541739167321,0.851411418562082,"Chr1",771008,767144,"C","1",769076
"2078","orf19.7032","Chr7","","1",1003.60086935277,1834.52577633850,1209.93269691941,1182.21818898913,0.977094173914928,0.949687981887009,0.887151620276308,"Chr7",165660,168671,"W","7",167165.5
"2225","orf19.3276","ChrR","PWP2","1",859.110256191068,1653.28078817734,1011.94630245417,1033.17872763077,1.02098177059900,0.924391211549016,0.873546055349621,"Chr2",189010,186242,"C","R",187626
"2278","orf19.2933","Chr1","","1",1015.89699381079,1818.01577551305,1191.17546544984,1177.33034374666,0.988376925058684,0.796666904516129,0.83600577569835,"Chr1",519226,518225,"C","1",518725.5
"2316","orf19.5093","Chr1","SFH1","1",789.917942037512,1416.0645737354,922.570835272568,915.690729409109,0.992542463298846,0.91536245369731,0.816338732076794,"Chr1",1779407,1780465,"W","1",1779936
"2375","orf19.5022","Chr1","SMF2","1",1242.26787459365,2244.38413393433,1475.43731889541,1406.51119848725,0.953284277464419,0.984088890943164,0.958760130327915,"Chr1",3041630,3043585,"W","1",3042607.5
"2413","orf19.4201","Chr6","NHX1","1",1043.24712255883,1846.4479078016,1244.85704756443,1239.32167735916,0.995553408950773,0.959186512452975,0.93160011280757,"Chr6",105988,103997,"C","6",104992.5
"2419","orf19.3438","Chr6","SCJ1","1",876.833523907027,1716.68816271448,994.731789760224,1025.16011324161,1.03058947526822,0.966481260190814,0.938007410461948,"Chr6",293969,292815,"C","6",293392
"2433","orf19.2970","Chr1","LYS2","1",1250.73972148541,2370.04380029672,1461.95967154887,1474.82860671638,1.00880252404902,0.919856943508962,0.887003048608088,"Chr1",588962,593176,"W","1",591069
"2484","orf19.3360","Chr1","","1",889.49890281628,1606.87723951789,1080.53098676167,1111.54354118521,1.02870121709002,0.994076161283582,0.989829119840096,"Chr1",351114,353117,"W","1",352115.5
"2531","orf19.6754","Chr3","","1",885.560732622892,1634.2727364388,1137.20860868354,1154.90597581168,1.01556211146574,0.848974387843304,0.82702461177698,"Chr3",1693788,1694369,"W","3",1694078.5
"2544","orf19.4072","Chr2","HYR10/IFF6/HYR1-12","1",832.152147610405,1407.98749951499,937.352573684517,891.926077730766,0.951537450017137,0.990370702426337,0.981814729910132,"Chr2",1869201,1865941,"C","2",1867571
"2546","orf19.2850","ChrR","","1",1159.04322975875,2108.15653357532,1434.18544947036,1384.35881029635,0.965257882659166,0.89541772492562,0.894242366907626,"ChrR",672977,678733,"W","R",675855
"2554","orf19.5107","Chr1","NOT5","1",894.027411172715,1564.70437034230,1065.20962627759,1038.51828572453,0.974942640495724,0.909365065109504,0.85448102613164,"Chr1",1820291,1822279,"W","1",1821285
"2559","orf19.6752","Chr3","RSM10","1",982.992837420696,2105.65416996293,1151.32578552006,1229.11087050329,1.06756131579916,0.841282363209463,0.805944472594726,"Chr3",1696168,1695464,"C","3",1695816
"2569","orf19.3577.1","Chr2","COQ5","1",1099.82220733936,2420.65552800523,1358.98217130433,1482.55977228117,1.09093393834463,0.758268923602253,0.80743911171726,"Chr2",1121926,1121672,"C","2",1121799
"2645","orf19.6374","ChrR","ATP10","1",827.535861370934,1446.91158058489,949.67597162605,885.353813670114,0.932269363574818,0.995900560114844,0.991363357980337,"ChrR",1770213,1771343,"W","R",1770778
"2714","orf19.6376","ChrR","PTC5","1",953.277010497065,1752.07883089133,1153.41309147976,1166.3919713449,1.01125258587839,0.988129925747947,0.969924181717774,"ChrR",1773781,1775523,"W","R",1774652
"2721","orf19.6667","Chr5","(SAP30)","1",994.548771245282,1711.1902015483,1303.71899312893,1308.3307320842,1.00353737191801,0.992812614511846,0.984646417913027,"Chr5",797467,797973,"W","5",797720
"2762","orf19.5049","Chr1","","1",839.88804945055,1636.53690757523,965.863100042445,988.692778264204,1.02363655700353,0.957134609268873,0.94522080159792,"Chr1",1700294,1699365,"C","1",1699829.5
"2792","orf19.2616","ChrR","ATG26/UGT51C1","1",800.33556509532,1460.13721765737,936.708662863128,947.650181051577,1.01168081242572,0.870823766551394,0.855798069518092,"ChrR",470548,475089,"W","R",472818.5
"2799","orf19.4228","Chr5","","1",849.102447992796,1544.30111005266,1032.49145434747,1032.50419422431,1.00001233896589,0.888282528983875,0.81730717122462,"Chr5",489982,490965,"W","5",490473.5
"2855","orf19.3521","Chr2","ARH2","1",819.42369545659,1371.64481751151,951.604052311722,885.103238273695,0.930117138660268,0.95275357927265,0.89453692730797,"Chr2",1023943,1023149,"C","2",1023546
"2917","orf19.403","Chr1","PCL2","1",1037.5665977499,2208.94354475933,1167.19216168756,1273.47771794042,1.09106088932193,0.95273454095482,0.934356940918337,"Chr1",1875678,1874914,"C","1",1875296
"2992","orf19.83",NA,"OLE12","1",1158.02715772078,2132.47127323171,1429.22827389168,1378.36862231463,0.96441460576584,0.899798958419814,0.86228190210695,"Chr?",NA,NA,NA,NA,NA
"3058","orf19.5887","Chr3","NUP85","1",898.15836175319,1515.28487151916,1015.77311194097,960.21509718694,0.945304700330305,0.936924683389564,0.851529091961696,"Chr3",915548,913227,"C","3",914387.5
"3103","orf19.301","Chr3","","1",1024.24118397954,1905.47475719919,1285.68014116428,1300.19017900120,1.01128588470207,0.955508066920127,0.902162730501301,"Chr3",646400,644139,"C","3",645269.5
"3108","orf19.384","Chr1","","1",863.128224349364,1411.75398086516,998.524958054605,931.577138321073,0.9329532835474,0.97210455996012,0.91380106017891,"Chr1",1845924,1844248,"C","1",1845086
"3248","orf19.4796","Chr1","CAF20","1",958.881962864721,2119.96175950486,1106.06729691899,1207.06294092984,1.09131057783933,0.846475660502083,0.801130853254479,"Chr1",2060949,2061479,"W","1",2061214
"3257","orf19.4176","Chr4","MRPS17","1",853.92803294709,1634.33644362030,1009.20488352291,995.608788282301,0.98652791374419,0.879142431713733,0.80506956893573,"Chr4",112697,113437,"W","4",113067
"3341","orf19.6345","Chr1","RPG1","1",795.505778017585,1638.40179768217,906.81426967581,975.704871917453,1.07596991417688,0.994624253805952,0.981404312185416,"Chr1",2782618,2785410,"W","1",2784014
"3382","orf19.500","ChrR","GCD10","1",929.027325996246,1595.23845339476,1047.77874163183,983.98773528695,0.93911786543261,0.956233299817768,0.94378362859935,"ChrR",932354,930993,"C","R",931673.5
"3383","orf19.475","ChrR","IPI1","1",1145.69572139899,2179.14335133498,1368.44303253799,1452.37664126932,1.06133511350900,0.755060689836836,0.8013739138704,"ChrR",894757,895859,"W","R",895308
"3392","orf19.6725",NA,"FUM3","1",919.687010408426,1903.71005237453,1099.97105478325,1125.83112268275,1.02350977126811,0.96086280580392,0.925087372530515,"Chr3",NA,NA,NA,NA,NA
"3562","orf19.6363",NA,"MRPL15","1",799.805665425461,1497.00251728531,923.184441062902,907.238412771804,0.9827271479221,0.915111488236613,0.839235649992129,"Chr1",NA,NA,NA,NA,NA
"3628","orf19.665","Chr1","EMG1","1",1221.80183078164,2282.86645132947,1372.04351853963,1335.46124949443,0.973337384309692,0.99375425075851,0.980705990373786,"Chr1",2495789,2496592,"W","1",2496190.5
"3672","orf19.6638","ChrR","PTC4","1",897.800626677215,1482.57146679697,1057.64668643361,985.931089734345,0.932193238423418,0.965787564407286,0.92682505071275,"ChrR",1218951,1217914,"C","R",1218432.5
"3748","orf19.4699","Chr4","","1",998.876444537515,1695.21345597083,1173.61131623081,1068.59218829317,0.910516261657295,0.917943644004989,0.827781752587256,"Chr4",171503,169446,"C","4",170474.5
"3766","orf19.4610","Chr4","CPS2.3","1",872.167791550051,1541.97139530576,991.726158924195,960.071768806922,0.968081521463938,0.968242282813376,0.912709199464047,"Chr4",360944,359150,"C","4",360047
"3795","orf19.4807","Chr1","PPA2","1",987.195039625936,1804.65671002218,1231.18396484355,1225.45214978508,0.995344469045945,0.934489218259079,0.872136940506715,"Chr1",2080970,2081944,"W","1",2081457
"3802","orf19.891","Chr2","AMD1","1",900.86695712535,1836.72372467612,1020.78946503167,1055.35481854245,1.03386139325969,0.966460726003362,0.942570036339297,"Chr2",698280,700616,"W","2",699448
"3845","orf19.3704","ChrR","RSM19","1",1138.37095335598,2404.81021062271,1321.32672690892,1410.87270158709,1.06776974449586,0.828874247480338,0.815001565418277,"ChrR",1681919,1680099,"C","R",1681009
"3867","orf19.1390","Chr2","PMI1/PMI40","1",1130.04896109637,2305.94561212381,1344.07226461572,1360.65072088411,1.01233449770882,0.900350410991306,0.91049012383253,"Chr2",1972500,1973825,"W","2",1973162.5
"3886","orf19.5847","ChrR","RET1","1",850.586256466908,1722.40768763970,1001.15192584273,1027.20843247608,1.02602652600545,0.903276151726533,0.914676498895327,"ChrR",1185272,1181799,"C","R",1183535.5
"3930","orf19.3622","Chr2","ANP1","1",813.393520272831,1300.19091730764,988.409751765497,907.59566299236,0.918238272509162,0.906241137394458,0.811245729363492,"Chr2",1736873,1738159,"W","2",1737516
"3939","orf19.5326","Chr2","MIG2","1",791.051039679216,1357.63933540748,952.620279466025,926.65491098338,0.972743212545087,0.956209749946718,0.951092136826791,"Chr4",2171305,2172114,"W","2",2171709.5
"3951","orf19.3856","ChrR","CDC28/CDK1","1",1246.10262213336,2602.33536274666,1436.79933618991,1492.98610873631,1.03910551120896,0.9586164569932,0.91962300203926,"ChrR",1293495,1294448,"W","R",1293971.5
"3958","orf19.4442","Chr1","ALG9","1",936.440306945525,1787.37165138753,1117.55970871788,1131.47414636507,1.01245073309162,0.962141512235867,0.921559889558927,"Chr1",1556011,1554329,"C","1",1555170
"4024","orf19.7347","Chr3","UBC6","1",833.590916670545,1515.05829228243,953.757990918132,965.90956435118,1.01274073040411,0.979226169465762,0.94900694710007,"Chr3",1269910,1270641,"W","3",1270275.5
"4074","orf19.3041","Chr1","","1",1049.60824092003,1885.09052513578,1305.13643558483,1284.55564309256,0.984230926414183,0.981759026423465,0.95368982863134,"Chr1",715614,717563,"W","1",716588.5
"4158","orf19.2084","Chr2","CDH1","1",945.392946323734,1544.24472517867,1058.92161190814,1007.53364941754,0.95147141968516,0.913996611404172,0.85434842149616,"Chr2",68137,66344,"C","2",67240.5
"4197","orf19.4753","Chr1","FRK26","1",997.253848591417,2044.83876468359,1152.74103520131,1253.31493284130,1.08724760771827,0.985171231512013,0.9687034730351,"Chr1",1948293,1951733,"W","1",1950013
"4256","orf19.863","Chr2","MRPL35","1",1235.37262039406,2538.28861083965,1426.49434907598,1526.37124696046,1.07001562813703,0.952129679534944,0.82799433872602,"Chr2",756440,755304,"C","2",755872
"4292","orf19.59","Chr1","","1",847.738616268789,1561.62956241178,1008.03516727728,972.447038876135,0.964695548770118,0.996872597263916,0.996133564597233,"Chr1",1058107,1059252,"W","1",1058679.5
"4295","orf19.5368","Chr2","","1",1196.09885290148,2229.60333614641,1400.69581688556,1320.82227977432,0.94297581519959,0.86493229617073,0.835381884727313,"Chr4",2225687,2224074,"C","2",2224880.5
"4337","orf19.4232","Chr5","PTH1","1",818.244991623621,1315.83739879683,927.220859997694,951.818878353787,1.02652875859173,0.995882949611147,0.99625217766819,"Chr5",502902,501493,"C","5",502197.5
"4363","orf19.1229","Chr1","CSE1","1",1155.38623844647,2100.91070956048,1380.63489071132,1290.56533391599,0.934762218888352,0.972690690654808,0.936873233984676,"Chr4",1672994,1669854,"C","1",1671424
"4517","orf19.4516","Chr2","MET7","1",888.337883557257,1541.12080017683,1036.67557354944,993.684927980892,0.958530280190403,0.945165966385048,0.862840098910749,"Chr2",917690,916146,"C","2",916918
"4542","orf19.1697","Chr3","","1",930.354056145004,1814.28634805404,1082.64803755843,1058.98647472106,0.97814473215993,0.982224505373636,0.954099886821333,"Chr3",324012,322951,"C","3",323481.5
"4634","orf19.6997","Chr3","FRP4","1",1046.21420067631,1743.73095595060,1337.48663323644,1247.75939793103,0.932913546142668,0.988328197362856,0.95659022615334,"Chr3",1257430,1258272,"W","3",1257851
"4642","orf19.5550","Chr6","MRT4","1",813.373986168185,1570.23968903499,955.061525735145,964.128118388982,1.00949320269902,0.934816707800917,0.901903890809797,"Chr6",570404,571096,"W","6",570750
"4647","orf19.3582","Chr2","","1",1074.07054107417,2066.69627469979,1251.50375564477,1228.87589501127,0.98191946246151,0.892446022467804,0.819450705221529,"Chr2",1125325,1126124,"W","2",1125724.5
"4771","orf19.1872","Chr2","","1",1042.3710425489,2150.87931034483,1269.67107929697,1265.50044510311,0.996715185324874,0.972865341800093,0.970077940996383,"Chr2",1538711,1539346,"W","2",1539028.5
"4870","orf19.607","ChrR","RAD26","1",791.075518161972,1566.01458885942,947.206411010377,1006.92802414835,1.06305026279781,0.936374751987611,0.860910696844774,"Chr5",1729415,1726248,"C","R",1727831.5
"4921","orf19.1278",NA,"","1",904.189946018893,1714.82964658022,1102.32133049185,1040.59793263257,0.944005984324242,0.891633854063237,0.918004254704322,"Chr4",NA,NA,NA,NA,NA
"4943","orf19.3221","ChrR","CPA2","1",1215.12287986766,2171.45664877822,1454.64894900425,1345.84764347514,0.925204424336478,0.995097455176108,0.982010343868532,"Chr2",318333,321782,"W","R",320057.5
"4944","orf19.7160","Chr7","YAR1","1",794.405011478741,1432.62679992421,903.32303794495,913.220204395467,1.01095639769471,0.918771617033774,0.872128307281156,"Chr7",893862,893224,"C","7",893543
"5069","orf19.6888","Chr2","","1",1077.98133928987,1897.18024366937,1365.86125295097,1268.25969567251,0.92854211431242,0.925732233251291,0.828069489307088,"Chr2",1178314,1179752,"W","2",1179033
"5246","orf19.4719","Chr4","GWH41","1",1148.78549102642,1966.47378697628,1284.45389437572,1188.11478141658,0.924996052111344,0.97699650950774,0.925330172066665,"Chr4",1357167,1357991,"W","4",1357579
"5258","orf19.429","Chr1","TRF4","1",988.136525830491,1680.83521809680,1117.04843029255,1062.00651992064,0.950725582813365,0.931487590235862,0.84862404117545,"Chr1",1125756,1123945,"C","1",1124850.5
"5376","orf19.6477","Chr7","","1",909.17914979757,1734.44847658829,996.461252167593,987.773645570312,0.99128154097474,0.95420991389616,0.859794256808247,"Chr7",511624,510344,"C","7",510984
"5397","orf19.1816","ChrR","ALS3-1/ALS3/ALS8","1",895.316297991355,1724.64652014652,1082.98421134171,1145.66535872081,1.05787817285115,0.815544621514678,0.867702804310196,"ChrR",1535823,1532354,"C","R",1534088.5
"5501","orf19.3823","Chr4","ZDS1/CES1","1",916.698216723285,1846.76234788676,1051.36594815766,1084.35160438844,1.03137409604010,0.985106878274529,0.963904753238204,"Chr4",982321,987258,"W","4",984789.5
"5549","orf19.1634","Chr3","","1",832.056366047745,1477.10393996320,935.25243690666,951.979787170694,1.01788538538254,0.914554969117545,0.804991704607809,"Chr3",459398,460598,"W","3",459998
"5597","orf19.6902","Chr7","DBP7","1",1096.99697519661,2102.42073394694,1276.81122410186,1328.10562600034,1.04017383379016,0.899824757386038,0.906063958130003,"Chr7",252978,250795,"C","7",251886.5
"5768","orf19.6528","Chr7","","1",804.063492063492,1458.83904888215,948.085598101459,986.72952329229,1.04075995381452,0.9861303427738,0.971961085504413,"Chr7",412926,412315,"C","7",412620.5
"6020","orf19.6422","ChrR","SSY5","1",1054.96331570461,1926.48911036563,1211.98968033352,1199.77770353896,0.989924025762994,0.85102830808386,0.878967816889516,"ChrR",1844872,1842365,"C","R",1843618.5
"6120","orf19.284","Chr3","","1",1269.08912782620,2872.09065934066,1482.78818726714,1614.41637828228,1.08877073080662,0.985817985724953,0.984074457767968,"Chr3",624293,624949,"W","3",624621
"6186","orf19.1363","Chr2","","1",1185.481534988,2168.42817670835,1438.78655349604,1375.97502445881,0.956344095039944,0.933533592599002,0.81042008239014,"Chr2",2021600,2020422,"C","2",2021011
"6203","orf19.286","Chr3","","1",1098.01061007958,1949.09236453202,1304.81357733281,1297.88735744054,0.994691793515494,0.94891393657793,0.897361005544752,"Chr3",626066,626599,"W","3",626332.5
"6204","orf19.7151","Chr7","","1",745.104534957796,1257.62687886826,917.551337513875,865.93089500238,0.943741085211253,0.991801495101277,0.9834782687357,"Chr7",915543,915977,"W","7",915760
"6211","orf19.6588","Chr7","NBP2","1",807.032914126607,1384.98162541536,925.286523488887,880.462899669404,0.951557033760234,0.934987787928736,0.857886181726293,"Chr7",291142,290114,"C","7",290628
"6299","orf19.3008","Chr1","COQ4","1",954.529100159772,1826.17406187286,1116.80570566483,1159.49115128297,1.03822101320008,0.853375918962831,0.842577666189673,"Chr1",658610,657639,"C","1",658124.5
"6303","orf19.4090","Chr2","VMA21","1",1125.86379853258,2341.75,1332.18831320667,1387.52873563098,1.04154099077112,0.959927636318796,0.960937270694031,"Chr2",1898301,1896796,"C","2",1897548.5
