"orf","chr","gene","geneflag","WtMean","MutMean","WtMean2","MutMean2","fold.mut.by.wt","p","p.paired","chr.combimatrix","start","end","strand","chr2","loc","sd.wt","sd.mut","sd.mut.vs.wt.ratio"
"orf19.972","Chr5","",1,275.496070389677,470.479840461011,257.056026250287,318.338097077459,1.23839966610043,0.345781193333848,0.425226662845485,"Chr5",40126,39266,"C","5",39696,148.365336357418,114.327560195162,3.09323772560307
"orf19.1964","Chr5","",1,485.453933795585,649.045434098066,548.023742613876,441.939683866162,0.80642433803738,0.745910312268488,0.639172548355841,"Chr5",227465,225963,"C","5",226714,375.541614337577,228.822097251104,0.672723482573904
"orf19.6294","Chr5","MYO1",1,531.639366015614,521.418429888825,558.8082372119,318.608318016795,0.570156802996409,0.0198145945994791,0.00744545000404417,"Chr5",368539,362693,"C","5",365616,207.47537744764,84.925921077888,0.183070666689007
"orf19.4347","Chr5","PRR1",1,1072.0887639911,1279.69484808878,1292.33498169624,995.917678407694,0.770634311160186,0.265154970188537,0.277199777122723,"Chr5",710003,711922,"W","5",710962.5,489.24529410381,669.2850271453,0.512484235732335
"orf19.1117","Chr5","FDH3",1,706.139915878045,1584.84466665115,890.974588583223,1264.03816867586,1.41871405186299,0.544936834051732,0.275055454341417,"Chr5",835101,833962,"C","5",834531.5,599.000219279832,1100.64216691937,0.59506368132784
"orf19.4337","Chr5","ESBP6",1,664.720306623163,671.065398347682,759.19721444156,446.972779079615,0.588743966096338,0.500068903278166,0.268518032098031,"Chr5",686088,684072,"C","5",685080,551.672374521229,254.146412106754,0.78472244337601
"orf19.3969","Chr5","HSR1",1,495.189736609428,478.783916577474,541.065073063364,320.042500660914,0.591504638894764,0.0529695350807632,0.0645329501399314,"Chr5",1053882,1056026,"W","5",1054954,191.403900745446,84.3824164321188,0.34181230302054
"orf19.1946","Chr5","@",1,1461.15956807359,1444.38358570661,1672.69096816414,907.414055757856,0.542487568252841,0.616142985272219,0.269763612998136,"Chr5",275380,274481,"C","5",274930.5,1598.36422357169,700.526220343931,0.823485461750687
"orf19.1980","Chr5","GIT4",1,249.504320316707,335.872236958444,224.987541174025,212.846011215048,0.94603465642755,0.523517127906499,0.556672443911914,"Chr5",201150,199552,"C","5",200351,156.109000473043,75.5205597085131,14.4986571494808
"orf19.3995","Chr5","RIM13",1,497.922184081413,662.731448531757,554.283832695466,467.646426607179,0.843694870790347,0.447932948439529,0.329763913963021,"Chr5",1104685,1102532,"C","5",1103608.5,237.25892862776,290.757760889374,0.381512294543709
"orf19.5684","Chr5","MRPL14",1,1530.38814612238,2292.62324370276,1959.68984942758,1552.4020645617,0.792167222285279,0.274264790601403,0.068813787111725,"Chr5",15475,15077,"C","5",15276,680.664714244931,521.031501296911,0.203302954932724
"orf19.4229","Chr5","DDP1",1,842.036377138691,1282.31134947636,1017.63271455448,941.669775170802,0.925353284837216,0.700432980002298,0.402920272523061,"Chr5",491692,491114,"C","5",491403,552.46594450132,640.215372693736,0.294570749697826
"orf19.4024","Chr5","RIB5",1,3538.44908074809,5242.66278261968,4429.14191883498,3731.96925241607,0.842594191110883,0.621878909607264,0.351162845089766,"Chr5",1151749,1152462,"W","5",1152105.5,2351.83054113048,2088.02662847977,0.376348567564465
"orf19.4025","Chr5","PRE1",1,3546.96823804095,5918.19211365616,4573.66957565452,4137.34489480544,0.904600742657138,0.552511386676548,0.157867717178524,"Chr5",1152607,1153197,"W","5",1152902,1452.55775482598,1925.06787072057,0.211419507065272
"orf19.3977","Chr5","GIR1",1,588.35115834458,841.157930330911,642.394286734065,562.157386426332,0.875097114086026,0.954416013978667,0.92928272107541,"Chr5",1066761,1065652,"C","5",1066206.5,454.091960091006,376.946422002607,1.80580743848594
"orf19.2652","Chr5","",1,220.106625704402,323.423913043478,193.730075838378,209.496130676757,1.03647586091635,0.342915376067485,0.371613554598667,"Chr5",741788,742447,"W","5",742117.5,166.311220685829,83.0080836958023,9.7216965181850
"orf19.4134","Chr5","",1,568.81971991761,958.645752282768,625.580807772004,665.414312188176,1.06367443489521,0.81581286943194,0.84156002284847,"Chr5",322260,321043,"C","5",321651.5,179.054002640806,235.800254433293,0.53114939284847
"orf19.925","Chr5","",1,543.823320320031,827.57054645754,575.633529828079,505.524551553948,0.87820553417889,0.996713000628964,0.994106716231895,"Chr5",146292,144766,"C","5",145529,417.197722515643,311.672214835132,1.02403997166254
"orf19.3922","Chr5","SDT1",1,1233.67393588968,2106.77541610436,1676.17201845615,1763.97528139102,1.05238320528447,0.745855770677695,0.401804945593363,"Chr5",964325,963462,"C","5",963893.5,1309.08246162584,2063.153650315,0.384724723986553
"orf19.6665","Chr5","NUP4",1,3088.65400388041,3041.4721248579,3833.50205874742,2123.98928244458,0.554059773516485,0.136186585660869,0.0099350831433545,"Chr5",794551,796929,"W","5",795740,2241.93447053506,1748.15543788001,0.23793643585313
"orf19.4330","Chr5","",1,265.729064870399,324.477122967338,239.788683448734,202.491035907613,0.84445618114795,0.966184545341735,0.9688748199114,"Chr5",672478,674550,"W","5",673514,143.253874857992,64.0817523511841,1.52185113683175
"orf19.4284","Chr5","PCH1/BUR2",1,1000.77884615385,2038.83001768347,1199.42597069145,1355.28531502549,1.12994494711848,0.840049304884424,0.618971403894517,"Chr5",602776,604356,"W","5",603566,1029.18567342086,1276.62631234146,1.10135030422379
"orf19.584","Chr5","CCP2",1,240.730106377792,332.722610017528,215.679532768883,212.928637595034,0.958824023442171,0.460488692907619,0.474487338683028,"Chr5",191769,190894,"C","5",191331.5,166.671549076154,88.6239367204712,3.27679309035911
"orf19.2649","Chr5","PCL1",1,945.986785874944,1363.8223724375,1102.81588061579,896.179002040808,0.81262794433138,0.340124971599396,0.140496641250061,"Chr5",750021,748900,"C","5",749460.5,354.167849304989,411.151571794293,0.323039596576093
"orf19.940","Chr5","BUD2(CLA2:ERC25)/BUD2",1,374.586740970174,365.026785714286,381.585963251733,232.275363954637,0.608710451441328,0.177310355174819,0.222681448132534,"Chr5",93594,89881,"C","5",91737.5,165.75067417696,39.5932720933427,0.795658574520798
"orf19.1113","Chr5","",1,552.658802123663,921.05552134647,629.503230439121,612.087274189742,0.972333809570397,0.837782208470093,0.762671282827194,"Chr5",840145,839378,"C","5",839761.5,478.890699215249,411.095215186566,2.24370299652332
"orf19.1963","Chr5","GDS1",1,1548.38816203162,1396.88088297523,1736.58694026297,867.914691261739,0.499781883151965,0.0380731245274092,0.0198302357388431,"Chr5",231072,229549,"C","5",230310.5,799.25406938461,188.134194158256,0.245332424495359
"orf19.3929","Chr5","",1,608.043984436112,1021.99339904946,695.234753679576,710.142299258883,1.02144246313984,0.933874538127508,0.845227483187203,"Chr5",974713,975750,"W","5",975231.5,477.403739473725,548.401954495864,0.568009527473253
"orf19.4026","Chr5","HIS1",1,4396.07075754705,8473.0907382847,5438.10156615435,5336.16057970147,0.981254306266115,0.661619992413661,0.704811209352596,"Chr5",1154146,1153250,"C","5",1153698,603.196830066407,2070.54720238342,0.42619969657081
"orf19.3163","Chr5","",1,362.425881224068,696.7814688966,372.121613085365,472.821101082902,1.27060908169942,0.286833352089064,0.328856123298743,"Chr5",463421,464407,"W","5",463914,168.614298828783,176.89754747917,1.09862956365399
"orf19.4287","Chr5","",1,522.448758667225,832.10215553251,580.571360860334,536.857030253397,0.924704638302935,0.976489746568317,0.962445563194236,"Chr5",606090,607187,"W","5",606638.5,309.150184267644,234.889203090304,0.576603620195141
"orf19.4017","Chr5","",1,216.607886593141,261.670315681999,191.147607203646,175.214633091438,0.866002559717248,0.317412643764567,0.338263690824959,"Chr5",1147509,1146565,"C","5",1147037,177.194092606489,42.3093350079261,4.40232413706069
"orf19.944","Chr5","IFG3",1,1202.88865795197,2004.41054947271,1482.04006951003,1378.58337647428,0.930193052695295,0.984579001764237,0.967251348314567,"Chr5",81598,80483,"C","5",81040.5,849.114762678967,568.192822724851,0.409924643934321
"orf19.4012","Chr5","PCL5",1,777.365148337245,1211.74829564432,933.924509685247,840.47796442539,0.89994207851837,0.574976977965159,0.327124293831268,"Chr5",1139330,1140244,"W","5",1139787,311.738751276573,387.22144287661,0.238618917695851
"orf19.3195","Chr5","GAP3/HIP1",1,1458.37102662159,3502.66092194287,1992.31777275486,2739.36462307959,1.37496370335128,0.497618612720835,0.0929754513746219,"Chr5",404636,402837,"C","5",403736.5,1413.77164725049,2178.32349832988,0.464680779011477
"orf19.4149","Chr5","RPS11A/@",1,25318.3316462732,32098.6963733106,32710.699573848,21363.3059222677,0.653098411241182,0.481930702351251,0.0286532602055363,"Chr5",343906,343418,"C","5",343662,25917.5472866796,17294.2640272722,0.228007069384525
"orf19.3919","Chr5","",1,779.645364655006,1119.6473396411,878.281438478629,716.809695080187,0.816150340512553,0.442183123481924,0.124331231270303,"Chr5",960292,958181,"C","5",959236.5,345.162947669864,266.600017922348,0.205599202238649
"orf19.4332","Chr5","",1,451.200715233043,616.462506841817,471.929143865542,397.338449890982,0.841945141671921,0.462158795980649,0.424301204939105,"Chr5",674369,675961,"W","5",675165,167.043216489984,111.236919723195,0.407225078732697
"orf19.1942","Chr5","AZR2/SGE1",1,823.586676128872,957.14790801378,990.97258966558,692.713572576867,0.699023948594415,0.112113671449261,0.0339346017251085,"Chr5",286755,288638,"W","5",287696.5,366.051583243154,448.079606618247,0.241654396440732
"orf19.4315","Chr5","",1,359.166460039211,549.464846217001,363.344523771267,366.757360262763,1.00939283866473,0.615442770511223,0.628319463159846,"Chr5",647579,645297,"C","5",646438,206.740360224783,105.675203363342,2.3131500424686
"orf19.5692","Chr5","",1,589.962949024813,774.440333404726,677.438707004832,502.121026255017,0.74120510248824,0.238176168819402,0.343570087768729,"Chr5",8807,7209,"C","5",8008,225.005240932702,90.1328668124037,0.636198624802804
"orf19.3898","Chr5","TLG1",1,261.407305287977,413.028372628078,243.451252384407,278.590051134284,1.12831452641261,0.410577209457718,0.433435718332878,"Chr5",927305,926622,"C","5",926963.5,181.028672550175,141.19012601764,7.17824877904005
"orf19.3963","Chr5","",1,252.053994337276,329.156056587091,228.222965612763,219.346966005803,0.961108210196425,0.744119163687114,0.725338267351543,"Chr5",1035743,1036369,"W","5",1036056,158.398099579394,48.9412064548608,1.72940275167615
"orf19.4033","Chr5","PRP22",1,311.72718928997,407.703525641026,301.352033935627,263.428328066973,0.874154803691304,0.9264672139668,0.937621404110236,"Chr5",1164419,1161429,"C","5",1162924,174.790499723871,62.3903674853088,1.60915718104766
"orf19.2654","Chr5","RMS1",1,440.904228132223,541.15307250221,454.026696936335,335.365516782418,0.738647130323801,0.453140333539821,0.443305995156751,"Chr5",734731,736389,"W","5",735560,215.079548567353,96.388082810168,0.850464850553898
"orf19.3175","Chr5","ETF1/YOR256W",1,2522.09802228784,3386.51335733232,3109.44263424762,2295.90379350598,0.738365058811098,0.226796428726945,0.0145268931624576,"Chr5",440051,438168,"C","5",439109.5,1223.03402826362,1259.94626086376,0.172251349351929
"orf19.1945","Chr5","AUR1",1,842.181574174596,783.518226379388,950.692655335362,526.823667690246,0.554147194399441,0.00150686136492459,0.022608530529166,"Chr5",277008,278423,"W","5",277715.5,235.636278659286,106.003866607134,0.22728740649548
"orf19.4340","Chr5","",1,258.056866442189,360.866556684546,235.593269903924,227.210670551897,0.933494910154922,0.471517280631396,0.468661914148764,"Chr5",690031,689033,"C","5",689532,196.938600067914,83.5193455380294,2.45057811764524
"orf19.3991","Chr5","",1,1611.86073037922,3454.16624036883,2071.35254148343,2366.59519026311,1.14253616555694,0.999236975133382,0.997691322506375,"Chr5",1100478,1098277,"C","5",1099377.5,1645.70827390025,2044.35578172679,0.431233900400529
"orf19.980","Chr5","VIP1",1,2705.47712201592,2600.97832251938,3277.03303376592,1792.27270959604,0.546919329505931,0.0703454945688698,0.0153194087444048,"Chr5",21297,23504,"W","5",22400.5,1582.55539724596,978.932775744156,0.284262933382785
"orf19.4010","Chr5","PAN3",1,470.191665060086,539.627261436758,509.302030484073,363.326084448345,0.7133803965066,0.165220874771752,0.247819219610419,"Chr5",1133891,1135987,"W","5",1134939,178.653542176322,87.6471091019386,0.458716298182357
"orf19.4312","Chr5","SPT8",1,897.536268556005,955.271535935329,1014.10260293526,613.794553863174,0.605258828925771,0.128108702394914,0.0412881109528975,"Chr5",642687,644999,"W","5",643843,501.978938110482,200.314233620333,0.269231311126417
"orf19.3946","Chr5","COX18",1,543.877652519894,671.589831813176,580.425856070918,454.483624556006,0.783017537558623,0.796379392450744,0.684957780944534,"Chr5",1004599,1003715,"C","5",1004157,354.132622349777,234.586561987556,0.80107034161774
"orf19.4014","Chr5","CDC102",1,342.453171777809,529.065347941029,363.494419260902,395.928836130858,1.08922947685388,0.489673710565227,0.453479773763626,"Chr5",1141954,1143402,"W","5",1142678,287.368218188821,339.089793578253,41.7578056148391
"orf19.3188","Chr5","HAL9a/TAC1/ZNC2",1,568.180173992674,777.179060881647,626.946436392552,485.217931330862,0.773938415094604,0.996288071101153,0.994059624244545,"Chr5",419378,416433,"C","5",417905.5,497.25383879191,334.670893543707,2.50865078164918
"orf19.1979","Chr5","GIT3/GIT1",1,873.003024387893,1629.32899154939,1075.28167937272,1238.43479087531,1.15173057872405,0.860513624312487,0.79751667639735,"Chr5",204210,202603,"C","5",203406.5,488.330062037693,831.887526675995,0.4695120247864
"orf19.4044","Chr5","MUM2",1,496.674228694972,843.44502973836,556.00711058278,564.431915941412,1.015152333843,0.759817276696227,0.727175044188831,"Chr5",1175918,1175238,"C","5",1175578,286.24786380787,223.240194971863,0.832751028960963
"orf19.3219","Chr5","",1,629.25651765885,757.949593983203,703.930641319257,514.641313239692,0.731096620932976,0.164468274461273,0.141653813571752,"Chr5",861391,859586,"C","5",860488.5,236.305853086779,220.720734900554,0.320373805100981
"orf19.4339","Chr5","VSP4/VPS4",1,662.756686560566,1164.66623773736,751.026101801954,828.668862907485,1.1033822405363,0.81245989007716,0.650558234269025,"Chr5",687556,688875,"W","5",688215.5,558.190346310738,743.576207102654,1.38224083002797
"orf19.4262","Chr5","JSN1",1,578.46375708709,654.982253378805,611.025065526751,405.250535119853,0.663230623395941,0.0844293250529239,0.0360974448861214,"Chr5",559093,557651,"C","5",558372,241.125454022416,98.635333525889,0.215823984498809
"orf19.4252","Chr5","BUD32",1,461.102924198206,825.746804151183,497.335480260923,568.597287496438,1.14328719760378,0.513732108687712,0.50726996628644,"Chr5",538634,537744,"C","5",538189,225.919147445467,231.425776773821,0.790045819917201
"orf19.6668","Chr5","CUE1",1,339.550330013806,472.468456175806,362.06679713208,331.346398920602,0.890370549053237,0.568449097819048,0.528887943109479,"Chr5",798406,798915,"W","5",798660.5,327.962756384786,246.050084597971,1.71947100873974
"orf19.4144","Chr5","",1,652.400970374655,1092.49411132828,774.887808197007,794.98147705691,1.02593106853321,0.812765364517792,0.687163580951751,"Chr5",332825,331014,"C","5",331919.5,646.682430796267,709.611391615607,1.99654208877371
"orf19.4348","Chr5","RGR1",1,475.153915957001,537.077414191979,486.794422303868,339.911948715312,0.698265906800246,0.149646032497639,0.179132322875523,"Chr5",712957,716742,"W","5",714849.5,218.009569325671,112.883576919985,0.417860645426031
"orf19.4308","Chr5","HSL1",1,928.16311124099,926.065136731085,1037.39353407938,564.546061875425,0.544196626766545,0.112102895622863,0.008853399512899,"Chr5",636256,631868,"C","5",634062,534.357737267901,291.725658794457,0.193556328238632
"orf19.3904","Chr5","",1,214.638058555309,285.273983200707,185.80294183598,180.655875666305,0.920403827219003,0.294750924023703,0.316995451403276,"Chr5",938021,937251,"C","5",937636,176.064740780142,42.7413380530471,4.89353044268392
"orf19.4297","Chr5","CKB22",1,789.914319120081,863.594922180562,912.989707192652,584.12100317739,0.639789253455552,0.0155509374431624,0.049575338338969,"Chr5",620256,621059,"W","5",620657.5,189.872550124951,201.224818841203,0.330010917730071
"orf19.3204","Chr5","",1,382.818803474203,624.707283377542,406.982658051615,423.704841100698,1.03161937315377,0.491274124862882,0.454760833955703,"Chr5",387529,385313,"C","5",386421,293.535684181963,273.774347653257,5.11737666882043
"orf19.6680","Chr5","FGR27",1,526.119157863713,656.27267272957,572.404686446844,463.029162148917,0.808919236883145,0.26770117110574,0.268064024698179,"Chr5",816619,818982,"W","5",817800.5,165.649549520896,199.27342367532,0.33573130085789
"orf19.933","Chr5","UBC14",1,2027.66315711915,3797.14260410642,2671.916714154,2801.56145427224,1.04852125046843,0.95314030839807,0.910845102999038,"Chr5",122294,122803,"W","5",122548.5,1302.83324113016,1620.78629115061,0.482437290108588
"orf19.1109","Chr5","",1,634.442528735632,948.742673992674,721.626153606525,623.085720820797,0.863446699799827,0.494502927415171,0.604583203766663,"Chr5",845554,845946,"W","5",845750,172.613893584665,87.2483011938301,0.351554156935877
"orf19.3215","Chr5","",1,380.697044334975,680.303571428571,386.825620773806,465.910435076136,1.20444564696653,0.521548650256564,0.596157954484229,"Chr5",872192,872581,"W","5",872386.5,222.643001020481,128.635464925191,0.911599367987666
"orf19.1958","Chr5","",1,190.022877984085,205.168859649123,149.756158810162,129.180113596867,0.76575114894695,0.585295005264744,0.607645209505322,"Chr5",254747,255256,"W","5",255001.5,193.380117050726,31.9777174963526,1.98067052851345
"orf19.4334","Chr5","PGA58",1,717.634744085688,1138.34523089333,863.747653907354,748.933707503274,0.867074664822887,0.821041800819022,0.727874344210645,"Chr5",677238,676516,"C","5",676877,446.7694182422,302.785290557903,0.624984897442177
"orf19.964","Chr5","SMC4",1,997.83877562496,1182.89395607003,1115.99650310421,728.091478321481,0.65241376321185,0.258195146478045,0.0141482368009647,"Chr5",53010,48904,"C","5",50957,654.230174239414,426.628037617145,0.169975349594243
"orf19.3197","Chr5","PAPa(PAP1)/PAP1",1,1039.56976319533,659.325465243569,1190.08754822736,438.512544740693,0.368470828380535,0.000330127743870446,0.00219118625165195,"Chr5",400512,402179,"W","5",401345.5,307.265791660919,159.96622314249,0.153144815405604
"orf19.3897","Chr5","",1,268.082409688013,415.460455404648,251.642442254545,270.194423233437,1.0737235770432,0.465087173088135,0.502079571586277,"Chr5",924696,925958,"W","5",925327,181.409085681265,119.178139123277,4.38771296880201
"orf19.1112","Chr5","BUD7",1,472.446824676634,727.284122361896,497.004381292109,484.180768649628,0.974198189945243,0.90456478427893,0.898208877891374,"Chr5",842912,840618,"C","5",841765,224.390954891154,228.920299010921,0.582119226431887
"orf19.928","Chr5","",1,312.401333378761,373.0209517494,304.405841173838,245.4896914133,0.788710843369261,0.597089528869462,0.594153795499562,"Chr5",141377,139515,"C","5",140446,231.582523192139,96.423955450212,2.63162240426659
"orf19.4275","Chr5","RAD9",1,194.359226010428,233.339767272957,156.067535218313,147.799422541043,0.865757111087593,0.318385566499803,0.345855729712172,"Chr5",586199,582673,"C","5",584436,162.580313664981,34.0519605700556,3.31323115141614
"orf19.1121","Chr5","",1,1982.76790813433,3315.87561050061,2510.83521924417,2330.44327271752,0.928154605629215,0.883551010506837,0.657653326849878,"Chr5",825630,826451,"W","5",826040.5,1943.35428590044,2193.28362951246,0.527805340571773
"orf19.6654","Chr5","",1,1155.92647735198,1614.79427858247,1402.76020409803,1135.52571438654,0.809493818736241,0.504288973166882,0.236450928338853,"Chr5",780248,778752,"C","5",779500,786.938488115163,699.931696163548,0.394577910191148
"orf19.3921","Chr5","FSH3",1,648.563415750916,1082.93977791806,761.502009509361,703.872924091246,0.92432182095587,0.825903750373653,0.856490610779606,"Chr5",963301,962450,"C","5",962875.5,248.236478643538,103.077557026498,0.528459635421488
"orf19.2639.1","Chr5","MRPL20",1,737.795913994757,1244.23648699556,827.80890630618,811.266746079562,0.98001693373845,0.875593320078468,0.82050499796122,"Chr5",767793,767266,"C","5",767529.5,570.880946515266,443.810481329737,1.50935349828539
"orf19.4236","Chr5","RET2",1,859.394311098258,1233.90721997301,966.649018037527,769.633063741884,0.796186671046724,0.565267376331273,0.223919007979566,"Chr5",511372,509651,"C","5",510511.5,546.251971905274,417.13479917581,0.369348973328235
"orf19.3986","Chr5","PPR1",1,292.859400656814,424.032130364594,278.739891436096,277.403552471538,0.99520578501458,0.683889811621628,0.684580693829413,"Chr5",1094330,1091748,"C","5",1093039,153.156980352326,110.115791190914,2.1108175389548
"orf19.3972","Chr5","GOT1",1,739.230914906919,1002.67883194392,835.415553338945,653.7790400862,0.78257944501178,0.702391347372857,0.418486864012385,"Chr5",1060541,1060021,"C","5",1060281,559.146011409155,432.38998820665,0.522706742591137
"orf19.3202","Chr5","",1,439.101818566088,598.62632515196,509.898016429655,431.211625163237,0.845682099692433,0.99403235681333,0.99294459862623,"Chr5",390741,393302,"W","5",392021.5,355.726860101688,242.516814670462,1.67589831249975
"orf19.1285","Chr5","",1,871.743779070798,1165.95095912859,1017.00045264569,781.549415449377,0.768484825563455,0.721724076007814,0.403570731844847,"Chr5",899337,902132,"W","5",900734.5,746.45415586055,593.035403352399,0.660234630874848
"orf19.4292","Chr5","PEP12",1,526.471037092067,943.099642618926,614.23094863028,698.478108631858,1.13715876770691,0.67797784605923,0.502833210783373,"Chr5",612702,613532,"W","5",613117,357.146410462398,434.519850559324,0.906899974275239
"orf19.2643","Chr5","RPO26",1,2663.01373487875,4497.9316591102,3483.03813495706,3147.08065862272,0.903544703412073,0.604791014089357,0.340653326603803,"Chr5",763537,764010,"W","5",763773.5,1081.38193996839,1060.70867087226,0.221119438452208
"orf19.3955","Chr5","MES1",1,1188.5669339877,1709.78177954834,1380.42413045637,1051.13683224246,0.761459329093983,0.438076601136001,0.089441942297145,"Chr5",1022460,1020214,"C","5",1021337,674.628533527578,457.139125287824,0.239545474050753
"orf19.937","Chr5","",1,298.098973118029,438.263896921792,289.579571130588,292.148966703262,1.00887284818692,0.851333715250261,0.893475688276829,"Chr5",105031,105504,"W","5",105267.5,154.262012055257,117.814127655509,1.83343656560808
"orf19.4030","Chr5","PRI1",1,1281.11716931683,1708.77780990939,1494.34252883959,1031.29597525434,0.690133590760598,0.122714066519229,0.132090453954602,"Chr5",1157251,1158525,"W","5",1157888,593.308596779733,323.078025384837,0.440169423121529
"orf19.4288","Chr5","STB4",1,726.097078737959,960.987959925233,830.789119669884,670.530824007651,0.807101114027695,0.483907257514995,0.162198681048011,"Chr5",607847,610351,"W","5",609099,437.798440721233,462.252873358653,0.270688972190212
"orf19.4305","Chr5","",1,259.854458759631,333.967064544651,241.822670542349,224.613275785525,0.928834650952175,0.661976203333177,0.67916143321096,"Chr5",629127,628405,"C","5",628766,171.131758452472,98.3653063869017,3.46936807995999
"orf19.4261","Chr5","TIF5",1,1801.59317654769,2827.75878744164,2181.95320030426,1859.48636602475,0.852211846599395,0.247721036656366,0.149236337222944,"Chr5",556504,555242,"C","5",555873,295.144988133833,699.328037159161,0.264781520031147
"orf19.1927","Chr5","",1,418.177125506073,910.89880952381,438.113560999075,617.393891411811,1.40920972636388,0.244625245491355,0.367745215879987,"Chr5",311744,311136,"C","5",311440,152.692837253407,143.003425251253,0.800565019909387
"orf19.4234","Chr5","",1,2320.06532314983,3768.98942939245,2915.05385352906,2555.46130926908,0.876642915593258,0.894368532524144,0.584676498072051,"Chr5",506324,504933,"C","5",505628.5,2283.15293721001,1785.44128943832,0.271499507072088
"orf19.4239","Chr5","",1,203.156437318983,281.751367116952,164.301767225088,178.153288901166,1.02739571311346,0.402047281748881,0.435444073605234,"Chr5",513647,511632,"C","5",512639.5,147.172917378393,88.672981831108,4.56435207981774
"orf19.3212","Chr5","MID1",1,788.171942898803,1325.85028523237,919.217839568645,938.283652059426,1.02074134298756,0.994178652770027,0.99308975401827,"Chr5",879395,881071,"W","5",880233,273.210444261928,357.919080606391,0.421554296992612
"orf19.4294","Chr5","CYC2",1,525.47132599957,611.001575002936,561.401891403894,397.342607640115,0.707768558895452,0.50901260565315,0.420241244816409,"Chr5",614964,616631,"W","5",615797.5,315.976120070961,159.320915895602,0.939535756099412
"orf19.3959","Chr5","SSD1",1,1146.79301702532,1555.82691518252,1340.65209308733,1021.93934467172,0.762270353316159,0.226068007565681,0.119356796653464,"Chr5",1029529,1025705,"C","5",1027617,391.572293449334,436.897867961077,0.30069144389765
"orf19.4240","Chr5","PER1",1,787.969452117252,962.36679037337,885.740041837242,612.3618701607,0.691356200731889,0.0339117148964931,0.0245923747640574,"Chr5",515229,514045,"C","5",514637,128.461003048624,175.620084835189,0.198182600760711
"orf19.6673","Chr5","HEX1",1,590.193570797019,798.531435518505,663.214314404199,573.815037832607,0.865203035233182,0.622966858327737,0.424222180885557,"Chr5",805388,807076,"W","5",806232,359.318771517572,446.095555323581,0.511639172303436
"orf19.1940","Chr5","CAT5",1,780.349801061008,1602.30158328514,926.384447201358,1122.62882632855,1.21183902614088,0.407568032380394,0.201049186993062,"Chr5",291183,290443,"C","5",290813,260.829690968429,456.299547466208,0.307253077898515
"orf19.4021","Chr5","",1,1026.69445801728,1509.5193423206,1211.73536203451,960.92164943796,0.793012797633117,0.00778897465980892,0.0204266932443453,"Chr5",1150180,1149269,"C","5",1149724.5,155.104001964659,84.6650622590371,0.133421374229562
