orf	chr	gene	geneflag	WtMean	MutMean	WtMean2	MutMean2	fold.mut.by.wt	p	p.paired	w1	w2	w3	m1	m2	m3
orf19.7557	ChrR	FGR46	1	188.373109497883	262.641215106732	152.151891667028	171.834244397286	1.00183499998928	0.286245243265115	0.332389201181848	237.620689655172	193.070175438596	245.810344827586	325.711538461538	411.068965517241	296.288461538462
orf19.4424	Chr1	PHO3	1	277.421213566631	380.236263736264	279.051695723661	262.102070228912	0.926174626813325	0.454956245387517	0.459582230482742	249.793103448276	349.568965517241	240.948275862069	363.576923076923	485.071428571429	312.615384615385
orf19.4569	Chr4		1	432.06399204244	739.142835542345	462.287408217719	469.786544485301	1.01622180516768	0.81424031493711	0.793001746592234	422.913793103448	693.98076923077	353.258620689655	606.019230769231	1063.80701754386	722.528301886792
orf19.2198	Chr2		1	446.488657746026	669.253036437247	477.780618914587	447.375094875725	0.936360909515464	0.783916863673573	0.835711827925282	579.788461538462	567.884615384615	462.120689655172	690.038461538462	860.038461538462	671.73076923077
orf19.5987	Chr3		1	901.633502273589	2060.11163463477	1041.55292779193	1271.28384037733	1.22056575950722	0.304576912905265	0.153009698040554	1237.82692307692	1124.81034482759	1106.56896551724	2790.61538461538	1572.71153846154	2876.25
orf19.1508	Chr2		1	271.797619047619	398.070970695971	258.235528511457	260.387110763983	1.00833185993007	0.665288853311975	0.725678219113456	306.714285714286	334.5	174.178571428571	550.961538461538	430.019230769231	213.232142857143
orf19.2500	Chr3		1	586.122221169635	1104.85537160208	656.997309678217	696.750981747397	1.06050812002358	0.818782557323524	0.714901893626774	777.035714285714	681.620689655172	725.23076923077	1558.26923076923	829.21052631579	1600.30769230769
orf19.7424	Chr3	NSA2	1	430.970159151194	913.097968069666	461.204251870774	571.911222233801	1.24003891966296	0.476288444171523	0.531527021781634	454.965517241379	593.134615384615	244.810344827586	992.903846153846	1274.71698113208	471.673076923077
orf19.397	Chr1	MRPL28	1	1388.27968960864	2683.90309383095	1609.59764214880	1541.49751764935	0.957691212563822	0.659817716078148	0.438890180369184	1937.75862068966	2043.17307692308	1855.44230769231	4320.67307692308	1684.57894736842	4696.51923076923
orf19.2677	Chr4	GPI16	1	728.705625552608	1246.82327586207	816.848057879455	792.54810957142	0.970251568729785	0.867085165366528	0.840251121104477	1222.03448275862	730.689655172414	1016.84615384615	2019.07692307692	1332.32692307692	1770.42307692308
orf19.1237	Chr4	ARO9	1	921.995247568523	2857.68345944991	1061.88106747973	1741.60764098273	1.64011554054380	0.0158474125743608	0.0353014974112576	891.896551724138	1774.96551724138	798.346153846154	3290.59615384615	2395.28070175439	3404.5
orf19.4413	Chr4	CMD1	1	8084.30494505495	25387.4951923077	10846.2314094502	16682.0880605062	1.53805385767183	0.26771503849789	0.00447847638829434	13405.8846153846	3827.17307692308	10519.5961538462	38946.6346153846	11266.1538461538	44680.5576923077
orf19.6233	Chr1		1	1226.26929724843	2588.91862896511	1424.37222971652	1581.68506467955	1.11044362679995	0.725151013880694	0.350948693733672	696.839285714286	3017.78846153846	654.473684210526	1551.25	3023.48214285714	1995.78846153846
orf19.5537	Chr6	WSC2	1	735.001327506432	993.573155645524	834.06205678555	629.600182625113	0.754860118024759	0.0789655153174208	0.0178244112549989	887.839285714286	1045.67241379310	712.052631578947	781.538461538462	903.75	1233.15384615385
orf19.2748	Chr4	ARG83	1	260.800836225178	340.119117145206	242.659210262456	213.88156142803	0.881407143774595	0.652217688233919	0.669083813937822	325.75	306.5	285.526315789474	278.826923076923	396.5	504.491228070175
orf19.2179	Chr2	RPS10/SIT1/ARN1/YHL040C	1	16038.2759558624	35577.6951870725	20559.8203953955	21024.9517502868	1.02262331800308	0.837114188061349	0.81620733840609	15710.1785714286	19662.6730769231	18395.1052631579	38473.25	46743.4655172414	47117.9122807018
orf19.4752	Chr1	MSN4	1	739.416224303021	1153.12306005398	885.973937941383	808.932249931572	0.91304294098219	0.747252836009035	0.559334450532935	608.379310344828	1058.78571428571	560.017543859649	745	1867.19230769231	840.736842105263
orf19.5364	Chr2	ECM2	1	1343.21172363380	2865.23686974389	1672.29889863811	1899.1496172003	1.13565201696116	0.403055001128078	0.312874853613433	2040.06896551724	1077.62068965517	1632.92982456140	3708.30769230769	2557.34615384615	3934.01923076923
orf19.2190	Chr2	VRP1	1	824.915474750094	1244.57097893361	967.248588960866	786.323528629468	0.812948747202858	0.512113516079988	0.283618590964665	654.810344827586	1496.43103448276	594.228070175439	921.692307692308	1404.32692307692	1008.10344827586
orf19.2356	ChrR	CRZ2	1	12238.0768300060	12069.1845731149	14775.2571608491	7013.75834622735	0.474696194446764	0.0464741152711252	0.0094047796736454	21400.3793103448	14279.3793103448	18927.7368421053	24628.9230769231	7291.94827586207	19291.8620689655
orf19.223	Chr2	KIN82	1	3429.8225976418	4977.4487858129	4242.35349730831	3113.87923083017	0.733998058579009	0.24197676022906	0.0261095671051837	3303.46153846154	5282.21052631579	2654.07017543860	3632.82692307692	7336.07692307692	4348.03448275862
orf19.5604	Chr6	MDR1/BEN/BENR/BMR1	1	355.406675397601	734.582969058656	352.063537468536	425.795330327344	1.19459939824755	0.457854741673433	0.449517295575193	697.346153846154	247.228070175439	567.78947368421	1274.19230769231	504.615384615385	1756.92982456140
orf19.6349	Chr1	RSV162	1	281.574703779785	438.626644252098	272.655997771462	290.34118869167	1.05149006750641	0.426078356234801	0.406414405611802	252.642857142857	425.730769230769	263.40350877193	311.173076923077	607.877192982456	420.771929824561
orf19.6704	Chr7		1	525.761278195489	755.84659205485	589.490239782897	505.354513494302	0.857273758562006	0.71483071554526	0.785471105577408	610.678571428571	583.105263157895	383.5	877.25	856.80701754386	533.482758620690
orf19.7368	Chr3	PUB1	1	940.780443178016	1639.66865605659	1075.23622276907	1029.32245446694	0.957298901088092	0.742552527191668	0.705922226778557	1315.08928571429	1273.18965517241	1098.91228070175	1917.38461538462	2145	2020.26923076923
orf19.589:6364	NA	VPS21	1	1471.42972013367	3435.82389093915	1914.10081598027	2419.39916048293	1.26398731993847	0.549316265963794	0.199416925860068	1747.35087719298	1373.96428571429	1459.78947368421	3474.82692307692	1391.54347826087	4104.34482758621
orf19.7059	Chr7		1	336.060030713388	790.371207000606	329.998532400774	486.921854944471	1.47552733462802	0.184571097640312	0.215901469084300	362.224137931034	493.413793103448	336.736842105263	707.884615384615	1262.39130434783	854.310344827586
orf19.7422	Chr3	LCP5	1	550.252524547443	1448.21305946217	603.147364260734	878.008519756197	1.45571144264612	0.0877098036555095	0.107811873193931	768.862068965517	617.931034482759	674.263157894737	1851.69230769231	1418.62068965517	2195.43103448276
orf19.3574	Chr2	MDJ2	1	305.109941908263	615.179896857528	308.692637138323	419.224661880647	1.35806498582859	0.227043228007009	0.266068547325925	354.465517241379	317.482758620690	368.175438596491	629.538461538462	713.339285714286	705.631578947368
orf19.6861	Chr4	APC5	1	456.696108676431	792.399793692897	487.475612554083	516.908462526642	1.06037809731311	0.640612238547001	0.545065160520113	885.634615384615	292.293103448276	733.948275862069	1431.92307692308	397.947368421053	1454.71929824561
orf19.97	Chr6	CAN2/CAN1	1	2504.64893084834	5016.98753164626	3043.65498758612	3567.43613429769	1.17208952685106	0.665758906521193	0.604445093830925	4141.91379310345	2822.01754385965	3053.17307692308	5268.69565217391	4558.03448275862	5611.5
orf19.2587	ChrR	HNM2	1	3198.32780725022	913.730722779636	3648.63327695035	611.95780389675	0.167722475087506	0.00754596846202602	0.0122797793397227	4676.19230769231	5407.88461538462	3555.86538461538	1039.43478260870	837.038461538462	1096.67391304348
orf19.4651	Chr4	PGA53	1	2911.52265403230	7212.41382193519	3731.17422155202	4397.12359121615	1.17848251786729	0.386292960582881	0.311924963794243	2230.375	4429.5	2201.63461538462	6283.67391304348	6854.29310344828	6696.59615384615
orf19.3419	Chr6	MAE1	1	1277.41812274842	2600.26077826471	1692.78030827383	1895.01323911547	1.11946791314454	0.624120285562951	0.294576461630171	1285.98214285714	1105.01754385965	1132.47058823529	2110.84782608696	2222.82692307692	2606.38461538462
orf19.1738.1	ChrR	UGP1	1	791.591579108027	2123.34225491702	903.925254234733	1309.48670462872	1.44866702030285	0.153530026904493	0.0510974962266897	1210.83928571429	805.115384615385	1168.98076923077	2109.04347826087	2292.02173913043	3792.7358490566
orf19.1202	Chr6		1	693.317027233202	1196.96463532018	774.641204939603	755.264430236791	0.974986129605225	0.945380874886517	0.927289621027934	862.178571428571	1095.77586206897	782.903846153846	1498.76086956522	982.442307692308	1593.86538461538
orf19.5039	Chr4	RRP42	1	644.396196891433	1350.79281150585	721.353662691574	854.23240056783	1.18420747651083	0.324858732253818	0.364840883630098	777.413793103448	871.684210526316	667.865384615385	1293.08695652174	1825.53846153846	1418.51923076923
orf19.5214	Chr2	VSP33	1	611.921665197621	959.889684844776	687.152480890226	606.595094375503	0.882766360080141	0.882814183406228	0.721800265829916	1097.37931034483	443.413043478261	943.23076923077	1439.15217391304	454.807692307692	1874.39130434783
orf19.3930	Chr5	YUH2	1	775.137133699634	1255.30110717643	920.525490144346	862.8604425436	0.937356381525401	0.788853164368536	0.754478743518624	750.793103448276	1056.62068965517	816.26923076923	1129.21739130435	919.153846153846	1249.95652173913
orf19.4356	ChrR	HGT3/YDL199C	1	212.389232924746	312.09255072194	181.310537014126	201.263304307288	1.06242883991752	0.257186081031084	0.277998884683108	235.137931034483	263	242.173076923077	304.903846153846	397.649122807018	318.211538461538
orf19.1333	Chr7	SNG3	1	409.057812247241	653.0315432702	441.954822709229	472.003068871711	1.06798940665085	0.762609806876169	0.727477054140204	486.596153846154	457.211538461538	448.615384615385	580.307692307692	515.684210526316	633.115384615385
orf19.2425.2	NA		1	857.845996463885	1750.73416039881	965.692841201278	1057.94813408838	1.09553275011580	0.841985142806195	0.788996898751564	1024.59615384615	1373.375	964.431034482759	2258.96153846154	2238.61538461538	2602.33962264151
orf19.7300	ChrR		1	355.628707967445	711.837153117099	362.598184692183	456.269303462947	1.25833311562297	0.314486563092415	0.310625612069583	306.982142857143	603.413793103448	332.689655172414	642.403846153846	695.894736842105	710.365384615385
orf19.3232	ChrR		1	1023.79408235443	2259.57461001642	1268.38437241179	1501.82569994880	1.18161435493463	0.531738052099172	0.397848832720082	257.785714285714	2272.76923076923	259.534482758621	391.634615384615	4145.46551724138	373.730769230769
orf19.3649	Chr6	FES1	1	1225.75795553265	2618.43864468864	1571.73475065274	1648.86382173349	1.04907257477683	0.815476403597654	0.647756385416225	854.089285714286	1687.49056603774	689.931034482759	1430.67307692308	3785.36538461538	1875.28846153846
orf19.3518	ChrR	ODC1	1	1685.73493706082	4153.50734221697	1976.67556631088	2428.00558675816	1.22832781875764	0.382812002396727	0.245954315736386	2014.64912280702	3054.36538461538	1871.10344827586	4764.19230769231	3389.93478260870	6371.98076923077
orf19.922	Chr5	ERG11(ERG16)/ERG11/CYP51/ERG16/L1A1/P45014DM	1	1702.62019951563	1965.27474507999	2006.49487682459	1300.07094675127	0.647931356200975	0.0158285772345636	0.0768696158367953	2054.25862068966	3007.86538461538	1734.82758620690	2317.55769230769	1344.09615384615	1902.68965517241
orf19.7050	Chr7	NOP15	1	400.551392572944	956.406865832796	402.374030321328	571.287449439981	1.41979205015732	0.0885339566404817	0.00727394854330718	516.48275862069	586.480769230769	380.603448275862	741.192307692308	735.26923076923	1257.22413793103
orf19.5616	Chr6		1	207.821862486676	268.469085214287	177.274849943485	177.211432305350	0.939574461863401	0.296093260606497	0.317705558396608	259.172413793103	219.724137931034	261.758620689655	335.25	277.884615384615	326.068965517241
orf19.814.3	NA	SSY1.5	1	733.16695683872	1214.61553003862	837.745035184844	820.697702770055	0.979650929938334	0.936587189280422	0.923573531080535	697.807692307692	1336.57692307692	554.948275862069	1052.98076923077	1111.82456140351	1048.64912280702
orf19.4280	Chr5		1	349.749557913351	368.363682193991	380.263931983657	264.246245266948	0.694902206182165	0.747550511713147	0.64449436589012	378.942307692308	308.344827586207	361.961538461538	269	415.280701754386	420.810344827586
orf19.4078	Chr2	RRP45	1	295.109444283786	494.637070544398	287.472850126266	337.020505244623	1.17235594629752	0.409920491634729	0.437465844976163	352.660714285714	352.508771929825	355.519230769231	499.057692307692	481.827586206897	604.826923076923
orf19.4418	Chr4	FMT1	1	486.544634962738	1040.64636461290	530.032554121497	654.779424374522	1.23535699700519	0.258931034689302	0.248610439329208	720.785714285714	493.275862068966	626.615384615385	1458.32692307692	823	1674.30769230769
orf19.4765	Chr1	CCW12/PGA6	1	10293.4333712265	19296.9533152621	11883.5770395489	10813.4629074723	0.909950166644675	0.687299657296171	0.151308604569462	18435.0535714286	13985.6607142857	13761.7307692308	32189.6730769231	19677.2692307692	29363.2931034483
orf19.763	Chr1	CBC2	1	828.915206201844	1264.45892541367	1015.17285587171	842.966666888394	0.830367618689487	0.966714654939347	0.935595127027031	384.303571428571	1504.70689655172	347.576923076923	603.961538461538	1453.55769230769	550.534482758621
orf19.6898.1	Chr7		1	1928.38074712644	3565.75474079762	2455.82195956863	2394.74141404087	0.975128268036787	0.929273966324114	0.815077804315959	334.120689655172	4600.77586206897	302.711538461538	523.365384615385	8721.96153846154	449.706896551724
orf19.3170	Chr5	BUD27	1	548.654667171908	739.456660966076	604.099905227755	486.512421542403	0.805350931745272	0.369053951981599	0.470876518281004	596.362068965517	726.096153846154	601.230769230769	762.096153846154	826.53448275862	880.052631578947
orf19.2953	Chr1	TOM20	1	1854.29141072176	4598.0356658113	2390.83393346727	2904.59837699118	1.21488922184521	0.169588757677100	0.295704264467507	2092.73076923077	1912.98076923077	1906.26923076923	6049.13461538462	4369.18965517241	6594.17543859649
orf19.3784	Chr4		1	237.578718569190	327.349161198753	207.523647315246	201.837693910292	0.972600937394297	0.394136638915603	0.421643482285871	274.788461538462	309.884615384615	275.096153846154	350.826923076923	381.275862068966	435.346153846154
orf19.2167	Chr2		1	557.383363311597	1250.55331825364	604.791324903859	738.999777712848	1.22190869359828	0.771168977477736	0.671128887580166	455.152173913043	1007.15384615385	447.719298245614	810.384615384615	2498.28846153846	1097.17241379310
orf19.4779	Chr1		1	2721.98095537252	6414.88621891821	3453.30275990329	4029.18805029146	1.16676362613636	0.615749427327637	0.195138332676326	4639.34615384615	1848.71929824561	3523.80701754386	10950.1923076923	3343.91228070175	10745.3793103448
orf19.4658	Chr4		1	548.419469987716	1427.44388964425	600.159402258231	847.741003022087	1.41252640520548	0.398337731805466	0.433071556736897	677.538461538462	699.105263157895	676.561403508772	1790.63461538462	2010.17391304348	2352.77586206897
orf19.1421	Chr4	DAL3	1	296.133322918259	709.074297932749	293.043405575207	430.699841164811	1.46974759701350	0.160946926930312	0.219617681697446	331.326923076923	359.034482758621	339.649122807018	856.961538461538	645.365384615385	1140.67241379310
orf19.7235	Chr1		1	668.121036731971	1234.53079247893	757.231696752036	818.078955674066	1.08035487577055	0.652914569755366	0.637115317436693	923.903846153846	751.310344827586	876.19298245614	1548.76923076923	1005.71929824561	1931.73684210526
orf19.5758	Chr6	PPQ1	1	2335.80200916748	5302.14803652547	2887.620936217	3628.37382295809	1.25652705223544	0.582174654578967	0.177401093279901	4356.92307692308	1799.65517241379	3254.26315789474	8266.19230769231	2110.94827586207	8430.56140350877
orf19.6792	Chr3	RRD1	1	505.188160221509	887.975555876872	548.98105732948	558.887815637777	1.01804571974940	0.785094909522793	0.79573310818701	497.538461538462	828.862068965517	452.210526315789	947.903846153846	862.178571428571	1026.92307692308
orf19.7417	Chr3	TSA1	1	14133.7140474972	40138.7492421372	19758.2685698602	28165.3596990571	1.42549736073642	0.209095811152587	0.0354604321730885	11094.8461538462	15014.1034482759	10402.3508771930	37216.6346153846	19750.7307692308	42113.3965517241
orf19.6524	Chr7	TOM40	1	3711.66798406272	5370.52716312222	4533.92549105517	3214.94805265588	0.709087094395032	0.374406099053129	0.0678967280971592	5823.11538461538	4133.01923076923	5106.40350877193	7858.40384615385	2337.48275862069	10429.8620689655
orf19.2876	Chr4	CBF1	1	813.751747638086	1162.23440481176	964.40180685108	823.08989188	0.8534719512477	0.451020421653872	0.355063351188563	813.934782608696	1003.76785714286	715.333333333333	797.288461538462	1156.40384615385	1080.77586206897
orf19.3689	Chr1		1	690.488077992043	1058.93327206168	764.402516682601	714.504616005518	0.934723003145472	0.639230203823858	0.581132793014156	842.478260869565	1135.12068965517	608.035087719298	702.865384615385	1373.70689655172	1045.70175438596
orf19.3512	ChrR	CIS36	1	237.051636883987	299.239699024596	211.296302386880	193.574652824646	0.882107183749799	0.487818851156718	0.498503826526157	343.807692307692	224.551724137931	307.877192982456	430.403846153846	275.934782608696	416.491228070175
orf19.1484	Chr2		1	272.939287694210	408.328022476616	256.117331053749	266.242617248326	1.01797029817483	0.461688863609081	0.490411595336453	446.038461538462	240.896551724138	372.035087719298	529.211538461538	510.172413793103	643.421052631579
orf19.1226	NA		1	432.387061403509	708.900371507903	462.061245634231	458.868410992731	0.993090018538306	0.895230198387874	0.868096420231175	513.096153846154	569.912280701754	392.035087719298	457.557692307692	934.310344827586	785.538461538462
orf19.596.1	ChrR	NOP10	1	1493.61039800154	3610.15591019436	1924.89893657084	2185.53622634165	1.13540310341442	0.648258456029647	0.602369855994433	1038.84905660377	1783.40384615385	1118.42105263158	2408.84615384615	5675.72413793103	3271.81034482759
orf19.6396	ChrR		1	1394.54972505313	2220.06863395225	1627.59623830787	1397.18307045646	0.858433460075477	0.366756202963303	0.213191199475371	1721.61538461538	2437.5	1266.03508771930	2939.98076923077	2031.75	2523.62068965517
orf19.1513	Chr2	FAB1	1	399.941972249368	654.47847985348	413.777766410242	411.814836418558	0.99525607668891	0.856567501748996	0.821873206957406	572.903846153846	462.461538461538	550.175438596491	802.307692307692	569.403846153846	966
orf19.3131	Chr4	OYE32	1	2837.18521879411	9085.94425054679	3833.52957869617	6000.40179193088	1.56524207489530	0.211604996064048	0.125185186161758	3568.32692307692	1923.59615384615	3203.24561403509	12848	7419.31034482759	14157.7894736842
orf19.5266	Chr1		1	236.957936517571	371.481005153631	212.630670541394	229.029869843542	1.06223246092442	0.309766623540625	0.331711989247625	287.369565217391	255.561403508772	288.258620689655	466.615384615385	359.526315789474	466.280701754386
orf19.6643	ChrR	MCT1	1	617.670037577365	1040.48746654001	712.188443775651	690.837449665457	0.970020583320613	0.938679434349493	0.884368708506376	900.125	561.346153846154	845	1448.63461538462	714.241379310345	1610.60869565217
orf19.5197	Chr1	APE2	1	3419.18144499179	6998.11864037376	4196.54962864444	4555.54933816641	1.08554639913503	0.580544247157846	0.394261125072762	6607.89285714286	2344.03846153846	5327.19230769231	10605.0652173913	5209.90384615385	10264.1923076923
orf19.1643	Chr3	PCP1	1	1684.07222659877	2757.11488864084	2150.58623773287	1822.63775777437	0.847507403235213	0.587227961550682	0.232712385511051	1059.53571428571	2861.68421052632	901.307692307692	1318.91304347826	5144.83928571429	1913.77586206897
orf19.5461	Chr3		1	203.953580901857	258.730163764272	171.992032794370	168.440930169207	0.916510081352934	0.538636461433592	0.553286821836249	238.068965517241	231.653846153846	142.137931034483	285.173913043478	325.689655172414	165.326923076923
orf19.1283	Chr5	MEC1	1	662.47100385247	857.663637563809	748.947181955626	535.259616891815	0.714682730355114	0.0783830312846386	0.12859357242711	710.655172413793	913.589285714286	745.211538461538	899.95652173913	930.673076923077	909.842105263158
orf19.7108	Chr7	RPE1	1	4371.67097701149	17227.6153200390	5788.51586092618	11457.311987154	1.97931771501111	0.135770263023315	0.0007464058587098	1938.21153846154	7708.79310344828	1813.09615384615	6507.73913043478	30099.3448275862	9460.87719298246
orf19.6062.3	Chr1		1	1568	3274.24234374041	2032.68863274359	2175.33187561101	1.07017466451558	0.698855351204668	0.590465392828200	1571.25	1519.38461538462	1613.36538461538	2950.23913043478	4273.29824561404	2599.18965517241
orf19.2765	Chr4	PGA62/FLO1	1	50425.160017862	62243.4159185589	65036.9294159001	43666.584560076	0.671412149255012	0.0222420444356125	0.0437401488568396	63885.1086956522	56152.5178571429	62026.5576923077	65517.9347826087	62343.403508772	63771.8076923077
orf19.6061	Chr1		1	1190.05293987622	2463.46658882097	1494.38167522039	1753.90025245090	1.17366284767393	0.737110964203204	0.279529498064659	1966.11538461538	725.844827586207	1606.78846153846	3504.63043478261	1189.19230769231	3623.55172413793
orf19.4563	Chr4		1	1048.24611394886	1933.73411877057	1242.51688108122	1145.65754080506	0.922045855673307	0.545237313337916	0.509633946054114	1029.34615384615	1700.91379310345	901.705882352941	1869.19565217391	1762.29310344828	1888.48275862069
orf19.23	Chr2	RTA3/YOR49	1	509.833630966231	1296.68052486914	561.181939887536	789.91243942538	1.40758706451545	0.277463878220958	0.218980336421291	752.788461538462	489.375	635.365384615385	2251.43478260870	766.105263157895	2219.87931034483
orf19.4837	Chr1	DAM1	1	515.156940760389	659.485520481999	571.4790223241	434.589291014968	0.760464118608542	0.203756330693101	0.280241082997830	673.173076923077	585.942307692308	659.307692307692	821.978260869565	621.288461538462	791.140350877193
orf19.971	Chr5	SKN7	1	726.003269921902	960.631608327078	855.91022196716	712.780770591476	0.832775158302554	0.629267635198236	0.462352451185518	1182.62264150943	537.115384615385	972.346153846154	1120.63043478261	556.557692307692	1128.56140350877
orf19.2270	Chr2	SMF12/SMF1	1	768.242484526967	1821.25456432064	984.002556691156	1414.07482237612	1.43706417504762	0.38286074132004	0.137847949182219	606.576923076923	827.596153846154	646	1404.78260869565	1358.44230769231	1510.57894736842
orf19.6031	Chr1	VPS27	1	764.840201465202	1600.89398978215	876.392761161762	1026.09112462315	1.17081195794331	0.340957771218125	0.34287566691179	791.884615384615	1193.21428571429	770.153846153846	1345	2385.17307692308	1771.61538461538
orf19.1795	Chr4	PUF3	1	259.268030723408	353.313883687869	250.739844210382	233.106733612148	0.914383777563653	0.408762027733545	0.401878925457086	248.288461538462	315.804347826087	238.153846153846	305.923076923077	375.115384615385	362.689655172414
orf19.6273	Chr1		1	485.526477146042	955.219053934571	550.216947858749	643.213710313833	1.16901835324592	0.560847826903422	0.580419623853618	525.021739130435	517.442307692308	414.115384615385	955.75	1147.13793103448	762.76923076923
orf19.3431	Chr6	MIP1	1	443.527420668883	607.609118427339	461.33517185193	380.027205765895	0.823755111149142	0.640297948096044	0.578919844295113	429.195652173913	741.298245614035	432.076923076923	518.5	886.596153846154	581
orf19.3435	Chr6		1	905.121794871795	1133.43162393162	1015.34286885501	660.601683102877	0.650619316258982	0.340321551315593	0.132182205694628	1233.82692307692	1136.76923076923	344.769230769231	1288.96153846154	1806.85964912281	304.473684210526
orf19.6561	Chr7	LAT1	1	7210.87426900585	16027.3799061575	8810.30856451104	10071.6999744065	1.14317221702955	0.368517121960627	0.212683968960977	8990.46153846154	10444.4035087719	7751.26923076923	16104.6730769231	19374.4782608696	18102.2280701754
orf19.4686	Chr4		1	1041.45832306816	1806.9415814071	1236.2644197526	1150.78639178662	0.93085781116059	0.723291299273523	0.437598895219284	1494.73076923077	1151.29310344828	1328.71153846154	2470.25	1249.64285714286	2500.67307692308
