orf	chr	gene	geneflag	WtMean	MutMean	WtMean2	MutMean2	fold.mut.by.wt	p	p.paired	type
orf19.6349	Chr1	RSV162	1	281.574703779785	438.626644252098	272.104224096422	290.338499468853	1.06701209962095	0.822925403273996	0.818466571465173	middle
orf19.6704	Chr7		1	525.761278195489	755.84659205485	588.465030180489	505.338756463001	0.858740503761128	0.604687672655493	0.700490240457236	middle
orf19.7368	Chr3	PUB1	1	940.780443178016	1639.66865605659	1073.89308859428	1029.54017886590	0.958698952251906	0.789217648258059	0.781250898458858	middle
orf19.589:6364	Chr5:R	VPS21	1	1471.42972013367	3435.82389093915	1909.94898997301	2418.75894261644	1.26639976005361	0.490905321076963	0.190006368121225	middle
orf19.7059	Chr7		1	336.060030713388	790.371207000606	329.500054507722	487.060625165229	1.47818071196651	0.205689211745713	0.242311564799992	up05
orf19.7422	Chr3	LCP5	1	550.252524547443	1448.21305946217	602.26825983684	878.299952042667	1.45832017161357	0.0767575491188662	0.096871680399332	middle
orf19.3574	Chr2	MDJ2	1	305.109941908263	615.179896857528	308.052386515415	419.17978640143	1.36074188920609	0.274072165565226	0.323974522967828	middle
orf19.6861	Chr1	APC5	1	456.696108676431	792.399793692897	486.695116206973	516.938005138438	1.06213928992582	0.87975608065337	0.785509510422046	middle
QC-LLD-1	NA	NA	0	700.256300635827	1108.01815715843	851.86667706349	771.530815028752	0.905694324948046	0.441042425611386	0.169599490522398	middle
QC-LLD-2	NA	NA	0	297.741379296963	441.918836919734	288.106944450518	283.143470319561	0.98277211213904	0.875169679666815	0.897862498002966	middle
QC-LLD-3	NA	NA	0	230.509180972624	323.234013333875	201.05420558516	201.216669913227	1.00080806232127	0.99574825345655	0.996490427384717	middle
QC-LLD-4	NA	NA	0	208.426610292309	341.357031190026	171.699020948006	213.648798858827	1.24432159064858	0.215489577216680	0.338953804357808	middle
orf19.97	Chr6	CAN2/CAN1	1	2504.64893084834	5016.98753164626	3039.59457436723	3566.48842570013	1.17334346355799	0.577142584107697	0.523419480685081	middle
orf19.2587	ChrR	HNM2	1	3198.32780725022	913.730722779636	3646.52594243066	611.92493226105	0.167810387728425	0.0183034802320633	0.0210921047170514	bottom05
orf19.4651	Chr4	PGA53	1	2911.52265403230	7212.41382193519	3724.76665697467	4398.35723841222	1.18084101461128	0.390951599463789	0.287779568479439	middle
orf19.3419	Chr6	MAE1	1	1277.41812274842	2600.26077826471	1688.75119508775	1894.32481047434	1.12173114428257	0.71984971348161	0.238535420857050	middle
orf19.1738.1	ChrR	UGP1	1	791.591579108027	2123.34225491702	902.699642398648	1309.81787509892	1.45100076878116	0.111777728573184	0.0391186321479147	middle
orf19.1202	Chr6		1	693.317027233202	1196.96463532018	773.530123950266	755.389538036457	0.976548313566421	0.886330270413443	0.867945561178135	middle
orf19.5039	Chr4	RRP42	1	644.396196891433	1350.79281150585	720.315920811554	854.379829752775	1.18611820878563	0.324375100776825	0.364286441830796	middle
orf19.5214	Chr2	VSP33	1	611.921665197621	959.889684844776	686.08500066816	606.688159675038	0.884275503886837	0.715375656286671	0.396855931930733	middle
orf19.3930	Chr5	YUH2	1	775.137133699634	1255.30110717643	918.887989387598	862.713669150317	0.938867064445234	0.761327493939507	0.681980698947662	middle
orf19.4356	ChrR	HGT3/YDL199C	1	212.389232924746	312.09255072194	180.932611706590	201.282574110952	1.11247260630584	0.779465122824489	0.808155085908937	middle
orf19.1333	Chr7	SNG3	1	409.057812247241	653.0315432702	441.110679489016	471.844593384041	1.06967392839055	0.813747888219594	0.762213521445355	middle
orf19.2425.2	ChrR		1	857.845996463885	1750.73416039881	964.542431635224	1058.33534814254	1.09724084024827	0.668590909003926	0.607054943172658	middle
orf19.7300	ChrR		1	355.628707967445	711.837153117099	361.949611430413	456.312416049682	1.26070702009142	0.264625871936602	0.242321389844024	middle
orf19.3232	Chr2		1	1023.79408235443	2259.57461001642	1265.78933255260	1501.78158846098	1.18643880923888	0.764744895848098	0.225298829311107	middle
orf19.3649	Chr6	FES1	1	1225.75795553265	2618.43864468864	1568.42433252868	1649.14078057858	1.05146339952516	0.89082121208929	0.819284909281966	middle
orf19.3518	ChrR	ODC1	1	1685.73493706082	4153.50734221697	1974.31434461415	2429.11596006691	1.23035927216628	0.29978132026632	0.232939770351317	middle
orf19.922	Chr5	ERG11(ERG16)/ERG11/CYP51/ERG16/L1A1/P45014DM	1	1702.62019951563	1965.27474507999	2004.01386237775	1300.04303615343	0.648719582513735	0.0154089722896543	0.0788451825104973	bottom05
orf19.7050	Chr7	NOP15	1	400.551392572944	956.406865832796	401.849256789564	571.482627066132	1.42213185021616	0.132974874930418	0.00250088849572085	middle
orf19.5616	Chr6		1	207.821862486676	268.469085214287	176.884001440380	177.213660982788	1.00186370468626	0.996534423393755	0.996835823664165	middle
orf19.814.3	Chr2	SSY1.5	1	733.16695683872	1214.61553003862	836.398369134993	820.614389869273	0.981128634573925	0.908898045116719	0.88891627718096	middle
orf19.4280	Chr5		1	349.749557913351	368.363682193991	379.346716792356	264.160768790795	0.696357071505616	0.549619651287554	0.354204932156823	bottom05
orf19.4078	Chr2	RRP45	1	295.109444283786	494.637070544398	286.936911831132	336.98056411242	1.17440646434063	0.594064834457454	0.605673974971207	middle
orf19.4418	Chr4	FMT1	1	486.544634962738	1040.64636461290	529.157596892831	654.899975909056	1.23762746628712	0.283056716763688	0.284091407672925	middle
orf19.4765	Chr1	CCW12/PGA6	1	10293.4333712265	19296.9533152621	11877.6986553779	10820.8803729084	0.911024996244453	0.820789702070773	0.418845050440566	middle
orf19.763	Chr1	CBC2	1	828.915206201844	1264.45892541367	1013.09287755352	842.912994663316	0.832019465677058	0.690691510321354	0.219451961791383	middle
orf19.6898.1	Chr7		1	1928.38074712644	3565.75474079762	2451.02389564384	2394.66836391130	0.977007351159367	0.970063795936998	0.902670177780964	middle
orf19.3170	Chr5	BUD27	1	548.654667171908	739.456660966076	603.218372285525	486.520166818953	0.80654069765081	0.282609077262873	0.372282011055004	middle
orf19.2953	Chr1	TOM20	1	1854.29141072176	4598.0356658113	2386.2106882869	2905.10352113298	1.21745474336912	0.195788437379484	0.327859896765262	middle
orf19.3784	Chr4		1	237.578718569190	327.349161198753	207.171785928054	201.891106531206	0.974510624730135	0.942939878095672	0.948380104841935	middle
orf19.2167	Chr2		1	557.383363311597	1250.55331825364	603.971394768235	739.340504046192	1.22413165664891	0.628428488847896	0.511695121152537	middle
orf19.4779	Chr1		1	2721.98095537252	6414.8862189182	3447.56962138476	4029.96623810983	1.16892961729113	0.611837107303092	0.347414869571298	middle
orf19.4658	Chr4		1	548.419469987716	1427.44388964425	599.296584124578	848.1157414395	1.41518534212636	0.244419327211938	0.284077251555129	middle
orf19.1421	Chr4	DAL3	1	296.133322918259	709.074297932749	292.454520189398	430.835545375787	1.47317109373714	0.132496447867339	0.229266811677703	up05
orf19.7235	Chr1		1	668.121036731971	1234.53079247893	756.090631479976	818.066805579416	1.08196923955813	0.649709163820681	0.633268713017694	middle
orf19.5758	Chr6	PPQ1	1	2335.80200916748	5302.14803652547	2883.24337308458	3627.88321916481	1.25826465189568	0.505661375278071	0.163308166833858	middle
orf19.6792	Chr3	RRD1	1	505.188160221509	887.975555876872	548.101354097102	558.984449778855	1.01985599123301	0.90767517366646	0.90722522131509	middle
orf19.7417	Chr3	TSA1	1	14133.7140474972	40138.7492421372	19712.2351720596	28158.2423974849	1.42846522232024	0.229371368435075	0.0159051651979997	middle
orf19.6524	Chr7	TOM40	1	3711.66798406272	5370.52716312222	4528.43432115763	3216.09725232318	0.710200706080027	0.237489370219153	0.0305757455194209	bottom05
orf19.2876	Chr4	CBF1	1	813.751747638086	1162.23440481176	962.828083973717	822.869108586414	0.854637626678198	0.571306578554007	0.486109509825277	middle
orf19.3689	Chr1		1	690.488077992043	1058.93327206168	763.376154756813	714.443378474978	0.935899522172758	0.722083627781853	0.681907476400622	middle
orf19.3512	ChrR	CIS36	1	237.051636883987	299.239699024596	210.890143783311	193.592312869352	0.917977053817499	0.819651459340744	0.840009734263231	middle
orf19.1484	Chr2		1	272.939287694210	408.328022476616	255.642398005671	266.262254099007	1.04154184194869	0.900874584484676	0.913166118860642	middle
orf19.1226	Chr4		1	432.387061403509	708.900371507903	461.264544177728	458.897621807992	0.994868622790084	0.981822712554333	0.977344618590175	middle
orf19.596.1	Chr5	NOP10	1	1493.61039800154	3610.15591019436	1921.18703782106	2186.27144355631	1.13797948899129	0.6761993377568	0.650934963992379	middle
orf19.6396	ChrR		1	1394.54972505313	2220.06863395225	1625.54738798636	1397.44346267633	0.85967562250363	0.355198135122072	0.276199099749797	middle
orf19.1513	Chr2	FAB1	1	399.941972249368	654.47847985348	413.118541845327	411.888007685055	0.997021353351087	0.990352713919196	0.98841418518066	middle
orf19.3131	Chr4	OYE32	1	2837.18521879411	9085.94425054679	3825.00585188252	6000.44672822154	1.56874184264799	0.209706411044164	0.0711043057028273	up05
orf19.5266	Chr1		1	236.957936517571	371.481005153631	212.219480111807	229.090359080551	1.07949731551437	0.829889741708105	0.85099939980476	middle
orf19.6643	ChrR	MCT1	1	617.670037577365	1040.48746654001	710.912169924565	690.822771710042	0.971741378099274	0.93133247871717	0.861329955871731	middle
orf19.5197	ChrR	APE2	1	3419.18144499179	6998.11864037376	4191.23623898126	4555.83046172503	1.08698966175011	0.72687644912982	0.581848702885241	middle
orf19.1643	Chr3	PCP1	1	1684.07222659877	2757.11488864084	2146.38895629144	1822.65772187833	0.849174012257098	0.686835148866098	0.352615776249322	middle
orf19.5461	Chr3		1	203.953580901857	258.730163764272	171.608819463664	168.450675460789	0.981596843258143	0.97869350405542	0.981134069094391	middle
orf19.1283	Chr5	MEC1	1	662.47100385247	857.66363756381	747.855323000012	535.372743954674	0.715877426407868	0.0816293308412756	0.109193677957207	middle
orf19.7108	Chr7	RPE1	1	4371.67097701149	17227.6153200390	5777.07057358352	11457.0334313646	1.98319083788824	0.141682391908070	0.021740117014592	up05
orf19.6062.3	Chr1		1	1568	3274.24234374041	2028.57013695039	2175.24343234869	1.07230378320505	0.785538141499321	0.658281493676669	middle
orf19.2765	Chr4	PGA62/FLO1	1	50425.1600178619	62243.415918559	64938.5072633768	43657.2090006251	0.672285379513895	0.0131994362261234	0.0381690606641311	bottom05
orf19.6061	Chr1		1	1190.05293987622	2463.46658882097	1491.44672061918	1753.42156781104	1.175651495672	0.732462851515116	0.289290381030351	middle
orf19.4563	Chr4		1	1048.24611394886	1933.73411877057	1240.62128665488	1146.11270055256	0.923821566565932	0.68333726347439	0.613584535901623	middle
orf19.23	Chr2	RTA3/YOR49	1	509.833630966231	1296.68052486914	560.263278918632	790.16345410106	1.41034310802264	0.26757211697852	0.247647461971009	middle
orf19.4837	Chr1	DAM1	1	515.156940760389	659.485520481999	570.497409778122	434.594790669259	0.761782232873383	0.167884645814277	0.232831951310766	middle
orf19.971	Chr5	SKN7	1	726.003269921902	960.631608327078	854.366876821711	712.483814669383	0.833931925497697	0.64062031152776	0.391612117976147	middle
orf19.2270	Chr2	SMF12/SMF1	1	768.242484526967	1821.25456432064	981.550379178633	1413.26857917439	1.43983295116958	0.414515511878978	0.0851352230747672	middle
orf19.6031	Chr1	VPS27	1	764.840201465202	1600.89398978215	875.096291591751	1026.21787943695	1.17269138184818	0.351871901164654	0.35174701486251	middle
orf19.1795	Chr4	PUF3	1	259.268030723408	353.313883687869	250.169975234009	233.104879848458	0.931785997222138	0.856687199102787	0.838413699310876	middle
orf19.6273	Chr1		1	485.526477146042	955.219053934571	549.13327039166	643.164772700756	1.17123621419265	0.614377631735299	0.628053628481953	middle
orf19.3431	Chr6	MIP1	1	443.527420668883	607.609118427339	460.698247571207	380.108831910701	0.825071147794957	0.48336815877138	0.404753486859754	middle
orf19.3435	Chr6		1	905.121794871795	1133.43162393162	1014.29359138046	660.926293547135	0.651612411991689	0.327456501130308	0.185146473230986	bottom05
orf19.6561	Chr7	LAT1	1	7210.87426900585	16027.3799061575	8800.80021847921	10073.6169199693	1.14462511020504	0.401179996944829	0.229249663002884	middle
orf19.4686	Chr4		1	1041.45832306816	1806.9415814071	1234.38862407268	1150.93584957922	0.932393435206718	0.759683855790239	0.583763908691263	middle
orf19.5968	Chr3	RDI1	1	1993.80243162395	5178.47463020674	2490.42266021644	3315.58088249002	1.33133260287708	0.323457035678396	0.0502508083602218	middle
orf19.3611	Chr2		1	3712.08182550208	7655.15047063055	4929.68080678276	5425.63187601973	1.10060510785092	0.772638468715756	0.547794378828794	middle
orf19.1280	Chr5	SUI1	1	5899.29961916815	10442.4930077977	8481.50494164107	8466.13821276825	0.998188207284138	0.99753565391097	0.989110355246626	middle
orf19.896	Chr2	CHK1/HK1	1	676.353445782892	1248.12294685468	753.461135064267	764.881603718347	1.01515734272493	0.881440009543508	0.875173224217568	middle
orf19.1111	Chr5	TAF9	1	669.543079337524	932.473881016644	792.157280363333	674.632932974483	0.85164013472811	0.520523610320925	0.373652334378629	middle
orf19.4940	Chr1	HIP1	1	315.105377894723	586.122584035243	321.042359826772	400.982009501764	1.24900031795843	0.602354929584027	0.480529955717354	middle
orf19.2820	ChrR	NUP57	1	1003.30144543113	1990.79177718833	1183.59973234195	1335.3585390423	1.12821801370306	0.706645983012477	0.521220069877444	middle
orf19.1691	Chr3	@	1	2041.72981778342	2936.96568446896	2384.25201384513	1699.90152527241	0.712970573329179	0.459773362126403	0.0729685300541207	middle
orf19.398	Chr1		1	319.762820512820	445.997789566755	343.156903987796	295.202412271938	0.860254912086619	0.793841412661195	0.800572474373077	middle
orf19.2471	Chr1	GIM5	1	552.78142419175	1157.14234087860	628.591341606429	688.554340164254	1.09539265750079	0.843043568015319	0.679291889849759	middle
orf19.3237	Chr2	UFD4	1	976.315973537956	1973.59306816372	1128.95956717485	1236.96312139303	1.09566645020640	0.551617274999942	0.3775436527677	middle
orf19.7421	Chr3	CYP5	1	5321.62968996271	14244.6605599022	6869.97253837584	9047.40691759495	1.31694950264443	0.476229105064232	0.224888462013648	middle
orf19.7544	ChrR	CTA2	1	2283.89218611848	5130.38019285615	3002.48471588143	3323.10172236592	1.10678389294993	0.540740918386405	0.560822407215426	middle
orf19.3761	Chr1	CDC54	1	783.595956486043	1169.69298245614	857.628440085243	676.402021761485	0.788688889205045	0.357122498633603	0.0810952779912262	middle
orf19.2090	Chr2	ECM16	1	694.720473096785	1222.63124019802	775.15658760875	721.325700601247	0.93055482225396	0.775888782585167	0.645242448354409	middle
orf19.6759	Chr3	MDS4	1	1366.19949007687	2167.70679960290	1619.93643751683	1354.65064894989	0.836236914965878	0.731840943057573	0.118615656881285	middle
orf19.7257	Chr1	MLH3	1	472.730957311493	786.509354869269	529.12290132766	519.061327803286	0.98098443008396	0.92220107898888	0.922841527194716	middle
orf19.3216	Chr5		1	1219.41052786697	1254.90263041556	1392.60103622627	755.793126789575	0.54272049720547	0.242631276908643	0.0815427861323601	bottom05
orf19.3448	Chr6		1	2496.96783625731	3831.44114042844	3450.29377700464	2871.11334042359	0.83213590667521	0.76562476485129	0.0180095190284381	middle
orf19.5184	Chr7	PRP20	1	1499.57306991506	2787.17980697212	1720.53524976516	1628.05196451424	0.946247375481824	0.90576719558184	0.734443498238784	middle
orf19.4471	Chr1		1	335.513799695968	525.776047536286	331.848979220135	330.567414749364	0.996138109347863	0.988798918601908	0.988954046330353	middle
orf19.1809	Chr?	FOX2	1	3830.89681390749	4620.96857112942	4490.52716983115	2707.87586465963	0.603019592633141	0.189581978744817	0.0426750174292556	bottom05
orf19.831	Chr2		1	403.580161444726	525.197581154478	418.023944322945	336.977756813754	0.806120705261375	0.249922133009295	0.350752144733897	middle
orf19.477	ChrR	RRF1	1	983.2602438599	2117.34270440691	1188.38044385743	1408.80681432208	1.1854846834648	0.738767654368874	0.147262713105478	middle
orf19.541	ChrR		1	444.55743509824	1376.7148133929	482.113343130751	841.46756613112	1.74537290477545	0.153954453458702	0.110867810970029	up05
orf19.6038	Chr1	UGA3	1	400.920918842198	572.477021189135	410.647373614915	352.195068233347	0.857658153595348	0.462413929404045	0.490781858948896	middle
orf19.151	Chr2		1	3225.08780587776	5556.31952844237	4273.25836258122	3460.65771958878	0.809840507162408	0.745632126680608	0.604788843797943	middle
orf19.3804	Chr4		1	488.622139082281	1361.24535843236	545.09340090383	848.406074688072	1.55644165436843	0.0683698924211921	0.148931347687107	up05
orf19.334	Chr3		1	659.925007851026	1390.42044379295	724.186516968132	811.348769082795	1.12035884412703	0.78446771142645	0.750501605025608	middle
orf19.6926	Chr3	CSC25/CDC25	1	705.749038267641	1245.08378899282	793.244201388647	787.75645449135	0.993081894720832	0.966910167598373	0.953947221072346	middle
orf19.4801	Chr1	MOD5	1	406.181383498534	624.416558083981	416.034572273555	387.108832362954	0.9304727495301	0.829737185699553	0.799976192033953	middle
orf19.6032	Chr1	SPE1/ODC/ODC1	1	1002.12368952886	2184.29807692308	1140.85888475643	1313.38095667410	1.15122121957660	0.488460216071694	0.349237944979288	middle
orf19.5879	Chr3	AYR2	1	882.644937146811	1496.31049537526	1077.13048520764	1022.44138639107	0.94922704392122	0.826398533935249	0.671431225036013	middle
orf19.6020	Chr1	ATG3	1	449.080240581464	994.220482960274	497.174158274503	669.95182239126	1.34751939786332	0.367398547774952	0.158041594710237	middle
orf19.2250	Chr2	SPE3	1	5727.02119067105	11348.4263896482	7108.74648432525	7088.72282262997	0.99718323592782	0.982557521948532	0.966481792651603	middle
orf19.1290	Chr4	XKS2	1	304.441632928475	654.208467538209	305.26688064358	446.047861820343	1.46117345216081	0.154701119737369	0.149583521732643	up05
orf19.7149	Chr7		1	690.301421380596	1123.20386137903	779.204759841502	714.48202339959	0.916937447282692	0.70444085595624	0.641103281378565	middle
orf19.6569	Chr7	NUP2	1	247.279256662877	350.966138153451	216.727737013964	217.456583411845	1.00336295855769	0.99252305410064	0.99200692370043	middle
orf19.2585	ChrR		1	205.839743589744	274.833824315912	180.526787034407	179.689364081376	0.99536122607183	0.994874256934003	0.995602135255665	middle
orf19.5859	Chr3	DAL8	1	248.810503823662	387.239249549363	227.407506976973	246.694329489877	1.08481172310137	0.796297776528333	0.828975909113825	middle
orf19.1507	Chr2	AMN1(CST13:ICS4)	1	322.608974774469	423.784324298473	316.707693110089	270.079148005014	0.852771037396724	0.532304609373408	0.536215553934976	middle
orf19.1577	Chr2	GAT2	1	230.002557510044	333.316969961135	195.446411354919	208.552650942863	1.06705796999334	0.849454226640297	0.886084350732003	middle
orf19.985	Chr1		1	525.760371922676	636.548099576585	555.140350542067	379.277554486625	0.683210208222622	0.203316503683244	0.148197098223865	bottom05
orf19.1866	Chr2	VMA10	1	1949.87364855142	3943.68802835906	2483.56285424862	2585.41920889053	1.04101219120252	0.754123868158121	0.78988536076064	middle
orf19.841	Chr2	COC1	1	411.169540229885	648.458340926655	423.281730122163	401.930148001309	0.949557042977756	0.84574443389454	0.813526660083414	middle
orf19.5504	Chr7		1	485.361658456486	734.109543520846	556.456676433612	535.939148460762	0.963128256265432	0.946596595477978	0.856191209372375	middle
orf19.6539	Chr7	RVB2	1	3001.38371930046	5986.56072132625	3804.07146540978	3900.41475064409	1.02532636048254	0.853272772974443	0.838082138114948	middle
orf19.3171	Chr5	ACH1	1	3227.38460583607	6400.57998037924	3847.84502895196	3889.64501886727	1.01086322073805	0.962427555522366	0.934661464975698	middle
orf19.6163	ChrR	CSE4	1	853.553093645485	1409.95061924166	1058.82537561987	1050.78696002783	0.992408176289376	0.980146227479833	0.962085276003048	middle
orf19.4191.1	Chr4	RLP24	1	965.759378413984	1889.46244808013	1103.97097911831	1112.00066971869	1.00727346166907	0.985605699253456	0.970596402611421	middle
orf19.2653	Chr5		1	236.217871158887	328.425110909458	209.940819413176	203.622600738465	0.96990476319769	0.933986757628116	0.944433596870207	middle
orf19.3127	Chr4	CZF1/ZNF1	1	461.476058483274	784.07999398821	482.130955330621	492.901581428519	1.02233962781027	0.893218156743555	0.820449706422507	middle
orf19.3791	Chr4	FGR10	1	255.048414828878	365.903814576228	234.653018444212	230.475210081083	0.982195803868925	0.965343976087757	0.966455570119916	middle
orf19.6054	Chr1	BUL2	1	376.200542664132	576.946841711928	382.413297327932	370.990751597004	0.970130364684644	0.897046055493251	0.91751352224072	middle
orf19.7098	Chr7		1	505.565418213874	1829.74148512306	593.670737068951	1210.02381515546	2.03820693795612	0.0147312758679048	0.0232221864926328	up05
orf19.1669	Chr3	AFG3	1	1332.73717948718	2125.58104921898	1512.43440465114	1325.90532104979	0.876669637355693	0.531151952789398	0.360175248915992	middle
orf19.972	Chr5		1	275.496070389677	470.479840461011	257.056026250287	318.338097077459	1.23839966610043	0.442695355136938	0.538740756817964	middle
orf19.1857	Chr1	SPT11	1	921.100045787546	2438.72882831526	1089.70678065553	1518.29605722744	1.39330697411472	0.0599863286653324	0.0758495045304291	middle
orf19.4841	Chr1	SHY1	1	484.598833925283	930.981136495736	514.931909393265	589.161981615728	1.14415512200424	0.419070847584683	0.530687663040824	middle
