orf	chr	gene	WtMean	MutMean	fold.mut.by.wt	p	p.paired
orf19.5644	Chr4	SMA2	414.794327900061	433.485469421703	1.04506122737085	0.869946347843692	0.678141307210339
orf19.1180	Chr6		1334.58864846727	1294.09713020948	0.96965992607213	0.955094370810526	0.799125966806585
orf19.6190	Chr3	SRB1/PSA1/VIG9	7791.18180186178	9179.16400202306	1.17814783885926	0.768083542014173	0.374505785385216
orf19.6866	Chr2	SNP1	539.473302703756	540.527575604934	1.00195426334518	0.9899999576799	0.975968777326368
orf19.2622	ChrR	YPT31	1362.72651158721	1653.87720309673	1.21365306173607	0.698839842522762	0.217887569852258
orf19.4706	Chr4		2104.1762056215	3133.99135406330	1.48941488155343	0.202667643742324	0.0272141236483699
orf19.6040	Chr1	SNF7	1043.97385304811	998.37725262694	0.956324001517818	0.923295693667835	0.854205465705392
orf19.1305	Chr4	TRM5	510.842233220563	462.569924713862	0.905504468175287	0.662865132438077	0.236832528185828
orf19.837	Chr2	GNA1	820.28951309859	846.386208129779	1.03181400543890	0.908964031655325	0.841952055939095
orf19.4937	Chr1	CHS3	1204.78110912373	1109.17201565657	0.92064193840431	0.816884868161232	0.658628929832578
orf19.1968.1	Chr5		491.277994220418	397.795924514549	0.809716553955951	0.470647886421794	0.229272432715494
orf19.2054	Chr2	FGR15	610.703813992669	528.008594653002	0.86459030147688	0.585027389755361	0.102780240271102
orf19.1135	Chr1	CKU70	516.107230507259	454.007168281968	0.879676046847367	0.554598186976267	0.0547628257375956
orf19.1877	Chr2		419.581808682479	422.304333804346	1.00648866339181	0.979937797282056	0.944334782590391
orf19.7494	ChrR		625.698238216637	663.074944514458	1.05973599415008	0.779672613360715	0.689517115443457
orf19.191	Chr2	KIC1	659.10095836928	505.315030920194	0.766673184894806	0.137327839466202	0.122214495161018
orf19.6462	Chr7		1773.63455995137	1591.29523601628	0.89719453598148	0.841780605934754	0.634284305961171
orf19.5927	Chr3	RPS15	12308.8220450265	16542.3548679439	1.34394297093831	0.542885813916299	0.125627159981188
orf19.2513	Chr1		411.389794213582	403.18038870721	0.980044703048443	0.962811148132168	0.849012928922298
orf19.6821	Chr3	APC2	482.678640610285	414.084249790247	0.857888074903605	0.411962070881904	0.199805917106125
orf19.4601	Chr4	TFC1	640.99201753323	582.584318036424	0.908879209258205	0.792014882266863	0.204400663176578
orf19.3697	Chr7	FAR11	359.693185425773	313.896334467199	0.87267801333416	0.680446386789133	0.153711367006114
orf19.7283	ChrR		726.19919448006	1088.58161327238	1.49901242186282	0.412811428398978	0.289123806339556
orf19.2958	Chr1		536.342362745183	538.680498010808	1.0043594081468	0.979937685473775	0.959467362532848
orf19.7097	Chr7		1417.36283526042	2326.84333030581	1.64167090629147	0.167350758755127	0.0491639350455004
orf19.1917	Chr2		1843.47618819952	1572.35118502383	0.852927309334826	0.590931351363197	0.179687738243439
orf19.6979	Chr3	AMI3	530.268727251427	513.650420999429	0.968660595283194	0.91022620552815	0.452349785521049
orf19.2626	ChrR	RGD2	673.497151344402	696.108540561701	1.03357310297774	0.76295811779252	0.716430245997951
orf19.4821	Chr1	LIP1	1089.20264622247	913.58544333845	0.838765354185387	0.828028244256064	0.381037108178996
orf19.6034	Chr1	TUB2	2386.39346289364	2653.99316591797	1.11213561685668	0.744274867278635	0.469800083248609
orf19.4478	Chr1	MSD1	825.813771587742	708.262121326157	0.857653560274764	0.661390191463927	0.408964772734565
orf19.2864	ChrR	RPL27A	15979.8018532045	19011.5777730688	1.18972550146211	0.644210799907944	0.286492944644400
orf19.6994	Chr3	BAT22	3236.14134054838	6046.50522113429	1.86843051178651	0.247249748512073	0.128215829735016
orf19.6399	ChrR	AST1	441.690048945351	470.568499701878	1.06538171015055	0.728038549737578	0.395333804754857
orf19.1386	Chr2	BET1	786.62202450526	754.219976864827	0.958808618839764	0.916718795933278	0.519014197284387
orf19.5678	Chr4	DPH3	514.644382947914	463.719270711257	0.901047958699258	0.711845804384756	0.433496637217918
orf19.6569	Chr7	NUP2	402.629873267453	338.651829997880	0.841099611535596	0.65161442902517	0.160678383469298
orf19.7489.3	ChrR	LRG1	988.945380707832	882.74252778269	0.892609991414158	0.696110596562278	0.0730950202165275
orf19.5620	Chr6		2217.96764144074	5551.15168505804	2.50281004165243	0.062910770542465	0.0089246190267995
orf19.6148	ChrR	USO2	464.848881705726	402.779620502406	0.866474323923161	0.568078866902021	0.190363783852637
orf19.1259	Chr4	SNT2	1400.34568436507	1334.21068902560	0.952772378936236	0.893003006187949	0.74068498088826
orf19.3573	Chr2	PEX6	1389.08651798073	1329.40451238704	0.95703506957907	0.937646038783036	0.695585662675705
orf19.7546	ChrR	RRP3	1209.56352260576	1153.68920134625	0.95380621173236	0.781037150573397	0.666626153155569
orf19.5958	Chr3	CDR2	504.845556313005	497.606735919144	0.9856613170041	0.93265672723958	0.861496866333083
orf19.3462	Chr2	SAR1	3007.55301413999	3068.71199873072	1.02033513101953	0.972630705941032	0.74424778575062
orf19.3446	Chr6	MOG1	832.250375752521	1057.20413676823	1.27029577585028	0.74691218195181	0.252543295497723
orf19.6346	Chr1	BCP1	657.891877306242	762.350512254484	1.15877781524823	0.68852054827375	0.255070578724782
orf19.2980	Chr1		736.995905906459	921.383822588429	1.2501885223571	0.328469905129867	0.357553069851126
orf19.5318	Chr4	RAD1	443.419200224074	474.948554385755	1.07110507200804	0.699262698416044	0.518154257273129
orf19.6010	Chr1	RPB11/CDC5	562.194873965364	597.762606621227	1.06326584304298	0.712166114874782	0.19341149505121
orf19.7588	ChrR		627.300705952436	634.439103790084	1.01137954695398	0.97740248800447	0.934757174447214
orf19.7275	Chr1	FGR24	463.143547607611	458.16158978976	0.989243166954207	0.97725619708347	0.921571531474736
orf19.4985	Chr1	GUP1	587.942232754234	588.822301218713	1.00149686213279	0.996185597471993	0.994431959150915
orf19.1545	Chr2	MRPS8	640.53040881889	673.135344836206	1.05090302594289	0.882658636764976	0.383113950710645
orf19.5960	Chr3	NCE102	23177.3628314904	19991.2961151531	0.862535408385268	0.718868068141115	0.363646995420465
orf19.4631	Chr4	ERG252	2646.46836329025	2903.52788610318	1.09713304204904	0.8039235691223	0.611190820366494
orf19.5875	Chr3		449.470318874525	409.945746591399	0.912064110524372	0.819516367308015	0.265692735387999
orf19.7261	Chr1	GDI1	4364.61736120684	4085.39372791682	0.936025632906154	0.873783931005297	0.689025390269254
orf19.7342	ChrR	AXL1	347.683325863896	323.373751567835	0.930081276587946	0.838938185362565	0.397116076834350
orf19.6450	ChrR		477.322032683048	504.604593742358	1.05715755651578	0.85151141130125	0.49003706349562
orf19.1587	Chr2	HGT20	548.821993704321	504.255350192386	0.918795813536684	0.524631810554397	0.244776265377774
orf19.2331	Chr1	ADA2	511.930640184347	454.602300643563	0.888015416463177	0.668863944020526	0.195745677658590
orf19.6630	ChrR		613.926276211248	798.113586421208	1.30001535582846	0.428928495123356	0.258444361800784
orf19.331	Chr3		527.072789952496	520.735114195204	0.987975710607518	0.935707858035198	0.869211093921531
orf19.4168	Chr4	POP7	592.477200004033	674.914160434357	1.13913946465748	0.721505159773358	0.259849165304843
orf19.6224	Chr1		398.792357883207	429.480178208289	1.07695187663067	0.757212834377538	0.228097010321162
orf19.2637	Chr5	PER1	1390.03432471833	984.074276798656	0.707949623472832	0.69300723481481	0.223420676237606
orf19.6141	ChrR	HXT1/HGT16	492.540373213153	399.97410254872	0.812063587680002	0.536415814904828	0.0215944112826712
orf19.411	Chr1		2252.94862733797	3942.26185607118	1.74982323530798	0.584574593863087	0.389361275710289
orf19.6873	Chr2	RPS8A	963.316301124273	1069.22020293059	1.10993678990247	0.729794332775402	0.45723714639475
orf19.5224	Chr1	PKH2	634.608083212946	516.644660861395	0.81411610492839	0.308931490845745	0.115508967182044
orf19.7112	Chr7	FRP2	638.25014753324	826.790121767055	1.29540137979208	0.140348463301856	0.0121108950486463
orf19.255	Chr3		708.248625941303	551.548823441017	0.778750290843103	0.400961129890986	0.260106756573887
orf19.3332	Chr1		557.09247725449	572.483964209945	1.02762824411363	0.920587111971886	0.762236918435626
orf19.2040	Chr2	TAH18	555.986920838446	503.71574225087	0.90598487729037	0.536617989385472	0.337591373314159
orf19.3517	ChrR		536.444036141982	558.430984236552	1.04098647130593	0.834223467003017	0.681500669697761
orf19.1341	Chr7	PRR2	493.491331761684	441.589221698835	0.89482670368785	0.758526590987315	0.254342920389249
orf19.1063	Chr1	FMP44	684.203636191346	908.631525691004	1.32801329549920	0.497780933787045	0.267680168392956
orf19.7058	Chr7	RMD8	590.781315422504	677.507670905317	1.14679942174676	0.513075794037802	0.0591302930463177
orf19.4892	Chr1	TPK1	1825.13092449104	1822.13545720178	0.998358765801911	0.988990737852734	0.978253090082248
orf19.4887	Chr1	ECM21.3	698.63048548432	683.682943696293	0.978604509682018	0.928104740893408	0.787036920121322
orf19.3656	Chr6	COX15	602.074996024239	715.422087277536	1.18826075157045	0.370193820272037	0.0395883832001933
orf19.4575	Chr4		464.10184988866	389.661191471903	0.839602754363905	0.525997640155889	0.110042031139608
orf19.3132	Chr4	MSC2	551.686160467644	601.641852563218	1.09055092491939	0.568369815414136	0.122305984237733
orf19.4181	Chr4	SPC2	688.553685119579	803.676529613675	1.16719516136800	0.436607519308251	0.0048189029621221
orf19.6723	Chr3		620.796806698827	716.309516550423	1.15385502763698	0.667705032357814	0.522610570569164
orf19.1734	ChrR	INO80	1575.64861197856	1702.48014361822	1.08049480745608	0.881594516053533	0.496605308139787
orf19.75	Chr6	SEC5	623.483720522325	608.048549253391	0.975243665935652	0.786607992077112	0.771214281272419
orf19.6435	ChrR		1178.11532014581	1805.68398576133	1.53268865524798	0.373180530506946	0.137726233138955
orf19.1699	Chr3	BZZ1	900.884069598685	744.020039866368	0.82587767391403	0.267884840213982	0.327023547255380
orf19.4077	Chr2	MPS1/MIT1	1710.1815564975	1881.16945488184	1.09998230757121	0.820580982159112	0.61755706012674
orf19.3586	Chr2		1054.23822637702	1029.35062800662	0.976392813552282	0.775426272440429	0.586766426915301
orf19.7009	Chr7	GRP8	434.428812251852	508.063989148779	1.16949883345729	0.590029359900574	0.0983518304635451
orf19.2059	Chr2		368.181590123951	375.741361803739	1.02053272592267	0.94997943755053	0.830191487557356
orf19.771	Chr1	LPG20/IFD2/YPL088	680.699481418253	879.227919076843	1.29165357559102	0.287747130711751	0.146217935964064
orf19.3138	Chr4	NOP1	6002.98881493985	7886.78626140717	1.31380992111447	0.576499343597021	0.291245164545901
orf19.7264	Chr1	RPN11	2863.48702130911	2888.86281672193	1.00886185103127	0.986843167420976	0.972612636614105
orf19.7514	ChrR	PCK1	1472.03094540179	3493.62735098031	2.37333825208866	0.0115872924487943	0.0191192664984131
orf19.976	Chr5	BRE1	826.268069794057	555.026860012327	0.671727348910704	0.380785234198464	0.245814674130924
orf19.3291	Chr1	HMT1	2621.68993070373	2808.68706735412	1.07132694620381	0.862899686406807	0.72618806503872
orf19.3304	Chr1	RRP40	1220.04434629039	1079.99400879756	0.885208813992164	0.788241000452726	0.494057503729767
orf19.5977	Chr3	CEM1	497.788910777286	541.981220009323	1.08877720711583	0.722594780588175	0.569299323857373
orf19.7124	Chr7	RVS161	1487.46590401645	3467.58328333121	2.33120186080774	0.0208496367680228	0.0119951931391300
orf19.4023	Chr5	MRP2	1404.17323372515	908.2012848511	0.646787207616629	0.0685344770056841	0.0687465239019762
orf19.3158	Chr3	RMD1	631.532370505388	541.82672870526	0.85795559184347	0.467645732793289	0.396137026059935
orf19.6304	ChrR	LYS5	548.504066520525	604.987807449276	1.10297779793514	0.333241654075495	0.208849131753813
orf19.2545	ChrR	DOT6	1420.80423937735	1330.24533956678	0.936262225786812	0.865058620863827	0.509858916370137
orf19.823	Chr2		321.061445528467	309.358677781929	0.963549756878233	0.958183826364	0.819851429304866
orf19.1308	Chr4		1260.96836255405	1098.58132524717	0.871220371478652	0.542192922024221	0.0466493468880567
orf19.4763	Chr1		621.683895618621	682.159095547424	1.09727644604438	0.603852592741403	0.567194728809724
orf19.6235	Chr1		365.580339083111	375.077635198489	1.0259786840266	0.950154072707512	0.810204596339809
orf19.7321	ChrR		523.682020456414	529.715433937797	1.01152113925188	0.937612574239008	0.927332754640065
orf19.3669	Chr1	SKS1/SHA3	3315.44365769081	4197.54223141059	1.26605747670408	0.656533557885493	0.40731560483123
orf19.6392	ChrR		529.670065919116	637.052580921948	1.20273472471301	0.495458848526471	0.125337123121976
orf19.489	ChrR	DAP1	1760.10132371114	1718.30258585983	0.976252084304342	0.955832179705219	0.909874819786852
orf19.1709	Chr3	PXP18	1064.21458535856	1396.45565982435	1.31219368634556	0.342434665783572	0.405995881245696
orf19.4395	ChrR	AIP1	831.43865895054	855.587290488884	1.02904439344789	0.908131285250887	0.637060352795769
orf19.717	Chr1	HSP60	1644.17310261467	2403.14543240815	1.46161339617252	0.328691109501853	0.0380412335106664
orf19.5338	Chr4	GAL4	1815.40896258295	2153.0612005153	1.18599238237314	0.683113615145545	0.247198535878176
orf19.4442	Chr1	ALG9	812.230771058933	887.318970389781	1.09244687840742	0.697566232469579	0.400673046642136
orf19.5645	Chr4	MET15/MET25	12032.5522013923	12631.2415226649	1.04975580502392	0.909621533318917	0.85671627167336
orf19.1738	ChrR	RBL2	417.269211097595	466.650584423895	1.11834415771153	0.591560089485968	0.246045170025271
orf19.5655	Chr4		388.403920538782	417.026731194241	1.07369341333052	0.811799615989876	0.571569916886355
orf19.4414	Chr4		608.61451312165	753.33898438453	1.23779332918069	0.425793388176886	0.0902271329072659
orf19.1265	Chr4	TRS130	462.477324454483	514.949082978638	1.11345801350596	0.647524801516983	0.281930853954523
orf19.2251	Chr2	AAH1	554.240767636046	489.680125786792	0.883515169545143	0.486718417229568	0.464210598542675
orf19.5701	Chr6		345.220610457620	305.848829315231	0.885951823414603	0.790384131668547	0.307805142259451
orf19.4349	Chr5	KRE12	1801.49694104164	2022.11641893367	1.12246453094973	0.578363605831905	0.325373801002797
orf19.3538	Chr2	FRE9	403.391059072171	436.46787906151	1.08199690906739	0.863987541148477	0.567784421593713
orf19.6578	Chr7	PHO83	1036.62797448581	970.897035714284	0.9365915831047	0.68259425948615	0.561179168722115
orf19.4175	Chr4	TOK1	912.096119989629	922.77205029122	1.01170483029981	0.965879081463335	0.929062964533201
orf19.1563	Chr2	ECM3	551.653291917254	563.310366315666	1.02113116076567	0.935127511330977	0.642078403735384
orf19.4330	Chr5		393.526021838762	350.253511050313	0.890039010415989	0.75577508738862	0.315846818145914
orf19.6358	Chr1	MMS2	724.250625730531	818.551366252296	1.13020456893171	0.441061185458923	0.425828357313839
orf19.144	Chr2	SNU114	876.474839438021	828.588544870815	0.945364895359792	0.890989360690784	0.519969879729319
orf19.4459	Chr1	YNL234W	419.749849866744	408.693888447775	0.973660594703063	0.941943363476436	0.706466191743276
orf19.3055	Chr1	SRB4	616.351508883939	583.17801659103	0.94617764081899	0.644107192722624	0.478758836649718
orf19.2496	Chr1	FUN34	1475.90921848114	2814.22553854878	1.90677414525868	0.129816698837472	0.0262677924298585
orf19.7499	ChrR		1706.99101464032	1665.13165380267	0.975477691166126	0.9293618491925	0.915264153521725
orf19.3174	Chr5	CDC24	955.113974407795	705.440894201453	0.738593417229449	0.343214438810601	0.145786940825566
orf19.2924	Chr4	NUM12	3085.66887828831	3029.40155142967	0.981764949812162	0.976167655875531	0.936339921196103
orf19.1110	Chr5	THI80	2124.74912387833	1968.67992056872	0.926546997216907	0.916331731179543	0.51340125908803
orf19.3951	Chr5	YIP1	778.971632011088	634.82136252497	0.814947985828494	0.246268804685786	0.283624091276962
orf19.6660	Chr5		2161.83718146629	1489.76900118657	0.689121740507819	0.133353805666880	0.0710139374858134
orf19.6071	Chr1	MDM20	725.86359615492	706.710849399893	0.97361384858466	0.945028717853659	0.823001105694945
orf19.6691	Chr7	ERC1	1573.51604930811	1194.83737617219	0.75934235097098	0.495118868671557	0.36515871191267
orf19.4468	Chr1	SDH4	3361.83477064824	3818.19125754563	1.1357462570385	0.664626118240855	0.632999425660074
orf19.3439	Chr6		651.327056166377	603.002149064346	0.925805466478753	0.7913654665916	0.514692821519398
orf19.7399	Chr3		421.842849127428	386.726048275498	0.916753831611538	0.775480155880727	0.35693246439527
orf19.2319	Chr1		603.851710478749	552.481995104767	0.914929916596153	0.703480246861316	0.488307396750644
orf19.3030	Chr1		371.242061225208	329.22420596629	0.886818171625686	0.753278239063094	0.209796877882715
orf19.6351	Chr1		558.488430072311	599.625080792986	1.07365712252150	0.851083851087775	0.550099342547152
orf19.5680	Chr5		938.324627380113	665.149161945232	0.708868916509618	0.266805160850664	0.0577374761553972
orf19.243	Chr3	OXR1	1097.43904408278	1078.12347850687	0.982399418281996	0.959786434739518	0.925037037585383
orf19.2504	Chr1	BMS1	804.538550589292	762.128699226379	0.947286738053944	0.790403489891139	0.584663593201878
orf19.89	Chr6	PEX7	708.528631926875	788.413006165076	1.11274685402755	0.780564106096793	0.137553402273923
orf19.6860	Chr1	PIS1	1420.09802464340	1617.33256515725	1.13888797610530	0.726710030076483	0.613861980616892
orf19.6222	Chr1	SPO22	319.867655617119	380.366628160551	1.18913751197104	0.735056889519633	0.484149741063702
orf19.5045	Chr4		656.972736774599	660.889875663885	1.00596240706809	0.984149891885523	0.891834360212349
orf19.3639	Chr2	MAG1	641.156866048099	621.836512085884	0.969866416496013	0.878852880289174	0.55738001426181
orf19.3512	ChrR	CIS36	350.900939233833	315.83996335158	0.900082980801346	0.784047767797829	0.372011412123978
orf19.2365	Chr6	POL2	1053.46148123875	1116.03673446424	1.05939965944641	0.66884907960157	0.298587955096695
orf19.1896	Chr2	SSC1	6006.27435754968	6593.782103186	1.09781566919231	0.748203825972015	0.400494709787910
orf19.3603	Chr2		986.462572781146	896.246780517668	0.908546158006653	0.825666101147524	0.281965431250171
orf19.1045	Chr1		622.176739792174	698.560230510454	1.12276815546623	0.679888423111799	0.267748972590693
orf19.4788	Chr1	ARG5:6/ARG5	1158.38819658356	1399.97304025587	1.20855257709360	0.566052087492724	0.284526417290961
orf19.2960	Chr1	FRS2	1397.0909579176	1545.84574629783	1.10647466261034	0.75968682121104	0.470579997608097
orf19.6737	Chr3		611.707060327831	611.028766630945	0.998891146202363	0.98507240855954	0.98606377509695
orf19.35	Chr2		2314.86306611134	2238.82365336855	0.967151658404345	0.912710628106387	0.569925690059872
orf19.542	ChrR	HXK2	1375.96566135146	1922.7311173178	1.39736853275053	0.335104826195644	0.133570573047460
orf19.6243	Chr1	VPS34	618.533131989305	513.444999144039	0.830101044858688	0.265928180727992	0.16835291559729
orf19.6459	Chr7	DPP1	1270.01508206954	1124.00029559324	0.885029092537736	0.869578422391498	0.450921991620389
orf19.6440	ChrR	ASI3	558.075819646032	634.29640664702	1.13657747624567	0.15709189552844	0.0614623107652427
orf19.2299	Chr1	URM1	434.561918544741	545.166293170602	1.25451925239159	0.102898952204371	0.0149803514546971
orf19.4987	Chr1	NUP49	585.93751116459	598.809086250948	1.02196748772881	0.925964259413854	0.867585067586384
orf19.2363	Chr6		4532.48409803745	3702.50212566151	0.816881437546506	0.793423901242145	0.575622128844416
orf19.1717	Chr3		593.33147648259	488.342596767086	0.8230518961544	0.542365262034592	0.0240111368633132
orf19.5825	Chr2		848.639617317036	1046.85212102567	1.23356498997216	0.594023849637781	0.314859607004756
orf19.1990	Chr2	SNX4	634.0873224392	613.379495713776	0.967342310762868	0.93233088887691	0.80155531007335
orf19.254	Chr3		694.805476515775	572.237424515198	0.823593716308605	0.46581534520427	0.199117468527240
orf19.413	Chr1	RPS27A	1425.4961085091	1991.05671812948	1.39674651249093	0.494689450890756	0.128031271369527
orf19.446	Chr1		822.22852563822	882.60285312859	1.07342767321714	0.84465527274835	0.520316956643104
orf19.4179	Chr4		460.777148397295	437.325424158203	0.94910397722486	0.927596988150947	0.574502951300865
orf19.4016	Chr5	COR1	3742.42122947914	2568.06598875139	0.686204419888032	0.421330324957516	0.140042358155048
orf19.4837	Chr1	DAM1	584.838343268847	457.932867354383	0.783007599663953	0.263417232135975	0.0823775164780755
orf19.5269	Chr1		426.95857853486	423.285036041105	0.99139602135092	0.975139211600192	0.908748496869035
orf19.1684	Chr3		614.146418681374	556.903668156495	0.906792991404585	0.808692781166337	0.179138830181447
orf19.7454	Chr3	TAF60	628.901144403047	666.385623830448	1.05960313438924	0.563789684762018	0.548726217518806
orf19.996	Chr1		518.906048025138	475.928889460916	0.917177379743818	0.750086230334439	0.220658869638360
orf19.1551	Chr2		363.048119381042	330.254101828676	0.909670327976699	0.902726929666262	0.563300199179635
orf19.5901	Chr3	PKC1	1425.07172946547	1126.28776830051	0.790337598461074	0.179803996541499	0.0575049940411729
orf19.1031	Chr1	HMG1	952.504190333868	934.495952828248	0.981093797078932	0.900989127830426	0.863968963130013
orf19.7676	ChrR	SOR1	13211.7831990018	15965.7160185462	1.20844520213990	0.436629100723258	0.00422340155971682
orf19.3142	Chr4		604.974730258666	742.818176043085	1.22784992312899	0.478630884761361	0.169780659734831
orf19.7141	Chr7	UFE1	778.855912411724	718.177065660719	0.922092333403347	0.83758611159366	0.702121395458496
orf19.985	Chr1		604.194172531222	506.570019366261	0.838422550889605	0.373743999069111	0.291984586951142
orf19.1449	Chr2		1043.75508397861	1200.68946555769	1.15035556136490	0.499603877464779	0.169626418134630
orf19.6294	Chr5	MYO1	589.82892429058	410.09824707034	0.695283378250038	0.0750431848873457	0.057931540611932
orf19.4195.1	Chr6	FCA1/FCY1	401.408406160343	406.010966356463	1.01146602842762	0.980383594479518	0.909748313017503
orf19.4406	Chr4	NIF3	703.122070629344	953.458683935345	1.35603577780161	0.495856889418514	0.259453762251536
orf19.639.1	ChrR	RAI2	440.012234625442	441.954860734398	1.00441493657696	0.987864760196909	0.953375951874977
orf19.4262	Chr5	JSN1	638.978362555039	457.768972583286	0.716407627251784	0.0846940095853284	0.0439989893673957
orf19.675	Chr1	@	17512.3526919715	19006.38056458	1.08531280170559	0.826796673948974	0.604415776619567
orf19.2737	Chr4		2106.40128874654	2598.98396873562	1.23385035065289	0.607347616428423	0.17392159418805
orf19.4304	Chr5	GAP1	469.015516892917	509.614044911432	1.08656116174464	0.814760885516715	0.336582353058809
orf19.2661	Chr1	CTA2.3	3285.71169788260	4208.46928179164	1.28083948585741	0.672047725669372	0.160222951593372
orf19.4964	Chr1		492.37838132734	477.700910334112	0.970190667279785	0.898045707472699	0.80709030311532
orf19.6663	Chr5	RPS25B	11270.5243387215	7162.06859649139	0.635468979192485	0.270304097030691	0.0203809510213667
orf19.4911	Chr1		399.135328613396	376.258111052261	0.942683055292022	0.842561456807755	0.689017096071449
orf19.5579	Chr6		415.242451150683	439.538444290033	1.05851037886908	0.816450325308772	0.370498745386417
orf19.4477	Chr1	CSH1/IFD4	3179.17622590996	6357.71733256058	1.99980022521112	0.337983476535715	0.125161633991727
orf19.2890	Chr4		466.164772194303	471.859684469803	1.01221652217239	0.954523441988396	0.890384946931377
orf19.4044	Chr5	MUM2	683.106486422115	617.974728818534	0.904653580520484	0.80226869024915	0.26216024079197
orf19.5592	Chr6		642.467070012033	613.72890715739	0.955269049269553	0.897854015934652	0.405218896557003
orf19.4286	Chr5		400.162923720284	361.451416091426	0.903260633771464	0.732983812866566	0.384574660767106
orf19.836	Chr2	SMX2	564.361522680876	568.636610951416	1.00757508812832	0.972584062313063	0.956529721288922
orf19.3676	Chr1		585.363131564254	744.917096221943	1.27257262381954	0.481418877082779	0.154005043755273
orf19.123	Chr6		407.33879853708	639.712804848334	1.57046862991152	0.659624589724756	0.499120436661292
orf19.1397	Chr2	CYB4	576.922744525753	566.353272493584	0.981679571255493	0.960571870248629	0.905020189119055
orf19.6747	Chr3		865.565141838403	1344.25511067812	1.55303748464617	0.181627342952004	0.0615236012540578
orf19.1789.1	Chr4	LYS1	539.037747356465	616.895722296654	1.14443881773033	0.302942243009885	0.0240957665264710
orf19.3461	Chr2		337.316805834671	335.699726491393	0.995206051654387	0.98920947131699	0.972596263780694
orf19.5225.2	Chr1	RPL27A	1477.19002208320	1734.28138891957	1.17404082277364	0.59570606815119	0.534387782226353
orf19.2283	Chr2	DQD1	4021.87338344959	5668.92127252672	1.40952256126583	0.353948597930640	0.188446971279250
orf19.2324	Chr1	UBA4	757.097959952372	841.286679978729	1.11119924300371	0.748595457112106	0.0782261715540869
orf19.6275	Chr1		406.518451409199	386.847777220613	0.951611853975146	0.871527847533185	0.665592087473399
orf19.3325.3	Chr1	GLG1	1666.74775925124	1398.65113078400	0.839149849172329	0.691591239801519	0.197134002579735
orf19.6944	Chr3	PHB3	1127.15973688248	1481.25744419332	1.31415042227307	0.325020279596887	0.084335303701561
orf19.2625	ChrR		309.617171243632	266.631357795144	0.86116463348648	0.819346186224985	0.161982050616495
