orf	chr	gene	geneflag	WtMean	MutMean	fold.mut.by.wt	p	p.paired
orf19.4424	Chr1	PHO3	1	321.270354801646	304.171456765364	0.946777230514037	0.587735486912966	0.408400197886675
orf19.4569	Chr4		1	492.030890441323	567.820457044428	1.15403416345491	0.491985401771718	0.134090305381800
orf19.2198	Chr2		1	508.335575717939	525.82910157787	1.03441334168915	0.72131589174643	0.666583068935534
orf19.5987	Chr3		1	1023.35600877363	1568.29805325549	1.53250485638414	0.0870124032241194	0.0216260523287717
orf19.1508	Chr2		1	312.461201014385	304.713394828739	0.975203941607812	0.918899794853402	0.895036678167078
orf19.2500	Chr1		1	668.979514275619	848.471262288474	1.26830679293253	0.305735747253989	0.0529332811915981
orf19.7424	Chr3	NSA2	1	497.270539413891	698.617556251431	1.40490437473907	0.304242823604174	0.00764873641463103
orf19.397	Chr1	MRPL28	1	1560.10372040990	1968.46820872439	1.26175470449310	0.508849145974599	0.32653902993947
orf19.2677	Chr4	GPI16	1	824.887198785734	943.759271607388	1.14410706457397	0.572000864501044	0.0133578767479436
orf19.1237	Chr4	ARO9	1	1037.96145212484	2172.53258710947	2.09307636874377	0.0311252432346194	0.0355568541230941
orf19.4413	Chr4	CMD1	1	9386.970795436	20006.9876800025	2.13135718817086	0.0881930481652043	0.00826924917840363
orf19.6233	Chr1		1	1373.23325737115	1985.66551270934	1.44597831581111	0.411949512754596	0.244538091028932
orf19.5537	Chr6	WSC2	1	834.18726864685	776.953455334476	0.931389730503543	0.720026809830835	0.628381477884965
orf19.2748	Chr4	ARG83	1	298.279948149953	262.418508789570	0.879772543937972	0.415049720017360	0.150169572009398
orf19.2179	Chr2	RPS10/SIT1/ARN1/YHL040C	1	18469.7347034057	26286.8849311107	1.42324106725061	0.226545313621169	0.0698950442818344
orf19.4752	Chr1	MSN4	1	853.091585114644	929.54948293345	1.08962448950722	0.792292924309045	0.44325145299591
orf19.5364	Chr4	ECM2	1	1545.64931509013	2251.65416225016	1.45676910038217	0.0161020356518191	9.36789158789752e-05
orf19.2190	Chr2	VRP1	1	939.038888038952	966.207262422585	1.02893210784952	0.91597407596372	0.869129659096917
orf19.2356	Chr6	CRZ2	1	13720.5935249406	8769.3762969495	0.63913971950331	0.242766014791375	0.0291836515155878
orf19.223	Chr2	KIN82	1	3908.37833324734	3802.34084204305	0.97286918456633	0.920224673884145	0.562856733301597
orf19.5604	Chr6	MDR1/BEN/BENR/BMR1	1	402.584622866943	537.443680808031	1.33498313219395	0.526879805970777	0.216090411815201
orf19.6349	Chr1	RSV162	1	322.551679168892	345.529842089186	1.07123870190198	0.656873996413829	0.328977855541492
orf19.6704	Chr7		1	603.885186252624	593.817731509547	0.983328859570889	0.89359977123175	0.858626940828397
orf19.7368	Chr3	PUB1	1	1062.19257583739	1242.75646923784	1.16999167336308	0.408486674205674	0.0147126734227248
orf19.589:6364	Chr5:R	VPS21	1	1710.58361518436	2851.96578335356	1.66724722371797	0.121176003859393	0.063314276583884
orf19.7059	Chr7		1	382.080602691177	593.39174177187	1.55305382579573	0.129201655045751	0.00963601571503338
orf19.7422	Chr3	LCP5	1	626.597819084551	1088.06812548778	1.73646969770407	0.0498011643610827	0.00668208898851838
orf19.3574	Chr2	MDJ2	1	352.130199738175	490.124652328571	1.39188474232827	0.0145597462658666	0.0155632314075574
orf19.6861	Chr1	APC5	1	519.465762279513	615.346550627475	1.18457576092642	0.643584119279931	0.140142045183342
QC-LLD-1	NA	NA	0	808.724100576307	896.584143812647	1.10864031772236	0.279695084658535	0.0638918272619453
QC-LLD-2	NA	NA	0	339.328353754	338.445343701522	0.997397771088949	0.969229869336802	0.91167578050501
QC-LLD-3	NA	NA	0	262.993749576552	244.155347288695	0.92836939159889	0.352479581248203	0.0083610871452364
QC-LLD-4	NA	NA	0	237.373273469915	254.913056437620	1.07389114499416	0.468953480096634	0.187261079174816
orf19.97	Chr6	CAN2/CAN1	1	2828.89084549807	4112.57541518394	1.45377663536532	0.174089929920071	0.176006047182308
orf19.2587	ChrR	HNM2	1	3545.71399250157	724.916174327384	0.204448575339248	0.0280464239692711	0.0286542283335813
orf19.4651	Chr4	PGA53	1	3353.45100634718	5516.09080062321	1.64489977345211	0.141970917535005	0.089792383895165
orf19.3419	Chr6	MAE1	1	1499.85547342463	2178.14892786605	1.45223921001713	0.124957369280922	0.00664060375278825
orf19.1738.1	ChrR	UGP1	1	900.36466114633	1618.50237198983	1.79760761592884	0.0557498733247107	0.00792820647032674
orf19.1202	Chr6		1	781.872347110795	922.234140177694	1.17952008865075	0.407534530114272	0.308708172833053
orf19.5039	Chr4	RRP42	1	732.954554563982	1033.44235895785	1.40996785206229	0.0972696289390127	0.00783509502893842
orf19.5214	Chr2	VSP33	1	697.555107288782	742.635152597671	1.06462578345115	0.84568614040781	0.438172487983424
orf19.3930	Chr5	YUH2	1	891.024271738931	1022.67169276781	1.14774841180471	0.397457851279743	0.411535130702834
orf19.4356	ChrR	HGT3/YDL199C	1	243.501470958359	241.496057085797	0.991764263826953	0.95530403263138	0.908365278546083
orf19.1333	Chr7	SNG3	1	470.426973435591	544.562065812406	1.15759107483866	0.444181589573325	0.46653041305671
orf19.2425.2	ChrR		1	966.614516397772	1298.98450913786	1.34384957716	0.259997975416690	0.0257183854749858
orf19.7300	ChrR		1	405.065640626589	556.18574213313	1.37307558664510	0.124269776745802	0.0872705985814449
orf19.3232	Chr2		1	1174.91050441200	1788.74569994548	1.52245272574245	0.463068358204719	0.138344125444891
orf19.3649	Chr6	FES1	1	1425.99360777423	2021.11947967869	1.41734119189592	0.340390869174039	0.155244720998432
orf19.3518	ChrR	ODC1	1	1887.24740853528	3100.919850734	1.64309132798898	0.140173785846609	0.109731370603374
orf19.922	Chr5	ERG11(ERG16)/ERG11/CYP51/ERG16/L1A1/P45014DM	1	1908.97758332369	1559.73337597398	0.817051698039512	0.336812576376003	0.430864223770893
orf19.7050	Chr7	NOP15	1	451.852980862583	731.671972453545	1.61926999144011	0.162239149431688	0.0802479070586138
orf19.5616	Chr6		1	238.734784546458	209.863986320796	0.879067483691117	0.378925411677689	0.124108316379243
orf19.814.3	Chr2	SSY1.5	1	829.425974894232	976.501722201685	1.17732233105698	0.378604011306342	0.411585667577930
orf19.4280	Chr5		1	405.486667503222	308.140724962471	0.759928129967485	0.315487203252702	0.192239170882220
orf19.4078	Chr2	RRP45	1	337.947108422144	396.663252645600	1.17374359111282	0.384583517292120	0.380952545729234
orf19.4418	Chr4	FMT1	1	555.232529990198	797.447018871973	1.43623972984085	0.0931887613476346	0.00594506876415025
orf19.4765	Chr1	CCW12/PGA6	1	11405.8399875691	13767.8482761117	1.20708762275438	0.66132426087719	0.127665006433916
orf19.763	Chr1	CBC2	1	956.92543194033	1015.16637438721	1.06086257142188	0.886348165276834	0.72050535041465
orf19.6898.1	Chr7		1	2206.20725359604	2781.97620548488	1.26097681935836	0.693865817226914	0.168420700591289
orf19.3170	Chr5	BUD27	1	627.011063209931	579.765539455147	0.924649617005297	0.60233363683419	0.470135436180098
orf19.2953	Chr1	TOM20	1	2148.43535008384	3521.17150709382	1.63894692337678	0.0153037211366763	0.019023495933215
orf19.3784	Chr4		1	270.845108724994	248.079734865265	0.915946889471635	0.671163964444767	0.0268560422227951
orf19.2167	Chr2		1	632.089612208254	915.692839133385	1.44867566472789	0.392838971938149	0.123963462009210
orf19.4779	Chr1		1	3123.66514634902	4905.52647569215	1.57043929034	0.16683561512514	0.0212730055168522
orf19.4658	Chr4		1	624.610616236706	1047.01073976648	1.67626151805543	0.125859357755622	0.0393179429284474
orf19.1421	Chr4	DAL3	1	340.134262290395	535.818696890059	1.57531526898221	0.0698128290868576	0.0316155751557844
orf19.7235	Chr1		1	761.69197973146	973.878455788704	1.27857254862005	0.162129675831327	0.0516616239525861
orf19.5758	Chr6	PPQ1	1	2654.95582379181	4264.66313099115	1.60630285926956	0.172477480945438	0.0302906348562325
orf19.6792	Chr3	RRD1	1	573.8945798813	684.159670910767	1.19213474895036	0.368311966193123	0.231454655171868
orf19.7417	Chr3	TSA1	1	16618.4125294823	33257.5949055937	2.00124980930592	0.0203200138986789	0.00838884859121814
orf19.6524	Chr7	TOM40	1	4201.42673706722	4062.2919639906	0.96688392258537	0.913579509625848	0.812085216309266
orf19.2876	Chr4	CBF1	1	937.214777590297	959.313283347515	1.02357891305773	0.918740818090756	0.907372549433706
orf19.3689	Chr1		1	777.069438496892	845.763983382866	1.08840206741221	0.664525784492183	0.628389100002347
orf19.3512	ChrR	CIS36	1	271.207606270237	231.032841278894	0.851867115587785	0.365144414372778	0.0408388573121982
orf19.1484	Chr2		1	311.137258941005	314.473425687549	1.01072249192494	0.959582585731052	0.91603281232303
orf19.1226	Chr4		1	493.42540229115	554.91781706466	1.12462352867927	0.530471845285888	0.297523860768585
orf19.596.1	Chr5	NOP10	1	1745.16448575940	2712.32017941111	1.55419171175195	0.219742893651150	0.122203139229693
orf19.6396	ChrR		1	1563.22521445139	1698.64550883429	1.08662878076108	0.692939715818968	0.606044202208369
orf19.1513	Chr2	FAB1	1	454.588396321603	503.199867819395	1.10693513492896	0.63517682733475	0.301201036799707
orf19.3131	Chr4	OYE32	1	3321.40473872289	7117.00186886536	2.14276862614519	0.0405604008178146	0.0113517848102502
orf19.5266	Chr1		1	272.057073293865	281.637059805864	1.03521314993215	0.855031970987009	0.540603701087589
orf19.6643	ChrR	MCT1	1	709.026085408767	821.318833883049	1.15837604678471	0.596571163290567	0.125574104682918
orf19.5197	ChrR	APE2	1	3880.27006028079	5438.07618472955	1.40146848035006	0.183465709432278	0.00550185377220227
orf19.1643	Chr3	PCP1	1	1940.89388153434	2152.41271671023	1.10898011333246	0.771567972603787	0.329568304464893
orf19.5461	Chr3		1	234.064339345079	201.441500768401	0.860624481849912	0.407818437933113	0.126386795073094
orf19.1283	Chr5	MEC1	1	756.290875210912	656.003973677553	0.867396388320312	0.457297981367595	0.138134534215649
orf19.7108	Chr7	RPE1	1	5061.87771210542	13588.7029595959	2.68451822277307	0.0583896711433507	0.0133404746589841
orf19.6062.3	Chr1		1	1827.22052667972	2609.27164137035	1.42800039911532	0.0992585503018493	0.0666859765811662
orf19.2765	Chr4	PGA62/FLO1	1	57813.1503244662	50523.4711902448	0.873909671185372	0.241890194035356	0.363805094743011
orf19.6061	Chr1		1	1374.17604336064	2024.11632280771	1.47296726106328	0.372098308164824	0.0733235076490656
orf19.4563	Chr4		1	1192.14057028707	1456.84629180045	1.22204237328291	0.524069981242297	0.433821381634502
orf19.23	Chr2	RTA3/YOR49	1	582.915474267511	974.036249621661	1.67097339600674	0.130678746621525	0.0450911158833205
orf19.4837	Chr1	DAM1	1	589.260711072229	516.766156036884	0.876973716941974	0.288762810309989	0.184091617805897
orf19.971	Chr5	SKN7	1	833.63879483861	810.004547599296	0.971649295371517	0.928260254429926	0.890628076478
orf19.2270	Chr2	SMF12/SMF1	1	902.374364826056	1582.89101812813	1.75414005520121	0.156774184907678	0.0496045777840711
orf19.6031	Chr1	VPS27	1	869.430378074729	1231.79145289153	1.41677986409816	0.0710318058685638	0.00342805312568588
orf19.1795	Chr4	PUF3	1	299.670021968094	279.448723549923	0.932521450476207	0.672436798687791	0.210749974092128
orf19.6273	Chr1		1	561.54150359129	761.159509477888	1.35548219429901	0.0327115859862204	0.0349146653148305
orf19.3431	Chr6	MIP1	1	502.605251992695	462.362500276377	0.919931692801126	0.744663907722673	0.229665846588517
orf19.3435	Chr6		1	1020.91320471520	835.744332247336	0.818624275195341	0.673586139573493	0.133934823545097
orf19.6561	Chr7	LAT1	1	8150.21443820507	12265.3129151528	1.50490677369882	0.0694954274770752	0.00156075413792551
orf19.4686	Chr4		1	1186.78661530648	1399.02812261252	1.17883712587307	0.469831645709862	0.177223390097108
orf19.5968	Chr3	RDI1	1	2287.89722222245	4015.59590372279	1.75514698156854	0.0879496669974756	0.00945122231849924
orf19.3611	Chr2		1	4295.12691640044	6430.92948441662	1.49726180613217	0.217123401651081	0.152689735971941
orf19.1280	Chr5	SUI1	1	7025.63138788083	9479.12311343284	1.34922010422925	0.590982297129134	0.283859213543541
orf19.896	Chr2	CHK1/HK1	1	765.222588768244	937.179727328554	1.22471518886695	0.114256869327182	0.00711724641255228
orf19.1111	Chr5	TAF9	1	772.150217651999	778.112893960602	1.00772217137584	0.961514962877985	0.96281421932141
orf19.4940	Chr1	HIP1	1	363.083690854243	466.565463255012	1.2850080436202	0.422768408525852	0.149845329596507
orf19.2820	ChrR	NUP57	1	1146.18843578916	1574.91971478499	1.37404955905059	0.292503302041217	0.0373164583103030
orf19.1691	Chr3	@	1	2302.34700918146	2173.79902604243	0.944166547168436	0.901732959251564	0.473770400280123
orf19.398	Chr1		1	373.200578399807	351.102843982726	0.9407885847556	0.604129718341642	0.606133937962479
orf19.2471	Chr1	GIM5	1	635.427695469135	876.141852712432	1.37882226248508	0.539593144653317	0.330873164377803
orf19.3237	Chr2	UFD4	1	1103.16023619313	1506.78930690266	1.36588435430052	0.147919764503903	0.0223845587245202
orf19.7421	Chr3	CYP5	1	6117.85656219823	10973.8914590185	1.79374775257487	0.161469957290486	0.0415247182460709
orf19.7544	ChrR	CTA2	1	2674.86916576277	4028.25021364407	1.50596158690826	0.0305988990507284	0.0250951582858326
orf19.3761	Chr1	CDC54	1	876.457898882332	861.534417878548	0.982972963079214	0.95621190349438	0.908332204459443
orf19.2090	Chr2	ECM16	1	785.907945272591	909.266973570961	1.15696371189578	0.629532345710168	0.339165783624132
orf19.6759	Chr3	MDS4	1	1543.02609088816	1670.24308978580	1.08244643408745	0.883975361466268	0.690444466474624
orf19.7257	Chr1	MLH3	1	544.632737414959	619.541699599212	1.13754032219914	0.169244269188273	0.083477257566062
orf19.3216	Chr5		1	1374.35127075943	937.97919250341	0.682488685723781	0.437388160661887	0.0760548414577097
orf19.3448	Chr6		1	2948.48575604413	3310.37279572887	1.12273657383045	0.810923860119753	0.568791939227942
orf19.5184	Chr7	PRP20	1	1674.24368540705	2103.84556922962	1.25659459705122	0.671553794456355	0.468060595780511
orf19.4471	Chr1		1	382.325567245796	401.378381014897	1.04983400379513	0.825223115611662	0.333877796119254
orf19.1809	Chr?	FOX2	1	4257.38772847977	3461.18229285549	0.812982634797843	0.618108581508941	0.422338334599669
orf19.831	Chr2		1	458.582927349126	405.83486204336	0.884975950564318	0.38534324649494	0.125881713015037
orf19.477	ChrR	RRF1	1	1125.41678220135	1675.02599645951	1.48836059933557	0.43160043483567	0.0775059001080801
orf19.541	ChrR		1	511.025372901011	1039.29781281872	2.03374992305917	0.0936911577733873	0.0301524061181818
orf19.6038	Chr1	UGA3	1	453.873846881106	432.35748782575	0.952593965915396	0.80904891455782	0.519161710200332
orf19.151	Chr2		1	3729.45925239475	4194.61169229552	1.12472382949407	0.845668756274178	0.724282288139399
orf19.3804	Chr4		1	561.158350451084	1031.57647807700	1.83829836488716	0.0297030008515246	0.0164087930755135
orf19.334	Chr3		1	745.28291871338	1017.52196479745	1.36528281978346	0.54323905898735	0.291728505649959
orf19.6926	Chr3	CSC25/CDC25	1	797.938224899375	967.173990591152	1.21209131284959	0.366036202084526	0.269345245236147
orf19.4801	Chr1	MOD5	1	460.842029418993	468.596909865849	1.01682763279346	0.955484260844302	0.561244127873871
orf19.6032	Chr1	SPE1/ODC/ODC1	1	1127.26795974340	1663.01815959175	1.4752642840752	0.217897308334822	0.142874787930722
orf19.5879	Chr3	AYR2	1	1015.90851320732	1201.12509165086	1.18231619878722	0.397161426360666	0.129233337875514
orf19.6020	Chr1	ATG3	1	517.906922469539	794.281763206994	1.53363805106063	0.114260421606632	0.0110388070384801
orf19.2250	Chr2	SPE3	1	6505.07973242794	8701.89859913974	1.33770821528299	0.149287708861937	0.0168788139849388
orf19.1290	Chr4	XKS2	1	350.390274150652	525.67047550672	1.50024277009671	0.00467404096606043	0.00592081919873742
orf19.7149	Chr7		1	784.450682505929	863.90856606502	1.10129111406375	0.649789906411646	0.336267644179634
orf19.6569	Chr7	NUP2	1	279.658717464274	265.819365354685	0.950513424952122	0.852230121952783	0.449522133234188
orf19.2585	ChrR		1	237.924099617864	213.327437631888	0.896619711809433	0.324631658716041	0.21539286986982
orf19.5859	Chr3	DAL8	1	284.885573058539	297.019789745637	1.04259330002859	0.776892124571016	0.093358453932262
orf19.1507	Chr2	AMN1(CST13:ICS4)	1	367.669999042378	329.403298726472	0.89592106939491	0.514546385734283	0.286265627064141
orf19.1577	Chr2	GAT2	1	260.314974927989	249.396658646762	0.958057287006836	0.836975443557204	0.513390373577328
orf19.985	Chr1		1	594.108813331968	471.745243404187	0.794038453593166	0.427373175624308	0.0201254154516900
orf19.1866	Chr2	VMA10	1	2261.50177716364	3101.49872277706	1.37143324586149	0.0207121770526565	0.0119813338190015
orf19.841	Chr2	COC1	1	469.114754428272	498.797054215184	1.06327300411407	0.811339436072051	0.559315826587949
orf19.5504	Chr7		1	562.836828090954	614.032433168756	1.09095994171428	0.850279289621375	0.6616563764491
orf19.6539	Chr7	RVB2	1	3440.61812402876	4765.42448521361	1.38504893987874	0.125187325341883	0.144332697432650
orf19.3171	Chr5	ACH1	1	3637.39244983606	4801.61543455476	1.32007076519092	0.321129981414631	0.0377940738226155
orf19.6163	ChrR	CSE4	1	992.005043022757	1197.34536517644	1.20699524019352	0.434495388224152	0.33927089952939
orf19.4191.1	Chr4	RLP24	1	1083.18743614370	1437.53004279400	1.32712953901294	0.581457081846571	0.474337726252463
orf19.2653	Chr5		1	270.627145866037	248.265159948490	0.917369760354286	0.633595565237605	0.0332324318197316
orf19.3127	Chr4	CZF1/ZNF1	1	521.181442997325	600.165940930913	1.15154894517991	0.398238788144792	0.0590154707274282
orf19.3791	Chr4	FGR10	1	294.271735264731	282.307436306351	0.959342683905348	0.855596286125725	0.719203849152049
orf19.6054	Chr1	BUL2	1	429.277085000937	444.382071978592	1.03518703305028	0.83497853838194	0.661010835353881
orf19.7098	Chr7		1	589.792315869845	1435.05446298774	2.43315218658160	0.00217407082223110	0.00105606674439749
orf19.1669	Chr3	AFG3	1	1486.83820575556	1601.68819198352	1.07724444111227	0.754312689887075	0.392132603005919
orf19.972	Chr5		1	313.214737533310	369.626080812294	1.18010437096046	0.291901377981948	0.188945439140764
orf19.1857	Chr1	SPT11	1	1046.80264405179	1874.07367981446	1.79028367043535	0.0509605957171161	0.0514635291221466
orf19.4841	Chr1	SHY1	1	549.238833037385	712.168011631516	1.29664540959914	0.141947901365215	0.0227871433024719
orf19.6407	ChrR		1	512.796026364368	585.062557438089	1.14092646463366	0.243485953631396	0.038150281110247
orf19.3064	Chr1	MRPL27	1	1739.2588589256	2713.21094400182	1.5599810977406	0.428556592252376	0.286662230493221
orf19.728	Chr1	TSC11	1	525.007466932343	555.581683483951	1.05823577468384	0.833047713805836	0.449891656715727
orf19.658	Chr1	MRC1	1	687.416572555525	700.970883758516	1.01971775447979	0.936406605643123	0.807116443310786
orf19.5140	Chr7		1	836.314670230915	1041.49766493928	1.24534185757104	0.639800811928771	0.313698134082943
orf19.1964	Chr5		1	559.543540667403	519.222973751414	0.927940251320037	0.773699645211172	0.124532558610246
orf19.3087	Chr4	UBI3/RPS31	1	18892.4038720992	29564.276943438	1.56487639919128	0.129971903715205	0.073637671345087
orf19.318	Chr3	CAF17	1	491.544230507789	597.362031974327	1.21527625572418	0.467867642768362	0.0316920063437221
orf19.1580	Chr2		1	306.662785403837	316.115875593018	1.03082568423401	0.869082439392699	0.682412697856924
orf19.3688	Chr1	GON7	1	3076.90730297958	3406.12018255043	1.10699473437242	0.876263287839004	0.756083984187617
orf19.6152	ChrR		1	1121.75652036481	1360.13075057803	1.21250086439052	0.623467037666466	0.0154406612695211
orf19.4465	Chr1		1	282.875059047494	304.369480076643	1.07598556444505	0.670566856313307	0.126934095821918
orf19.2794	Chr1	YDL219W	1	574.28415410347	693.073234820834	1.20684721991469	0.48360987268427	0.26202577138117
orf19.5029	Chr1	MODF	1	439.513242165158	524.862717156379	1.19419090667386	0.507708021266777	0.080289510956464
orf19.5509.2	Chr7		1	472.01469242159	546.822746046235	1.15848670565921	0.397783372274163	0.0395238301859945
orf19.1354	Chr2	YER67	1	16843.6962586063	28671.9401529967	1.70223564429018	0.074095407742149	0.0465232676816447
orf19.6432	ChrR	AFG2	1	653.691298479843	703.66736210276	1.07645208638869	0.799454247308318	0.164642164842162
orf19.3108	Chr4	MGT1	1	469.491209540965	790.937083846023	1.68466856838352	0.063556318127451	0.0268211737941503
orf19.5045	Chr4		1	1080.05682987747	958.323612383526	0.887289988705729	0.797307330279625	0.722123115128585
orf19.1153	Chr1	GAD1	1	4910.32337431269	7174.27885865564	1.46106036441232	0.1623258459198	0.0322088294165214
orf19.427	Chr1	RIF1	1	369.765291338042	372.893770695493	1.00846071665118	0.970435888104034	0.866582980437251
orf19.6344	Chr1	RBK1	1	786.568768156037	1232.99811615363	1.56756556587438	0.0760128065126415	0.0300539765503777
orf19.3300	Chr1	ZPR1	1	5200.07976355573	5530.88609898039	1.06361562715693	0.901318750839848	0.844553374430702
orf19.5177	Chr7		1	541.052694072833	728.868008627576	1.34712943233115	0.0745917263361815	0.0364610735996652
orf19.2169	Chr2		1	210.906272796083	178.862027691374	0.848064049115829	0.411436292237055	0.162217719783514
orf19.2685	Chr4	PGA54	1	1961.43296647827	2184.68002432261	1.11381834692275	0.67649200308155	0.425807731564309
orf19.6294	Chr5	MYO1	1	598.204003029388	394.351814960385	0.659226305680558	0.121940075476744	0.0160162351548639
orf19.1730	Chr3	NHP10	1	1233.50004103295	1645.53525041172	1.33403745088953	0.402028270068301	0.231460593494287
orf19.3675	Chr1	GAL7	1	3054.16191592346	5237.11070947349	1.71474560080421	0.379062363097999	0.0935645671730129
orf19.1437	Chr4		1	487.303670340151	460.980067906641	0.945981111910904	0.72718320272028	0.696062446899889
orf19.2808	Chr3	CAT8	1	445.140534907366	387.969767074071	0.871566924712457	0.68207090612054	0.149011179561687
orf19.6740	Chr3	PRP19	1	836.011942160098	985.12849945424	1.17836653972771	0.618552945070757	0.490014862707577
orf19.5316	Chr4	FGR29	1	356.481314665036	324.165722134460	0.909348425285792	0.718351244849498	0.325213950883621
orf19.4363	ChrR	SGD1/YLR336C	1	689.82055839909	847.753770283671	1.2289482532256	0.278641594658415	0.0380326820267708
orf19.5735.3	Chr6	CDC50	1	1165.30305308497	1374.26677926138	1.17932135818508	0.71943166617871	0.529904364109023
orf19.1244	Chr4	GYP2(MIC1	1	694.493749587717	1036.29206658375	1.49215463378748	0.336330649791329	0.0995301099594676
orf19.1684	Chr3		1	480.764099400328	491.017809821101	1.02132794531364	0.952912967041815	0.858786714774693
orf19.6562	Chr7	RNH35	1	908.980328986109	909.774796551043	1.00087402063565	0.99727052466207	0.995228939130538
orf19.1289	Chr3	SCT1	1	451.635244326293	447.365133651763	0.99054522265883	0.970842945918058	0.864170284299358
orf19.191	Chr2	KIC1	1	704.594471135813	664.406877890955	0.942963513210548	0.82874378994018	0.781089149490255
orf19.5217	Chr2	TES3	1	281.390669366561	278.057955883258	0.988156275789796	0.952733624155354	0.916193617102815
orf19.4781	Chr1	GRP1	1	791.795302636163	956.715843094654	1.20828683866829	0.490240816389631	0.167849252735240
orf19.3249	Chr2	LAG1	1	634.353959045826	826.304338993591	1.30259191609128	0.040426015514886	0.00121757593625555
orf19.1525	Chr2	NMD4	1	415.64263812776	518.517040737889	1.24750685606636	0.289055597275271	0.198792481183224
orf19.4347	Chr5	PRR1	1	1229.92221543957	1103.55597033246	0.897256717928335	0.689768696163866	0.727458734335705
orf19.4545	Chr1	MBP12	1	435.434285301511	355.041981159937	0.815374427656962	0.578858510323362	0.00699505543879773
orf19.2934	Chr1		1	361.792989238719	303.622420249545	0.839215875598985	0.593532659959751	0.269665056843494
orf19.1117	Chr5	FDH3	1	829.039727239036	1406.40523016971	1.69642682245576	0.251126262147377	0.130921573660272
orf19.4337	Chr5	ESBP6	1	758.647114812798	530.800222734236	0.699666831086829	0.3400056881211	0.0826364301498857
orf19.1587	Chr2	HGT20	1	622.610516714541	746.217763211556	1.19853061131906	0.323130833250813	0.183653046725239
orf19.5636	Chr4	RBT5	1	848.96006670338	615.347249320307	0.72482472786945	0.0516214910983503	0.0246683552226887
orf19.419	Chr1		1	655.192740168045	1282.79779993604	1.95789379413304	0.298369997992324	0.0912790036605028
orf19.1666	Chr3		1	1552.70546368154	2528.41483442444	1.62839308134426	0.440023927461352	0.184686621875093
orf19.3690.2	Chr1	RPL26A	1	17707.6188207435	29515.2184731299	1.66680900305773	0.0718231959482443	0.00537440176505081
orf19.4059	Chr1	YHC3	1	672.273521746299	805.955246882662	1.19885020131257	0.460030400224492	0.213915669487050
orf19.3969	Chr5	HSR1	1	565.319408671265	378.091811583535	0.668810951444613	0.0264565033686546	0.0078167373968274
orf19.3241	Chr2		1	516.245775941853	539.625891182798	1.04528872938145	0.866106723230642	0.547902011890288
orf19.6992	Chr3	QDR2	1	3330.89101894195	3559.10412199327	1.06851413082972	0.539878106764399	0.543735138147929
