orf19.5630,APA2,6,353.2 ,337.7 ,1.0 ,0.497 ,0.867918674,0.826349167,1.0 ,0.069 ,717762,716662,C
orf19.2143,,6,552.9 ,528.6 ,1.0 ,0.239 ,0.87511979,0.618153674,1.0 ,0.144 ,1011582,1008739,C
orf19.1195,,6,404.9 ,388.4 ,1.0 ,0.249 ,0.982873113,0.947151337,1.1 ,0.110 ,60009,57658,C
orf19.5757,,6,1134.9 ,1089.3 ,1.0 ,0.318 ,0.679356685,0.312639074,1.0 ,0.090 ,829270,828320,C
orf19.5569,,6,1637.2 ,1578.2 ,1.0 ,0.251 ,0.967466385,0.935159682,1.0 ,0.057 ,603842,606523,W
orf19.5535,,6,555.5 ,537.9 ,1.0 ,0.287 ,0.996402936,0.984714505,1.1 ,0.074 ,540796,539339,C
orf19.5704,,6,655.7 ,636.1 ,1.0 ,0.185 ,0.869677842,0.599106412,1.1 ,0.089 ,725539,727845,W
orf19.5592,,6,294.8 ,286.0 ,1.0 ,0.498 ,0.806469183,0.515629179,1.1 ,0.036 ,648633,650654,W
orf19.5618,,6,909.7 ,883.6 ,1.0 ,0.307 ,0.646425267,0.588565714,1.0 ,0.072 ,692998,691040,C
orf19.5516,,6,802.3 ,779.6 ,1.0 ,43.764 ,0.534374833,0.351371774,1.0 ,0.059 ,511198,513105,W
orf19.121,ARC18,6,856.4 ,832.6 ,1.0 ,0.304 ,0.707116475,0.739866734,1.0 ,0.056 ,222243,221695,C
orf19.2146,,6,1849.5 ,1798.6 ,1.0 ,0.271 ,0.853447585,0.820442006,1.0 ,0.145 ,1013409,1012261,C
orf19.687,,6,25500.7 ,24803.4 ,1.0 ,0.279 ,0.950202408,0.914427189,1.0 ,0.052 ,400988,402673,W
orf19.3395,,6,919.6 ,894.9 ,1.0 ,0.230 ,0.70293404,0.396265815,1.1 ,0.082 ,388408,386876,C
orf19.1202,,6,562.6 ,548.9 ,1.0 ,0.579 ,0.848563308,0.759367248,1.0 ,0.046 ,70422,69088,C
orf19.90,,6,623.0 ,608.0 ,1.0 ,0.790 ,0.922108321,0.885762946,1.0 ,0.059 ,174667,176931,W
orf19.135,,6,153.1 ,149.4 ,1.0 ,1.798 ,0.815922279,0.622602521,1.0 ,0.054 ,245503,247878,W
orf19.3494,CTF5,6,201.1 ,196.4 ,1.0 ,0.297 ,0.781479242,0.605296564,1.0 ,0.063 ,444305,443205,C
orf19.3462,SAR1,6,4547.5 ,4442.8 ,1.0 ,0.451 ,0.983565607,0.942756856,1.0 ,0.052 ,461502,462232,W
orf19.1090,,6,375.0 ,366.5 ,1.0 ,0.256 ,0.79233498,0.754239152,1.0 ,0.058 ,954968,954621,C
orf19.5775,,6,1490.9 ,1457.6 ,1.0 ,0.339 ,0.978584891,0.966133228,1.1 ,0.105 ,864779,863241,C
orf19.3651,PGK1,6,38645.0 ,37936.6 ,1.0 ,0.361 ,0.890407676,0.904261633,1.0 ,0.041 ,133290,132037,C
orf19.1087,,6,135.6 ,133.3 ,1.0 ,1.251 ,0.91218882,0.707536478,1.0 ,0.045 ,950736,953156,W
orf19.3467,,6,194.1 ,191.3 ,1.0 ,16.632 ,0.542283634,0.237164598,1.0 ,0.049 ,470604,467785,C
orf19.93,,6,4266.1 ,4204.3 ,1.0 ,0.732 ,0.755000198,0.76975333,1.0 ,0.056 ,182745,183200,W
orf19.1183,,6,1377.2 ,1361.0 ,1.0 ,0.233 ,0.901104476,0.832019623,1.1 ,0.103 ,27005,28651,W
orf19.3401,CTA1,6,2362.4 ,2344.2 ,1.0 ,0.437 ,0.773582418,0.759664398,1.0 ,0.055 ,381908,382564,W
orf19.6338,,6,430.6 ,427.7 ,1.0 ,0.670 ,0.8551335,0.544947134,1.1 ,0.152 ,3622,4008,W
orf19.1075,,6,285.9 ,285.8 ,1.0 ,0.138 ,0.998730824,0.956050707,0.9 ,0.101 ,924998,923865,C
orf19.104,,6,118.5 ,119.2 ,1.0 ,5.289 ,0.770207348,0.395414816,1.0 ,0.067 ,199311,200165,W
orf19.687.1,RPL25,6,166.6 ,167.7 ,1.0 ,0.472 ,0.758960428,0.384469108,1.0 ,0.086 ,403696,402823,C
orf19.4201,NHX1,6,1031.6 ,1038.9 ,1.0 ,0.436 ,0.914342498,0.838987722,1.1 ,0.040 ,105983,103992,C
orf19.3658,,6,877.4 ,883.9 ,1.0 ,0.332 ,0.887940025,0.50738436,1.1 ,0.044 ,122527,124470,W
orf19.117,,6,473.9 ,479.7 ,1.0 ,1.054 ,0.721070464,0.627115626,1.0 ,0.066 ,214611,216203,W
orf19.6325.1,,6,415.7 ,421.0 ,1.0 ,0.487 ,0.86494042,0.902104339,1.1 ,0.245 ,13539,13784,W
orf19.1212,,6,2516.4 ,2551.4 ,1.0 ,0.529 ,0.883402245,0.441947473,1.0 ,0.024 ,890242,891648,W
orf19.6322,ARD,6,18184.3 ,18457.9 ,1.0 ,0.264 ,0.991534467,0.972606482,1.1 ,0.183 ,17289,18134,W
orf19.2163,,6,1731.8 ,1764.5 ,1.0 ,0.357 ,0.980120979,0.956196952,1.2 ,0.298 ,1028818,1031331,W
orf19.1201,,6,1723.6 ,1757.6 ,1.0 ,0.354 ,0.980421247,0.967233751,1.0 ,0.040 ,67551,69041,W
orf19.5550,MRT4,6,742.9 ,760.7 ,1.0 ,0.347 ,0.954459177,0.942821848,1.0 ,0.064 ,570398,571090,W
orf19.5525,,6,2693.8 ,2765.6 ,1.0 ,0.199 ,0.959270684,0.879846578,1.0 ,0.071 ,524631,525677,W
orf19.6327,HET1,6,7443.6 ,7666.2 ,1.0 ,0.361 ,0.94677948,0.926315078,1.1 ,0.159 ,12549,11956,C
orf19.137,,6,2544.7 ,2623.5 ,1.0 ,0.252 ,0.979815685,0.909155562,1.0 ,0.037 ,251684,252925,W
orf19.5765,,6,540.5 ,557.5 ,1.0 ,0.249 ,0.823741276,0.46932745,1.0 ,0.052 ,846348,848744,W
orf19.1217,,6,1863.7 ,1926.7 ,1.0 ,0.154 ,0.839508357,0.741370771,1.0 ,0.055 ,881560,884196,W
orf19.1089,PEX11,6,2450.4 ,2534.3 ,1.0 ,0.214 ,0.952580687,0.658590213,1.0 ,0.060 ,953697,954434,W
orf19.2156,NAG1,6,2315.7 ,2397.3 ,1.0 ,0.364 ,0.924327478,0.738964669,1.1 ,0.203 ,1021981,1021235,C
orf19.3441,FRP6,6,3637.0 ,3769.0 ,1.0 ,0.526 ,0.802437565,0.657247265,1.0 ,0.046 ,285703,284912,C
orf19.5730,,6,472.3 ,491.5 ,1.0 ,0.324 ,0.813375358,0.571675123,1.1 ,0.138 ,771412,769871,C
orf19.3450.1,,6,552.2 ,574.9 ,1.0 ,0.265 ,0.863419734,0.864388021,1.0 ,0.034 ,266917,266178,C
orf19.4194,,6,289.7 ,302.6 ,1.0 ,0.440 ,0.805169782,0.61060002,1.0 ,0.040 ,114469,113378,C
orf19.5734,,6,1188.7 ,1243.3 ,1.0 ,0.382 ,0.812935991,0.345014064,1.0 ,0.042 ,776769,775291,C
orf19.5606,,6,215.2 ,225.2 ,1.0 ,0.280 ,0.846459256,0.809390382,1.0 ,0.098 ,673310,672990,C
orf19.3402,FPG1,6,1311.9 ,1375.9 ,1.0 ,0.313 ,0.80776824,0.807756768,1.1 ,0.134 ,381748,380563,C
orf19.2131,,6,810.3 ,850.0 ,1.0 ,0.330 ,0.657702797,0.519977581,1.0 ,0.095 ,995441,993111,C
orf19.6337,TLO13,6,8431.9 ,8855.4 ,1.1 ,0.524 ,0.815590871,0.395154449,1.0 ,0.170 ,5545,6075,W
orf19.3438,,6,783.1 ,824.1 ,1.1 ,0.279 ,0.991567305,0.983483737,1.0 ,0.051 ,293962,292808,C
orf19.5752,,6,1164.9 ,1231.1 ,1.1 ,0.548 ,0.942205675,0.803613,1.0 ,0.047 ,817145,815232,C
orf19.109,,6,346.3 ,366.5 ,1.1 ,5.928 ,0.635257895,0.265828676,1.0 ,0.083 ,204422,205927,W
orf19.5718,,6,528.6 ,559.9 ,1.1 ,0.085 ,0.638660215,0.105889581,1.0 ,0.153 ,750781,748346,C
orf19.5615,AYR2,6,4650.4 ,4929.8 ,1.1 ,0.267 ,0.730504611,0.467962455,1.0 ,0.024 ,687829,686936,C
orf19.114,,6,110.4 ,117.4 ,1.1 ,0.667 ,0.895642372,0.423947751,1.0 ,0.059 ,212847,211849,C
orf19.5622,GLC3,6,2932.6 ,3122.8 ,1.1 ,0.444 ,0.964798138,0.907055779,1.0 ,0.045 ,702416,700362,C
orf19.3482,,6,1453.1 ,1556.8 ,1.1 ,0.359 ,0.749974768,0.296947927,1.0 ,0.055 ,499269,500660,W
orf19.3457,SWD3,6,118.5 ,127.2 ,1.1 ,5.650 ,0.96282246,0.930222319,1.0 ,0.053 ,452456,451305,C
orf19.3647,,6,292.0 ,313.9 ,1.1 ,0.502 ,0.826123334,0.553014548,1.0 ,0.071 ,137397,140720,W
