"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","orf","chr","gene","geneflag","WtMean","MutMean","WtMean2","MutMean2","fold.mut.by.wt","p","p.paired","sd.ratio"
"4537","orf19.5634","FRP1",238.4066487,374.81145,208.4791206,NA,238.4355409,NA,1.138399355,NA,0.343891393,0.382676646,1.092110145,0.120387632,1.071215776,0.102470143,"Ca21chr4","C",17454,15790,"orf19.5634","Chr4","FRP1/FRE5",1,238.41,374.81,208.48,238.44,1.14,0.34,0.38,28.29
"2522","orf19.5635","PGA7",391.6462847,576.9219007,410.5437545,NA,383.0000832,NA,0.932909292,NA,0.961106695,0.954555025,1.065770904,0.141046422,1.033552878,0.074545659,"Ca21chr4","W",17801,18460,"orf19.5635","Chr4","RBT6/PGA7",1,391.65,576.92,410.54,383,0.93,0.96,0.95,0.88
"235","orf19.5636","RBT5",736.3072119,769.5892737,866.6924149,NA,526.9005195,NA,0.607944076,NA,0.054535142,0.081081702,1.035980924,0.0141957,1.025632976,0.046899422,"Ca21chr4","W",19713,20438,"orf19.5636","Chr4","RBT5",1,736.31,769.59,866.69,526.9,0.61,0.05,0.08,0.34
"731","orf19.5639","HIS4",1565.575496,4178.020961,1834.163185,NA,2459.830997,NA,1.341118946,NA,0.619942326,0.182844138,1.076069406,0.136834623,1.056446584,0.109154348,"Ca21chr4","C",23694,21178,"orf19.5639","Chr4","HIS4",1,1565.58,4178.02,1834.16,2459.83,1.34,0.62,0.18,0.38
"1055","orf19.5640","PEX5",911.2379648,1974.717821,1064.931087,NA,1285.925822,NA,1.207520221,NA,0.671976722,0.465207633,1.029328343,0.072552694,1.013049597,0.041905765,"Ca21chr4","C",25631,23853,"orf19.5640","Chr4","PEX5",1,911.24,1974.72,1064.93,1285.93,1.21,0.67,0.47,1.09
"5108","orf19.5641","CAR2",1466.359761,3892.289523,1734.905442,NA,2306.143656,NA,1.329261872,NA,0.196109131,0.045850179,1.099994939,0.195593299,1.074729995,0.151855228,"Ca21chr4","C",27186,25876,"orf19.5641","Chr4","CAR2",1,1466.36,3892.29,1734.91,2306.14,1.33,0.2,0.05,0.31
"1703","orf19.5642","",7337.274766,16509.78287,9636.82637,NA,10221.09897,NA,1.060629151,NA,0.711750253,0.79430908,1.047192792,0.10811108,1.012387505,0.068795867,"Ca21chr4","W",27530,27943,"orf19.5642","Chr4","",1,7337.27,16509.78,9636.83,10221.1,1.06,0.71,0.79,0.41
"2647","orf19.5643","ECM7",439.6418388,834.2849834,461.7744157,NA,544.8707153,NA,1.179949986,NA,0.599630587,0.549736924,1.031417061,0.082169808,1.027641267,0.035037888,"Ca21chr4","W",28147,29691,"orf19.5643","Chr4","ECM7",1,439.64,834.28,461.77,544.87,1.18,0.6,0.55,0.67
"4249","orf19.5644","SMA2",332.502278,516.0262681,324.4061895,NA,312.1849625,NA,0.962327393,NA,0.613003569,0.613672294,0.994783077,0.083681965,0.991950767,0.028835782,"Ca21chr4","W",29746,30663,"orf19.5644","Chr4","SMA2",1,332.5,516.03,324.41,312.18,0.96,0.61,0.61,28.8
"5775","orf19.5645","MET15",17130.56962,31661.12339,20576.51853,NA,17909.76286,NA,0.870398111,NA,0.465877037,0.333530431,1.064825042,0.150552087,1.052805584,0.110294098,"Ca21chr4","C",31982,30660,"orf19.5645","Chr4","MET15/MET25",1,17130.57,31661.12,20576.52,17909.76,0.87,0.47,0.33,0.38
"5236","orf19.5646","",422.1951974,746.6927174,447.2625271,NA,429.3067567,NA,0.959854069,NA,0.95998191,0.963144771,1.034629439,0.096407212,1.024156142,0.066699914,"Ca21chr4","W",32585,33277,"orf19.5646","Chr4","",1,422.2,746.69,447.26,429.31,0.96,0.96,0.96,0.94
"5421","orf19.5647","SUB2",2823.61469,6427.471682,3420.398769,NA,3797.03226,NA,1.110113913,NA,0.62836884,0.224604627,1.05802943,0.123726876,1.043683211,0.054025654,"Ca21chr4","C",34763,33383,"orf19.5647","Chr4","SUB2",1,2823.61,6427.47,3420.4,3797.03,1.11,0.63,0.22,0.19
"1469","orf19.5648","",275.6587407,410.8091449,265.6226481,NA,259.6301141,NA,0.977439672,NA,0.484146943,0.479997307,1.098379582,0.186695894,1.09874063,0.178841216,"Ca21chr4","W",34782,35390,"orf19.5648","Chr4","",1,275.66,410.81,265.62,259.63,0.98,0.48,0.48,49.9
"682","orf19.5649","",246.0160819,328.4795061,237.3090927,NA,227.9872497,NA,0.934611265,NA,0.535716892,0.548098909,1.063661276,0.102607668,1.06371794,0.15026324,"Ca21chr4","W",35436,35975,"orf19.5649","Chr4","",1,246.02,328.48,237.31,227.99,0.93,0.54,0.55,8.01
"1383","orf19.5650","PRO3",1500.241182,3729.367545,1843.040027,NA,2368.823776,NA,1.2852807,NA,0.425076292,0.016961274,1.04948792,0.069549213,1.042847508,0.098788937,"Ca21chr4","C",36235,35411,"orf19.5650","Chr4","PRO3",1,1500.24,3729.37,1843.04,2368.82,1.29,0.43,0.02,0.23
"597","orf19.5651","",442.1416209,787.6582127,462.1266863,NA,513.3359237,NA,1.110812119,NA,0.651592707,0.53958305,1.057884569,0.081940692,1.045737126,0.0554705,"Ca21chr4","W",36910,39081,"orf19.5651","Chr4","",1,442.14,787.66,462.13,513.34,1.11,0.65,0.54,0.89
"3094","orf19.5653","ATP2",17796.0343,36995.72553,22130.68489,NA,23096.51727,NA,1.043642227,NA,0.797184146,0.580784254,1.073585201,0.142969447,1.062246655,0.106601159,"Ca21chr4","W",39465,41389,"orf19.5653","Chr4","ATP2",1,17796.03,36995.73,22130.68,23096.52,1.04,0.8,0.58,0.29
"829","orf19.5654","STE24",1278.562263,2507.857009,1537.009633,NA,1543.589095,NA,1.00428069,NA,0.91428787,0.924342413,0.997830262,0.057998463,1.007323376,0.009694471,"Ca21chr4","W",41651,43041,"orf19.5654","Chr4","STE24",1,1278.56,2507.86,1537.01,1543.59,1,0.91,0.92,0.35
"4779","orf19.5655","",278.6524574,468.8745579,259.2694858,NA,291.9571643,NA,1.126076072,NA,0.51545293,0.610551701,1.08125678,0.126675263,1.070108048,0.116499777,"Ca21chr4","C",44715,43184,"orf19.5655","Chr4","",1,278.65,468.87,259.27,291.96,1.13,0.52,0.61,2.72
"571","orf19.5657","SWI1",1213.9069,1952.450647,1439.478862,NA,1238.683749,NA,0.860508468,NA,0.223013809,0.157324458,1.067424392,0.072412221,1.042422343,0.036977409,"Ca21chr4","C",48100,45137,"orf19.5657","Chr4","SWI1",1,1213.91,1952.45,1439.48,1238.68,0.86,0.22,0.16,0.17
"6218","orf19.5658","MNN10",883.350598,1565.738802,994.0944412,NA,903.0404632,NA,0.908405103,NA,0.567613071,0.189961127,1.067591659,0.124199944,1.052191329,0.070745315,"Ca21chr4","C",49314,48307,"orf19.5658","Chr4","MNN10",1,883.35,1565.74,994.09,903.04,0.91,0.57,0.19,0.2
"1438","orf19.5660","TIM11",5155.730902,12668.1689,6516.31552,NA,8208.324693,NA,1.259657343,NA,0.045346906,0.050848714,1.045402847,0.156131146,1.021590428,0.072844548,"Ca21chr4","C",50512,49534,"orf19.5660","Chr4","TIM11",1,5155.73,12668.17,6516.32,8208.32,1.26,0.05,0.05,0.27
"2274","orf19.5660.1","PEX10",1238.625504,3009.02253,1570.080413,NA,2042.010857,NA,1.300577244,NA,0.530110847,0.052870412,1.027704965,0.106526893,1.024189003,0.020298309,"Ca21chr4","C",51211,50930,"orf19.5660.1","Chr4","PEX10",1,1238.63,3009.02,1570.08,2042.01,1.3,0.53,0.05,0.59
"4783","orf19.5661","PTC7",1544.181307,3847.326204,1940.419731,NA,2450.47053,NA,1.262855913,NA,0.157702816,0.062193596,1.144967824,0.220453985,1.122914478,0.186472457,"Ca21chr4","W",51522,52574,"orf19.5661","Chr4","",1,1544.18,3847.33,1940.42,2450.47,1.26,0.16,0.06,0.31
"17","orf19.5662","PEP7",415.2230067,885.9235694,444.6313887,NA,552.8759203,NA,1.243447796,NA,0.342020392,0.291557345,1.030023324,0.044011472,1.021973436,0.042450316,"Ca21chr4","W",52683,54020,"orf19.5662","Chr4","PEP7",1,415.22,885.92,444.63,552.88,1.24,0.34,0.29,3.01
"3583","orf19.5663","RCH1",4326.410852,2929.972837,4875.048944,NA,1650.156542,NA,0.338490251,NA,0.125557181,0.003687103,1.079864306,0.094815278,1.055489261,0.084918996,"Ca21chr4","C",55317,54082,"orf19.5663","Chr4","",1,4326.41,2929.97,4875.05,1650.16,0.34,0.13,0,0.18
"1351","orf19.5664","HOF1",729.6811379,921.0373169,813.7549744,NA,570.8105747,NA,0.70145264,NA,0.564590882,0.181133978,1.035546639,0.042111212,1.02846266,0.005946816,"Ca21chr4","W",56584,58407,"orf19.5664","Chr4","HOF1",1,729.68,921.04,813.75,570.81,0.7,0.56,0.18,0.39
"6037","orf19.5665","",1030.23457,2117.06849,1145.858481,NA,1169.267997,NA,1.020429675,NA,0.836184237,0.684392875,1.060722014,0.045010447,1.059978891,0.04800224,"Ca21chr4","W",58588,59571,"orf19.5665","Chr4","",1,1030.23,2117.07,1145.86,1169.27,1.02,0.84,0.68,0.32
"1455","orf19.5666","SUB1",1030.711938,2525.441714,1233.497506,NA,1550.852857,NA,1.257280902,NA,0.525067026,0.241327887,1.069674964,0.108836967,1.061157515,0.084007827,"Ca21chr4","W",59717,60157,"orf19.5666","Chr4","SUB1",1,1030.71,2525.44,1233.5,1550.85,1.26,0.53,0.24,0.43
"3847","orf19.5667","MNR2",1196.881405,2052.183504,1439.584577,NA,1266.626825,NA,0.87985579,NA,0.764303947,0.595822895,1.061423297,0.109972317,1.050461756,0.075039351,"Ca21chr4","W",60947,63340,"orf19.5667","Chr4","MNR2",1,1196.88,2052.18,1439.58,1266.63,0.88,0.76,0.6,0.44
"1710","orf19.5669","YET1",606.0983857,1540.154837,667.5546048,NA,916.6778716,NA,1.373187849,NA,0.333589174,0.20286303,1.007250778,0.068253125,1.004743352,0.029375255,"Ca21chr4","W",63561,64121,"orf19.5669","Chr4","YET1",1,606.1,1540.15,667.55,916.68,1.37,0.33,0.2,0.68
"5240","orf19.5671","",3054.282446,4984.295782,3658.010504,NA,3086.144181,NA,0.843667392,NA,0.372600655,0.411616182,1.036596266,0.113545311,1.025507801,0.075561145,"Ca21chr4","C",66706,64271,"orf19.5671","Chr4","",1,3054.28,4984.3,3658.01,3086.14,0.84,0.37,0.41,0.34
"5774","orf19.5672","MEP2",841.7862553,1000.92617,928.5441776,NA,597.3006082,NA,0.643265687,NA,0.044980602,0.000961227,1.108378477,0.145558556,1.08597979,0.101660332,"Ca21chr4","W",67995,69437,"orf19.5672","Chr4","MEP2",1,841.79,1000.93,928.54,597.3,0.64,0.04,0,0.09
"563","orf19.5673","OPT7",358.9380359,558.0386312,376.7417027,NA,374.8643145,NA,0.995016776,NA,0.684008566,0.704602656,1.062541392,0.120335171,1.042567647,0.068238677,"Ca21chr4","C",71749,69506,"orf19.5673","Chr4","OPT7",1,358.94,558.04,376.74,374.86,1,0.68,0.7,1.35
"1999","orf19.5674","PGA10",412.5402144,725.1228448,469.9444743,NA,536.1834756,NA,1.130759111,NA,0.495250689,0.433685806,1.016797341,0.022748285,1.025311816,0.035636721,"Ca21chr4","C",73547,72795,"orf19.5674","Chr4","PGA10/RBT51/RBT8",1,412.54,725.12,469.94,536.18,1.13,0.5,0.43,4.19
"3580","orf19.5675","RIS1",1126.807087,1814.80372,1368.029806,NA,1185.131411,NA,0.866305256,NA,0.27173617,0.222573973,1.055017058,0.107132833,1.045995497,0.080436614,"Ca21chr4","C",77579,74271,"orf19.5675","Chr4","RIS1",1,1126.81,1814.8,1368.03,1185.13,0.87,0.27,0.22,0.21
"4896","orf19.5676","",986.9912882,1532.258475,1147.588555,NA,966.608698,NA,0.84229552,NA,0.277906009,0.20628667,1.043861312,0.036470119,1.033489416,0.011224051,"Ca21chr4","C",80171,78360,"orf19.5676","Chr4","",1,986.99,1532.26,1147.59,966.61,0.84,0.28,0.21,0.21
"4887","orf19.5677","DUR4",271.158616,525.134844,256.622819,NA,313.318928,NA,1.20325383,NA,0.382444163,0.369716647,1.07915308,0.099849428,1.062083556,0.073669462,"Ca21chr4","W",81578,83551,"orf19.5677","Chr4","DUR4",1,271.16,525.13,256.62,313.32,1.2,0.38,0.37,5.07
"NA","orf19.5678a","",351.9319691,620.5973989,349.6771422,NA,377.3059747,NA,1.079012406,NA,0.554876952,0.558886512,NA,NA,NA,NA,"Ca21chr4","W",84045,85634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"175","orf19.4191.1","RLP24",965.7593784,1889.462448,1103.970979,NA,1112.00067,NA,1.007273462,NA,0.923540029,0.817414843,1.017292815,0.077345737,1.027810394,0.077297193,"Ca21chr4","W",86317,89235,"orf19.4191.1","Chr4","RLP24",1,965.76,1889.46,1103.97,1112,1.01,0.92,0.82,0.53
"4665","orf19.4191","HCT5",1188.806005,1878.543924,1381.270103,NA,1135.704094,NA,0.822217241,NA,0.235872851,0.060939232,0.959216908,0.116362334,0.976567656,0.125265337,"Ca21chr4","C",90017,89388,"orf19.4191","Chr4","HCT5",1,1188.81,1878.54,1381.27,1135.7,0.82,0.24,0.06,0.14
"1629","orf19.4190","",801.2740747,1796.680671,901.9737508,NA,970.5653283,NA,1.076046091,NA,0.827262123,0.738435668,1.041933125,0.055865339,1.021500954,0.024708931,"Ca21chr4","W",90450,90923,"orf19.4190","Chr4","",1,801.27,1796.68,901.97,970.57,1.08,0.83,0.74,0.68
"6105","orf19.4189","",406.1883798,699.9545097,418.5024077,NA,432.3524925,NA,1.033094397,NA,0.692904395,0.671286804,0.975676051,0.033637228,0.98903552,0.057709737,"Ca21chr4","C",92485,91409,"orf19.4189","Chr4","",1,406.19,699.95,418.5,432.35,1.03,0.69,0.67,2.08
"5016","orf19.4188","NMD5",1001.875318,2188.684753,1162.808801,NA,1281.45094,NA,1.102030651,NA,0.985080643,0.934447139,0.984030569,0.025313101,0.987683826,0.052652252,"Ca21chr4","C",96782,93729,"orf19.4188","Chr4","NMD5",1,1001.88,2188.68,1162.81,1281.45,1.1,0.99,0.93,0.29
"5041","orf19.4187","MMM1",397.8415845,706.0817071,406.7333344,NA,424.1397068,NA,1.042795539,NA,0.747747494,0.732229411,1.004830183,0.05192451,1.013792427,0.014324559,"Ca21chr4","C",98893,97574,"orf19.4187","Chr4","MMM1",1,397.84,706.08,406.73,424.14,1.04,0.75,0.73,0.79
"3258","orf19.4186","PCT1",924.1919445,1892.98073,1071.601406,NA,1166.803302,NA,1.088840771,NA,0.561068348,0.451856287,0.976322607,0.033731492,0.982694032,0.042049221,"Ca21chr4","C",100504,99131,"orf19.4186","Chr4","PCT1",1,924.19,1892.98,1071.6,1166.8,1.09,0.56,0.45,0.53
"3848","orf19.4185","",722.7580544,1501.141207,884.0911992,NA,1066.13724,NA,1.205913192,NA,0.444533876,0.236410198,1.065800345,0.021343405,1.069659021,0.025703839,"Ca21chr4","W",100986,101441,"orf19.4185","Chr4","",1,722.76,1501.14,884.09,1066.14,1.21,0.44,0.24,0.56
"1527","orf19.4184","YAP180",1123.224654,1808.474406,1331.269061,NA,1147.549691,NA,0.861996815,NA,0.814905851,0.429992769,1.055424902,0.054805172,1.03941833,0.048173586,"Ca21chr4","C",103606,101597,"orf19.4184","Chr4","YAP180",1,1123.22,1808.47,1331.27,1147.55,0.86,0.81,0.43,0.31
"1677","orf19.4183","MUC1",1506.388121,3272.046558,1871.669943,NA,2082.471838,NA,1.112627708,NA,0.18156346,0.172135494,1.098455557,0.116127968,1.071690575,0.089153463,"Ca21chr4","C",107085,104422,"orf19.4183","Chr4","MUC1",1,1506.39,3272.05,1871.67,2082.47,1.11,0.18,0.17,0.19
"2218","orf19.4182","",761.7763316,1600.068238,923.4067464,NA,1094.514297,NA,1.185300303,NA,0.668426211,0.362089998,1.051879928,0.07387409,1.034885648,0.042870554,"Ca21chr4","W",107346,108402,"orf19.4182","Chr4","",1,761.78,1600.07,923.41,1094.51,1.19,0.67,0.36,0.43
"4815","orf19.4181","SPC2",738.6961314,1546.234432,857.7997331,NA,933.2724273,NA,1.08798405,NA,0.722985973,0.505078818,1.013335033,0.054095713,1.006098859,0.019361807,"Ca21chr4","C",108930,108421,"orf19.4181","Chr4","SPC2",1,738.7,1546.23,857.8,933.27,1.09,0.72,0.51,0.62
"5532","orf19.4180","SEC72",1311.366742,2661.258858,1672.368813,NA,1709.021759,NA,1.021916784,NA,0.77280404,0.453601092,1.030436531,0.036900295,1.041430495,0.019887593,"Ca21chr4","C",110013,109399,"orf19.4180","Chr4","SEC72",1,1311.37,2661.26,1672.37,1709.02,1.02,0.77,0.45,0.4
"6350","orf19.4179","",301.8469949,458.7219433,289.7761923,NA,289.9100107,NA,1.000461799,NA,0.890060241,0.921822448,1.014159896,0.029200521,1.015234661,0.024496167,"Ca21chr4","W",110388,110918,"orf19.4179","Chr4","",1,301.85,458.72,289.78,289.91,1,0.89,0.92,1.46
"6031","orf19.4177","HIS5",1667.851676,3996.389339,1971.045618,NA,2265.988656,NA,1.149637855,NA,0.76307312,0.539989316,1.06272848,0.093133727,1.04623921,0.057618481,"Ca21chr4","W",111285,112454,"orf19.4177","Chr4","HIS5",1,1667.85,3996.39,1971.05,2265.99,1.15,0.76,0.54,0.31
"3257","orf19.4176","MRPS17",853.9280329,1634.336444,1009.204884,NA,995.6087883,NA,0.986527914,NA,0.879142432,0.805069569,1.052181528,0.079332355,1.038719132,0.009919612,"Ca21chr4","W",112699,113439,"orf19.4176","Chr4","MRPS17",1,853.93,1634.34,1009.2,995.61,0.99,0.88,0.81,0.66
"3809","orf19.4175","TOK1",1012.728388,1674.91428,1190.096082,NA,1040.318673,NA,0.874146793,NA,0.880237019,0.801110101,1.042279525,0.074135412,1.023180391,0.029708165,"Ca21chr4","W",113653,115878,"orf19.4175","Chr4","TOK1",1,1012.73,1674.91,1190.1,1040.32,0.87,0.88,0.8,0.71
"886","orf19.4174","FUN26",897.9214093,1521.323679,1174.196676,NA,1149.105357,NA,0.978631077,NA,0.924056416,0.874332505,1.132362149,0.146025515,1.110774695,0.109156693,"Ca21chr4","W",116226,117587,"orf19.4174","Chr4","FUN26",1,897.92,1521.32,1174.2,1149.11,0.98,0.92,0.87,0.63
"4132","orf19.4173","DPH2",480.2072436,898.2750488,529.383211,NA,577.820398,NA,1.091497399,NA,0.641413329,0.567496733,1.078684949,0.101708268,1.068439662,0.102493446,"Ca21chr4","C",119173,117584,"orf19.4173","Chr4","DPH2",1,480.21,898.28,529.38,577.82,1.09,0.64,0.57,0.74
"5862","orf19.4172","PHO14",1211.383877,2951.540129,1414.393784,NA,1724.072151,NA,1.218947771,NA,0.563084586,0.139194685,1.004528424,0.033562471,1.023746483,0.035581037,"Ca21chr4","C",120395,119430,"orf19.4172","Chr4","PHO14",1,1211.38,2951.54,1414.39,1724.07,1.22,0.56,0.14,0.39
"1707","orf19.4171","",368.2964532,546.633688,369.0374896,NA,340.2656648,NA,0.922035496,NA,0.928502978,0.938661827,1.031313575,0.075286083,1.030047297,0.012288484,"Ca21chr4","W",121074,123011,"orf19.4171","Chr4","",1,368.3,546.63,369.04,340.27,0.92,0.93,0.94,0.65
"5699","orf19.4170","(null)",243.6613169,414.4615774,219.863248,NA,268.0327309,NA,1.21908838,NA,0.291396645,0.35706516,1.064936562,0.073957975,1.053011137,0.048733132,"Ca21chr4","W",124050,124874,"orf19.4170","Chr4","CIS34(IFL3:PIR3)",1,243.66,414.46,219.86,268.03,1.22,0.29,0.36,14.05
"5753","orf19.4169","",221.3951401,330.9880952,189.4936337,NA,208.2811719,NA,1.096487928,NA,0.506518444,0.550970747,1.002841949,0.032074586,0.979297696,0.058289124,"Ca21chr4","C",125653,125258,"orf19.4169","Chr4","",1,221.4,330.99,189.49,208.28,1.1,0.51,0.55,489.14
"1363","orf19.4168","POP7",533.3154755,999.6914575,610.8405524,NA,656.2679597,NA,1.074368683,NA,0.597237042,0.457759716,1.036908348,0.078613573,1.031962854,0.062395054,"Ca21chr4","W",126015,126518,"orf19.4168","Chr4","POP7",1,533.32,999.69,610.84,656.27,1.07,0.6,0.46,4.7
"5754","orf19.4167","",420.0598853,876.5413855,432.6584538,NA,500.8624955,NA,1.157639452,NA,0.697398368,0.605487535,1.072359793,0.071065322,1.055670817,0.041693709,"Ca21chr4","C",127113,126574,"orf19.4167","Chr4","",1,420.06,876.54,432.66,500.86,1.16,0.7,0.61,0.36
"3742","orf19.4166","NAF2",828.8147715,1411.545835,928.5728821,NA,848.4989351,NA,0.913766654,NA,0.544810042,0.324392112,1.111153762,0.101099059,1.086622486,0.056205893,"Ca21chr4","W",131943,133832,"orf19.4166","Chr4","NAF2",1,828.81,1411.55,928.57,848.5,0.91,0.54,0.32,0.28
"3735","orf19.4164","",783.1726429,1776.310172,920.2492574,NA,1141.500066,NA,1.240424871,NA,0.383334086,0.139462639,0.978171992,0.056559849,0.985761864,0.083369932,"Ca21chr4","C",135159,134425,"orf19.4164","Chr4","",1,783.17,1776.31,920.25,1141.5,1.24,0.38,0.14,0.42
"8","orf19.4163","",529.0869613,670.5161992,552.3680436,NA,402.6798412,NA,0.729006404,NA,0.257352294,0.114195162,1.014063547,0.036307592,1.018577301,0.016686789,"Ca21chr4","C",138778,135560,"orf19.4163","Chr4","",1,529.09,670.52,552.37,402.68,0.73,0.26,0.11,0.3
"3321","orf19.4162","MLH1",356.9634583,513.9452633,353.065811,NA,300.2513496,NA,0.84672103,NA,0.611796223,0.597631354,1.004712524,0.061590094,1.016046865,0.009184714,"Ca21chr4","C",142783,140630,"orf19.4162","Chr4","MLH1",1,356.96,513.95,353.07,300.25,0.85,0.61,0.6,12.21
"4742","orf19.4161","QRI2",804.4906057,1434.345518,935.5471639,NA,889.5393985,NA,0.950822613,NA,0.80140914,0.594430779,0.995853627,0.057918083,0.991106231,0.079896668,"Ca21chr4","W",142987,144102,"orf19.4161","Chr4","QRI2",1,804.49,1434.35,935.55,889.54,0.95,0.8,0.59,0.63
"1109","orf19.4160","QRI7",741.9222154,1266.224902,871.8909421,NA,839.7548489,NA,0.963142072,NA,0.871842592,0.860760054,1.038412213,0.034633846,1.038282064,0.025437687,"Ca21chr4","C",145508,144156,"orf19.4160","Chr4","QRI7",1,741.92,1266.22,871.89,839.75,0.96,0.87,0.86,0.44
"3348","orf19.4159","",459.8770362,863.4352445,495.4855045,NA,548.5267569,NA,1.10704905,NA,0.419924284,0.533462478,1.066100819,0.048353725,1.059302937,0.02234408,"Ca21chr4","W",146332,147432,"orf19.4159","Chr4","",1,459.88,863.44,495.49,548.53,1.11,0.42,0.53,0.75
"2270","orf19.4157","SPS19",4137.475678,6955.592551,5387.77167,NA,4509.101175,NA,0.836913932,NA,0.536984646,0.251903222,1.02499587,0.063273411,1.019434999,0.025878714,"Ca21chr4","W",148176,149048,"orf19.4157","Chr4","SPS19",1,4137.48,6955.59,5387.77,4509.1,0.84,0.54,0.25,0.3
"1483","orf19.4711","",1080.247625,2097.354261,1282.636877,NA,1362.007647,NA,1.061880936,NA,0.944062049,0.785164233,1.072237414,0.112089377,1.062326921,0.078903559,"Ca21chr4","W",150357,152171,"orf19.4711","Chr4","",1,1080.25,2097.35,1282.64,1362.01,1.06,0.94,0.79,0.3
"1513","orf19.4707","IFP3",389.4483323,584.1498631,408.8681988,NA,398.5906003,NA,0.974863297,NA,0.999064897,0.999188267,1.033718107,0.088889365,1.030693393,0.047055698,"Ca21chr4","C",154610,152472,"orf19.4707","Chr4","IFP3",1,389.45,584.15,408.87,398.59,0.97,1,1,0.82
"3158","orf19.4706","",2855.007095,7576.832536,3565.935588,NA,4825.180903,NA,1.353131817,NA,0.037417941,0.029191677,1.031721955,0.054174706,1.023545617,0.046404201,"Ca21chr4","C",156363,155866,"orf19.4706","Chr4","",1,2855.01,7576.83,3565.94,4825.18,1.35,0.04,0.03,0.38
"1215","orf19.4705","CCA1",799.533269,1392.933002,914.8741923,NA,818.1314349,NA,0.894255671,NA,0.696419723,0.54351984,1.001820155,0.05484919,1.007979714,0.017210461,"Ca21chr4","W",157322,158917,"orf19.4705","Chr4","CCA1",1,799.53,1392.93,914.87,818.13,0.89,0.7,0.54,0.39
