"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","orf","chr","gene","geneflag","WtMean","MutMean","WtMean2","MutMean2","fold.mut.by.wt","p","p.paired","sd.ratio"
"2304","orf19.7103","GFD2",695.2147834,2269.068489,871.9290893,NA,1704.481432,NA,1.954839508,NA,0.201686435,0.008620516,1.660350717,0.278971722,1.590844197,0.200276907,"Ca21chr7","W",27138,28232,"orf19.7103","Chr7","GFD2",1,695.21,2269.07,871.93,1704.48,1.95,0.2,0.01,0.82
"1111","orf19.7102","",585.1940129,1438.315721,650.2526189,NA,861.5644579,NA,1.32496884,NA,0.469377367,0.31939777,1.599887733,0.064053914,1.582988165,0.037805293,"Ca21chr7","W",30551,31618,"orf19.7102","Chr7","",1,585.19,1438.32,650.25,861.56,1.32,0.47,0.32,0.81
"3396","orf19.7101","TEL2",668.1112007,1406.188877,798.2869262,NA,933.6384635,NA,1.169552492,NA,0.626084534,0.321705624,1.605701959,0.182828519,1.561932014,0.117563551,"Ca21chr7","C",30591,28225,"orf19.7101","Chr7","TEL2",1,668.11,1406.19,798.29,933.64,1.17,0.63,0.32,0.81
"4694","orf19.7100","",427.3284975,682.1961603,430.6778948,NA,401.9600335,NA,0.933319398,NA,0.666115187,0.608338871,1.531673889,0.069744879,1.498762312,0.049852603,"Ca21chr7","W",31779,33545,"orf19.7100","Chr7","",1,427.33,682.2,430.68,401.96,0.93,0.67,0.61,6.67
"180","orf19.7098","",505.5654182,1829.741485,593.6707371,NA,1210.023815,NA,2.038206938,NA,0.03405619,0.039873975,1.555027017,0.206510738,1.525437727,0.185291399,"Ca21chr7","W",33810,34454,"orf19.7098","Chr7","",1,505.57,1829.74,593.67,1210.02,2.04,0.03,0.04,2.52
"2967","orf19.7097","",1851.244159,5696.191383,2286.827752,NA,3422.766842,NA,1.496731373,NA,0.051491021,0.030417775,1.516834245,0.082612028,1.48176608,0.038157486,"Ca21chr7","C",35195,34632,"orf19.7097","Chr7","",1,1851.24,5696.19,2286.83,3422.77,1.5,0.05,0.03,0.46
"3688","orf19.7096","",1229.448638,2657.912088,1482.253255,NA,1643.027289,NA,1.108465968,NA,0.403350026,0.46329629,1.553298041,0.113713425,1.523085958,0.09605609,"Ca21chr7","C",38295,35365,"orf19.7096","Chr7","",1,1229.45,2657.91,1482.25,1643.03,1.11,0.4,0.46,0.43
"306","orf19.7095","",1281.392152,4230.828943,1568.110512,NA,2770.640657,NA,1.766865687,NA,0.00374744,0.008968446,1.55852474,0.148307502,1.514864683,0.093477928,"Ca21chr7","W",38507,39679,"orf19.7095","Chr7","",1,1281.39,4230.83,1568.11,2770.64,1.77,0,0.01,0.57
"2542","orf19.7094","HGT12",454.9715274,655.3716749,473.0757228,NA,405.6468383,NA,0.857467037,NA,0.492670784,0.478666376,1.552420218,0.216515176,1.513988966,0.083270272,"Ca21chr7","W",41587,43167,"orf19.7094","Chr7","SNF32(CG13C)/HGT12",1,454.97,655.37,473.08,405.65,0.86,0.49,0.48,0.45
"3342","orf19.7093","HGT13",364.1693053,596.6780504,367.2076462,NA,382.5196851,NA,1.041698584,NA,0.736249813,0.692764668,1.535812479,0.081303076,1.507356623,0.054339126,"Ca21chr7","C",45102,43379,"orf19.7093","Chr7","STL12/HGT13/STL1",1,364.17,596.68,367.21,382.52,1.04,0.74,0.69,1.27
"1250","orf19.7092","",954.9788134,3556.850196,1151.891075,NA,2287.554931,NA,1.985912541,NA,0.002558062,0.007465851,1.522773615,0.067456242,1.499544138,0.013551393,"Ca21chr7","W",46309,47109,"orf19.7092","Chr7","",1,954.98,3556.85,1151.89,2287.55,1.99,0,0.01,1.01
"1797","orf19.7091","",2195.165468,4537.311625,2808.138635,NA,3025.634428,NA,1.077451943,NA,0.74085618,0.608137112,1.601735749,0.16362041,1.55814217,0.116177534,"Ca21chr7","C",47988,47152,"orf19.7091","Chr7","",1,2195.17,4537.31,2808.14,3025.63,1.08,0.74,0.61,0.42
"3829","orf19.7089","PMR1",1532.09254,3755.126145,1784.151291,NA,2280.827725,NA,1.278382465,NA,0.232497298,0.132140947,1.625622705,0.17144294,1.576659547,0.130043967,"Ca21chr7","C",51214,48461,"orf19.7089","Chr7","PMR1",1,1532.09,3755.13,1784.15,2280.83,1.28,0.23,0.13,0.56
"258","orf19.7088","SUA5",671.0531396,1735.692308,760.5875243,NA,1075.884969,NA,1.414544592,NA,0.054462733,0.028397445,1.63566118,0.3092338,1.565489429,0.233299009,"Ca21chr7","C",52855,51707,"orf19.7088","Chr7","SUA5",1,671.05,1735.69,760.59,1075.88,1.41,0.05,0.03,0.47
"6000","orf19.7086","KAP114",669.5562185,1727.850169,754.8027058,NA,1037.714983,NA,1.374816194,NA,0.0346497,0.011934111,1.554672607,0.194033863,1.505483621,0.156772307,"Ca21chr7","C",55866,52951,"orf19.7086","Chr7","KAP114",1,669.56,1727.85,754.8,1037.71,1.37,0.03,0.01,0.24
"3730","orf19.7085","",7810.65587,20850.46365,11569.29503,NA,13725.4855,NA,1.186371811,NA,0.297855898,0.196228296,1.463544776,0.057590941,1.43342865,0.074495506,"Ca21chr7","C",57377,56058,"orf19.7085","Chr7","",1,7810.66,20850.46,11569.3,13725.49,1.19,0.3,0.2,1.09
"1230","orf19.7084","",1651.823509,5499.765861,2121.389384,NA,3446.944559,NA,1.624852366,NA,0.011546871,0.074181831,1.580443387,0.198367279,1.525243934,0.097945563,"Ca21chr7","W",59071,60084,"orf19.7084","Chr7","",1,1651.82,5499.77,2121.39,3446.94,1.62,0.01,0.07,1.02
"4683","orf19.7083","DCC1",380.0853773,791.960872,386.8836298,NA,464.9934218,NA,1.201894797,NA,0.44813842,0.476351014,1.455634071,0.04952943,1.460146357,0.054952747,"Ca21chr7","W",60279,61298,"orf19.7083","Chr7","DCC1",1,380.09,791.96,386.88,464.99,1.2,0.45,0.48,1.38
"3179","orf19.7082","PET8",426.9614279,1417.517948,456.9334525,NA,828.9504274,NA,1.814160077,NA,0.137956451,0.170384394,1.563105648,0.228191138,1.532657625,0.24662581,"Ca21chr7","W",61437,62255,"orf19.7082","Chr7","PET8",1,426.96,1417.52,456.93,828.95,1.81,0.14,0.17,1.93
"5568","orf19.7081","SPL1",3446.396352,8933.238056,4368.06626,NA,5816.436269,NA,1.331581511,NA,0.449376343,0.175907526,1.530525072,0.222756417,1.492135595,0.147436922,"Ca21chr7","W",62478,63944,"orf19.7081","Chr7","NSF1/SPL1/NFS1",1,3446.4,8933.24,4368.07,5816.44,1.33,0.45,0.18,0.46
"2869","orf19.7080","LEU2",1228.406332,4309.698702,1500.125588,NA,2693.374125,NA,1.795432427,NA,0.401133815,0.069854312,1.524682986,0.102903435,1.49082291,0.08245034,"Ca21chr7","W",64158,65279,"orf19.7080","Chr7","LEU2(LEU3)/LEU2",1,1228.41,4309.7,1500.13,2693.37,1.8,0.4,0.07,1.1
"5909","orf19.7079","BUD3",407.4712104,633.8928015,418.0493417,NA,382.9562545,NA,0.916055155,NA,0.916095258,0.897168143,1.551790515,0.174919073,1.502741819,0.103999692,"Ca21chr7","C",68746,65303,"orf19.7079","Chr7","BUD3",1,407.47,633.89,418.05,382.96,0.92,0.92,0.9,0.85
"2755","orf19.7078","",630.9972527,1736.20851,783.3704103,NA,1295.807801,NA,1.654144431,NA,0.359124655,0.19080304,1.516397807,0.079135349,1.478725151,0.045386404,"Ca21chr7","C",69539,69078,"orf19.7078","Chr7","",1,631,1736.21,783.37,1295.81,1.65,0.36,0.19,0.91
"776","orf19.7077","FRE7",1418.599138,3849.437408,1859.089113,NA,2496.82698,NA,1.343037815,NA,0.516497356,0.199001709,1.528722814,0.11458567,1.492276123,0.047258113,"Ca21chr7","W",70601,72361,"orf19.7077","Chr7","FRE7",1,1418.6,3849.44,1859.09,2496.83,1.34,0.52,0.2,1.58
"383","orf19.7076","GBP2",3834.999606,9534.793898,4920.765023,NA,6114.898647,NA,1.242672352,NA,0.20663776,0.053412102,1.562078093,0.183293013,1.52672783,0.113138792,"Ca21chr7","C",74332,72658,"orf19.7076","Chr7","GBP2",1,3835,9534.79,4920.77,6114.9,1.24,0.21,0.05,0.3
"3726","orf19.7074","SGF29",460.2693591,1228.498313,494.2022533,NA,774.6076159,NA,1.567389891,NA,0.072173139,0.027452334,1.493396709,0.089072783,1.470356264,0.085849082,"Ca21chr7","C",75454,74657,"orf19.7074","Chr7","SGF29",1,460.27,1228.5,494.2,774.61,1.57,0.07,0.03,0.91
"5654","orf19.7073","",379.3798772,897.5744813,388.1598298,NA,590.2082535,NA,1.520528937,NA,0.046059429,0.052839164,1.495674263,0.068037397,1.497118178,0.11010503,"Ca21chr7","W",75620,76342,"orf19.7073","Chr7","",1,379.38,897.57,388.16,590.21,1.52,0.05,0.05,0.92
"1070","orf19.7072","PEL1",688.7445844,1432.871089,826.2130774,NA,956.085604,NA,1.157190112,NA,0.657932947,0.57725885,1.578128048,0.176556568,1.532640594,0.134830638,"Ca21chr7","C",77930,76425,"orf19.7072","Chr7","PGS1/PEL1",1,688.74,1432.87,826.21,956.09,1.16,0.66,0.58,0.78
"4450","orf19.7071","FGR2",339.9196876,509.064582,361.3064148,NA,350.871075,NA,0.961080376,NA,0.499490293,0.479453651,1.548578269,0.114244177,1.534918981,0.061425698,"Ca21chr7","W",79446,80990,"orf19.7071","Chr7","FGR2/PHO84",1,339.92,509.06,361.31,350.87,0.96,0.5,0.48,5.08
"6287","orf19.7070","",252.6624668,468.3132351,228.8449411,NA,294.5012163,NA,1.286902891,NA,0.542592977,0.64561954,1.639232766,0.263282471,1.56895937,0.201861141,"Ca21chr7","W",81346,81816,"orf19.7070","Chr7","",1,252.66,468.31,228.84,294.5,1.29,0.54,0.65,4.87
"967","orf19.7069","",529.5827688,1769.167245,584.4025173,NA,1051.745755,NA,1.799694088,NA,0.108844694,0.09311266,1.611500309,0.256041895,1.546669685,0.178680172,"Ca21chr7","C",81905,81174,"orf19.7069","Chr7","",1,529.58,1769.17,584.4,1051.75,1.8,0.11,0.09,1.81
"3511","orf19.7068","MAC1",349.3050398,671.4459652,344.0677748,NA,412.1042335,NA,1.197741444,NA,0.465508843,0.403510013,1.50677583,0.103646156,1.496245388,0.057446861,"Ca21chr7","W",82584,83879,"orf19.7068","Chr7","MAC1",1,349.31,671.45,344.07,412.1,1.2,0.47,0.4,1.95
"2256","orf19.7067","CTR9",931.7338261,1859.826628,1032.717385,NA,1129.110946,NA,1.093339729,NA,0.77327647,0.432590906,1.524123883,0.13981464,1.503169525,0.094326996,"Ca21chr7","W",84177,87452,"orf19.7067","Chr7","CTR9",1,931.73,1859.83,1032.72,1129.11,1.09,0.77,0.43,0.34
"3211","orf19.7065","",600.8873804,1883.652962,702.7901584,NA,1146.394536,NA,1.631204595,NA,0.287429622,0.468929361,1.501922342,0.047019892,1.505875453,0.043008879,"Ca21chr7","C",88111,87578,"orf19.7065","Chr7","",1,600.89,1883.65,702.79,1146.39,1.63,0.29,0.47,1.83
"2158","orf19.7064","GLN4",1043.155923,3000.659807,1206.907807,NA,1842.229425,NA,1.526404432,NA,0.593163611,0.050424577,1.476034331,0.101895319,1.45902639,0.032345661,"Ca21chr7","C",91080,88681,"orf19.7064","Chr7","GLN4",1,1043.16,3000.66,1206.91,1842.23,1.53,0.59,0.05,0.56
"2170","orf19.7063","",514.0795179,1407.308255,559.127881,NA,843.828072,NA,1.509186182,NA,0.15379034,0.103064986,1.548430959,0.08263335,1.522779404,0.045093185,"Ca21chr7","C",92165,91359,"orf19.7063","Chr7","",1,514.08,1407.31,559.13,843.83,1.51,0.15,0.1,0.97
"3476","orf19.7062","RPA135",1041.165573,3466.730168,1244.853574,NA,2180.901847,NA,1.751934439,NA,0.337940751,0.095770152,1.535879582,0.106954328,1.514191038,0.083033807,"Ca21chr7","W",92423,95923,"orf19.7062","Chr7","RPA135",1,1041.17,3466.73,1244.85,2180.9,1.75,0.34,0.1,1.14
"4522","orf19.7061","",348.0547994,833.1400562,360.3119293,NA,561.5997786,NA,1.537518158,NA,0.302940166,0.247947679,1.560717533,0.129890216,1.520613485,0.010269177,"Ca21chr7","C",96723,96043,"orf19.7061","Chr7","",1,348.05,833.14,360.31,561.6,1.54,0.3,0.25,4.6
"1914","orf19.7060","",881.3206233,1826.979664,1036.484034,NA,1205.116709,NA,1.162696838,NA,0.2727137,0.216905353,1.557428828,0.082118082,1.536475027,0.016132841,"Ca21chr7","W",96928,97902,"orf19.7060","Chr7","",1,881.32,1826.98,1036.48,1205.12,1.16,0.27,0.22,0.34
"49","orf19.7059","",336.0600307,790.371207,329.5000545,NA,487.0606252,NA,1.478180712,NA,0.183183223,0.214007896,1.580313719,0.188735217,1.554088978,0.140561811,"Ca21chr7","C",99298,97943,"orf19.7059","Chr7","",1,336.06,790.37,329.5,487.06,1.48,0.18,0.21,1.96
"5900","orf19.7058","RMD8",472.3950928,1025.863196,499.781476,NA,610.0913841,NA,1.22071628,NA,0.387968319,0.17481488,1.496567378,0.11200236,1.474459585,0.032863772,"Ca21chr7","C",101327,99537,"orf19.7058","Chr7","RMD8",1,472.4,1025.86,499.78,610.09,1.22,0.39,0.17,0.54
"4032","orf19.7057","",1146.150081,2875.848773,1399.124096,NA,1805.816314,NA,1.290676302,NA,0.587166088,0.114974999,1.516804109,0.133404892,1.499296264,0.088502769,"Ca21chr7","W",101629,103806,"orf19.7057","Chr7","",1,1146.15,2875.85,1399.12,1805.82,1.29,0.59,0.11,0.56
"958","orf19.7056","DIP53",234.9248412,334.857144,209.7634386,NA,221.293596,NA,1.041893394,NA,0.330630066,0.361282892,1.589971709,0.188179976,1.540932502,0.052698543,"Ca21chr7","C",105816,103977,"orf19.7056","Chr7","DIP53",1,234.92,334.86,209.76,221.29,1.04,0.33,0.36,10.83
"4080","orf19.7055","",195.5279639,267.4515915,165.7154335,NA,176.8762751,NA,0.956289504,NA,0.532270469,0.556173587,1.416764801,0.116974005,1.392494821,0.05173324,"Ca21chr7","C",106646,106320,"orf19.7055","Chr7","",1,195.53,267.45,165.72,176.88,0.96,0.53,0.56,2.6
"5178","orf19.7054","",330.6510346,458.7494028,354.11503,NA,315.8680639,NA,0.891992819,NA,0.844336082,0.851567594,1.697597634,0.18671714,1.633535867,0.110881949,"Ca21chr7","W",114110,114475,"orf19.7054","Chr7","",1,330.65,458.75,354.12,315.87,0.89,0.84,0.85,2.02
"5471","orf19.7053","GAC1",950.0854943,3263.2284,1101.678436,NA,2019.432449,NA,1.833050719,NA,0.280360597,0.021699125,1.490867324,0.053895902,1.47298746,0.045766422,"Ca21chr7","W",115894,117909,"orf19.7053","Chr7","GAC1",1,950.09,3263.23,1101.68,2019.43,1.83,0.28,0.02,1.33
"3877","orf19.7052","INP52",513.495819,862.5828336,540.889301,NA,522.9763324,NA,0.966882376,NA,0.877169989,0.855172939,1.481472875,0.071367562,1.478939377,0.015111107,"Ca21chr7","C",126245,122844,"orf19.7052","Chr7","INP52",1,513.5,862.58,540.89,522.98,0.97,0.88,0.86,0.91
"976","orf19.7051","",331.6583052,763.2445428,329.0228265,NA,470.2288438,NA,1.429167845,NA,0.133764651,0.221080314,1.450938347,0.080612087,1.45549093,0.105233251,"Ca21chr7","W",126561,127202,"orf19.7051","Chr7","",1,331.66,763.24,329.02,470.23,1.43,0.13,0.22,1.72
"74","orf19.7050","NOP15",400.5513926,956.4068658,401.8492568,NA,571.4826271,NA,1.42213185,NA,0.087841488,0.007053347,1.449419289,0.089581153,1.45986462,0.106059968,"Ca21chr7","W",127379,128182,"orf19.7050","Chr7","NOP15",1,400.55,956.41,401.85,571.48,1.42,0.09,0.01,0.34
"478","orf19.7049","CYB5",1021.894584,2780.942277,1137.062809,NA,1514.459722,NA,1.331905071,NA,0.66719667,0.44498358,1.435137796,0.084213868,1.410841175,0.103362894,"Ca21chr7","W",129228,129608,"orf19.7049","Chr7","CYB5/CYTB5",1,1021.89,2780.94,1137.06,1514.46,1.33,0.67,0.44,0.58
"1622","orf19.7048.1","RPS28B",4890.818081,15795.90466,6188.87581,NA,9130.351295,NA,1.475284296,NA,0.08272536,0.156244627,1.411360104,0.114384727,1.422749625,0.124529592,"Ca21chr7","W",131585,131860,"orf19.7048.1","Chr7","RPS28B",1,4890.82,15795.9,6188.88,9130.35,1.48,0.08,0.16,0.67
"4690","orf19.7047","RTF1",1148.703555,2490.665374,1298.272582,NA,1500.084678,NA,1.155446629,NA,0.837539741,0.560438072,1.45924965,0.106012701,1.426855304,0.018229923,"Ca21chr7","W",132567,134273,"orf19.7047","Chr7","RTF1",1,1148.7,2490.67,1298.27,1500.08,1.16,0.84,0.56,0.93
"2453","orf19.7046","MET28",2219.800927,7093.894066,2745.167351,NA,4192.943276,NA,1.527390771,NA,0.057172679,0.088120995,1.410377982,0.116098013,1.393898518,0.099823461,"Ca21chr7","W",135510,136031,"orf19.7046","Chr7","MET4",1,2219.8,7093.89,2745.17,4192.94,1.53,0.06,0.09,0.61
"2076","orf19.7044","RIM15",1015.912437,2186.705815,1215.534901,NA,1419.100154,NA,1.16746969,NA,0.659386107,0.384641427,1.474500487,0.056417235,1.461319895,0.022767528,"Ca21chr7","W",137282,143053,"orf19.7044","Chr7","RIM15",1,1015.91,2186.71,1215.53,1419.1,1.17,0.66,0.38,1.63
"5908","orf19.7043.1","ACB1",196.1908057,415.150016,160.3500981,NA,250.6139713,NA,1.446105326,NA,0.193394521,0.228184128,1.505621123,0.117014866,1.483083118,0.054988575,"Ca21chr7","W",143529,143912,"orf19.7043.1","Chr7","",1,196.19,415.15,160.35,250.61,1.45,0.19,0.23,5.54
"4667","orf19.7043","ACB1",2800.460807,10077.65505,3488.070273,NA,6215.001841,NA,1.781788024,NA,0.073921503,0.017064969,1.436029568,0.04224577,1.459445348,0.112051493,"Ca21chr7","C",144569,144060,"orf19.7043","Chr7","ACB1",1,2800.46,10077.66,3488.07,6215,1.78,0.07,0.02,0.49
"3979","orf19.7042","",747.8406593,2437.657716,900.228554,NA,1398.912735,NA,1.553952859,NA,0.221626493,0.12830457,1.455736317,0.069648632,1.465226806,0.140423401,"Ca21chr7","W",145917,146819,"orf19.7042","Chr7","",1,747.84,2437.66,900.23,1398.91,1.55,0.22,0.13,1.17
"3233","orf19.7041","PTA1",389.4578762,776.070938,392.9374068,NA,447.640131,NA,1.139214855,NA,0.570532003,0.482167474,1.423188015,0.083332061,1.418361301,0.100427394,"Ca21chr7","W",148191,150485,"orf19.7041","Chr7","PTA1",1,389.46,776.07,392.94,447.64,1.14,0.57,0.48,1.89
"2285","orf19.7038","MVP1",727.3366389,1778.113408,847.5423766,NA,1188.77537,NA,1.402614669,NA,0.531732301,0.212616939,1.400587851,0.063118305,1.366125673,0.079559275,"Ca21chr7","W",150850,153243,"orf19.7038","Chr7","MVP1",1,727.34,1778.11,847.54,1188.78,1.4,0.53,0.21,2.3
"2056","orf19.7037","YAE1",522.3558681,1269.044596,594.4537894,NA,798.5187125,NA,1.34328139,NA,0.110068833,0.037767477,1.342063063,0.135908836,1.34562745,0.1485077,"Ca21chr7","C",153889,153347,"orf19.7037","Chr7","YAE1",1,522.36,1269.04,594.45,798.52,1.34,0.11,0.04,0.48
"1595","orf19.7036","WHI2",2550.861187,5741.486913,3243.689022,NA,3984.21748,NA,1.228298229,NA,0.565591295,0.109308774,1.441076661,0.067226595,1.430298687,0.009759197,"Ca21chr7","W",154466,155746,"orf19.7036","Chr7","WHI2",1,2550.86,5741.49,3243.69,3984.22,1.23,0.57,0.11,0.51
"778","orf19.7035","RFC2",409.6565607,954.2438345,414.1356694,NA,552.180924,NA,1.333333409,NA,0.448906713,0.354601405,1.408239773,0.067571652,1.408564654,0.095246531,"Ca21chr7","W",156150,157241,"orf19.7035","Chr7","RFC2",1,409.66,954.24,414.14,552.18,1.33,0.45,0.35,1.02
"3518","orf19.7034","",643.7843005,1351.258787,724.8611903,NA,825.4940251,NA,1.138830491,NA,0.609545427,0.369742524,1.575316779,0.133125848,1.537171234,0.111888137,"Ca21chr7","C",159808,157502,"orf19.7034","Chr7","",1,643.78,1351.26,724.86,825.49,1.14,0.61,0.37,0.66
"3995","orf19.7033","PPS1",579.8795969,858.5108232,727.3464363,NA,579.3849111,NA,0.79657352,NA,0.818746238,0.800052381,1.405787501,0.05070024,1.423474232,0.095237078,"Ca21chr7","C",163940,160710,"orf19.7033","Chr7","PPS1",1,579.88,858.51,727.35,579.38,0.8,0.82,0.8,1.21
"2078","orf19.7032","",1003.600869,1834.525776,1209.932697,NA,1182.218189,NA,0.977094174,NA,0.949687982,0.88715162,1.341043857,0.056704693,1.337689401,0.121981325,"Ca21chr7","W",165660,168671,"orf19.7032","Chr7","",1,1003.6,1834.53,1209.93,1182.22,0.98,0.95,0.89,0.72
"1288","orf19.7030","SSR1",4624.327508,12788.34101,5761.396893,NA,8327.821262,NA,1.445451757,NA,0.828312699,0.137455784,1.384939745,0.052827349,1.364951385,0.109944056,"Ca21chr7","W",171720,172424,"orf19.7030","Chr7","CCW14(CCW14)/SSR1",1,4624.33,12788.34,5761.4,8327.82,1.45,0.83,0.14,0.3
"424","orf19.7029","",356.6787605,632.2270936,361.6060538,NA,401.6854458,NA,1.110837171,NA,0.546028496,0.555709852,1.450820179,0.07821644,1.458461702,0.091534757,"Ca21chr7","W",174289,176121,"orf19.7029","Chr7","",1,356.68,632.23,361.61,401.69,1.11,0.55,0.56,2.03
