"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","orf","chr","gene","geneflag","WtMean","MutMean","WtMean2","MutMean2","fold.mut.by.wt","p","p.paired","sd.ratio"
"NA.14","orf19.5640","PEX5",911.2379648,1974.717821,1064.931087,NA,1285.925822,NA,1.207520221,NA,0.671976722,0.465207633,1.029328343,0.072552694,1.013049597,0.041905765,"Ca21chr4","C",25631,23853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.15","orf19.5641","CAR2",1466.359761,3892.289523,1734.905442,NA,2306.143656,NA,1.329261872,NA,0.196109131,0.045850179,1.099994939,0.195593299,1.074729995,0.151855228,"Ca21chr4","C",27186,25876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.16","orf19.5642","",7337.274766,16509.78287,9636.82637,NA,10221.09897,NA,1.060629151,NA,0.711750253,0.79430908,1.047192792,0.10811108,1.012387505,0.068795867,"Ca21chr4","W",27530,27943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.17","orf19.5643","ECM7",439.6418388,834.2849834,461.7744157,NA,544.8707153,NA,1.179949986,NA,0.599630587,0.549736924,1.031417061,0.082169808,1.027641267,0.035037888,"Ca21chr4","W",28147,29691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.18","orf19.5644","SMA2",332.502278,516.0262681,324.4061895,NA,312.1849625,NA,0.962327393,NA,0.613003569,0.613672294,0.994783077,0.083681965,0.991950767,0.028835782,"Ca21chr4","W",29746,30663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.19","orf19.5645","MET15",17130.56962,31661.12339,20576.51853,NA,17909.76286,NA,0.870398111,NA,0.465877037,0.333530431,1.064825042,0.150552087,1.052805584,0.110294098,"Ca21chr4","C",31982,30660,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.20","orf19.5646","",422.1951974,746.6927174,447.2625271,NA,429.3067567,NA,0.959854069,NA,0.95998191,0.963144771,1.034629439,0.096407212,1.024156142,0.066699914,"Ca21chr4","W",32585,33277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.21","orf19.5647","SUB2",2823.61469,6427.471682,3420.398769,NA,3797.03226,NA,1.110113913,NA,0.62836884,0.224604627,1.05802943,0.123726876,1.043683211,0.054025654,"Ca21chr4","C",34763,33383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.22","orf19.5648","",275.6587407,410.8091449,265.6226481,NA,259.6301141,NA,0.977439672,NA,0.484146943,0.479997307,1.098379582,0.186695894,1.09874063,0.178841216,"Ca21chr4","W",34782,35390,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.23","orf19.5649","",246.0160819,328.4795061,237.3090927,NA,227.9872497,NA,0.934611265,NA,0.535716892,0.548098909,1.063661276,0.102607668,1.06371794,0.15026324,"Ca21chr4","W",35436,35975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.24","orf19.5650","PRO3",1500.241182,3729.367545,1843.040027,NA,2368.823776,NA,1.2852807,NA,0.425076292,0.016961274,1.04948792,0.069549213,1.042847508,0.098788937,"Ca21chr4","C",36235,35411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.25","orf19.5651","",442.1416209,787.6582127,462.1266863,NA,513.3359237,NA,1.110812119,NA,0.651592707,0.53958305,1.057884569,0.081940692,1.045737126,0.0554705,"Ca21chr4","W",36910,39081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.26","orf19.5653","ATP2",17796.0343,36995.72553,22130.68489,NA,23096.51727,NA,1.043642227,NA,0.797184146,0.580784254,1.073585201,0.142969447,1.062246655,0.106601159,"Ca21chr4","W",39465,41389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.27","orf19.5654","STE24",1278.562263,2507.857009,1537.009633,NA,1543.589095,NA,1.00428069,NA,0.91428787,0.924342413,0.997830262,0.057998463,1.007323376,0.009694471,"Ca21chr4","W",41651,43041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.28","orf19.5655","",278.6524574,468.8745579,259.2694858,NA,291.9571643,NA,1.126076072,NA,0.51545293,0.610551701,1.08125678,0.126675263,1.070108048,0.116499777,"Ca21chr4","C",44715,43184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.29","orf19.5657","SWI1",1213.9069,1952.450647,1439.478862,NA,1238.683749,NA,0.860508468,NA,0.223013809,0.157324458,1.067424392,0.072412221,1.042422343,0.036977409,"Ca21chr4","C",48100,45137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.30","orf19.5658","MNN10",883.350598,1565.738802,994.0944412,NA,903.0404632,NA,0.908405103,NA,0.567613071,0.189961127,1.067591659,0.124199944,1.052191329,0.070745315,"Ca21chr4","C",49314,48307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.31","orf19.5660","TIM11",5155.730902,12668.1689,6516.31552,NA,8208.324693,NA,1.259657343,NA,0.045346906,0.050848714,1.045402847,0.156131146,1.021590428,0.072844548,"Ca21chr4","C",50512,49534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.32","orf19.5660.1","PEX10",1238.625504,3009.02253,1570.080413,NA,2042.010857,NA,1.300577244,NA,0.530110847,0.052870412,1.027704965,0.106526893,1.024189003,0.020298309,"Ca21chr4","C",51211,50930,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.33","orf19.5661","PTC7",1544.181307,3847.326204,1940.419731,NA,2450.47053,NA,1.262855913,NA,0.157702816,0.062193596,1.144967824,0.220453985,1.122914478,0.186472457,"Ca21chr4","W",51522,52574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.34","orf19.5662","PEP7",415.2230067,885.9235694,444.6313887,NA,552.8759203,NA,1.243447796,NA,0.342020392,0.291557345,1.030023324,0.044011472,1.021973436,0.042450316,"Ca21chr4","W",52683,54020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.35","orf19.5663","RCH1",4326.410852,2929.972837,4875.048944,NA,1650.156542,NA,0.338490251,NA,0.125557181,0.003687103,1.079864306,0.094815278,1.055489261,0.084918996,"Ca21chr4","C",55317,54082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.36","orf19.5664","HOF1",729.6811379,921.0373169,813.7549744,NA,570.8105747,NA,0.70145264,NA,0.564590882,0.181133978,1.035546639,0.042111212,1.02846266,0.005946816,"Ca21chr4","W",56584,58407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.37","orf19.5665","",1030.23457,2117.06849,1145.858481,NA,1169.267997,NA,1.020429675,NA,0.836184237,0.684392875,1.060722014,0.045010447,1.059978891,0.04800224,"Ca21chr4","W",58588,59571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.38","orf19.5666","SUB1",1030.711938,2525.441714,1233.497506,NA,1550.852857,NA,1.257280902,NA,0.525067026,0.241327887,1.069674964,0.108836967,1.061157515,0.084007827,"Ca21chr4","W",59717,60157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.39","orf19.5667","MNR2",1196.881405,2052.183504,1439.584577,NA,1266.626825,NA,0.87985579,NA,0.764303947,0.595822895,1.061423297,0.109972317,1.050461756,0.075039351,"Ca21chr4","W",60947,63340,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.40","orf19.5669","YET1",606.0983857,1540.154837,667.5546048,NA,916.6778716,NA,1.373187849,NA,0.333589174,0.20286303,1.007250778,0.068253125,1.004743352,0.029375255,"Ca21chr4","W",63561,64121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.41","orf19.5671","",3054.282446,4984.295782,3658.010504,NA,3086.144181,NA,0.843667392,NA,0.372600655,0.411616182,1.036596266,0.113545311,1.025507801,0.075561145,"Ca21chr4","C",66706,64271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.42","orf19.5672","MEP2",841.7862553,1000.92617,928.5441776,NA,597.3006082,NA,0.643265687,NA,0.044980602,0.000961227,1.108378477,0.145558556,1.08597979,0.101660332,"Ca21chr4","W",67995,69437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.43","orf19.5673","OPT7",358.9380359,558.0386312,376.7417027,NA,374.8643145,NA,0.995016776,NA,0.684008566,0.704602656,1.062541392,0.120335171,1.042567647,0.068238677,"Ca21chr4","C",71749,69506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.44","orf19.5674","PGA10",412.5402144,725.1228448,469.9444743,NA,536.1834756,NA,1.130759111,NA,0.495250689,0.433685806,1.016797341,0.022748285,1.025311816,0.035636721,"Ca21chr4","C",73547,72795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.45","orf19.5675","RIS1",1126.807087,1814.80372,1368.029806,NA,1185.131411,NA,0.866305256,NA,0.27173617,0.222573973,1.055017058,0.107132833,1.045995497,0.080436614,"Ca21chr4","C",77579,74271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.46","orf19.5676","",986.9912882,1532.258475,1147.588555,NA,966.608698,NA,0.84229552,NA,0.277906009,0.20628667,1.043861312,0.036470119,1.033489416,0.011224051,"Ca21chr4","C",80171,78360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.47","orf19.5677","DUR4",271.158616,525.134844,256.622819,NA,313.318928,NA,1.20325383,NA,0.382444163,0.369716647,1.07915308,0.099849428,1.062083556,0.073669462,"Ca21chr4","W",81578,83551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.48","orf19.5678a","",351.9319691,620.5973989,349.6771422,NA,377.3059747,NA,1.079012406,NA,0.554876952,0.558886512,NA,NA,NA,NA,"Ca21chr4","W",84045,85634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.49","orf19.4191.1","RLP24",965.7593784,1889.462448,1103.970979,NA,1112.00067,NA,1.007273462,NA,0.923540029,0.817414843,1.017292815,0.077345737,1.027810394,0.077297193,"Ca21chr4","W",86317,89235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.50","orf19.4191","HCT5",1188.806005,1878.543924,1381.270103,NA,1135.704094,NA,0.822217241,NA,0.235872851,0.060939232,0.959216908,0.116362334,0.976567656,0.125265337,"Ca21chr4","C",90017,89388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.51","orf19.4190","",801.2740747,1796.680671,901.9737508,NA,970.5653283,NA,1.076046091,NA,0.827262123,0.738435668,1.041933125,0.055865339,1.021500954,0.024708931,"Ca21chr4","W",90450,90923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.52","orf19.4189","",406.1883798,699.9545097,418.5024077,NA,432.3524925,NA,1.033094397,NA,0.692904395,0.671286804,0.975676051,0.033637228,0.98903552,0.057709737,"Ca21chr4","C",92485,91409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.53","orf19.4188","NMD5",1001.875318,2188.684753,1162.808801,NA,1281.45094,NA,1.102030651,NA,0.985080643,0.934447139,0.984030569,0.025313101,0.987683826,0.052652252,"Ca21chr4","C",96782,93729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.54","orf19.4187","MMM1",397.8415845,706.0817071,406.7333344,NA,424.1397068,NA,1.042795539,NA,0.747747494,0.732229411,1.004830183,0.05192451,1.013792427,0.014324559,"Ca21chr4","C",98893,97574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.55","orf19.4186","PCT1",924.1919445,1892.98073,1071.601406,NA,1166.803302,NA,1.088840771,NA,0.561068348,0.451856287,0.976322607,0.033731492,0.982694032,0.042049221,"Ca21chr4","C",100504,99131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.56","orf19.4185","",722.7580544,1501.141207,884.0911992,NA,1066.13724,NA,1.205913192,NA,0.444533876,0.236410198,1.065800345,0.021343405,1.069659021,0.025703839,"Ca21chr4","W",100986,101441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.57","orf19.4184","YAP180",1123.224654,1808.474406,1331.269061,NA,1147.549691,NA,0.861996815,NA,0.814905851,0.429992769,1.055424902,0.054805172,1.03941833,0.048173586,"Ca21chr4","C",103606,101597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.58","orf19.4183","MUC1",1506.388121,3272.046558,1871.669943,NA,2082.471838,NA,1.112627708,NA,0.18156346,0.172135494,1.098455557,0.116127968,1.071690575,0.089153463,"Ca21chr4","C",107085,104422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.59","orf19.4182","",761.7763316,1600.068238,923.4067464,NA,1094.514297,NA,1.185300303,NA,0.668426211,0.362089998,1.051879928,0.07387409,1.034885648,0.042870554,"Ca21chr4","W",107346,108402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.60","orf19.4181","SPC2",738.6961314,1546.234432,857.7997331,NA,933.2724273,NA,1.08798405,NA,0.722985973,0.505078818,1.013335033,0.054095713,1.006098859,0.019361807,"Ca21chr4","C",108930,108421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.61","orf19.4180","SEC72",1311.366742,2661.258858,1672.368813,NA,1709.021759,NA,1.021916784,NA,0.77280404,0.453601092,1.030436531,0.036900295,1.041430495,0.019887593,"Ca21chr4","C",110013,109399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.62","orf19.4179","",301.8469949,458.7219433,289.7761923,NA,289.9100107,NA,1.000461799,NA,0.890060241,0.921822448,1.014159896,0.029200521,1.015234661,0.024496167,"Ca21chr4","W",110388,110918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.63","orf19.4177","HIS5",1667.851676,3996.389339,1971.045618,NA,2265.988656,NA,1.149637855,NA,0.76307312,0.539989316,1.06272848,0.093133727,1.04623921,0.057618481,"Ca21chr4","W",111285,112454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.64","orf19.4176","MRPS17",853.9280329,1634.336444,1009.204884,NA,995.6087883,NA,0.986527914,NA,0.879142432,0.805069569,1.052181528,0.079332355,1.038719132,0.009919612,"Ca21chr4","W",112699,113439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.65","orf19.4175","TOK1",1012.728388,1674.91428,1190.096082,NA,1040.318673,NA,0.874146793,NA,0.880237019,0.801110101,1.042279525,0.074135412,1.023180391,0.029708165,"Ca21chr4","W",113653,115878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.66","orf19.4174","FUN26",897.9214093,1521.323679,1174.196676,NA,1149.105357,NA,0.978631077,NA,0.924056416,0.874332505,1.132362149,0.146025515,1.110774695,0.109156693,"Ca21chr4","W",116226,117587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.67","orf19.4173","DPH2",480.2072436,898.2750488,529.383211,NA,577.820398,NA,1.091497399,NA,0.641413329,0.567496733,1.078684949,0.101708268,1.068439662,0.102493446,"Ca21chr4","C",119173,117584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.68","orf19.4172","PHO14",1211.383877,2951.540129,1414.393784,NA,1724.072151,NA,1.218947771,NA,0.563084586,0.139194685,1.004528424,0.033562471,1.023746483,0.035581037,"Ca21chr4","C",120395,119430,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.69","orf19.4171","",368.2964532,546.633688,369.0374896,NA,340.2656648,NA,0.922035496,NA,0.928502978,0.938661827,1.031313575,0.075286083,1.030047297,0.012288484,"Ca21chr4","W",121074,123011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.70","orf19.4170","(null)",243.6613169,414.4615774,219.863248,NA,268.0327309,NA,1.21908838,NA,0.291396645,0.35706516,1.064936562,0.073957975,1.053011137,0.048733132,"Ca21chr4","W",124050,124874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.71","orf19.4169","",221.3951401,330.9880952,189.4936337,NA,208.2811719,NA,1.096487928,NA,0.506518444,0.550970747,1.002841949,0.032074586,0.979297696,0.058289124,"Ca21chr4","C",125653,125258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.72","orf19.4168","POP7",533.3154755,999.6914575,610.8405524,NA,656.2679597,NA,1.074368683,NA,0.597237042,0.457759716,1.036908348,0.078613573,1.031962854,0.062395054,"Ca21chr4","W",126015,126518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.73","orf19.4167","",420.0598853,876.5413855,432.6584538,NA,500.8624955,NA,1.157639452,NA,0.697398368,0.605487535,1.072359793,0.071065322,1.055670817,0.041693709,"Ca21chr4","C",127113,126574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.74","orf19.4166","NAF2",828.8147715,1411.545835,928.5728821,NA,848.4989351,NA,0.913766654,NA,0.544810042,0.324392112,1.111153762,0.101099059,1.086622486,0.056205893,"Ca21chr4","W",131943,133832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.75","orf19.4164","",783.1726429,1776.310172,920.2492574,NA,1141.500066,NA,1.240424871,NA,0.383334086,0.139462639,0.978171992,0.056559849,0.985761864,0.083369932,"Ca21chr4","C",135159,134425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.76","orf19.4163","",529.0869613,670.5161992,552.3680436,NA,402.6798412,NA,0.729006404,NA,0.257352294,0.114195162,1.014063547,0.036307592,1.018577301,0.016686789,"Ca21chr4","C",138778,135560,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.77","orf19.4162","MLH1",356.9634583,513.9452633,353.065811,NA,300.2513496,NA,0.84672103,NA,0.611796223,0.597631354,1.004712524,0.061590094,1.016046865,0.009184714,"Ca21chr4","C",142783,140630,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.78","orf19.4161","QRI2",804.4906057,1434.345518,935.5471639,NA,889.5393985,NA,0.950822613,NA,0.80140914,0.594430779,0.995853627,0.057918083,0.991106231,0.079896668,"Ca21chr4","W",142987,144102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.79","orf19.4160","QRI7",741.9222154,1266.224902,871.8909421,NA,839.7548489,NA,0.963142072,NA,0.871842592,0.860760054,1.038412213,0.034633846,1.038282064,0.025437687,"Ca21chr4","C",145508,144156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.80","orf19.4159","",459.8770362,863.4352445,495.4855045,NA,548.5267569,NA,1.10704905,NA,0.419924284,0.533462478,1.066100819,0.048353725,1.059302937,0.02234408,"Ca21chr4","W",146332,147432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.81","orf19.4157","SPS19",4137.475678,6955.592551,5387.77167,NA,4509.101175,NA,0.836913932,NA,0.536984646,0.251903222,1.02499587,0.063273411,1.019434999,0.025878714,"Ca21chr4","W",148176,149048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.82","orf19.4711","",1080.247625,2097.354261,1282.636877,NA,1362.007647,NA,1.061880936,NA,0.944062049,0.785164233,1.072237414,0.112089377,1.062326921,0.078903559,"Ca21chr4","W",150357,152171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.83","orf19.4707","IFP3",389.4483323,584.1498631,408.8681988,NA,398.5906003,NA,0.974863297,NA,0.999064897,0.999188267,1.033718107,0.088889365,1.030693393,0.047055698,"Ca21chr4","C",154610,152472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.84","orf19.4706","",2855.007095,7576.832536,3565.935588,NA,4825.180903,NA,1.353131817,NA,0.037417941,0.029191677,1.031721955,0.054174706,1.023545617,0.046404201,"Ca21chr4","C",156363,155866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.85","orf19.4705","CCA1",799.533269,1392.933002,914.8741923,NA,818.1314349,NA,0.894255671,NA,0.696419723,0.54351984,1.001820155,0.05484919,1.007979714,0.017210461,"Ca21chr4","W",157322,158917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.86","orf19.4704","ARO1",1477.954461,3154.110743,1810.791286,NA,2009.220995,NA,1.109581767,NA,0.698111201,0.550166566,1.020015998,0.043235265,1.020521415,0.031467656,"Ca21chr4","W",159251,163906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.87","orf19.4703","",620.2330902,872.7476266,687.6948482,NA,543.8802657,NA,0.790874422,NA,0.722478253,0.470909322,1.02460973,0.044784894,1.031177998,0.020395445,"Ca21chr4","C",166832,165126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.88","orf19.4702","",238.617153,343.9583333,216.8943526,NA,226.0304916,NA,1.029101833,NA,0.342726033,0.365381323,1.021873267,0.027149547,1.035529242,0.034898893,"Ca21chr4","C",167607,166705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.89","orf19.4701","ELP6",234.9600104,320.5033253,204.4413968,NA,196.4954351,NA,0.955225711,NA,0.432178852,0.457772612,1.038954927,0.043027466,1.016316501,0.084766006,"Ca21chr4","W",168468,169394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.90","orf19.4699","",998.8764445,1695.213456,1173.611316,NA,1068.592188,NA,0.910516262,NA,0.917943644,0.827781753,1.042936682,0.041412014,1.051526862,0.01638959,"Ca21chr4","C",171505,169448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.91","orf19.4698","PTC8",1505.85291,2282.725936,1928.833414,NA,1530.370522,NA,0.793417675,NA,0.380263479,0.074431856,0.978707447,0.053526548,0.987546743,0.072032361,"Ca21chr4","W",174443,175708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.92","orf19.4697","MDN1",1061.146492,2210.138397,1218.441272,NA,1321.040228,NA,1.084205089,NA,0.89881382,0.680517747,0.997225791,0.034844114,1.000763594,0.010679153,"Ca21chr4","C",191174,176061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.93","orf19.4691","",344.6139786,580.597415,363.4800323,NA,382.7009077,NA,1.052880141,NA,0.588150794,0.643208773,0.972283622,0.056814272,0.967222891,0.062940067,"Ca21chr4","C",192792,192187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.94","orf19.4690","SMF12",1260.251535,1622.785027,1379.435363,NA,901.0356441,NA,0.653191638,NA,0.380158196,0.005126049,1.020165729,0.051115583,1.012220258,0.047815543,"Ca21chr4","W",195209,196942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
