"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","orf","chr","gene","geneflag","WtMean","MutMean","WtMean2","MutMean2","sd.wt","sd.mut","fold.mut.by.wt","sd.ratio","p","p.paired"
"952","orf19.7104","",769.8060897,2523.422856,940.6247355,NA,1686.55233,NA,1.793012949,NA,0.027909721,0.029203108,1.665531274,0.159165082,1.610081388,0.126646365,"Ca21chr7","W",26062,27036,"orf19.7104","Chr7","",1,769.80608974359,2523.42285587975,727.773422861082,1493.40500064927,297.0802856011,340.569229340007,2.05201915010619,0.998906981051183,0.00863485880453117,0.00409970611136575
"2297","orf19.7103","GFD2",695.2147834,2269.068489,871.9290893,NA,1704.481432,NA,1.954839508,NA,0.201686435,0.008620516,1.660350717,0.278971722,1.590844197,0.200276907,"Ca21chr7","W",27138,28232,"orf19.7103","Chr7","GFD2",1,695.214783405,2269.06848852901,658.862309302105,1505.87268526395,753.169162159846,1691.52671491235,2.28556507786738,1.07658962515254,0.192801672554181,0.00276469863813268
"1104","orf19.7102","",585.1940129,1438.315721,650.2526189,NA,861.5644579,NA,1.32496884,NA,0.469377367,0.31939777,1.599887733,0.064053914,1.582988165,0.037805293,"Ca21chr7","W",30551,31618,"orf19.7102","Chr7","",1,585.194012883668,1438.31572091701,439.631091628406,658.020485269118,218.696792216182,487.811097602056,1.49675602522058,1.01593941364307,0.507018402978923,0.189430909273133
"3354","orf19.7101","TEL2",668.1112007,1406.188877,798.2869262,NA,933.6384635,NA,1.169552492,NA,0.626084534,0.321705624,1.605701959,0.182828519,1.561932014,0.117563551,"Ca21chr7","C",30591,28225,"orf19.7101","Chr7","TEL2",1,668.111200713505,1406.18887699214,589.351853596413,729.338775995658,611.293445475375,615.187134835051,1.23717703672852,23.3924711353447,0.476777746757941,0.216903401602304
"4652","orf19.7100","",427.3284975,682.1961603,430.6778948,NA,401.9600335,NA,0.933319398,NA,0.666115187,0.608338871,1.531673889,0.069744879,1.498762312,0.049852603,"Ca21chr7","W",31779,33545,"orf19.7100","Chr7","",1,427.328497525866,682.196160300176,229.052062259195,198.025563783473,307.697717271091,228.335468400083,0.864642393659914,1.6609197113032,0.912522578503564,0.630912857679423
"174","orf19.7098","",505.5654182,1829.741485,593.6707371,NA,1210.023815,NA,2.038206938,NA,0.03405619,0.039873975,1.555027017,0.206510738,1.525437727,0.185291399,"Ca21chr7","W",33810,34454,"orf19.7098","Chr7","",1,505.565418213874,1829.74148512306,382.479002930755,1009.93939369075,230.209980933471,361.130146752109,2.64050937686008,1.48417040413241,0.00465983011931898,0.00238029291399601
"2925","orf19.7097","",1851.244159,5696.191383,2286.827752,NA,3422.766842,NA,1.496731373,NA,0.051491021,0.030417775,1.516834245,0.082612028,1.48176608,0.038157486,"Ca21chr7","C",35195,34632,"orf19.7097","Chr7","",1,1851.2441592487,5696.191383216,2068.93184060045,3262.23748319802,523.926548646056,1182.47433430991,1.57677378209388,0.486145073711696,0.0479461756214352,0.022650078701999
"3646","orf19.7096","",1229.448638,2657.912088,1482.253255,NA,1643.027289,NA,1.108465968,NA,0.403350026,0.46329629,1.553298041,0.113713425,1.523085958,0.09605609,"Ca21chr7","C",38295,35365,"orf19.7096","Chr7","",1,1229.44863775819,2657.91208791209,1267.91477230632,1450.59427005437,286.181647490203,363.443312854854,1.14407868867697,0.400793161964508,0.339790267881964,0.423649491236458
"300","orf19.7095","",1281.392152,4230.828943,1568.110512,NA,2770.640657,NA,1.766865687,NA,0.00374744,0.008968446,1.55852474,0.148307502,1.514864683,0.093477928,"Ca21chr7","W",38507,39679,"orf19.7095","Chr7","",1,1281.39215194336,4230.82894257262,1353.04481876043,2595.54924699687,187.798404339817,781.546924539208,1.91830249154255,0.444327583373705,0.00240807206771086,0.0017868804397561
"2523","orf19.7094","HGT12",454.9715274,655.3716749,473.0757228,NA,405.6468383,NA,0.857467037,NA,0.492670784,0.478666376,1.552420218,0.216515176,1.513988966,0.083270272,"Ca21chr7","W",41587,43167,"orf19.7094","Chr7","SNF32(CG13C)/HGT12",1,454.971527376133,655.371674931022,263.417287203309,194.892712714949,147.433173591571,99.6915830330754,0.740495741386424,0.429961338213103,0.480763749770488,0.217909468890781
"3300","orf19.7093","HGT13",364.1693053,596.6780504,367.2076462,NA,382.5196851,NA,1.041698584,NA,0.736249813,0.692764668,1.535812479,0.081303076,1.507356623,0.054339126,"Ca21chr7","C",45102,43379,"orf19.7093","Chr7","STL12/HGT13/STL1",1,364.169305334115,596.678050397878,157.776874129485,169.979001887841,138.534767816317,163.926111454748,1.0773378723953,3.85482366831268,0.920861184563152,0.893507545047422
"1243","orf19.7092","",954.9788134,3556.850196,1151.891075,NA,2287.554931,NA,1.985912541,NA,0.002558062,0.007465851,1.522773615,0.067456242,1.499544138,0.013551393,"Ca21chr7","W",46309,47109,"orf19.7092","Chr7","",1,954.978813357443,3556.85019578123,938.580936574992,2104.59859722327,265.805371610366,709.728140414696,2.24231977788004,0.860587968943668,0.00146478558415655,0.00263511759316286
"1790","orf19.7091","",2195.165468,4537.311625,2808.138635,NA,3025.634428,NA,1.077451943,NA,0.74085618,0.608137112,1.601735749,0.16362041,1.55814217,0.116177534,"Ca21chr7","C",47988,47152,"orf19.7091","Chr7","",1,2195.16546754818,4537.3116245521,2586.6119918916,2853.26689294686,976.84024488205,1176.97171303463,1.10309041398213,0.340091718040647,0.696166372198768,0.466230433490783
"3787","orf19.7089","PMR1",1532.09254,3755.126145,1784.151291,NA,2280.827725,NA,1.278382465,NA,0.232497298,0.132140947,1.625622705,0.17144294,1.576659547,0.130043967,"Ca21chr7","C",51214,48461,"orf19.7089","Chr7","PMR1",1,1532.09254026833,3755.12614468864,1570.1167018722,2101.19792646344,690.657031001255,709.255453308498,1.3382431534917,0.515223299811014,0.222209961331664,0.082083160706898
"252","orf19.7088","SUA5",671.0531396,1735.692308,760.5875243,NA,1075.884969,NA,1.414544592,NA,0.054462733,0.028397445,1.63566118,0.3092338,1.565489429,0.233299009,"Ca21chr7","C",52855,51707,"orf19.7088","Chr7","SUA5",1,671.053139590798,1735.69230769231,549.547144550028,874.685020461629,188.821769440241,235.622231418817,1.59164692080754,0.327369315717728,0.0456430049519477,0.00164889581378488
"5957","orf19.7086","KAP114",669.5562185,1727.850169,754.8027058,NA,1037.714983,NA,1.374816194,NA,0.0346497,0.011934111,1.554672607,0.194033863,1.505483621,0.156772307,"Ca21chr7","C",55866,52951,"orf19.7086","Chr7","KAP114",1,669.556218456706,1727.85016877406,543.796698016952,835.819524156216,100.427602899834,306.206411023813,1.53700735441053,0.592678481420032,0.0438179355961531,0.0534554801348602
"3688","orf19.7085","",7810.65587,20850.46365,11569.29503,NA,13725.4855,NA,1.186371811,NA,0.297855898,0.196228296,1.463544776,0.057590941,1.43342865,0.074495506,"Ca21chr7","C",57377,56058,"orf19.7085","Chr7","",1,7810.65587044534,20850.4636501455,11281.0497861734,13708.3054504151,10453.5445450538,4568.71214750585,1.2151622154187,1.1247904254683,0.273911870573966,0.180848385612891
"1223","orf19.7084","",1651.823509,5499.765861,2121.389384,NA,3446.944559,NA,1.624852366,NA,0.011546871,0.074181831,1.580443387,0.198367279,1.525243934,0.097945563,"Ca21chr7","W",59071,60084,"orf19.7084","Chr7","",1,1651.82350853925,5499.76586096652,1902.59653870635,3286.15088872165,558.117965085176,898.903343541115,1.72719271893348,0.925119136049545,0.00470039482565198,0.0466679535516937
"4641","orf19.7083","DCC1",380.0853773,791.960872,386.8836298,NA,464.9934218,NA,1.201894797,NA,0.44813842,0.476351014,1.455634071,0.04952943,1.460146357,0.054952747,"Ca21chr7","W",60279,61298,"orf19.7083","Chr7","DCC1",1,380.085377291593,791.960872007605,177.411798810849,256.305505973509,100.706673758031,166.593697950548,1.44563199493635,0.823891319458032,0.784072989244936,0.712614575027284
"3137","orf19.7082","PET8",426.9614279,1417.517948,456.9334525,NA,828.9504274,NA,1.814160077,NA,0.137956451,0.170384394,1.563105648,0.228191138,1.532657625,0.24662581,"Ca21chr7","W",61437,62255,"orf19.7082","Chr7","PET8",1,426.961427939876,1417.51794794958,246.980595653652,625.466614248911,138.033163542902,445.766409231319,2.53245244871796,1.13520729938093,0.27189850094969,0.0233167612678845
"5526","orf19.7081","SPL1",3446.396352,8933.238056,4368.06626,NA,5816.436269,NA,1.331581511,NA,0.449376343,0.175907526,1.530525072,0.222756417,1.492135595,0.147436922,"Ca21chr7","W",62478,63944,"orf19.7081","Chr7","NSF1/SPL1/NFS1",1,3446.39635171449,8933.23805562757,4140.3696069052,5679.32614583659,1651.64691536973,3368.17597896235,1.37169544872631,0.545835676591786,0.429580351787439,0.199128236336941
"2827","orf19.7080","LEU2",1228.406332,4309.698702,1500.125588,NA,2693.374125,NA,1.795432427,NA,0.401133815,0.069854312,1.524682986,0.102903435,1.49082291,0.08245034,"Ca21chr7","W",64158,65279,"orf19.7080","Chr7","LEU2(LEU3)/LEU2",1,1228.40633192176,4309.69870188291,1285.42011820516,2520.98033821399,1119.16898532981,2290.37573091791,1.96121120442245,0.670158079741891,0.40963066368141,0.00352898658922679
"5866","orf19.7079","BUD3",407.4712104,633.8928015,418.0493417,NA,382.9562545,NA,0.916055155,NA,0.916095258,0.897168143,1.551790515,0.174919073,1.502741819,0.103999692,"Ca21chr7","C",68746,65303,"orf19.7079","Chr7","BUD3",1,407.47121035347,633.892801480616,217.18533067988,177.576864152782,163.503493459981,150.626427378403,0.817768104224289,0.160165856662713,0.88295395853704,0.0611790712262833
"2716","orf19.7078","",630.9972527,1736.20851,783.3704103,NA,1295.807801,NA,1.654144431,NA,0.359124655,0.19080304,1.516397807,0.079135349,1.478725151,0.045386404,"Ca21chr7","C",69539,69078,"orf19.7078","Chr7","",1,630.997252747253,1736.2085097802,570.77522201716,1093.03474222352,420.171573978821,780.42077688785,1.91500033649088,0.186926589008093,0.302383911042972,0.00700924195996303
"770","orf19.7077","FRE7",1418.599138,3849.437408,1859.089113,NA,2496.82698,NA,1.343037815,NA,0.516497356,0.199001709,1.528722814,0.11458567,1.492276123,0.047258113,"Ca21chr7","W",70601,72361,"orf19.7077","Chr7","FRE7",1,1418.59913793103,3849.43740816198,1640.57080034469,2316.54716371215,1769.02544485091,1986.98894219777,1.41203730020395,0.983249707066202,0.518197521579673,0.105850340280689
"377","orf19.7076","GBP2",3834.999606,9534.793898,4920.765023,NA,6114.898647,NA,1.242672352,NA,0.20663776,0.053412102,1.562078093,0.183293013,1.52672783,0.113138792,"Ca21chr7","C",74332,72658,"orf19.7076","Chr7","GBP2",1,3834.99960638776,9534.79389808542,4690.1096138938,5993.30614992834,1481.6322433947,1659.72173694401,1.27786057114188,0.255234859885361,0.16853357099081,0.0214828538994352
"3684","orf19.7074","SGF29",460.2693591,1228.498313,494.2022533,NA,774.6076159,NA,1.567389891,NA,0.072173139,0.027452334,1.493396709,0.089072783,1.470356264,0.085849082,"Ca21chr7","C",75454,74657,"orf19.7074","Chr7","SGF29",1,460.269359078895,1228.4983125846,284.182853497237,567.645343142897,128.245780743319,228.873786542687,1.99746513963558,1.09981586819299,0.0208583954094418,0.0158508936889857
"5611","orf19.7073","",379.3798772,897.5744813,388.1598298,NA,590.2082535,NA,1.520528937,NA,0.046059429,0.052839164,1.495674263,0.068037397,1.497118178,0.11010503,"Ca21chr7","W",75620,76342,"orf19.7073","Chr7","",1,379.379877218466,897.574481269654,178.633753642449,380.204354291768,72.1102756431552,105.24561011959,2.12840152848593,1.85862371498408,0.00692815961045726,0.0346901357223695
"1063","orf19.7072","PEL1",688.7445844,1432.871089,826.2130774,NA,956.085604,NA,1.157190112,NA,0.657932947,0.57725885,1.578128048,0.176556568,1.532640594,0.134830638,"Ca21chr7","C",77930,76425,"orf19.7072","Chr7","PGS1/PEL1",1,688.74458443855,1432.87108875704,614.026316957122,752.068013367886,398.793522918524,474.046803632499,1.22481397392679,0.509102222666701,0.772883502029547,0.601879903802183
"4408","orf19.7071","FGR2",339.9196876,509.064582,361.3064148,NA,350.871075,NA,0.961080376,NA,0.499490293,0.479453651,1.548578269,0.114244177,1.534918981,0.061425698,"Ca21chr7","W",79446,80990,"orf19.7071","Chr7","FGR2/PHO84",1,339.919687561879,509.064582045299,155.146349771921,151.706239866463,184.704216405265,199.786035952304,0.97787421586697,0.713539010408672,0.955624416495715,0.7074443917814
"6244","orf19.7070","",252.6624668,468.3132351,228.8449411,NA,294.5012163,NA,1.286902891,NA,0.542592977,0.64561954,1.639232766,0.263282471,1.56895937,0.201861141,"Ca21chr7","W",81346,81816,"orf19.7070","Chr7","",1,252.662466843501,468.31323507332,31.7861095669025,90.9438880642763,27.0800467714882,93.4633958376178,1,1.39104621833278,0.770330075469126,0.228667142623817
"960","orf19.7069","",529.5827688,1769.167245,584.4025173,NA,1051.745755,NA,1.799694088,NA,0.108844694,0.09311266,1.611500309,0.256041895,1.546669685,0.178680172,"Ca21chr7","C",81905,81174,"orf19.7069","Chr7","",1,529.582768814166,1769.16724462017,373.995324841333,851.271633372763,171.170183821105,541.492489137875,2.27615581487259,1.38735061896865,0.166850076208246,0.0234104561833819
"3469","orf19.7068","MAC1",349.3050398,671.4459652,344.0677748,NA,412.1042335,NA,1.197741444,NA,0.465508843,0.403510013,1.50677583,0.103646156,1.496245388,0.057446861,"Ca21chr7","W",82584,83879,"orf19.7068","Chr7","MAC1",1,349.305039787798,671.445965156038,143.245662862546,205.93922993377,129.149921506499,171.313396603571,1.43715604702212,1.30345847672552,0.813113255832452,0.266427793306123
"2249","orf19.7067","CTR9",931.7338261,1859.826628,1032.717385,NA,1129.110946,NA,1.093339729,NA,0.77327647,0.432590906,1.524123883,0.13981464,1.503169525,0.094326996,"Ca21chr7","W",84177,87452,"orf19.7067","Chr7","CTR9",1,931.73382606942,1859.82662766,821.56686718392,930.33216095974,568.28731201504,555.49389268834,1.13238763406883,0.735398199986594,0.629348251685089,0.157392853616244
"3169","orf19.7065","",600.8873804,1883.652962,702.7901584,NA,1146.394536,NA,1.631204595,NA,0.287429622,0.468929361,1.501922342,0.047019892,1.505875453,0.043008879,"Ca21chr7","C",88111,87578,"orf19.7065","Chr7","",1,600.887380365148,1883.65296198055,491.352322647853,948.220450420853,119.508991121282,511.830137342018,1.92981778392942,1.44555502333821,0.264748378023658,0.381439289494498
"2151","orf19.7064","GLN4",1043.155923,3000.659807,1206.907807,NA,1842.229425,NA,1.526404432,NA,0.593163611,0.050424577,1.476034331,0.101895319,1.45902639,0.032345661,"Ca21chr7","C",91080,88681,"orf19.7064","Chr7","GLN4",1,1043.15592279771,3000.6598065677,1005.66967809859,1654.81416321496,974.308743733385,1661.71269054225,1.6452121379658,13.0906445256731,0.531077683553083,0.13745956088034
"2163","orf19.7063","",514.0795179,1407.308255,559.127881,NA,843.828072,NA,1.509186182,NA,0.15379034,0.103064986,1.548430959,0.08263335,1.522779404,0.045093185,"Ca21chr7","C",92165,91359,"orf19.7063","Chr7","",1,514.079517945384,1407.30825461089,348.925494265467,639.593250547521,215.93362243266,368.551972364012,1.83303674010392,0.478537725727157,0.145502517901613,0.0051049122429301
"3434","orf19.7062","RPA135",1041.165573,3466.730168,1244.853574,NA,2180.901847,NA,1.751934439,NA,0.337940751,0.095770152,1.535879582,0.106954328,1.514191038,0.083033807,"Ca21chr7","W",92423,95923,"orf19.7062","Chr7","RPA135",1,1041.1655730839,3466.73016822633,1031.55365036419,1999.58051833907,764.516512022179,1716.05139101329,1.93841640484051,0.782972930104126,0.356945636993818,0.0213414472143695
"4480","orf19.7061","",348.0547994,833.1400562,360.3119293,NA,561.5997786,NA,1.537518158,NA,0.302940166,0.247947679,1.560717533,0.129890216,1.520613485,0.010269177,"Ca21chr7","C",96723,96043,"orf19.7061","Chr7","",1,348.054799354709,833.14005615276,155.458760370878,350.765031425171,160.387637602433,313.215304373209,2.25390566376115,33.856098651668,0.237516834688216,0.0486009746584028
"1907","orf19.7060","",881.3206233,1826.979664,1036.484034,NA,1205.116709,NA,1.162696838,NA,0.2727137,0.216905353,1.557428828,0.082118082,1.536475027,0.016132841,"Ca21chr7","W",96928,97902,"orf19.7060","Chr7","",1,881.320623342175,1826.97966401415,824.059491386931,1003.88185741228,225.944713695538,278.044825923781,1.21821527196137,0.606646885728581,0.276265067856261,0.320089440165781
"47","orf19.7059","",336.0600307,790.371207,329.5000545,NA,487.0606252,NA,1.478180712,NA,0.183183223,0.214007896,1.580313719,0.188735217,1.554088978,0.140561811,"Ca21chr7","C",99298,97943,"orf19.7059","Chr7","",1,336.060030713388,790.371207000606,132.475583600065,276.788977640858,109.082073932832,201.784444839398,2.08673312676965,8.01480947280422,0.267396057101768,0.034072179977098
"5857","orf19.7058","RMD8",472.3950928,1025.863196,499.781476,NA,610.0913841,NA,1.22071628,NA,0.387968319,0.17481488,1.496567378,0.11200236,1.474459585,0.032863772,"Ca21chr7","C",101327,99537,"orf19.7058","Chr7","RMD8",1,472.395092782797,1025.86319551088,294.143111327383,401.743416149945,189.902537645872,250.293882315222,1.36503591178023,43.8067786358308,0.373963932990099,0.246962279494262
"3990","orf19.7057","",1146.150081,2875.848773,1399.124096,NA,1805.816314,NA,1.290676302,NA,0.587166088,0.114974999,1.516804109,0.133404892,1.499296264,0.088502769,"Ca21chr7","W",101629,103806,"orf19.7057","Chr7","",1,1146.15008052293,2875.84877257246,1184.88741633634,1616.57149313056,1015.33619163998,1331.87497672772,1.36432497370002,0.421933882772989,0.579554532888953,0.0213460992826992
"951","orf19.7056","DIP53",234.9248412,334.857144,209.7634386,NA,221.293596,NA,1.041893394,NA,0.330630066,0.361282892,1.589971709,0.188179976,1.540932502,0.052698543,"Ca21chr7","C",105816,103977,"orf19.7056","Chr7","DIP53",1,234.924841150853,334.857143965129,19.6848679712922,14.8410201591029,39.2864941160113,22.348590026274,1,5.22021440237625,0.772619713678781,0.606927867693461
"4038","orf19.7055","",195.5279639,267.4515915,165.7154335,NA,176.8762751,NA,0.956289504,NA,0.532270469,0.556173587,1.416764801,0.116974005,1.392494821,0.05173324,"Ca21chr7","C",106646,106320,"orf19.7055","Chr7","",1,195.527963919525,267.451591511936,0,0,0,0,1,0,NA,NA
"5136","orf19.7054","",330.6510346,458.7494028,354.11503,NA,315.8680639,NA,0.891992819,NA,0.844336082,0.851567594,1.697597634,0.18671714,1.633535867,0.110881949,"Ca21chr7","W",114110,114475,"orf19.7054","Chr7","",1,330.651034637877,458.749402771142,144.197826950373,101.707912016267,122.45118508879,66.6151360522336,0.70533595524481,0.1378709724427,0.684840442447292,0.141595651909197
"5429","orf19.7053","GAC1",950.0854943,3263.2284,1101.678436,NA,2019.432449,NA,1.833050719,NA,0.280360597,0.021699125,1.490867324,0.053895902,1.47298746,0.045766422,"Ca21chr7","W",115894,117909,"orf19.7053","Chr7","GAC1",1,950.08549428767,3263.22840049394,889.395136840431,1832.03396889991,846.657143713856,1630.55398383438,2.05986506223566,0.977582244377093,0.238113907280913,0.00266769198237458
"3835","orf19.7052","INP52",513.495819,862.5828336,540.889301,NA,522.9763324,NA,0.966882376,NA,0.877169989,0.855172939,1.481472875,0.071367562,1.478939377,0.015111107,"Ca21chr7","C",126245,122844,"orf19.7052","Chr7","INP52",1,513.495818976477,862.582833631382,331.06672117984,313.242327259167,271.096358779335,171.594520297675,0.946160719938414,2.18032502612632,0.651234625900842,0.466647706030537
"969","orf19.7051","",331.6583052,763.2445428,329.0228265,NA,470.2288438,NA,1.429167845,NA,0.133764651,0.221080314,1.450938347,0.080612087,1.45549093,0.105233251,"Ca21chr7","W",126561,127202,"orf19.7051","Chr7","",1,331.658305245873,763.244542750555,119.928174517702,259.518717017183,66.5655333008336,117.367043346623,2.1609480845124,59.3976576618042,0.174080087304851,0.132781593216973
"68","orf19.7050","NOP15",400.5513926,956.4068658,401.8492568,NA,571.4826271,NA,1.42213185,NA,0.087841488,0.007053347,1.449419289,0.089581153,1.45986462,0.106059968,"Ca21chr7","W",127379,128182,"orf19.7050","Chr7","NOP15",1,400.551392572944,956.406865832796,200.19224694311,362.103630812722,154.694703322364,213.05435941858,1.80727487631502,67.7333808438032,0.207654473295108,0.157900230037424
