orf	chr	gene	geneflag	WtMean	MutMean	WtMean2	MutMean2	sd.wt	sd.mut	fold.mut.by.wt	sd.ratio	p	p.paired
orf19.1985	ChrR		1	1599.43637110016	1923.20940170940	1760.76725089326	1008.9208894324	102.025432937140	366.767651942286	0.573000712570366	0.244429951760672	0.101387710394332	0.128273376256354
orf19.1317	Chr4	OSH3	1	577.946079278656	1015.50485545014	421.674338102062	444.175677446918	258.162330054639	242.850767413873	1.05336188928673	0.580122098369224	0.748900679471603	0.378902173095159
orf19.3068	NA	PAK4	1	280.312299315929	332.679208472687	72.0470127475282	12.6847136878994	65.7014363403741	21.3932183177164	1	0.509361602672619	0.394774274613708	0.289665743055289
orf19.7557	ChrR	FGR46	1	188.373109497883	262.641215106732	0.720430935739842	1.08160528130556	1.35643989701457	2.24113275183421	1	2.32431879323865	0.86775361468705	0.881707982079893
orf19.4424	Chr1	PHO3	1	277.421213566631	380.236263736264	73.0466677382318	55.4686559601355	63.470434220382	57.180744947212	1	0.288163329437999	0.872166913702434	0.220805675194353
orf19.4569	Chr4		1	432.06399204244	739.142835542345	251.495605299813	258.770447559751	141.422091179147	157.870330727715	1.02892631961209	0.165070228766451	0.969632824615432	0.831659008328666
orf19.2198	Chr2		1	446.488657746026	669.253036437247	267.009411867511	235.473205886761	43.8465937147729	67.9961814758947	0.881891032379047	0.338950598496214	0.32705263718603	0.393257006641908
orf19.5987	Chr3		1	901.633502273589	2060.11163463477	828.153720695527	1074.14245168131	257.339343607888	394.159433854000	1.29703269433987	0.289650846181715	0.309716665654053	0.0419951121084897
orf19.1508	Chr2		1	271.797619047619	398.070970695971	51.258835011789	45.954444117075	61.1255363430852	51.7483377685817	1	2.22659809335418	0.821586853317042	0.69742745985749
orf19.2500	Chr3		1	586.122221169635	1104.85537160208	445.239411734152	489.499467036516	237.101541470870	271.689978021666	1.09940731690840	0.802916637035988	0.737583933768695	0.3314137787993
orf19.7424	Chr3	NSA2	1	430.970159151194	913.097968069666	250.639835324808	362.708885827702	180.623906047863	82.06982347492	1.44713183902975	0.814337657630241	0.329902141485016	0.240654176776009
orf19.397	Chr1	MRPL28	1	1388.27968960864	2683.90309383095	1394.41749961580	1352.28674251393	608.434727303934	934.311175612826	0.969786124232173	0.457100247622611	0.716529452426195	0.44232797509047
orf19.2677	Chr4	GPI16	1	728.705625552608	1246.82327586207	604.809359387897	587.463866616915	314.385659859108	317.597614839169	0.97132072693363	0.288530815219495	0.932262221522717	0.811273096077486
orf19.1237	Chr4	ARO9	1	921.995247568523	2857.68345944991	848.276248320884	1552.62112173067	358.126617552693	488.75335268687	1.83032487919354	0.81636175610848	0.0130212148566441	0.0168466379426148
orf19.4413	Chr4	CMD1	1	8084.30494505495	25387.4951923077	10559.8896237459	16716.8729623587	8241.8572999753	10592.0276388058	1.58305375889230	0.408721291103063	0.247990859605462	0.00301827364540439
orf19.6233	Chr1		1	1226.26929724843	2588.91862896511	1209.31970547546	1389.21156005644	1032.73507380623	972.254912107708	1.14875458802704	0.618331507942983	0.642104378663722	0.113707096350783
orf19.5537	Chr6	WSC2	1	735.001327506432	993.573155645524	621.650788074965	420.639686152026	181.893939612507	188.55835975524	0.676649485886764	0.280707851639539	0.0921930605079475	0.03684258907753
orf19.2748	Chr4	ARG83	1	260.800836225178	340.119117145206	39.6094588078189	23.2960424313111	28.206232874927	27.2278801624257	1	0.667716491318478	0.286792043121297	0.194528556766530
orf19.2179	Chr2	RPS10/SIT1/ARN1/YHL040C	1	16038.2759558624	35577.6951870725	20236.6248439196	21199.1648179985	4919.7309216443	9302.37871318323	1.04756425448921	0.50894172499255	0.903033687117118	0.887214888479627
orf19.4752	Chr1	MSN4	1	739.416224303021	1153.12306005398	671.992985133894	601.594807807394	517.214215929799	578.09757717609	0.895239713979346	0.303696501648318	0.71310186609281	0.198645085691101
orf19.5364	Chr2	ECM2	1	1343.21172363380	2865.23686974389	1453.47579371486	1709.52266124316	522.302228430724	403.015689556786	1.17616176935007	0.353132154558476	0.314184789525529	0.132925575904979
orf19.2190	Chr2	VRP1	1	824.915474750094	1244.57097893361	753.469735283248	580.105699057934	391.23142906975	308.113777524214	0.769912409076202	0.191456985701074	0.429263875983135	0.0426571201477375
orf19.2356	ChrR	CRZ2	1	12238.0768300060	12069.1845731149	14505.2797872310	6932.75430465845	6878.41510857325	5573.10630456777	0.477946954926118	0.233552976117253	0.0542543626616681	0.0113947562785454
orf19.223	Chr2	KIN82	1	3429.8225976418	4977.4487858129	4012.18148104326	2947.47870395616	1737.51868863737	1298.24890831378	0.734632448178727	0.170817415956465	0.281851579120886	0.0208490474814793
orf19.5604	Chr6	MDR1/BEN/BENR/BMR1	1	355.406675397601	734.582969058656	163.284402681069	231.008705709476	206.608025286767	300.137018015382	1.41391785926219	28.4395476302357	0.822566085446399	0.767305014499855
orf19.6349	Chr1	RSV162	1	281.574703779785	438.626644252098	66.205063231777	86.5106204614575	58.7601532331109	65.7752757726167	1	0.605962484787264	0.819669947765985	0.185033078156233
orf19.6704	Chr7		1	525.761278195489	755.84659205485	377.876645652687	294.345358076967	56.3590055202445	63.818801249983	0.778945620120448	0.266387760326533	0.191277693186642	0.355285947584815
orf19.7368	Chr3	PUB1	1	940.780443178016	1639.66865605659	862.066375906882	828.276786451938	283.99264708238	271.75171654238	0.960803958489394	0.21534286305927	0.906190115866896	0.791257204424807
orf19.589:6364	NA	VPS21	1	1471.42972013367	3435.82389093915	1691.59832308398	2231.32621486298	772.735513555427	1504.74914059905	1.31906386073676	0.479061312384698	0.567221251365733	0.312526940768266
orf19.7059	Chr7		1	336.060030713388	790.371207000606	132.475583600065	276.788977640858	109.082073932832	201.784444839398	2.08673312676965	8.01480947280422	0.267396057101768	0.034072179977098
orf19.7422	Chr3	LCP5	1	550.252524547443	1448.21305946217	391.946733034013	674.81006929182	144.947347425938	267.327551878331	1.72168821020192	0.265319689689178	0.0805679864358964	0.00035687734196247
orf19.3574	Chr2	MDJ2	1	305.109941908263	615.179896857528	98.6078656196377	206.603982114425	51.01455938057	110.903323499436	2.09520793109307	1.34735325255067	0.0209869731062112	0.0202137889585432
orf19.6861	Chr4	APC5	1	456.696108676431	792.399793692897	278.314764338038	311.25277879279	305.513525071152	330.089116885745	1.11887572181019	1.27393115552390	0.898682262946928	0.729801141964245
orf19.97	Chr6	CAN2/CAN1	1	2504.64893084834	5016.98753164626	2819.97270274502	3396.2579783606	969.89808431333	1992.80539046005	1.20435845887962	0.660224011129247	0.594305708799319	0.521668543341332
orf19.2587	ChrR	HNM2	1	3198.32780725022	913.730722779636	3429.68851244918	402.285215235728	2229.58812789286	203.399507720455	0.117294971183389	0.366856085935231	0.011593222920332	0.0153251832444323
orf19.4651	Chr4	PGA53	1	2911.52265403230	7212.41382193519	3499.37100738817	4252.14654102283	1045.35806192695	1502.40013069210	1.21511738310838	0.477031750463706	0.327294768473462	0.234503460840731
orf19.3419	Chr6	MAE1	1	1277.41812274842	2600.26077826471	1470.87863464500	1699.64123895517	886.1998731814	939.662421201253	1.15552785860227	0.222609316313251	0.603537388929868	0.100039898869294
orf19.1738.1	ChrR	UGP1	1	791.591579108027	2123.34225491702	691.274581467472	1112.90788961715	356.917393728929	429.125184461056	1.60993607960330	0.461701138490497	0.175064156173587	0.00421706321165774
orf19.1202	Chr6		1	693.317027233202	1196.96463532018	562.62830110123	548.850795832063	249.865347852883	191.367682833931	0.975512242732545	0.57880587957716	0.848563308212515	0.759367248240005
orf19.5039	Chr4	RRP42	1	644.396196891433	1350.79281150585	509.533104146742	649.750213225785	155.203223405418	226.697728972454	1.27518743716142	0.301938936086348	0.272995361217369	0.06609920971589
orf19.5214	Chr2	VSP33	1	611.921665197621	959.889684844776	475.302706592351	397.616874126803	380.114892746755	323.417391710722	0.836555038740446	0.527370412709705	0.769618584204145	0.478554635810213
orf19.3930	Chr5	YUH2	1	775.137133699634	1255.30110717643	706.675587974552	655.795613497166	241.516882233889	302.850604940278	0.928000945068421	0.542744058204611	0.639836871763945	0.626240251037832
orf19.4356	ChrR	HGT3/YDL199C	1	212.389232924746	312.09255072194	3.23920677157254	10.0981249921128	7.52615547125688	20.1082274405624	1	3.33928026324845	0.543459001960145	0.213923131322316
orf19.1333	Chr7	SNG3	1	409.057812247241	653.0315432702	231.095768479089	259.149378692911	80.26356998108	237.570782249493	1.12139387232597	1.06760977933167	0.722471444374366	0.70330875676508
orf19.2425.2	NA		1	857.845996463885	1750.73416039881	753.239528292676	858.64876337391	305.87898995293	423.645228625248	1.13994118885417	0.31463750131116	0.799004182236278	0.456777462116863
orf19.7300	ChrR		1	355.628707967445	711.837153117099	152.451260155463	244.627747968715	104.093772784163	94.9712313261547	1.60462922851051	1.44704265564995	0.108808513804614	0.074647986783759
orf19.3232	ChrR		1	1023.79408235443	2259.57461001642	1053.87848383550	1306.72057775021	1223.68591608943	1415.91737686579	1.23987785892687	0.519031379950737	0.96419949780041	0.801234325164977
orf19.3649	Chr6	FES1	1	1225.75795553265	2618.43864468864	1352.08889500821	1456.91960685192	1020.09802215849	902.768552879436	1.07753241094631	0.38503528397591	0.824277768670554	0.557884160438031
orf19.3518	ChrR	ODC1	1	1685.73493706082	4153.50734221697	1759.49850636053	2253.31909241175	631.835027212296	880.453297787323	1.28065984953444	0.476218882006222	0.358735018244878	0.186937566868326
orf19.922	Chr5	ERG11(ERG16)/ERG11/CYP51/ERG16/L1A1/P45014DM	1	1702.62019951563	1965.27474507999	1788.92272344109	1100.59326339254	547.945192430501	369.353545207073	0.615226833988385	0.381497293692206	0.0265202349268426	0.103765904258083
orf19.7050	Chr7	NOP15	1	400.551392572944	956.406865832796	200.192246943110	362.103630812722	154.694703322364	213.05435941858	1.80727487631502	67.7333808438032	0.207654473295108	0.157900230037424
orf19.5616	Chr6		1	207.821862486676	268.469085214287	4.17263467961807	6.25673993388245	9.81257755764198	14.9175720008431	1	15.0008766480706	0.935090931225042	0.942132904224413
orf19.814.3	NA	SSY1.5	1	733.16695683872	1214.61553003862	624.985575514352	613.585838715328	243.791258110226	229.941766874184	0.981760000157376	0.432782229719484	0.90377773284338	0.88696517880397
orf19.4280	Chr5		1	349.749557913351	368.363682193991	169.307147295813	79.5845866961455	127.373118341508	118.470800917012	0.472029216166795	0.340778934577270	0.304143184336806	0.243668937730596
orf19.4078	Chr2	RRP45	1	295.109444283786	494.637070544398	77.908274056478	123.082892247697	46.9627138230734	144.423516133697	1.57647115844956	5.53776202299671	0.523798814895625	0.325039779004449
orf19.4418	Chr4	FMT1	1	486.544634962738	1040.64636461290	318.970558005281	446.908208781473	127.648431743731	177.426856459076	1.40109548535221	0.190854785335958	0.152245148056552	0.00163864102045501
orf19.4765	Chr1	CCW12/PGA6	1	10293.4333712265	19296.9533152621	11641.9758563195	10819.4559216863	7659.86467861328	8289.71357409547	0.929348768217322	0.313070038011007	0.698309504114657	0.187431745778021
orf19.763	Chr1	CBC2	1	828.915206201844	1264.45892541367	799.959908529582	636.213097481038	786.500024159573	595.938653974384	0.795306228096444	0.289946135965404	0.84093371549489	0.321436096101698
orf19.6898.1	Chr7		1	1928.38074712644	3565.75474079762	2230.97893149777	2213.59852284206	2544.76564349728	2532.61808505091	0.992209514661784	0.406609646669265	0.887090073725863	0.361160154066377
orf19.3170	Chr5	BUD27	1	548.654667171908	739.456660966076	392.859350024755	275.260457890935	159.435133046417	32.4505251271943	0.700659047248311	0.396973413221894	0.14495606300735	0.199167384064056
orf19.2953	Chr1	TOM20	1	1854.29141072176	4598.0356658113	2166.17728170436	2734.27896212094	525.124702116358	637.629266638561	1.26226001224129	0.525376836939579	0.098594904024352	0.20617048071506
orf19.3784	Chr4		1	237.578718569190	327.349161198753	30.3941986819066	15.3929972567228	38.9466941859055	25.0844734648575	1	0.372235365850237	0.469889894634528	0.180709399289277
orf19.2167	Chr2		1	557.383363311597	1250.55331825364	401.03170495766	538.978245725527	313.653888909175	556.735977265267	1.34383624292732	0.517903959147512	0.935370282949606	0.575962971378919
orf19.4779	Chr1		1	2721.98095537252	6414.88621891821	3223.94024859297	3877.94800440945	1704.69525695993	2120.90614635785	1.20285976332902	0.280382787721577	0.582151061943307	0.102675507063367
orf19.4658	Chr4		1	548.419469987716	1427.44388964425	389.004067874093	645.128217879178	140.110378306608	424.26855525593	1.65840995289536	0.851458568453426	0.559001679731757	0.364898996497604
orf19.1421	Chr4	DAL3	1	296.133322918259	709.074297932749	83.1437584046392	219.43292072402	23.7855006906012	112.647332810385	2.63919896014439	1.57675300068296	0.0159147628155366	0.0179834193600852
orf19.7235	Chr1		1	668.121036731971	1234.53079247893	545.056452630771	611.701028026246	175.935195950045	216.058480914391	1.12227095940945	0.448222865178068	0.62534093505795	0.535939583922155
orf19.5758	Chr6	PPQ1	1	2335.80200916748	5302.14803652547	2663.19153773322	3461.15032737017	1494.44589987932	2174.52193565372	1.29962500944116	0.547372929707757	0.551792760843097	0.199475089657427
orf19.6792	Chr3	RRD1	1	505.188160221509	887.975555876872	337.906301602887	349.261283320778	142.561095694119	127.100461932844	1.03360393595511	0.41108141296603	0.896383930781937	0.84689170497187
orf19.7417	Chr3	TSA1	1	14133.7140474972	40138.7492421372	19388.4305216009	28306.2621869414	9648.226270087	12672.2846227003	1.45995634641004	0.491259059383384	0.180498466754691	0.0301687643635011
orf19.6524	Chr7	TOM40	1	3711.66798406272	5370.52716312222	4303.72832494332	3052.11718223230	1979.45539454486	1663.35341905534	0.709179797559016	0.331177794817970	0.454814486387747	0.134653943671186
orf19.2876	Chr4	CBF1	1	813.751747638086	1162.23440481176	750.592822370567	615.006784215107	293.465276895454	447.16033853435	0.819361397931778	0.472508984284712	0.320000422179055	0.225046368525546
orf19.3689	Chr1		1	690.488077992043	1058.93327206168	552.6447960919	506.120567170982	235.486395599050	250.876899803175	0.91581531347093	0.793273020853783	0.761728229425986	0.749994204121026
orf19.3512	ChrR	CIS36	1	237.051636883987	299.239699024596	27.8384935087092	8.35206235971704	39.001907262121	10.1626244035613	1	2.66843591410239	0.653421614831414	0.450644077610860
orf19.1484	Chr2		1	272.939287694210	408.328022476616	65.9899676174947	65.8472546848682	83.4843722492291	53.1335535383852	1	30.4292134482216	0.652933334482764	0.413225153541322
orf19.1226	NA		1	432.387061403509	708.900371507903	251.332168314858	247.224408308671	129.757341216766	151.519235935984	0.983656051536384	1.40961970616909	0.959494108416226	0.950137512547
orf19.596.1	ChrR	NOP10	1	1493.61039800154	3610.15591019436	1703.34365392483	2005.54171308614	913.210300439282	1139.94624603737	1.17741461534494	0.710351884160076	0.644078552742738	0.552582608377682
orf19.6396	ChrR		1	1394.54972505313	2220.06863395225	1411.78649524745	1201.78463448976	489.615158761901	396.906632742723	0.851250977775584	0.23774105815751	0.505875619954182	0.255230903863848
orf19.1513	Chr2	FAB1	1	399.941972249368	654.47847985348	212.775014971475	203.121404091598	141.649185835242	121.773803235368	0.95466547081993	0.482368246602965	0.990021454711171	0.925572130308667
orf19.3131	Chr4	OYE32	1	2837.18521879411	9085.94425054679	3595.46929513653	5874.7015355371	2252.92842578319	3195.63652699374	1.63391787088367	0.87740912463175	0.193225205869117	0.101022871964689
orf19.5266	Chr1		1	236.957936517571	371.481005153631	23.3226690464111	32.5730843297037	30.5074491406974	41.2905097629055	1	0.845962894755034	0.865159117717863	0.331198214869471
orf19.6643	ChrR	MCT1	1	617.670037577365	1040.48746654001	499.695450007013	482.510322355711	352.892964566423	379.147281918348	0.96560879701614	0.20490411663216	0.86915217010321	0.326576892043389
orf19.5197	Chr1	APE2	1	3419.18144499179	6998.11864037376	3967.29717709687	4409.2793038058	1971.1140855808	1523.95444076912	1.11140635727025	0.360445996974334	0.515269453554003	0.286458727899907
orf19.1643	Chr3	PCP1	1	1684.07222659877	2757.11488864084	1927.66973064999	1632.44473670618	1357.73393509957	1303.59484537065	0.846848768100814	0.309421890080772	0.546962534375917	0.165069308410326
orf19.5461	Chr3		1	203.953580901857	258.730163764272	0	0	0	0	1	0	NA	NA
orf19.1283	Chr5	MEC1	1	662.47100385247	857.663637563809	536.8968713465	325.45419373188	162.775158628737	112.171224922737	0.606176364774978	0.141064573818470	0.0196647714524938	0.00486869167578592
orf19.7108	Chr7	RPE1	1	4371.67097701149	17227.6153200390	5539.35455410353	11412.2448612668	3984.38259916661	7571.17147832603	2.06021202466858	0.433530836847870	0.123455552717159	0.000251955551035517
orf19.6062.3	Chr1		1	1568	3274.24234374041	1809.93878735873	1988.3977608291	601.394068728843	387.542824271756	1.098599452488	0.203334101184736	0.621550941379054	0.358717337213159
orf19.2765	Chr4	PGA62/FLO1	1	50425.160017862	62243.4159185589	64447.8498827805	44050.290464251	9784.22186727694	13652.8154770155	0.68350287161435	0.244125467427125	0.0248328091878882	0.0493433418985109
orf19.6061	Chr1		1	1190.05293987622	2463.46658882097	1275.98962166445	1558.32897322347	1075.40675252652	1440.91812137839	1.22127088399883	0.248857086323059	0.704857777760797	0.0676243489348928
orf19.4563	Chr4		1	1048.24611394886	1933.73411877057	1027.52263052802	947.087501465411	268.896058075569	487.359491220875	0.921719360067743	0.374910972133974	0.506179249407016	0.392568037671784
orf19.23	Chr2	RTA3/YOR49	1	509.833630966231	1296.68052486914	349.93198418366	585.151736742006	145.475665482081	415.483859325261	1.67218706260040	0.599081774985122	0.322274810059768	0.0386183621713933
orf19.4837	Chr1	DAM1	1	515.156940760389	659.485520481999	360.046871283903	222.547524312132	105.441469074027	68.9440027354934	0.618107091219936	0.19556071376111	0.0155289991726165	0.0173591337696807
orf19.971	Chr5	SKN7	1	726.003269921902	960.631608327078	642.44499453816	502.625547291652	466.424171124644	508.542261131967	0.782363551066312	1.19819540402836	0.5340173420773	0.37767966232967
orf19.2270	Chr2	SMF12/SMF1	1	768.242484526967	1821.25456432064	767.711058125953	1210.6143231445	578.311093486814	1034.96593891737	1.57691400993977	0.479692593610967	0.373519861931621	0.0340871067525369
orf19.6031	Chr1	VPS27	1	764.840201465202	1600.89398978215	663.625989267991	824.17215811168	183.756763834716	290.937880851994	1.24192266644165	0.320742391075790	0.250918871846077	0.0954525471572653
orf19.1795	Chr4	PUF3	1	259.268030723408	353.313883687869	59.7098758786889	34.4914838080641	85.4036301748056	54.4091649780673	1	0.388537321648455	0.611231288172486	0.273714982448597
orf19.6273	Chr1		1	485.526477146042	955.219053934571	338.485155020176	433.866924718096	78.278628892111	114.555349979736	1.28179011186542	0.284157996398088	0.292452789111751	0.209107786246392
orf19.3431	Chr6	MIP1	1	443.527420668883	607.609118427339	256.889938425279	171.450209846549	186.254998881431	135.902946402027	0.667622901391039	0.251105960209952	0.77489366802578	0.051485323309671
orf19.3435	Chr6		1	905.121794871795	1133.43162393162	803.037693979582	454.274235128687	458.592261416303	309.205388424479	0.565694784359945	0.155687081468064	0.415214610483248	0.0675963457068208
orf19.6561	Chr7	LAT1	1	7210.87426900585	16027.3799061575	8562.07205783635	10021.3496681567	2838.63919856866	2229.70718875071	1.17043510034289	0.355205010694794	0.322996764166215	0.158178144216943
orf19.4686	Chr4		1	1041.45832306816	1806.9415814071	1021.29818672550	950.54832829199	428.779559571619	464.674789961094	0.930725561493115	0.221897802166983	0.773916596024037	0.37198619550481
orf19.5968	Chr3	RDI1	1	1993.80243162395	5178.47463020674	2271.36647301034	3149.56583551032	1069.98283645915	1595.44769926769	1.38663922045836	0.25701058903484	0.376816062512936	0.0113314399895478
orf19.3611	Chr2		1	3712.08182550208	7655.15047063055	4695.40437936388	5274.21035268928	2286.02139603877	3344.64475647819	1.12327074018784	0.337653867591937	0.807653126496958	0.638798343183777
orf19.1280	Chr5	SUI1	1	5899.29961916815	10442.4930077977	8218.36148237396	8329.92128555953	7057.9305828265	9473.60979407507	1.01357445805041	0.270196713536625	0.776938106929907	0.264651305224049
orf19.896	Chr2	CHK1/HK1	1	676.353445782892	1248.12294685468	542.650518778551	559.450226596864	171.321290770208	259.418272611446	1.03095861376144	0.293393538938205	0.84331327507032	0.693898376167146
orf19.1111	Chr5	TAF9	1	669.543079337524	932.473881016644	580.311933639918	464.533779933865	202.520072145608	307.051738690577	0.80048979351527	0.496186813831077	0.25587187552348	0.167575805182358
orf19.4940	Chr1	HIP1	1	315.105377894723	586.122584035243	129.505229842446	200.712855515925	143.099486251464	244.401572183962	1.55042221376881	0.809836250465207	0.872228126246724	0.58354016482867
orf19.2820	ChrR	NUP57	1	1003.30144543113	1990.79177718833	970.81910765279	1136.71071138097	618.484008277373	703.744984445692	1.17087797553683	0.84810887341675	0.589886146919656	0.290525749116373
orf19.1691	Chr3	@	1	2041.72981778342	2936.96568446896	2168.91439830846	1511.96471535528	1794.07433593883	1261.06371390050	0.697106679975228	0.177764569980976	0.689613238930303	0.0249451416564796
orf19.398	Chr1		1	319.762820512820	445.997789566755	133.251357362602	80.9346573608275	122.798441479306	31.7960628986539	0.607383361511203	0.387715661220167	0.696311082451391	0.502369137563677
orf19.2471	Chr1	GIM5	1	552.78142419175	1157.14234087860	427.478839290934	484.671578430005	440.574571817432	540.51257823809	1.13373866518485	0.36472342107555	0.93641044090538	0.399973250272010
orf19.3237	ChrR	UFD4	1	976.315973537956	1973.59306816372	916.681119943555	1038.77356712229	291.567908182194	323.786756656707	1.13318966052912	0.152393329725588	0.512978559808788	0.0600337014288126
orf19.7421	Chr3	CYP5	1	5321.62968996271	14244.6605599022	6630.04099851366	8975.370253515	3855.44177552621	6099.92944623936	1.35374279820096	0.492474703099191	0.582699628081089	0.174339166487926
orf19.7544	ChrR	CTA2	1	2283.89218611848	5130.38019285615	2778.87295324849	3155.25127909542	812.83699672913	756.70655745809	1.13544279719839	0.479584405930821	0.390946497915813	0.425656426550606
orf19.3761	Chr1	CDC54	1	783.595956486043	1169.69298245614	646.968746287982	470.238058014942	363.978168099986	343.343765387714	0.727090338413688	0.370368822348561	0.407707020597462	0.175958531470722
orf19.2090	Chr2	ECM16	1	694.720473096785	1222.63124019802	564.291908539121	515.464201482954	270.289950309076	364.072800054778	0.913470836073876	0.299004967655283	0.620763704590592	0.195731547625741
orf19.6759	Chr3	MDS4	1	1366.19949007687	2167.70679960290	1405.67966913046	1157.78372807525	1441.01960093904	1173.76184620284	0.823646918640748	2.39103141638562	0.926169545145524	0.764907792843806
orf19.7257	Chr1	MLH3	1	472.730957311493	786.509354869269	318.606986860564	308.190381341835	109.939460985490	66.0920286574054	0.967305784404257	0.309665486243967	0.99748255481416	0.996526991204368
orf19.3216	Chr5		1	1219.41052786697	1254.90263041556	1180.21574046267	550.364967899259	1129.43183854600	481.309357177559	0.466325730991778	0.0852957501543116	0.300123748563794	0.000163316641114416
orf19.3448	Chr6		1	2496.96783625731	3831.44114042844	3221.17472267171	2685.16394562963	2153.41420175838	2172.28038211664	0.833597732755862	0.134544404572237	0.678957849125109	0.131870559779832
orf19.5184	Chr7	PRP20	1	1499.57306991506	2787.17980697212	1513.24769455730	1437.13334005155	1452.99634100079	1231.46178230347	0.949596737597543	14.3021242793608	0.664382026596912	0.339405999709294
orf19.4471	Chr1		1	335.513799695968	525.776047536286	130.800337028521	121.890080507035	105.146909090321	93.739624217602	0.931965638137197	0.325473482899516	0.959309484942396	0.642259572320552
orf19.1809	NA	FOX2	1	3830.89681390749	4620.96857112942	4269.13359631219	2536.55175897139	2744.05671351676	1458.13248113226	0.594160782684932	0.133298877416572	0.220242081820243	0.00425501220653411
orf19.831	Chr2		1	403.580161444726	525.197581154478	208.39214172004	123.626188454835	79.771055054973	26.3040884399334	0.593238245139388	0.267782572369781	0.0453615281805334	0.0241309888770711
orf19.477	ChrR	RRF1	1	983.2602438599	2117.34270440691	977.119459535872	1211.22628137779	996.677372510857	1206.5600880329	1.23937734190935	39.5812720524385	0.520959017414049	0.27007804211579
orf19.541	ChrR		1	444.55743509824	1376.71481339290	272.029881138966	637.140611065084	205.011310424629	487.168492715984	2.34217141292505	1.95183034545861	0.261836206830029	0.0055969371074164
orf19.6038	Chr1	UGA3	1	400.920918842198	572.477021189135	202.454829497120	146.182423018150	107.653899964049	92.1447616185237	0.722278200761665	0.225753460109950	0.81209577973826	0.0814668299282306
orf19.151	Chr2		1	3225.08780587776	5556.31952844237	4042.3813776885	3301.38752638989	4716.97573849815	3619.99001709827	0.816693730238208	0.616696209189215	0.954993816740944	0.812982861949602
orf19.3804	Chr4		1	488.622139082281	1361.24535843236	334.58573096591	644.058333332191	67.2403964397574	284.485631207738	1.92494261925896	0.783475091952122	0.0253462025884734	0.0391513665729112
